tick_id,day,settlement_id,resident_id,object_id,owner_id,object_use,action,permission_state,location_before,location_after,carried_after,relationship_before,relationship_after,queue_before,queue_after,consequence_label,consequence_visible,bounded_consequence,rollback_available
1839,103,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
1840,103,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
1842,103,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
1845,103,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
1848,103,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
1849,103,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
1851,103,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
1852,103,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
1853,103,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1854,104,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
1856,104,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1857,104,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
1860,104,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
1863,104,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1866,104,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1869,104,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
1870,104,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1872,105,riverbend,Lio,ridge lantern,Lio,signal,approach_resident,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1873,105,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1874,105,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
1875,105,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1878,105,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1881,105,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1883,105,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
1884,105,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1886,105,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1887,105,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1890,106,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
1891,106,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
1893,106,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1896,106,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
1899,106,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1900,106,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1902,106,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
1903,106,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
1904,106,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1905,106,orchard,Mara,market token,Mara,trade,wait_respectfully,observed,satchel shed,satchel shed,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1907,106,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1908,107,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
1911,107,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
1914,107,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
1917,107,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1920,107,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1921,107,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1923,107,repair_ring,Juno,bell gauge,Juno,diagnostic,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
1924,107,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1926,108,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1929,108,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1932,108,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1934,108,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
1935,108,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1937,108,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
1938,108,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1941,108,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1944,109,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1947,109,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1950,109,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1951,109,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1953,109,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1954,109,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1955,109,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
1956,109,orchard,Mara,market token,Mara,trade,wait_respectfully,observed,satchel shed,satchel shed,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1958,109,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1959,109,roofward,Fay,sun lens,Fay,craft,wait_respectfully,observed,glass stair,glass stair,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1962,110,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1965,110,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
1968,110,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1971,110,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1972,110,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1974,110,repair_ring,Juno,bell gauge,Juno,diagnostic,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1975,110,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1977,110,archive,Toma,ink ribbon,Toma,craft,listen_memory,observed,spool room,spool room,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
1980,111,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1983,111,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1985,111,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1986,111,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1988,111,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
1989,111,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
1992,111,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1995,111,signal,Milo,signal lens,Milo,craft,move_forward,observed,lantern walk,lantern walk,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
1998,112,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2001,112,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2002,112,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2004,112,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2005,112,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2006,112,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2007,112,orchard,Mara,market token,Mara,trade,wait_respectfully,observed,satchel shed,satchel shed,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2009,112,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
2010,112,roofward,Fay,sun lens,Fay,craft,wait_respectfully,observed,glass stair,glass stair,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2013,112,orchard,Mara,apple wrap,shared,care,turn_right,observed,mud row,mud row,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2016,113,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2019,113,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
2022,113,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2023,113,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2025,113,repair_ring,Juno,bell gauge,Juno,diagnostic,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
