tick_id,day,settlement_id,resident_id,protocol_step,avatar_choice,protocol_state,trust_before,trust_after,respect_delta,visible_body_response,greeting_card_visible,protocol_not_bypassed
1558,87,cinder_garden,Vale,wait at ash path,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1559,87,lichen_bridge,Sol,wait for shared-bowl offer,touch_restricted_object,warning,0.762,0.75,-0.018,resident steps between avatar and custom boundary,True,True
1560,87,orchid_engine,Bea,stand outside engine ring,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1561,87,moss_ward,Fay,show empty hands,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1562,87,glass_harbor,Puck,accept tea-before-crossing,interrupt_protocol,warning,0.794,0.782,-0.018,resident steps between avatar and custom boundary,True,True
1563,87,cinder_garden,Wren,bow to shade cloth,wait_for_resident_lead,respected,0.67,0.68,0.016,"resident turns toward avatar, shoulders lower",True,True
1564,87,lichen_bridge,Kio,listen for signal hush,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1565,87,orchid_engine,Cai,wait for orchid-cup,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1566,88,glass_harbor,Nia,pause at lamp pier,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
1567,88,cinder_garden,Pax,wait at ash path,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1568,88,lichen_bridge,Rin,wait for shared-bowl offer,ask_custom_reason,neutral,0.848,0.85,0.003,resident waits for clearer intent,True,True
1569,88,orchid_engine,Eli,stand outside engine ring,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1570,88,moss_ward,Ari,show empty hands,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1571,88,glass_harbor,Oren,accept tea-before-crossing,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1572,88,cinder_garden,Vale,bow to shade cloth,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1573,88,lichen_bridge,Sol,listen for signal hush,ask_translation,partially_matched,0.732,0.738,0.01,"resident listens, then corrects sequence",True,True
1574,88,orchid_engine,Bea,wait for orchid-cup,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1575,88,moss_ward,Fay,stand by rain gate,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1576,88,glass_harbor,Puck,tap lantern rail,touch_restricted_object,warning,0.772,0.76,-0.018,resident steps between avatar and custom boundary,True,True
1577,88,cinder_garden,Wren,repeat cool-hand sign,step_back,respected,0.682,0.692,0.016,"resident turns toward avatar, shoulders lower",True,True
1578,88,lichen_bridge,Kio,touch rope post,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1579,88,orchid_engine,Cai,show palms to valve listener,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1580,88,moss_ward,Milo,wait for warm-cup phrase,wait_for_resident_lead,respected,0.71,0.72,0.016,"resident turns toward avatar, shoulders lower",True,True
1581,88,glass_harbor,Sera,pause at lamp pier,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1582,88,cinder_garden,Juno,wait at ash path,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1583,88,lichen_bridge,Luma,wait for shared-bowl offer,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1584,89,moss_ward,Ari,stand by rain gate,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1585,89,glass_harbor,Oren,tap lantern rail,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1586,89,cinder_garden,Vale,repeat cool-hand sign,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1587,89,lichen_bridge,Sol,touch rope post,wait_for_resident_lead,respected,0.748,0.758,0.016,"resident turns toward avatar, shoulders lower",True,True
1588,89,orchid_engine,Bea,show palms to valve listener,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1589,89,moss_ward,Fay,wait for warm-cup phrase,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1590,89,glass_harbor,Puck,pause at lamp pier,ask_translation,partially_matched,0.742,0.748,0.01,"resident listens, then corrects sequence",True,True
1591,89,cinder_garden,Wren,wait at ash path,repeat_local_phrase,partially_matched,0.702,0.708,0.01,"resident listens, then corrects sequence",True,True
1592,89,lichen_bridge,Kio,wait for shared-bowl offer,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1593,89,orchid_engine,Cai,stand outside engine ring,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
1594,89,moss_ward,Milo,show empty hands,step_back,respected,0.722,0.732,0.016,"resident turns toward avatar, shoulders lower",True,True
1595,89,glass_harbor,Sera,accept tea-before-crossing,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1596,89,cinder_garden,Juno,bow to shade cloth,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1597,89,lichen_bridge,Luma,listen for signal hush,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1598,89,orchid_engine,Dax,wait for orchid-cup,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1599,89,moss_ward,Tala,stand by rain gate,offer_greeting,partially_matched,0.872,0.878,0.01,"resident listens, then corrects sequence",True,True
1600,89,glass_harbor,Nia,tap lantern rail,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
1601,89,cinder_garden,Pax,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1602,90,orchid_engine,Bea,stand outside engine ring,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1603,90,moss_ward,Fay,show empty hands,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1604,90,glass_harbor,Puck,accept tea-before-crossing,wait_for_resident_lead,respected,0.758,0.768,0.016,"resident turns toward avatar, shoulders lower",True,True
1605,90,cinder_garden,Wren,bow to shade cloth,observe_before_speaking,respected,0.71,0.72,0.016,"resident turns toward avatar, shoulders lower",True,True
1606,90,lichen_bridge,Kio,listen for signal hush,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1607,90,orchid_engine,Cai,wait for orchid-cup,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
1608,90,moss_ward,Milo,stand by rain gate,repeat_local_phrase,partially_matched,0.742,0.748,0.01,"resident listens, then corrects sequence",True,True
1609,90,glass_harbor,Sera,tap lantern rail,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1610,90,cinder_garden,Juno,repeat cool-hand sign,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
1611,90,lichen_bridge,Luma,touch rope post,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1612,90,orchid_engine,Dax,show palms to valve listener,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1613,90,moss_ward,Tala,wait for warm-cup phrase,interrupt_protocol,warning,0.88,0.868,-0.018,resident steps between avatar and custom boundary,True,True
1614,90,glass_harbor,Nia,pause at lamp pier,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
1615,90,cinder_garden,Pax,wait at ash path,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1616,90,lichen_bridge,Rin,wait for shared-bowl offer,offer_greeting,partially_matched,0.86,0.866,0.01,"resident listens, then corrects sequence",True,True
1617,90,orchid_engine,Eli,stand outside engine ring,ask_translation,partially_matched,0.916,0.922,0.01,"resident listens, then corrects sequence",True,True
1618,90,moss_ward,Ari,show empty hands,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1619,90,glass_harbor,Oren,accept tea-before-crossing,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1620,91,lichen_bridge,Kio,touch rope post,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1621,91,orchid_engine,Cai,show palms to valve listener,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
1622,91,moss_ward,Milo,wait for warm-cup phrase,observe_before_speaking,respected,0.75,0.76,0.016,"resident turns toward avatar, shoulders lower",True,True
1623,91,glass_harbor,Sera,pause at lamp pier,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1624,91,cinder_garden,Juno,wait at ash path,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
1625,91,lichen_bridge,Luma,wait for shared-bowl offer,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1626,91,orchid_engine,Dax,stand outside engine ring,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1627,91,moss_ward,Tala,show empty hands,touch_restricted_object,warning,0.858,0.846,-0.018,resident steps between avatar and custom boundary,True,True
1628,91,glass_harbor,Nia,accept tea-before-crossing,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
1629,91,cinder_garden,Pax,bow to shade cloth,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1630,91,lichen_bridge,Rin,listen for signal hush,interrupt_protocol,warning,0.868,0.856,-0.018,resident steps between avatar and custom boundary,True,True
1631,91,orchid_engine,Eli,wait for orchid-cup,wait_for_resident_lead,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1632,91,moss_ward,Ari,stand by rain gate,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1633,91,glass_harbor,Oren,tap lantern rail,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1634,91,cinder_garden,Vale,repeat cool-hand sign,ask_translation,partially_matched,0.916,0.922,0.01,"resident listens, then corrects sequence",True,True
1635,91,lichen_bridge,Sol,touch rope post,repeat_local_phrase,partially_matched,0.76,0.766,0.01,"resident listens, then corrects sequence",True,True
1636,91,orchid_engine,Bea,show palms to valve listener,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1637,91,moss_ward,Fay,wait for warm-cup phrase,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
1638,92,cinder_garden,Juno,bow to shade cloth,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
1639,92,lichen_bridge,Luma,listen for signal hush,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1640,92,orchid_engine,Dax,wait for orchid-cup,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1641,92,moss_ward,Tala,stand by rain gate,ask_translation,partially_matched,0.828,0.834,0.01,"resident listens, then corrects sequence",True,True
1642,92,glass_harbor,Nia,tap lantern rail,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
1643,92,cinder_garden,Pax,repeat cool-hand sign,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1644,92,lichen_bridge,Rin,touch rope post,touch_restricted_object,warning,0.846,0.834,-0.018,resident steps between avatar and custom boundary,True,True
1645,92,orchid_engine,Eli,show palms to valve listener,step_back,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1646,92,moss_ward,Ari,wait for warm-cup phrase,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1647,92,glass_harbor,Oren,pause at lamp pier,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1648,92,cinder_garden,Vale,wait at ash path,wait_for_resident_lead,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1649,92,lichen_bridge,Sol,wait for shared-bowl offer,observe_before_speaking,respected,0.768,0.778,0.016,"resident turns toward avatar, shoulders lower",True,True
1650,92,orchid_engine,Bea,stand outside engine ring,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1651,92,moss_ward,Fay,show empty hands,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
1652,92,glass_harbor,Puck,accept tea-before-crossing,repeat_local_phrase,partially_matched,0.77,0.776,0.01,"resident listens, then corrects sequence",True,True
1653,92,cinder_garden,Wren,bow to shade cloth,offer_trade_good,neutral,0.73,0.732,0.003,resident waits for clearer intent,True,True
1654,92,lichen_bridge,Kio,listen for signal hush,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1655,92,orchid_engine,Cai,wait for orchid-cup,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
