tick,day,speaker,listener,bystander,action,consequence,speaker_trust_delta,listener_trust_delta,bystander_trust_delta,group_mood_before,group_mood_after,replayable,not_overdriven
2389,133,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.485165,0.486315,True,True
2390,133,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.490172,0.498972,True,True
2391,133,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.495206,0.497506,True,True
2392,133,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.500262,0.509062,True,True
2393,133,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.505335,0.519535,True,True
2394,134,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.437549,0.437249,True,True
2395,134,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.442045,0.434095,True,True
2396,134,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.446612,0.455412,True,True
2397,134,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.451245,0.456345,True,True
2398,134,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.455939,0.455639,True,True
2399,134,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.460691,0.474891,True,True
2400,134,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.465497,0.465197,True,True
2401,134,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.470351,0.462401,True,True
2402,134,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.475251,0.484051,True,True
2403,134,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.48019,0.48529,True,True
2404,134,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.485165,0.484865,True,True
2405,134,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.490172,0.504372,True,True
2406,134,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.495206,0.494906,True,True
2407,134,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.500262,0.492312,True,True
2408,134,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.505335,0.514135,True,True
2409,134,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.510422,0.515522,True,True
2410,134,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.515518,0.515218,True,True
2411,134,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.520617,0.534817,True,True
2412,135,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.451245,0.460045,True,True
2413,135,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.455939,0.457089,True,True
2414,135,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.460691,0.457591,True,True
2415,135,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.465497,0.479697,True,True
2416,135,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.470351,0.479151,True,True
2417,135,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.475251,0.477551,True,True
2418,135,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.48019,0.48899,True,True
2419,135,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.485165,0.486315,True,True
2420,135,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.490172,0.487072,True,True
2421,135,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.495206,0.509406,True,True
2422,135,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.500262,0.509062,True,True
2423,135,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.505335,0.507635,True,True
2424,135,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.510422,0.519222,True,True
2425,135,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.515518,0.516668,True,True
2426,135,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.520617,0.517517,True,True
2427,135,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.525716,0.539916,True,True
2428,135,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.53081,0.53961,True,True
2429,135,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.535894,0.538194,True,True
2430,136,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.465497,0.465197,True,True
2431,136,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.470351,0.471501,True,True
2432,136,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.475251,0.474951,True,True
2433,136,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.48019,0.48529,True,True
2434,136,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.485165,0.493965,True,True
2435,136,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.490172,0.495272,True,True
2436,136,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.495206,0.494906,True,True
2437,136,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.500262,0.501412,True,True
2438,136,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.505335,0.505035,True,True
2439,136,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.510422,0.515522,True,True
2440,136,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.515518,0.524318,True,True
2441,136,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.520617,0.525717,True,True
2442,136,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.525716,0.525416,True,True
2443,136,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.53081,0.53196,True,True
2444,136,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.535894,0.535594,True,True
2445,136,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.540963,0.546063,True,True
2446,136,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.546014,0.554814,True,True
2447,136,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.551042,0.556142,True,True
2448,137,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.48019,0.48899,True,True
2449,137,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.485165,0.474415,True,True
2450,137,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.490172,0.498972,True,True
2451,137,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.495206,0.509406,True,True
2452,137,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.500262,0.497162,True,True
2453,137,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.505335,0.519535,True,True
2454,137,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.510422,0.519222,True,True
2455,137,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.515518,0.504768,True,True
2456,137,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.520617,0.529417,True,True
2457,137,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.525716,0.539916,True,True
2458,137,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.53081,0.52771,True,True
2459,137,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.535894,0.550094,True,True
2460,137,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.540963,0.549763,True,True
2461,137,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.546014,0.535264,True,True
2462,137,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.551042,0.559842,True,True
2463,137,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.556041,0.570241,True,True
2464,137,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.561008,0.557908,True,True
2465,137,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.565939,0.580139,True,True
2466,138,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.495206,0.504006,True,True
2467,138,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.500262,0.492312,True,True
2468,138,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.505335,0.505035,True,True
2469,138,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.510422,0.524622,True,True
2470,138,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.515518,0.515218,True,True
2471,138,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.520617,0.525717,True,True
2472,138,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.525716,0.534516,True,True
2473,138,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.53081,0.52286,True,True
2474,138,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.535894,0.535594,True,True
2475,138,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.540963,0.555163,True,True
2476,138,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.546014,0.545714,True,True
2477,138,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.551042,0.556142,True,True
2478,138,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.556041,0.564841,True,True
2479,138,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.561008,0.553058,True,True
2480,138,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.565939,0.565639,True,True
2481,138,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.570828,0.585028,True,True
2482,138,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.575671,0.575371,True,True
2483,138,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.580464,0.585564,True,True
2484,139,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.510422,0.507322,True,True
2485,139,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.515518,0.516668,True,True
2486,139,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.520617,0.529417,True,True
2487,139,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.525716,0.528016,True,True
2488,139,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.53081,0.53961,True,True
2489,139,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.535894,0.550094,True,True
2490,139,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.540963,0.537863,True,True
2491,139,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.546014,0.547164,True,True
2492,139,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.551042,0.559842,True,True
2493,139,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.556041,0.558341,True,True
2494,139,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.561008,0.569808,True,True
2495,139,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.565939,0.580139,True,True
2496,139,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.570828,0.567728,True,True
2497,139,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.575671,0.576821,True,True
2498,139,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.580464,0.589264,True,True
2499,139,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.585202,0.587502,True,True
2500,139,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.589882,0.598682,True,True
2501,139,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.594499,0.608699,True,True
2502,140,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.525716,0.525416,True,True
2503,140,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.53081,0.52286,True,True
2504,140,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.535894,0.544694,True,True
2505,140,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.540963,0.546063,True,True
2506,140,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.546014,0.545714,True,True
2507,140,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.551042,0.565242,True,True
2508,140,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.556041,0.555741,True,True
2509,140,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.561008,0.553058,True,True
2510,140,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.565939,0.574739,True,True
2511,140,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.570828,0.575928,True,True
2512,140,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.575671,0.575371,True,True
2513,140,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.580464,0.594664,True,True
2514,140,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.585202,0.584902,True,True
2515,140,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.589882,0.581932,True,True
2516,140,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.594499,0.603299,True,True
2517,140,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.599049,0.604149,True,True
2518,140,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.603528,0.603228,True,True
2519,140,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.607932,0.622132,True,True
2520,141,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.540963,0.549763,True,True
2521,141,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.546014,0.547164,True,True
2522,141,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.551042,0.547942,True,True
2523,141,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.556041,0.570241,True,True
2524,141,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.561008,0.569808,True,True
2525,141,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.565939,0.568239,True,True
2526,141,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.570828,0.579628,True,True
2527,141,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.575671,0.576821,True,True
2528,141,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.580464,0.577364,True,True
2529,141,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.585202,0.599402,True,True
2530,141,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.589882,0.598682,True,True
2531,141,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.594499,0.596799,True,True
2532,141,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.599049,0.607849,True,True
2533,141,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.603528,0.604678,True,True
2534,141,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.607932,0.604832,True,True
2535,141,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.612256,0.626456,True,True
2536,141,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.616498,0.625298,True,True
2537,141,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.620652,0.622952,True,True
2538,142,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.556041,0.555741,True,True
2539,142,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.561008,0.562158,True,True
2540,142,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.565939,0.565639,True,True
2541,142,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.570828,0.575928,True,True
2542,142,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.575671,0.584471,True,True
2543,142,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.580464,0.585564,True,True
2544,142,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.585202,0.584902,True,True
2545,142,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.589882,0.591032,True,True
2546,142,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.594499,0.594199,True,True
2547,142,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.599049,0.604149,True,True
2548,142,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.603528,0.612328,True,True
2549,142,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.607932,0.613032,True,True
2550,142,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.612256,0.611956,True,True
2551,142,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.616498,0.617648,True,True
2552,142,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.620652,0.620352,True,True
2553,142,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.624717,0.629817,True,True
2554,142,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.628686,0.637486,True,True
2555,142,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.632559,0.637659,True,True
2556,143,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.570828,0.579628,True,True
2557,143,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.575671,0.564921,True,True
2558,143,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.580464,0.589264,True,True
2559,143,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.585202,0.599402,True,True
2560,143,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.589882,0.586782,True,True
2561,143,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.594499,0.608699,True,True
2562,143,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.599049,0.607849,True,True
2563,143,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.603528,0.592778,True,True
2564,143,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.607932,0.616732,True,True
