tick_id,day,settlement_id,resident_id,help_offer,resident_boundary,response,refusal_present,refusal_respected,autonomy_before,autonomy_after,trust_before,trust_after,useful_without_coercion
1812,101,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1813,101,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1815,101,moss_ward,Tala,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1816,101,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1818,102,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1821,102,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1824,102,moss_ward,Milo,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1827,102,lichen_bridge,Luma,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1830,102,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1833,102,orchid_engine,Eli,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1834,102,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1835,102,glass_harbor,Oren,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1836,103,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1837,103,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1838,103,moss_ward,Milo,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1839,103,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1840,103,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1841,103,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1842,103,orchid_engine,Dax,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1845,103,cinder_garden,Pax,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1846,103,lichen_bridge,Rin,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1848,103,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1851,103,lichen_bridge,Sol,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1852,103,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1853,103,moss_ward,Fay,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1854,104,cinder_garden,Juno,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1857,104,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1860,104,lichen_bridge,Rin,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1861,104,orchid_engine,Eli,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1862,104,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1863,104,glass_harbor,Oren,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1866,104,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1867,104,moss_ward,Fay,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1868,104,glass_harbor,Puck,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1869,104,cinder_garden,Wren,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1871,104,orchid_engine,Cai,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1872,105,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1874,105,lichen_bridge,Rin,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1875,105,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1876,105,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1878,105,cinder_garden,Vale,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1881,105,moss_ward,Fay,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1883,105,cinder_garden,Wren,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1884,105,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1885,105,orchid_engine,Cai,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1887,105,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1890,106,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1893,106,lichen_bridge,Sol,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1896,106,glass_harbor,Puck,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1897,106,cinder_garden,Wren,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1899,106,orchid_engine,Cai,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1902,106,cinder_garden,Juno,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1904,106,orchid_engine,Dax,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1905,106,moss_ward,Tala,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1907,106,cinder_garden,Pax,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1908,107,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1910,107,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1911,107,cinder_garden,Wren,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1914,107,moss_ward,Milo,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1915,107,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1917,107,lichen_bridge,Luma,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1918,107,orchid_engine,Dax,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1919,107,moss_ward,Tala,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1920,107,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1922,107,lichen_bridge,Rin,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1923,107,orchid_engine,Eli,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1925,107,glass_harbor,Oren,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1926,108,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1929,108,glass_harbor,Sera,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1932,108,orchid_engine,Dax,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1935,108,cinder_garden,Pax,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1936,108,lichen_bridge,Rin,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1937,108,orchid_engine,Eli,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1938,108,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1939,108,glass_harbor,Oren,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1941,108,lichen_bridge,Sol,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1942,108,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1944,109,cinder_garden,Juno,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1946,109,orchid_engine,Dax,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1947,109,moss_ward,Tala,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1948,109,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1949,109,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1950,109,lichen_bridge,Rin,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1952,109,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1953,109,glass_harbor,Oren,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1956,109,orchid_engine,Bea,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1957,109,moss_ward,Fay,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1959,109,cinder_garden,Wren,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1960,109,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1962,110,glass_harbor,Nia,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1964,110,lichen_bridge,Rin,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1965,110,orchid_engine,Eli,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1966,110,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1967,110,glass_harbor,Oren,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1968,110,cinder_garden,Vale,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1971,110,moss_ward,Fay,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1974,110,lichen_bridge,Kio,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1975,110,orchid_engine,Cai,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1976,110,moss_ward,Milo,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1977,110,glass_harbor,Sera,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1979,110,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1980,111,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1981,111,glass_harbor,Oren,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1983,111,lichen_bridge,Sol,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1986,111,glass_harbor,Puck,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1988,111,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1989,111,orchid_engine,Cai,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1991,111,glass_harbor,Sera,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1992,111,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1993,111,lichen_bridge,Luma,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1994,111,orchid_engine,Dax,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1995,111,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1996,111,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1997,111,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1998,112,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2001,112,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2002,112,lichen_bridge,Kio,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
