tick_id,day,settlement_id,resident_id,local_phrase,candidate_meaning_a,candidate_meaning_b,confidence_before,confidence_after,misunderstanding_risk_before,misunderstanding_risk_after,repair_action,autonomous_language_claim_blocked,translation_ui_visible
1298,73,lichen_bridge,Rin,bridge hum Rin day-5 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1299,73,orchid_engine,Eli,engine ring Eli day-5 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1300,73,moss_ward,Ari,moss breath Ari day-5 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1301,73,glass_harbor,Oren,harbor chime Oren day-5 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
1302,73,cinder_garden,Vale,cinder pulse Vale day-5 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1303,73,lichen_bridge,Sol,bridge hum Sol day-5 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1304,73,orchid_engine,Bea,engine ring Bea day-5 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
1305,73,moss_ward,Fay,moss breath Fay day-5 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1306,73,glass_harbor,Puck,harbor chime Puck day-5 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1307,73,cinder_garden,Wren,cinder pulse Wren day-5 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.67,0.678,0.0944,0.079,context observed without claiming fluency,True,True
1308,73,lichen_bridge,Kio,bridge hum Kio day-5 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1309,73,orchid_engine,Cai,engine ring Cai day-5 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1310,73,moss_ward,Milo,moss breath Milo day-5 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.67,0.678,0.09272,0.0776,context observed without claiming fluency,True,True
1311,73,glass_harbor,Sera,harbor chime Sera day-5 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
1312,73,cinder_garden,Juno,cinder pulse Juno day-5 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1313,73,lichen_bridge,Luma,bridge hum Luma day-5 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1314,74,moss_ward,Ari,moss breath Ari day-6 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1315,74,glass_harbor,Oren,harbor chime Oren day-6 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1316,74,cinder_garden,Vale,cinder pulse Vale day-6 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1317,74,lichen_bridge,Sol,bridge hum Sol day-6 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1318,74,orchid_engine,Bea,engine ring Bea day-6 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
1319,74,moss_ward,Fay,moss breath Fay day-6 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1320,74,glass_harbor,Puck,harbor chime Puck day-6 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1321,74,cinder_garden,Wren,cinder pulse Wren day-6 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.678,0.668,0.08856,0.0908,misread phrase requires warning,True,True
1322,74,lichen_bridge,Kio,bridge hum Kio day-6 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1323,74,orchid_engine,Cai,engine ring Cai day-6 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1324,74,moss_ward,Milo,moss breath Milo day-6 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.678,0.686,0.08424,0.0692,context observed without claiming fluency,True,True
1325,74,glass_harbor,Sera,harbor chime Sera day-6 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1326,74,cinder_garden,Juno,cinder pulse Juno day-6 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1327,74,lichen_bridge,Luma,bridge hum Luma day-6 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1328,74,orchid_engine,Dax,engine ring Dax day-6 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
1329,74,moss_ward,Tala,moss breath Tala day-6 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1330,74,glass_harbor,Nia,harbor chime Nia day-6 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1331,74,cinder_garden,Pax,cinder pulse Pax day-6 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
1332,75,orchid_engine,Bea,engine ring Bea day-7 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1333,75,moss_ward,Fay,moss breath Fay day-7 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1334,75,glass_harbor,Puck,harbor chime Puck day-7 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1335,75,cinder_garden,Wren,cinder pulse Wren day-7 bow to shade cloth,greeting: bow to shade cloth,custom warning: ask before shade pole,0.668,0.658,0.10072,0.1026,misread phrase requires warning,True,True
1336,75,lichen_bridge,Kio,bridge hum Kio day-7 touch rope post,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1337,75,orchid_engine,Cai,engine ring Cai day-7 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1338,75,moss_ward,Milo,moss breath Milo day-7 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.686,0.676,0.0784,0.081,misread phrase requires warning,True,True
1339,75,glass_harbor,Sera,harbor chime Sera day-7 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1340,75,cinder_garden,Juno,cinder pulse Juno day-7 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1341,75,lichen_bridge,Luma,bridge hum Luma day-7 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1342,75,orchid_engine,Dax,engine ring Dax day-7 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1343,75,moss_ward,Tala,moss breath Tala day-7 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1344,75,glass_harbor,Nia,harbor chime Nia day-7 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1345,75,cinder_garden,Pax,cinder pulse Pax day-7 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
1346,75,lichen_bridge,Rin,bridge hum Rin day-7 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1347,75,orchid_engine,Eli,engine ring Eli day-7 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1348,75,moss_ward,Ari,moss breath Ari day-7 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
1349,75,glass_harbor,Oren,harbor chime Oren day-7 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1350,76,lichen_bridge,Kio,bridge hum Kio day-8 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1351,76,orchid_engine,Cai,engine ring Cai day-8 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1352,76,moss_ward,Milo,moss breath Milo day-8 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.676,0.666,0.09056,0.0928,misread phrase requires warning,True,True
1353,76,glass_harbor,Sera,harbor chime Sera day-8 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1354,76,cinder_garden,Juno,cinder pulse Juno day-8 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1355,76,lichen_bridge,Luma,bridge hum Luma day-8 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
1356,76,orchid_engine,Dax,engine ring Dax day-8 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1357,76,moss_ward,Tala,moss breath Tala day-8 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1358,76,glass_harbor,Nia,harbor chime Nia day-8 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1359,76,cinder_garden,Pax,cinder pulse Pax day-8 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1360,76,lichen_bridge,Rin,bridge hum Rin day-8 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
1361,76,orchid_engine,Eli,engine ring Eli day-8 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
1362,76,moss_ward,Ari,moss breath Ari day-8 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
1363,76,glass_harbor,Oren,harbor chime Oren day-8 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
