tick,day,resident,schedule_before,schedule_after,debt_before,debt_after,trust_before,trust_after,memory_note,history_not_erased,non_magical_trust_repair
0,1,Tovan,sort herbs,carry water,0.56,0.558,0.357947,0.360947,enter linked to v60:tovan:water_carry:d001:s00; prehistory remains locked,True,True
3282,183,Tovan,repair awning,sort herbs,0.404492,0.402492,0.6599,0.6629,inspect_memory linked to v60:tovan:missed_greeting:d183:s06; prehistory remains locked,True,True
3283,183,Nia,sort herbs,carry water,0.397489,0.395489,0.682131,0.685131,enter linked to v60:nia:care_favor:d183:s07; prehistory remains locked,True,True
3284,183,Ari,carry water,dry cloaks,0.390411,0.388411,0.483651,0.501651,talk linked to v60:ari:route_warning:d183:s08; prehistory remains locked,True,True
3285,183,Fay,dry cloaks,map safe route,0.383266,0.361266,0.359969,0.377969,offer_help linked to v60:fay:tool_loan:d183:s09; prehistory remains locked,True,True
3286,183,Milo,map safe route,rest after rain,0.37606,0.35406,0.358286,0.376286,return_tool linked to v60:milo:water_carry:d183:s10; prehistory remains locked,True,True
3287,183,Sera,rest after rain,recover focus,0.3688,0.3668,0.511833,0.514833,inspect_memory linked to v60:sera:repair_promise:d183:s11; prehistory remains locked,True,True
3288,183,Tovan,recover focus,repair awning,0.361493,0.359493,0.657341,0.660341,enter linked to v60:tovan:missed_greeting:d183:s12; prehistory remains locked,True,True
3289,183,Nia,repair awning,sort herbs,0.354146,0.352146,0.679036,0.697036,talk linked to v60:nia:care_favor:d183:s13; prehistory remains locked,True,True
3290,183,Ari,sort herbs,carry water,0.346767,0.324767,0.486528,0.504528,offer_help linked to v60:ari:route_warning:d183:s14; prehistory remains locked,True,True
3291,183,Fay,carry water,dry cloaks,0.339362,0.317362,0.362023,0.380023,return_tool linked to v60:fay:tool_loan:d183:s15; prehistory remains locked,True,True
3292,183,Milo,dry cloaks,map safe route,0.331938,0.329938,0.351889,0.354889,inspect_memory linked to v60:milo:water_carry:d183:s16; prehistory remains locked,True,True
3293,183,Sera,map safe route,rest after rain,0.324502,0.322502,0.494327,0.497327,enter linked to v60:sera:repair_promise:d183:s17; prehistory remains locked,True,True
3294,184,Tovan,recover focus,repair awning,0.317063,0.295063,0.655407,0.673407,offer_help linked to v60:tovan:care_favor:d184:s00; prehistory remains locked,True,True
3295,184,Nia,repair awning,sort herbs,0.309626,0.287626,0.666151,0.684151,return_tool linked to v60:nia:route_warning:d184:s01; prehistory remains locked,True,True
3296,184,Ari,sort herbs,carry water,0.302199,0.300199,0.493784,0.496784,inspect_memory linked to v60:ari:tool_loan:d184:s02; prehistory remains locked,True,True
3297,184,Fay,carry water,dry cloaks,0.294789,0.292789,0.355341,0.358341,enter linked to v60:fay:water_carry:d184:s03; prehistory remains locked,True,True
3298,184,Milo,dry cloaks,map safe route,0.287404,0.285404,0.366258,0.384258,talk linked to v60:milo:repair_promise:d184:s04; prehistory remains locked,True,True
3299,184,Sera,map safe route,rest after rain,0.28005,0.25805,0.519481,0.537481,offer_help linked to v60:sera:missed_greeting:d184:s05; prehistory remains locked,True,True
3300,184,Tovan,rest after rain,recover focus,0.272734,0.250734,0.673143,0.691143,return_tool linked to v60:tovan:care_favor:d184:s06; prehistory remains locked,True,True
3301,184,Nia,recover focus,repair awning,0.265463,0.263463,0.67994,0.68294,inspect_memory linked to v60:nia:route_warning:d184:s07; prehistory remains locked,True,True
3302,184,Ari,repair awning,sort herbs,0.258245,0.256245,0.493302,0.496302,enter linked to v60:ari:tool_loan:d184:s08; prehistory remains locked,True,True
3303,184,Fay,sort herbs,carry water,0.251087,0.249087,0.3382,0.3562,talk linked to v60:fay:water_carry:d184:s09; prehistory remains locked,True,True
3304,184,Milo,carry water,dry cloaks,0.243994,0.221994,0.350985,0.368985,offer_help linked to v60:milo:repair_promise:d184:s10; prehistory remains locked,True,True
3305,184,Sera,dry cloaks,map safe route,0.236975,0.214975,0.501812,0.519812,return_tool linked to v60:sera:missed_greeting:d184:s11; prehistory remains locked,True,True
3306,184,Tovan,map safe route,rest after rain,0.230035,0.228035,0.658765,0.661765,inspect_memory linked to v60:tovan:care_favor:d184:s12; prehistory remains locked,True,True
3307,184,Nia,rest after rain,recover focus,0.223182,0.221182,0.677249,0.680249,enter linked to v60:nia:route_warning:d184:s13; prehistory remains locked,True,True
3308,184,Ari,recover focus,repair awning,0.216422,0.214422,0.495785,0.513785,talk linked to v60:ari:tool_loan:d184:s14; prehistory remains locked,True,True
3309,184,Fay,repair awning,sort herbs,0.209761,0.187761,0.355605,0.373605,offer_help linked to v60:fay:water_carry:d184:s15; prehistory remains locked,True,True
3310,184,Milo,sort herbs,carry water,0.203207,0.181207,0.349203,0.367203,return_tool linked to v60:milo:repair_promise:d184:s16; prehistory remains locked,True,True
3311,184,Sera,carry water,dry cloaks,0.196764,0.194764,0.519063,0.522063,inspect_memory linked to v60:sera:missed_greeting:d184:s17; prehistory remains locked,True,True
3312,185,Tovan,map safe route,rest after rain,0.19044,0.18844,0.658534,0.676534,talk linked to v60:tovan:route_warning:d185:s00; prehistory remains locked,True,True
3313,185,Nia,rest after rain,recover focus,0.184241,0.162241,0.677263,0.695263,offer_help linked to v60:nia:tool_loan:d185:s01; prehistory remains locked,True,True
3314,185,Ari,recover focus,repair awning,0.178171,0.156171,0.474567,0.492567,return_tool linked to v60:ari:water_carry:d185:s02; prehistory remains locked,True,True
3315,185,Fay,repair awning,sort herbs,0.172239,0.170239,0.346039,0.349039,inspect_memory linked to v60:fay:repair_promise:d185:s03; prehistory remains locked,True,True
3316,185,Milo,sort herbs,carry water,0.166448,0.164448,0.357509,0.360509,enter linked to v60:milo:missed_greeting:d185:s04; prehistory remains locked,True,True
3317,185,Sera,carry water,dry cloaks,0.160805,0.158805,0.518411,0.536411,talk linked to v60:sera:care_favor:d185:s05; prehistory remains locked,True,True
3318,185,Tovan,dry cloaks,map safe route,0.155314,0.133314,0.675623,0.693623,offer_help linked to v60:tovan:route_warning:d185:s06; prehistory remains locked,True,True
3319,185,Nia,map safe route,rest after rain,0.149982,0.127982,0.674185,0.692185,return_tool linked to v60:nia:tool_loan:d185:s07; prehistory remains locked,True,True
3320,185,Ari,rest after rain,recover focus,0.144814,0.142814,0.477476,0.480476,inspect_memory linked to v60:ari:water_carry:d185:s08; prehistory remains locked,True,True
3321,185,Fay,recover focus,repair awning,0.139813,0.137813,0.338261,0.341261,enter linked to v60:fay:repair_promise:d185:s09; prehistory remains locked,True,True
3322,185,Milo,repair awning,sort herbs,0.134986,0.132986,0.37248,0.39048,talk linked to v60:milo:missed_greeting:d185:s10; prehistory remains locked,True,True
3323,185,Sera,sort herbs,carry water,0.130337,0.108337,0.51626,0.53426,offer_help linked to v60:sera:care_favor:d185:s11; prehistory remains locked,True,True
3324,185,Tovan,carry water,dry cloaks,0.12587,0.10387,0.664191,0.682191,return_tool linked to v60:tovan:route_warning:d185:s12; prehistory remains locked,True,True
3325,185,Nia,dry cloaks,map safe route,0.121589,0.119589,0.666121,0.669121,inspect_memory linked to v60:nia:tool_loan:d185:s13; prehistory remains locked,True,True
3326,185,Ari,map safe route,rest after rain,0.117499,0.115499,0.473771,0.476771,enter linked to v60:ari:water_carry:d185:s14; prehistory remains locked,True,True
3327,185,Fay,rest after rain,recover focus,0.113604,0.111604,0.350061,0.368061,talk linked to v60:fay:repair_promise:d185:s15; prehistory remains locked,True,True
3328,185,Milo,recover focus,repair awning,0.109907,0.087907,0.366572,0.384572,offer_help linked to v60:milo:missed_greeting:d185:s16; prehistory remains locked,True,True
3329,185,Sera,repair awning,sort herbs,0.106412,0.084412,0.528921,0.546921,return_tool linked to v60:sera:care_favor:d185:s17; prehistory remains locked,True,True
3330,186,Tovan,carry water,dry cloaks,0.103122,0.101122,0.678601,0.681601,enter linked to v60:tovan:tool_loan:d186:s00; prehistory remains locked,True,True
3331,186,Nia,dry cloaks,map safe route,0.10004,0.09804,0.663961,0.681961,talk linked to v60:nia:water_carry:d186:s01; prehistory remains locked,True,True
3332,186,Ari,map safe route,rest after rain,0.09717,0.07517,0.477748,0.495748,offer_help linked to v60:ari:repair_promise:d186:s02; prehistory remains locked,True,True
3333,186,Fay,rest after rain,recover focus,0.094514,0.072514,0.347533,0.365533,return_tool linked to v60:fay:missed_greeting:d186:s03; prehistory remains locked,True,True
3334,186,Milo,recover focus,repair awning,0.092075,0.090075,0.371425,0.374425,inspect_memory linked to v60:milo:care_favor:d186:s04; prehistory remains locked,True,True
3335,186,Sera,repair awning,sort herbs,0.089855,0.087855,0.529569,0.532569,enter linked to v60:sera:route_warning:d186:s05; prehistory remains locked,True,True
3336,186,Tovan,sort herbs,carry water,0.087855,0.085855,0.671527,0.689527,talk linked to v60:tovan:tool_loan:d186:s06; prehistory remains locked,True,True
3337,186,Nia,carry water,dry cloaks,0.086079,0.064079,0.656505,0.674505,offer_help linked to v60:nia:water_carry:d186:s07; prehistory remains locked,True,True
3338,186,Ari,dry cloaks,map safe route,0.084528,0.062528,0.45924,0.47724,return_tool linked to v60:ari:repair_promise:d186:s08; prehistory remains locked,True,True
3339,186,Fay,map safe route,rest after rain,0.083203,0.081203,0.329877,0.332877,inspect_memory linked to v60:fay:missed_greeting:d186:s09; prehistory remains locked,True,True
3340,186,Milo,rest after rain,recover focus,0.082105,0.080105,0.378539,0.381539,enter linked to v60:milo:care_favor:d186:s10; prehistory remains locked,True,True
3341,186,Sera,recover focus,repair awning,0.081237,0.079237,0.534931,0.552931,talk linked to v60:sera:route_warning:d186:s11; prehistory remains locked,True,True
3342,186,Tovan,repair awning,sort herbs,0.080597,0.058597,0.679052,0.697052,offer_help linked to v60:tovan:tool_loan:d186:s12; prehistory remains locked,True,True
3343,186,Nia,sort herbs,carry water,0.080188,0.058188,0.659808,0.677808,return_tool linked to v60:nia:water_carry:d186:s13; prehistory remains locked,True,True
3344,186,Ari,carry water,dry cloaks,0.080009,0.078009,0.468205,0.471205,inspect_memory linked to v60:ari:repair_promise:d186:s14; prehistory remains locked,True,True
3345,186,Fay,dry cloaks,map safe route,0.08006,0.07806,0.350995,0.353995,enter linked to v60:fay:missed_greeting:d186:s15; prehistory remains locked,True,True
3346,186,Milo,map safe route,rest after rain,0.080343,0.078343,0.359899,0.377899,talk linked to v60:milo:care_favor:d186:s16; prehistory remains locked,True,True
3347,186,Sera,rest after rain,recover focus,0.080855,0.058855,0.533564,0.551564,offer_help linked to v60:sera:route_warning:d186:s17; prehistory remains locked,True,True
3348,187,Tovan,repair awning,sort herbs,0.081597,0.079597,0.665155,0.668155,inspect_memory linked to v60:tovan:water_carry:d187:s00; prehistory remains locked,True,True
3349,187,Nia,sort herbs,carry water,0.082569,0.080569,0.666125,0.669125,enter linked to v60:nia:repair_promise:d187:s01; prehistory remains locked,True,True
3350,187,Ari,carry water,dry cloaks,0.083768,0.081768,0.449927,0.467927,talk linked to v60:ari:missed_greeting:d187:s02; prehistory remains locked,True,True
3351,187,Fay,dry cloaks,map safe route,0.085195,0.063195,0.342551,0.360551,offer_help linked to v60:fay:care_favor:d187:s03; prehistory remains locked,True,True
3352,187,Milo,map safe route,rest after rain,0.086847,0.064847,0.375669,0.393669,return_tool linked to v60:milo:route_warning:d187:s04; prehistory remains locked,True,True
3353,187,Sera,rest after rain,recover focus,0.088723,0.086723,0.53157,0.53457,inspect_memory linked to v60:sera:tool_loan:d187:s05; prehistory remains locked,True,True
3354,187,Tovan,recover focus,repair awning,0.090822,0.088822,0.679262,0.682262,enter linked to v60:tovan:water_carry:d187:s06; prehistory remains locked,True,True
3355,187,Nia,repair awning,sort herbs,0.09314,0.09114,0.662208,0.680208,talk linked to v60:nia:repair_promise:d187:s07; prehistory remains locked,True,True
3356,187,Ari,sort herbs,carry water,0.095677,0.073677,0.463865,0.481865,offer_help linked to v60:ari:missed_greeting:d187:s08; prehistory remains locked,True,True
3357,187,Fay,carry water,dry cloaks,0.098429,0.076429,0.345302,0.363302,return_tool linked to v60:fay:care_favor:d187:s09; prehistory remains locked,True,True
3358,187,Milo,dry cloaks,map safe route,0.101395,0.099395,0.386906,0.389906,inspect_memory linked to v60:milo:route_warning:d187:s10; prehistory remains locked,True,True
3359,187,Sera,map safe route,rest after rain,0.10457,0.10257,0.529226,0.532226,enter linked to v60:sera:tool_loan:d187:s11; prehistory remains locked,True,True
3360,187,Tovan,rest after rain,recover focus,0.107952,0.105952,0.665547,0.683547,talk linked to v60:tovan:water_carry:d187:s12; prehistory remains locked,True,True
3361,187,Nia,recover focus,repair awning,0.111538,0.089538,0.650149,0.668149,offer_help linked to v60:nia:repair_promise:d187:s13; prehistory remains locked,True,True
3362,187,Ari,repair awning,sort herbs,0.115324,0.093324,0.462763,0.480763,return_tool linked to v60:ari:missed_greeting:d187:s14; prehistory remains locked,True,True
3363,187,Fay,sort herbs,carry water,0.119307,0.117307,0.3463,0.3493,inspect_memory linked to v60:fay:care_favor:d187:s15; prehistory remains locked,True,True
3364,187,Milo,carry water,dry cloaks,0.123483,0.121483,0.367884,0.370884,enter linked to v60:milo:route_warning:d187:s16; prehistory remains locked,True,True
3365,187,Sera,dry cloaks,map safe route,0.127848,0.125848,0.540393,0.558393,talk linked to v60:sera:tool_loan:d187:s17; prehistory remains locked,True,True
3366,188,Tovan,rest after rain,recover focus,0.132397,0.110397,0.680088,0.698088,return_tool linked to v60:tovan:repair_promise:d188:s00; prehistory remains locked,True,True
3367,188,Nia,recover focus,repair awning,0.137127,0.135127,0.662018,0.665018,inspect_memory linked to v60:nia:missed_greeting:d188:s01; prehistory remains locked,True,True
3368,188,Ari,repair awning,sort herbs,0.142032,0.140032,0.44754,0.45054,enter linked to v60:ari:care_favor:d188:s02; prehistory remains locked,True,True
3369,188,Fay,sort herbs,carry water,0.147108,0.145108,0.345616,0.363616,talk linked to v60:fay:route_warning:d188:s03; prehistory remains locked,True,True
3370,188,Milo,carry water,dry cloaks,0.152351,0.130351,0.385162,0.403162,offer_help linked to v60:milo:tool_loan:d188:s04; prehistory remains locked,True,True
3371,188,Sera,dry cloaks,map safe route,0.157754,0.135754,0.558365,0.576365,return_tool linked to v60:sera:water_carry:d188:s05; prehistory remains locked,True,True
3372,188,Tovan,map safe route,rest after rain,0.163314,0.161314,0.689536,0.692536,inspect_memory linked to v60:tovan:repair_promise:d188:s06; prehistory remains locked,True,True
3373,188,Nia,rest after rain,recover focus,0.169024,0.167024,0.666265,0.669265,enter linked to v60:nia:missed_greeting:d188:s07; prehistory remains locked,True,True
3374,188,Ari,recover focus,repair awning,0.174879,0.172879,0.451922,0.469922,talk linked to v60:ari:care_favor:d188:s08; prehistory remains locked,True,True
3375,188,Fay,repair awning,sort herbs,0.180873,0.158873,0.336732,0.354732,offer_help linked to v60:fay:route_warning:d188:s09; prehistory remains locked,True,True
3376,188,Milo,sort herbs,carry water,0.187002,0.165002,0.388621,0.406621,return_tool linked to v60:milo:tool_loan:d188:s10; prehistory remains locked,True,True
3377,188,Sera,carry water,dry cloaks,0.193258,0.191258,0.543169,0.546169,inspect_memory linked to v60:sera:water_carry:d188:s11; prehistory remains locked,True,True
