epoch_id,simulated_year,settlement_id,craft_domain,technology_stage,tool_name,apprentice_lineage_depth,material_source,failure_memory,practical_use,energy_budget,bounded_technology
779,775,orchid_engine,gear washing,9,gear washing stage-9 steam water tool,33,steam water,year 760 gear washing failure changed training,supports steam tea,0.343859,True
780,780,moss_ward,rain jar firing,9,rain jar firing stage-9 rain clay tool,33,rain clay,year 765 rain jar firing failure changed training,supports jar seals,0.342235,True
781,780,glass_harbor,salt cisterns,9,salt cisterns stage-9 kelp fiber tool,33,kelp fiber,year 765 salt cisterns failure changed training,supports salt tea,0.342776,True
782,780,cinder_garden,seed calendars,9,seed calendars stage-9 ember fruit tool,33,ember fruit,year 765 seed calendars failure changed training,supports cool bowls,0.343318,True
783,780,lichen_bridge,signal bells,9,signal bells stage-9 rope reed tool,33,rope reed,year 765 signal bells failure changed training,supports lichen soup,0.343859,True
784,780,orchid_engine,gear washing,9,gear washing stage-9 steam water tool,33,steam water,year 765 gear washing failure changed training,supports steam tea,0.3352,True
785,785,moss_ward,rain jar firing,9,rain jar firing stage-9 rain clay tool,33,rain clay,year 770 rain jar firing failure changed training,supports jar seals,0.342776,True
786,785,glass_harbor,salt cisterns,9,salt cisterns stage-9 kelp fiber tool,33,kelp fiber,year 770 salt cisterns failure changed training,supports salt tea,0.343318,True
787,785,cinder_garden,seed calendars,9,seed calendars stage-9 ember fruit tool,33,ember fruit,year 770 seed calendars failure changed training,supports cool bowls,0.343859,True
788,785,lichen_bridge,signal bells,9,signal bells stage-9 rope reed tool,33,rope reed,year 770 signal bells failure changed training,supports lichen soup,0.3352,True
789,785,orchid_engine,gear washing,9,gear washing stage-9 steam water tool,33,steam water,year 770 gear washing failure changed training,supports steam tea,0.335741,True
790,790,moss_ward,rain jar firing,9,rain jar firing stage-9 rain clay tool,33,rain clay,year 775 rain jar firing failure changed training,supports jar seals,0.343318,True
791,790,glass_harbor,salt cisterns,9,salt cisterns stage-9 kelp fiber tool,33,kelp fiber,year 775 salt cisterns failure changed training,supports salt tea,0.343859,True
792,790,cinder_garden,seed calendars,9,seed calendars stage-9 ember fruit tool,33,ember fruit,year 775 seed calendars failure changed training,supports cool bowls,0.3352,True
793,790,lichen_bridge,signal bells,9,signal bells stage-9 rope reed tool,33,rope reed,year 775 signal bells failure changed training,supports lichen soup,0.335741,True
794,790,orchid_engine,gear washing,9,gear washing stage-9 steam water tool,33,steam water,year 775 gear washing failure changed training,supports steam tea,0.336282,True
795,795,moss_ward,rain jar firing,9,rain jar firing stage-9 rain clay tool,33,rain clay,year 780 rain jar firing failure changed training,supports jar seals,0.343859,True
796,795,glass_harbor,salt cisterns,9,salt cisterns stage-9 kelp fiber tool,33,kelp fiber,year 780 salt cisterns failure changed training,supports salt tea,0.3352,True
797,795,cinder_garden,seed calendars,9,seed calendars stage-9 ember fruit tool,33,ember fruit,year 780 seed calendars failure changed training,supports cool bowls,0.335741,True
798,795,lichen_bridge,signal bells,9,signal bells stage-9 rope reed tool,33,rope reed,year 780 signal bells failure changed training,supports lichen soup,0.336282,True
799,795,orchid_engine,gear washing,9,gear washing stage-9 steam water tool,33,steam water,year 780 gear washing failure changed training,supports steam tea,0.336824,True
800,800,moss_ward,path lanterns,9,path lanterns stage-9 root starch tool,34,root starch,year 785 path lanterns failure changed training,supports dry cloaks,0.3352,True
801,800,glass_harbor,lamp optics,9,lamp optics stage-9 salt reed tool,34,salt reed,year 785 lamp optics failure changed training,supports lantern lenses,0.335741,True
802,800,cinder_garden,shade rigs,9,shade rigs stage-9 shade wood tool,34,shade wood,year 785 shade rigs failure changed training,supports seed meal,0.336282,True
803,800,lichen_bridge,bridge ledgers,9,bridge ledgers stage-9 signal stone tool,34,signal stone,year 785 bridge ledgers failure changed training,supports rope kits,0.336824,True
804,800,orchid_engine,valve tools,9,valve tools stage-9 orchid oil tool,34,orchid oil,year 785 valve tools failure changed training,supports valve keys,0.337365,True
805,805,moss_ward,path lanterns,9,path lanterns stage-9 root starch tool,34,root starch,year 790 path lanterns failure changed training,supports dry cloaks,0.335741,True
806,805,glass_harbor,lamp optics,9,lamp optics stage-9 salt reed tool,34,salt reed,year 790 lamp optics failure changed training,supports lantern lenses,0.336282,True
807,805,cinder_garden,shade rigs,9,shade rigs stage-9 shade wood tool,34,shade wood,year 790 shade rigs failure changed training,supports seed meal,0.336824,True
808,805,lichen_bridge,bridge ledgers,9,bridge ledgers stage-9 signal stone tool,34,signal stone,year 790 bridge ledgers failure changed training,supports rope kits,0.337365,True
809,805,orchid_engine,valve tools,9,valve tools stage-9 orchid oil tool,34,orchid oil,year 790 valve tools failure changed training,supports valve keys,0.337906,True
810,810,moss_ward,path lanterns,9,path lanterns stage-9 root starch tool,34,root starch,year 795 path lanterns failure changed training,supports dry cloaks,0.336282,True
811,810,glass_harbor,lamp optics,9,lamp optics stage-9 salt reed tool,34,salt reed,year 795 lamp optics failure changed training,supports lantern lenses,0.336824,True
812,810,cinder_garden,shade rigs,9,shade rigs stage-9 shade wood tool,34,shade wood,year 795 shade rigs failure changed training,supports seed meal,0.337365,True
813,810,lichen_bridge,bridge ledgers,9,bridge ledgers stage-9 signal stone tool,34,signal stone,year 795 bridge ledgers failure changed training,supports rope kits,0.337906,True
814,810,orchid_engine,valve tools,9,valve tools stage-9 orchid oil tool,34,orchid oil,year 795 valve tools failure changed training,supports valve keys,0.338447,True
815,815,moss_ward,path lanterns,9,path lanterns stage-9 root starch tool,34,root starch,year 800 path lanterns failure changed training,supports dry cloaks,0.336824,True
816,815,glass_harbor,lamp optics,9,lamp optics stage-9 salt reed tool,34,salt reed,year 800 lamp optics failure changed training,supports lantern lenses,0.337365,True
817,815,cinder_garden,shade rigs,9,shade rigs stage-9 shade wood tool,34,shade wood,year 800 shade rigs failure changed training,supports seed meal,0.337906,True
818,815,lichen_bridge,bridge ledgers,9,bridge ledgers stage-9 signal stone tool,34,signal stone,year 800 bridge ledgers failure changed training,supports rope kits,0.338447,True
819,815,orchid_engine,valve tools,9,valve tools stage-9 orchid oil tool,34,orchid oil,year 800 valve tools failure changed training,supports valve keys,0.338988,True
820,820,moss_ward,path lanterns,9,path lanterns stage-9 root starch tool,34,root starch,year 805 path lanterns failure changed training,supports dry cloaks,0.337365,True
821,820,glass_harbor,lamp optics,9,lamp optics stage-9 salt reed tool,34,salt reed,year 805 lamp optics failure changed training,supports lantern lenses,0.337906,True
822,820,cinder_garden,shade rigs,9,shade rigs stage-9 shade wood tool,34,shade wood,year 805 shade rigs failure changed training,supports seed meal,0.338447,True
823,820,lichen_bridge,bridge ledgers,9,bridge ledgers stage-9 signal stone tool,34,signal stone,year 805 bridge ledgers failure changed training,supports rope kits,0.338988,True
824,820,orchid_engine,valve tools,9,valve tools stage-9 orchid oil tool,34,orchid oil,year 805 valve tools failure changed training,supports valve keys,0.339529,True
825,825,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,35,moss fiber,year 810 cloak weaving failure changed training,supports root cakes,0.337906,True
826,825,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,35,lamp oil,year 810 net knots failure changed training,supports kelp cord,0.338447,True
827,825,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,35,cool stone,year 810 ash ceramics failure changed training,supports shade poles,0.338988,True
828,825,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,35,lichen paste,year 810 rope trusses failure changed training,supports signal bells,0.339529,True
829,825,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,35,valve ore,year 810 orchid lamps failure changed training,supports orchid lamps,0.340071,True
830,830,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,35,moss fiber,year 815 cloak weaving failure changed training,supports root cakes,0.338447,True
831,830,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,35,lamp oil,year 815 net knots failure changed training,supports kelp cord,0.338988,True
832,830,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,35,cool stone,year 815 ash ceramics failure changed training,supports shade poles,0.339529,True
833,830,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,35,lichen paste,year 815 rope trusses failure changed training,supports signal bells,0.340071,True
834,830,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,35,valve ore,year 815 orchid lamps failure changed training,supports orchid lamps,0.340612,True
835,835,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,35,moss fiber,year 820 cloak weaving failure changed training,supports root cakes,0.338988,True
836,835,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,35,lamp oil,year 820 net knots failure changed training,supports kelp cord,0.339529,True
837,835,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,35,cool stone,year 820 ash ceramics failure changed training,supports shade poles,0.340071,True
838,835,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,35,lichen paste,year 820 rope trusses failure changed training,supports signal bells,0.340612,True
839,835,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,35,valve ore,year 820 orchid lamps failure changed training,supports orchid lamps,0.341153,True
840,840,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,35,moss fiber,year 825 cloak weaving failure changed training,supports root cakes,0.339529,True
841,840,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,35,lamp oil,year 825 net knots failure changed training,supports kelp cord,0.340071,True
842,840,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,35,cool stone,year 825 ash ceramics failure changed training,supports shade poles,0.340612,True
843,840,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,35,lichen paste,year 825 rope trusses failure changed training,supports signal bells,0.341153,True
844,840,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,35,valve ore,year 825 orchid lamps failure changed training,supports orchid lamps,0.341694,True
845,845,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,35,moss fiber,year 830 cloak weaving failure changed training,supports root cakes,0.340071,True
846,845,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,35,lamp oil,year 830 net knots failure changed training,supports kelp cord,0.340612,True
847,845,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,35,cool stone,year 830 ash ceramics failure changed training,supports shade poles,0.341153,True
848,845,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,35,lichen paste,year 830 rope trusses failure changed training,supports signal bells,0.341694,True
849,845,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,35,valve ore,year 830 orchid lamps failure changed training,supports orchid lamps,0.342235,True
850,850,moss_ward,rain jar firing,9,rain jar firing stage-9 rain clay tool,36,rain clay,year 835 rain jar firing failure changed training,supports jar seals,0.340612,True
851,850,glass_harbor,salt cisterns,9,salt cisterns stage-9 kelp fiber tool,36,kelp fiber,year 835 salt cisterns failure changed training,supports salt tea,0.341153,True
852,850,cinder_garden,seed calendars,9,seed calendars stage-9 ember fruit tool,36,ember fruit,year 835 seed calendars failure changed training,supports cool bowls,0.341694,True
853,850,lichen_bridge,signal bells,9,signal bells stage-9 rope reed tool,36,rope reed,year 835 signal bells failure changed training,supports lichen soup,0.342235,True
854,850,orchid_engine,gear washing,9,gear washing stage-9 steam water tool,36,steam water,year 835 gear washing failure changed training,supports steam tea,0.342776,True
855,855,moss_ward,rain jar firing,9,rain jar firing stage-9 rain clay tool,36,rain clay,year 840 rain jar firing failure changed training,supports jar seals,0.341153,True
856,855,glass_harbor,salt cisterns,9,salt cisterns stage-9 kelp fiber tool,36,kelp fiber,year 840 salt cisterns failure changed training,supports salt tea,0.341694,True
