tick,day,slot,selected_tick,selected_resident,event_key,event_kind,previous_event_key,next_event_key,scrubber_position,replay_row_visible,same_loop_reference
2134,119,10,2134,Sera,v58-loop-event-02134,interrupt_work,v58-loop-event-02133:return_tool,v58-loop-event-02135:wait_offscreen,0.423497,True,v58_consolidated_playable_consequence_loop
2135,119,11,2135,Tovan,v58-loop-event-02135,wait_offscreen,v58-loop-event-02134:interrupt_work,v58-loop-event-02136:repair_trust,0.423695,True,v58_consolidated_playable_consequence_loop
2136,119,12,2136,Nia,v58-loop-event-02136,repair_trust,v58-loop-event-02135:wait_offscreen,v58-loop-event-02137:move,0.423894,True,v58_consolidated_playable_consequence_loop
2137,119,13,2137,Ari,v58-loop-event-02137,move,v58-loop-event-02136:repair_trust,v58-loop-event-02138:talk,0.424092,True,v58_consolidated_playable_consequence_loop
2138,119,14,2138,Fay,v58-loop-event-02138,talk,v58-loop-event-02137:move,v58-loop-event-02139:offer_help,0.424291,True,v58_consolidated_playable_consequence_loop
2139,119,15,2139,Milo,v58-loop-event-02139,offer_help,v58-loop-event-02138:talk,v58-loop-event-02140:borrow_tool,0.424489,True,v58_consolidated_playable_consequence_loop
2140,119,16,2140,Sera,v58-loop-event-02140,borrow_tool,v58-loop-event-02139:offer_help,v58-loop-event-02141:return_tool,0.424687,True,v58_consolidated_playable_consequence_loop
2141,119,17,2141,Tovan,v58-loop-event-02141,return_tool,v58-loop-event-02140:borrow_tool,v58-loop-event-02142:interrupt_work,0.424886,True,v58_consolidated_playable_consequence_loop
2142,120,0,2142,Nia,v58-loop-event-02142,wait_offscreen,v58-loop-event-02141:interrupt_work,v58-loop-event-02143:repair_trust,0.425084,True,v58_consolidated_playable_consequence_loop
2143,120,1,2143,Ari,v58-loop-event-02143,repair_trust,v58-loop-event-02142:wait_offscreen,v58-loop-event-02144:move,0.425283,True,v58_consolidated_playable_consequence_loop
2144,120,2,2144,Fay,v58-loop-event-02144,move,v58-loop-event-02143:repair_trust,v58-loop-event-02145:talk,0.425481,True,v58_consolidated_playable_consequence_loop
2145,120,3,2145,Milo,v58-loop-event-02145,talk,v58-loop-event-02144:move,v58-loop-event-02146:offer_help,0.42568,True,v58_consolidated_playable_consequence_loop
2146,120,4,2146,Sera,v58-loop-event-02146,offer_help,v58-loop-event-02145:talk,v58-loop-event-02147:borrow_tool,0.425878,True,v58_consolidated_playable_consequence_loop
2147,120,5,2147,Tovan,v58-loop-event-02147,borrow_tool,v58-loop-event-02146:offer_help,v58-loop-event-02148:return_tool,0.426077,True,v58_consolidated_playable_consequence_loop
2148,120,6,2148,Nia,v58-loop-event-02148,return_tool,v58-loop-event-02147:borrow_tool,v58-loop-event-02149:interrupt_work,0.426275,True,v58_consolidated_playable_consequence_loop
2149,120,7,2149,Ari,v58-loop-event-02149,interrupt_work,v58-loop-event-02148:return_tool,v58-loop-event-02150:wait_offscreen,0.426474,True,v58_consolidated_playable_consequence_loop
2150,120,8,2150,Fay,v58-loop-event-02150,wait_offscreen,v58-loop-event-02149:interrupt_work,v58-loop-event-02151:repair_trust,0.426672,True,v58_consolidated_playable_consequence_loop
2151,120,9,2151,Milo,v58-loop-event-02151,repair_trust,v58-loop-event-02150:wait_offscreen,v58-loop-event-02152:move,0.42687,True,v58_consolidated_playable_consequence_loop
2152,120,10,2152,Sera,v58-loop-event-02152,move,v58-loop-event-02151:repair_trust,v58-loop-event-02153:talk,0.427069,True,v58_consolidated_playable_consequence_loop
2153,120,11,2153,Tovan,v58-loop-event-02153,talk,v58-loop-event-02152:move,v58-loop-event-02154:offer_help,0.427267,True,v58_consolidated_playable_consequence_loop
2154,120,12,2154,Nia,v58-loop-event-02154,offer_help,v58-loop-event-02153:talk,v58-loop-event-02155:borrow_tool,0.427466,True,v58_consolidated_playable_consequence_loop
2155,120,13,2155,Ari,v58-loop-event-02155,borrow_tool,v58-loop-event-02154:offer_help,v58-loop-event-02156:return_tool,0.427664,True,v58_consolidated_playable_consequence_loop
2156,120,14,2156,Fay,v58-loop-event-02156,return_tool,v58-loop-event-02155:borrow_tool,v58-loop-event-02157:interrupt_work,0.427863,True,v58_consolidated_playable_consequence_loop
2157,120,15,2157,Milo,v58-loop-event-02157,interrupt_work,v58-loop-event-02156:return_tool,v58-loop-event-02158:wait_offscreen,0.428061,True,v58_consolidated_playable_consequence_loop
2158,120,16,2158,Sera,v58-loop-event-02158,wait_offscreen,v58-loop-event-02157:interrupt_work,v58-loop-event-02159:repair_trust,0.42826,True,v58_consolidated_playable_consequence_loop
2159,120,17,2159,Tovan,v58-loop-event-02159,repair_trust,v58-loop-event-02158:wait_offscreen,v58-loop-event-02160:move,0.428458,True,v58_consolidated_playable_consequence_loop
2160,121,0,2160,Nia,v58-loop-event-02160,talk,v58-loop-event-02159:move,v58-loop-event-02161:offer_help,0.428656,True,v58_consolidated_playable_consequence_loop
2161,121,1,2161,Ari,v58-loop-event-02161,offer_help,v58-loop-event-02160:talk,v58-loop-event-02162:borrow_tool,0.428855,True,v58_consolidated_playable_consequence_loop
2162,121,2,2162,Fay,v58-loop-event-02162,borrow_tool,v58-loop-event-02161:offer_help,v58-loop-event-02163:return_tool,0.429053,True,v58_consolidated_playable_consequence_loop
2163,121,3,2163,Milo,v58-loop-event-02163,return_tool,v58-loop-event-02162:borrow_tool,v58-loop-event-02164:interrupt_work,0.429252,True,v58_consolidated_playable_consequence_loop
2164,121,4,2164,Sera,v58-loop-event-02164,interrupt_work,v58-loop-event-02163:return_tool,v58-loop-event-02165:wait_offscreen,0.42945,True,v58_consolidated_playable_consequence_loop
2165,121,5,2165,Tovan,v58-loop-event-02165,wait_offscreen,v58-loop-event-02164:interrupt_work,v58-loop-event-02166:repair_trust,0.429649,True,v58_consolidated_playable_consequence_loop
2166,121,6,2166,Nia,v58-loop-event-02166,repair_trust,v58-loop-event-02165:wait_offscreen,v58-loop-event-02167:move,0.429847,True,v58_consolidated_playable_consequence_loop
2167,121,7,2167,Ari,v58-loop-event-02167,move,v58-loop-event-02166:repair_trust,v58-loop-event-02168:talk,0.430046,True,v58_consolidated_playable_consequence_loop
2168,121,8,2168,Fay,v58-loop-event-02168,talk,v58-loop-event-02167:move,v58-loop-event-02169:offer_help,0.430244,True,v58_consolidated_playable_consequence_loop
2169,121,9,2169,Milo,v58-loop-event-02169,offer_help,v58-loop-event-02168:talk,v58-loop-event-02170:borrow_tool,0.430443,True,v58_consolidated_playable_consequence_loop
2170,121,10,2170,Sera,v58-loop-event-02170,borrow_tool,v58-loop-event-02169:offer_help,v58-loop-event-02171:return_tool,0.430641,True,v58_consolidated_playable_consequence_loop
2171,121,11,2171,Tovan,v58-loop-event-02171,return_tool,v58-loop-event-02170:borrow_tool,v58-loop-event-02172:interrupt_work,0.430839,True,v58_consolidated_playable_consequence_loop
2172,121,12,2172,Nia,v58-loop-event-02172,interrupt_work,v58-loop-event-02171:return_tool,v58-loop-event-02173:wait_offscreen,0.431038,True,v58_consolidated_playable_consequence_loop
2173,121,13,2173,Ari,v58-loop-event-02173,wait_offscreen,v58-loop-event-02172:interrupt_work,v58-loop-event-02174:repair_trust,0.431236,True,v58_consolidated_playable_consequence_loop
2174,121,14,2174,Fay,v58-loop-event-02174,repair_trust,v58-loop-event-02173:wait_offscreen,v58-loop-event-02175:move,0.431435,True,v58_consolidated_playable_consequence_loop
2175,121,15,2175,Milo,v58-loop-event-02175,move,v58-loop-event-02174:repair_trust,v58-loop-event-02176:talk,0.431633,True,v58_consolidated_playable_consequence_loop
2176,121,16,2176,Sera,v58-loop-event-02176,talk,v58-loop-event-02175:move,v58-loop-event-02177:offer_help,0.431832,True,v58_consolidated_playable_consequence_loop
2177,121,17,2177,Tovan,v58-loop-event-02177,offer_help,v58-loop-event-02176:talk,v58-loop-event-02178:borrow_tool,0.43203,True,v58_consolidated_playable_consequence_loop
2178,122,0,2178,Nia,v58-loop-event-02178,return_tool,v58-loop-event-02177:borrow_tool,v58-loop-event-02179:interrupt_work,0.432229,True,v58_consolidated_playable_consequence_loop
2179,122,1,2179,Ari,v58-loop-event-02179,interrupt_work,v58-loop-event-02178:return_tool,v58-loop-event-02180:wait_offscreen,0.432427,True,v58_consolidated_playable_consequence_loop
2180,122,2,2180,Fay,v58-loop-event-02180,wait_offscreen,v58-loop-event-02179:interrupt_work,v58-loop-event-02181:repair_trust,0.432626,True,v58_consolidated_playable_consequence_loop
2181,122,3,2181,Milo,v58-loop-event-02181,repair_trust,v58-loop-event-02180:wait_offscreen,v58-loop-event-02182:move,0.432824,True,v58_consolidated_playable_consequence_loop
2182,122,4,2182,Sera,v58-loop-event-02182,move,v58-loop-event-02181:repair_trust,v58-loop-event-02183:talk,0.433022,True,v58_consolidated_playable_consequence_loop
2183,122,5,2183,Tovan,v58-loop-event-02183,talk,v58-loop-event-02182:move,v58-loop-event-02184:offer_help,0.433221,True,v58_consolidated_playable_consequence_loop
2184,122,6,2184,Nia,v58-loop-event-02184,offer_help,v58-loop-event-02183:talk,v58-loop-event-02185:borrow_tool,0.433419,True,v58_consolidated_playable_consequence_loop
2185,122,7,2185,Ari,v58-loop-event-02185,borrow_tool,v58-loop-event-02184:offer_help,v58-loop-event-02186:return_tool,0.433618,True,v58_consolidated_playable_consequence_loop
2186,122,8,2186,Fay,v58-loop-event-02186,return_tool,v58-loop-event-02185:borrow_tool,v58-loop-event-02187:interrupt_work,0.433816,True,v58_consolidated_playable_consequence_loop
2187,122,9,2187,Milo,v58-loop-event-02187,interrupt_work,v58-loop-event-02186:return_tool,v58-loop-event-02188:wait_offscreen,0.434015,True,v58_consolidated_playable_consequence_loop
2188,122,10,2188,Sera,v58-loop-event-02188,wait_offscreen,v58-loop-event-02187:interrupt_work,v58-loop-event-02189:repair_trust,0.434213,True,v58_consolidated_playable_consequence_loop
2189,122,11,2189,Tovan,v58-loop-event-02189,repair_trust,v58-loop-event-02188:wait_offscreen,v58-loop-event-02190:move,0.434412,True,v58_consolidated_playable_consequence_loop
2190,122,12,2190,Nia,v58-loop-event-02190,move,v58-loop-event-02189:repair_trust,v58-loop-event-02191:talk,0.43461,True,v58_consolidated_playable_consequence_loop
2191,122,13,2191,Ari,v58-loop-event-02191,talk,v58-loop-event-02190:move,v58-loop-event-02192:offer_help,0.434808,True,v58_consolidated_playable_consequence_loop
2192,122,14,2192,Fay,v58-loop-event-02192,offer_help,v58-loop-event-02191:talk,v58-loop-event-02193:borrow_tool,0.435007,True,v58_consolidated_playable_consequence_loop
2193,122,15,2193,Milo,v58-loop-event-02193,borrow_tool,v58-loop-event-02192:offer_help,v58-loop-event-02194:return_tool,0.435205,True,v58_consolidated_playable_consequence_loop
2194,122,16,2194,Sera,v58-loop-event-02194,return_tool,v58-loop-event-02193:borrow_tool,v58-loop-event-02195:interrupt_work,0.435404,True,v58_consolidated_playable_consequence_loop
2195,122,17,2195,Tovan,v58-loop-event-02195,interrupt_work,v58-loop-event-02194:return_tool,v58-loop-event-02196:wait_offscreen,0.435602,True,v58_consolidated_playable_consequence_loop
2196,123,0,2196,Nia,v58-loop-event-02196,repair_trust,v58-loop-event-02195:wait_offscreen,v58-loop-event-02197:move,0.435801,True,v58_consolidated_playable_consequence_loop
2197,123,1,2197,Ari,v58-loop-event-02197,move,v58-loop-event-02196:repair_trust,v58-loop-event-02198:talk,0.435999,True,v58_consolidated_playable_consequence_loop
2198,123,2,2198,Fay,v58-loop-event-02198,talk,v58-loop-event-02197:move,v58-loop-event-02199:offer_help,0.436198,True,v58_consolidated_playable_consequence_loop
2199,123,3,2199,Milo,v58-loop-event-02199,offer_help,v58-loop-event-02198:talk,v58-loop-event-02200:borrow_tool,0.436396,True,v58_consolidated_playable_consequence_loop
2200,123,4,2200,Sera,v58-loop-event-02200,borrow_tool,v58-loop-event-02199:offer_help,v58-loop-event-02201:return_tool,0.436595,True,v58_consolidated_playable_consequence_loop
2201,123,5,2201,Tovan,v58-loop-event-02201,return_tool,v58-loop-event-02200:borrow_tool,v58-loop-event-02202:interrupt_work,0.436793,True,v58_consolidated_playable_consequence_loop
2202,123,6,2202,Nia,v58-loop-event-02202,interrupt_work,v58-loop-event-02201:return_tool,v58-loop-event-02203:wait_offscreen,0.436991,True,v58_consolidated_playable_consequence_loop
2203,123,7,2203,Ari,v58-loop-event-02203,wait_offscreen,v58-loop-event-02202:interrupt_work,v58-loop-event-02204:repair_trust,0.43719,True,v58_consolidated_playable_consequence_loop
2204,123,8,2204,Fay,v58-loop-event-02204,repair_trust,v58-loop-event-02203:wait_offscreen,v58-loop-event-02205:move,0.437388,True,v58_consolidated_playable_consequence_loop
2205,123,9,2205,Milo,v58-loop-event-02205,move,v58-loop-event-02204:repair_trust,v58-loop-event-02206:talk,0.437587,True,v58_consolidated_playable_consequence_loop
2206,123,10,2206,Sera,v58-loop-event-02206,talk,v58-loop-event-02205:move,v58-loop-event-02207:offer_help,0.437785,True,v58_consolidated_playable_consequence_loop
2207,123,11,2207,Tovan,v58-loop-event-02207,offer_help,v58-loop-event-02206:talk,v58-loop-event-02208:borrow_tool,0.437984,True,v58_consolidated_playable_consequence_loop
2208,123,12,2208,Nia,v58-loop-event-02208,borrow_tool,v58-loop-event-02207:offer_help,v58-loop-event-02209:return_tool,0.438182,True,v58_consolidated_playable_consequence_loop
2209,123,13,2209,Ari,v58-loop-event-02209,return_tool,v58-loop-event-02208:borrow_tool,v58-loop-event-02210:interrupt_work,0.438381,True,v58_consolidated_playable_consequence_loop
2210,123,14,2210,Fay,v58-loop-event-02210,interrupt_work,v58-loop-event-02209:return_tool,v58-loop-event-02211:wait_offscreen,0.438579,True,v58_consolidated_playable_consequence_loop
2211,123,15,2211,Milo,v58-loop-event-02211,wait_offscreen,v58-loop-event-02210:interrupt_work,v58-loop-event-02212:repair_trust,0.438778,True,v58_consolidated_playable_consequence_loop
2212,123,16,2212,Sera,v58-loop-event-02212,repair_trust,v58-loop-event-02211:wait_offscreen,v58-loop-event-02213:move,0.438976,True,v58_consolidated_playable_consequence_loop
2213,123,17,2213,Tovan,v58-loop-event-02213,move,v58-loop-event-02212:repair_trust,v58-loop-event-02214:talk,0.439174,True,v58_consolidated_playable_consequence_loop
2214,124,0,2214,Nia,v58-loop-event-02214,offer_help,v58-loop-event-02213:talk,v58-loop-event-02215:borrow_tool,0.439373,True,v58_consolidated_playable_consequence_loop
2215,124,1,2215,Ari,v58-loop-event-02215,borrow_tool,v58-loop-event-02214:offer_help,v58-loop-event-02216:return_tool,0.439571,True,v58_consolidated_playable_consequence_loop
2216,124,2,2216,Fay,v58-loop-event-02216,return_tool,v58-loop-event-02215:borrow_tool,v58-loop-event-02217:interrupt_work,0.43977,True,v58_consolidated_playable_consequence_loop
2217,124,3,2217,Milo,v58-loop-event-02217,interrupt_work,v58-loop-event-02216:return_tool,v58-loop-event-02218:wait_offscreen,0.439968,True,v58_consolidated_playable_consequence_loop
2218,124,4,2218,Sera,v58-loop-event-02218,wait_offscreen,v58-loop-event-02217:interrupt_work,v58-loop-event-02219:repair_trust,0.440167,True,v58_consolidated_playable_consequence_loop
2219,124,5,2219,Tovan,v58-loop-event-02219,repair_trust,v58-loop-event-02218:wait_offscreen,v58-loop-event-02220:move,0.440365,True,v58_consolidated_playable_consequence_loop
2220,124,6,2220,Nia,v58-loop-event-02220,move,v58-loop-event-02219:repair_trust,v58-loop-event-02221:talk,0.440564,True,v58_consolidated_playable_consequence_loop
2221,124,7,2221,Ari,v58-loop-event-02221,talk,v58-loop-event-02220:move,v58-loop-event-02222:offer_help,0.440762,True,v58_consolidated_playable_consequence_loop
2222,124,8,2222,Fay,v58-loop-event-02222,offer_help,v58-loop-event-02221:talk,v58-loop-event-02223:borrow_tool,0.440961,True,v58_consolidated_playable_consequence_loop
2223,124,9,2223,Milo,v58-loop-event-02223,borrow_tool,v58-loop-event-02222:offer_help,v58-loop-event-02224:return_tool,0.441159,True,v58_consolidated_playable_consequence_loop
2224,124,10,2224,Sera,v58-loop-event-02224,return_tool,v58-loop-event-02223:borrow_tool,v58-loop-event-02225:interrupt_work,0.441357,True,v58_consolidated_playable_consequence_loop
2225,124,11,2225,Tovan,v58-loop-event-02225,interrupt_work,v58-loop-event-02224:return_tool,v58-loop-event-02226:wait_offscreen,0.441556,True,v58_consolidated_playable_consequence_loop
2226,124,12,2226,Nia,v58-loop-event-02226,wait_offscreen,v58-loop-event-02225:interrupt_work,v58-loop-event-02227:repair_trust,0.441754,True,v58_consolidated_playable_consequence_loop
2227,124,13,2227,Ari,v58-loop-event-02227,repair_trust,v58-loop-event-02226:wait_offscreen,v58-loop-event-02228:move,0.441953,True,v58_consolidated_playable_consequence_loop
2228,124,14,2228,Fay,v58-loop-event-02228,move,v58-loop-event-02227:repair_trust,v58-loop-event-02229:talk,0.442151,True,v58_consolidated_playable_consequence_loop
2229,124,15,2229,Milo,v58-loop-event-02229,talk,v58-loop-event-02228:move,v58-loop-event-02230:offer_help,0.44235,True,v58_consolidated_playable_consequence_loop
2230,124,16,2230,Sera,v58-loop-event-02230,offer_help,v58-loop-event-02229:talk,v58-loop-event-02231:borrow_tool,0.442548,True,v58_consolidated_playable_consequence_loop
2231,124,17,2231,Tovan,v58-loop-event-02231,borrow_tool,v58-loop-event-02230:offer_help,v58-loop-event-02232:return_tool,0.442747,True,v58_consolidated_playable_consequence_loop
2232,125,0,2232,Nia,v58-loop-event-02232,interrupt_work,v58-loop-event-02231:return_tool,v58-loop-event-02233:wait_offscreen,0.442945,True,v58_consolidated_playable_consequence_loop
2233,125,1,2233,Ari,v58-loop-event-02233,wait_offscreen,v58-loop-event-02232:interrupt_work,v58-loop-event-02234:repair_trust,0.443143,True,v58_consolidated_playable_consequence_loop
2234,125,2,2234,Fay,v58-loop-event-02234,repair_trust,v58-loop-event-02233:wait_offscreen,v58-loop-event-02235:move,0.443342,True,v58_consolidated_playable_consequence_loop
