tick_id,day,agent_id,owned_object,avatar_event,ownership_appraisal,memory_episode_public,trust_delta,respect_delta,resentment_delta,gratitude_delta,memory_written,recall_key
976,82,Ari,cedar repair kit,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near cedar repair kit: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ari:976
978,82,Nia,signal spool,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:978
979,82,Milo,oil lantern,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near oil lantern: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Milo:979
981,82,Juno,copper wire,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:981
983,82,Fay,herb ledger,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:983
984,83,Nia,signal spool,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:984
986,83,Ivo,seed satchel,give_space,repairs or protects self-boundary,Avatar event `give_space` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:986
988,83,Ari,cedar repair kit,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:988
989,83,Fay,herb ledger,give_space,repairs or protects self-boundary,Avatar event `give_space` near herb ledger: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Fay:989
991,83,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:991
993,83,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:993
995,83,Fay,herb ledger,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:995
996,84,Nia,signal spool,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:996
998,84,Ivo,seed satchel,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:998
1000,84,Ari,cedar repair kit,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1000
1003,84,Milo,oil lantern,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1003
1005,84,Juno,copper wire,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1005
1006,84,Ari,cedar repair kit,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1006
1007,84,Fay,herb ledger,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1007
1008,85,Nia,signal spool,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1008
1010,85,Ivo,seed satchel,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near seed satchel: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ivo:1010
1012,85,Ari,cedar repair kit,give_space,repairs or protects self-boundary,Avatar event `give_space` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1012
1015,85,Milo,oil lantern,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1015
1017,85,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1017
1019,85,Fay,herb ledger,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1019
1020,86,Nia,signal spool,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1020
1022,86,Ivo,seed satchel,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near seed satchel: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ivo:1022
1023,86,Juno,copper wire,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1023
1024,86,Ari,cedar repair kit,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1024
1027,86,Milo,oil lantern,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1027
1029,86,Juno,copper wire,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1029
1031,86,Fay,herb ledger,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1031
1032,87,Nia,signal spool,give_space,repairs or protects self-boundary,Avatar event `give_space` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1032
1034,87,Ivo,seed satchel,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near seed satchel: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ivo:1034
1036,87,Ari,cedar repair kit,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near cedar repair kit: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ari:1036
1039,87,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1039
1040,87,Ivo,seed satchel,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near seed satchel: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ivo:1040
1041,87,Juno,copper wire,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1041
1043,87,Fay,herb ledger,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1043
1044,88,Nia,signal spool,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1044
1045,88,Milo,oil lantern,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near oil lantern: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Milo:1045
1046,88,Ivo,seed satchel,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1046
1048,88,Ari,cedar repair kit,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near cedar repair kit: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ari:1048
1051,88,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1051
1053,88,Juno,copper wire,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1053
1055,88,Fay,herb ledger,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1055
1056,89,Nia,signal spool,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:1056
1058,89,Ivo,seed satchel,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1058
1060,89,Ari,cedar repair kit,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1060
1062,89,Nia,signal spool,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near signal spool: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Nia:1062
1063,89,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1063
1065,89,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1065
1067,89,Fay,herb ledger,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1067
1068,90,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1068
1070,90,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1070
1072,90,Fay,herb ledger,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1072
1075,90,Ivo,seed satchel,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1075
1077,90,Ari,cedar repair kit,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1077
1078,90,Fay,herb ledger,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1078
1079,90,Nia,signal spool,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near signal spool: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Nia:1079
1080,91,Milo,oil lantern,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1080
1082,91,Juno,copper wire,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1082
