tick_id,day,settlement_id,resident_id,welfare_before,welfare_after,distress_before,distress_after,safety_before,safety_after,recovery_action,recovery_latency_ticks,care_available,no_suffering_loop,visible_state_marker,emotion_label
2390,133,orchid_engine,Dax,0.859748,0.807348,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2391,133,moss_ward,Tala,0.818454,0.815541,0.04,0.046443,0.32,0.325,short rest lowers activation,6,True,True,looks toward water vessel,settled
2392,133,glass_harbor,Nia,0.86037,0.8076,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2393,133,cinder_garden,Pax,0.756357,0.749924,0.158302,0.170115,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2394,134,orchid_engine,Bea,0.842664,0.808747,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2395,134,moss_ward,Fay,0.865781,0.815461,0.04,0.04,0.305,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2396,134,glass_harbor,Puck,0.859984,0.809362,0.04,0.040622,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2397,134,cinder_garden,Wren,0.876597,0.827877,0.04,0.04,0.3,0.37,short rest lowers activation,6,True,True,looks toward water vessel,settled
2398,134,lichen_bridge,Kio,0.872518,0.817802,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2399,134,orchid_engine,Cai,0.805617,0.784192,0.04,0.083238,0.3,0.3,monitors body state without spectacle,7,True,True,pauses near meal shelf,settled
2400,134,moss_ward,Milo,0.870805,0.817586,0.04,0.04,0.305,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2401,134,glass_harbor,Sera,0.858723,0.80788,0.04,0.04,0.3,0.32,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2402,134,cinder_garden,Juno,0.890443,0.835611,0.04,0.04,0.37,0.34,short rest lowers activation,3,True,True,looks toward water vessel,settled
2403,134,lichen_bridge,Luma,0.843717,0.81545,0.04,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2404,134,orchid_engine,Dax,0.859948,0.808639,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2405,134,moss_ward,Tala,0.815541,0.808963,0.046443,0.054243,0.325,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2406,134,glass_harbor,Nia,0.8602,0.809369,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2407,134,cinder_garden,Pax,0.749924,0.743105,0.170115,0.182232,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2408,134,lichen_bridge,Rin,0.870521,0.817504,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2409,134,orchid_engine,Eli,0.860373,0.809056,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2410,134,moss_ward,Ari,0.871255,0.817513,0.04,0.04,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2411,134,glass_harbor,Oren,0.856167,0.80595,0.04,0.042682,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2412,135,lichen_bridge,Kio,0.853002,0.817524,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2413,135,orchid_engine,Cai,0.784192,0.781768,0.083238,0.091,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2414,135,moss_ward,Milo,0.870186,0.819692,0.04,0.04,0.3,0.32,short rest lowers activation,5,True,True,looks toward water vessel,settled
2415,135,glass_harbor,Sera,0.86048,0.806698,0.04,0.04,0.32,0.315,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2416,135,cinder_garden,Juno,0.888211,0.833779,0.04,0.04,0.34,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2417,135,lichen_bridge,Luma,0.86805,0.815124,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2418,135,orchid_engine,Dax,0.861239,0.810411,0.04,0.04,0.3,0.32,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2419,135,moss_ward,Tala,0.808963,0.806544,0.054243,0.061732,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2420,135,glass_harbor,Nia,0.861969,0.808187,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2421,135,cinder_garden,Pax,0.743105,0.736794,0.182232,0.194271,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2422,135,lichen_bridge,Rin,0.870104,0.817622,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2423,135,orchid_engine,Eli,0.809056,0.787808,0.04,0.082622,0.3,0.32,monitors body state without spectacle,8,True,True,pauses near meal shelf,settled
2424,135,moss_ward,Ari,0.870113,0.819165,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,looks toward water vessel,settled
2425,135,glass_harbor,Oren,0.85855,0.807328,0.04,0.04,0.32,0.315,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2426,135,cinder_garden,Vale,0.886256,0.837756,0.04,0.04,0.305,0.37,short rest lowers activation,5,True,True,looks toward water vessel,settled
2427,135,lichen_bridge,Sol,0.859827,0.816575,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2428,135,orchid_engine,Bea,0.861347,0.811148,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2429,135,moss_ward,Fay,0.815461,0.813939,0.04,0.047501,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2430,136,cinder_garden,Juno,0.868979,0.835008,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,looks toward water vessel,settled
2431,136,lichen_bridge,Luma,0.867724,0.815649,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2432,136,orchid_engine,Dax,0.863011,0.806864,0.04,0.040726,0.32,0.3,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2433,136,moss_ward,Tala,0.859144,0.816682,0.04,0.04,0.32,0.31,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2434,136,glass_harbor,Nia,0.860787,0.80777,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2435,136,cinder_garden,Pax,0.736794,0.73151,0.194271,0.206177,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2436,136,lichen_bridge,Rin,0.870222,0.81785,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2437,136,orchid_engine,Eli,0.840408,0.807305,0.046222,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2438,136,moss_ward,Ari,0.871765,0.818186,0.04,0.04,0.32,0.31,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2439,136,glass_harbor,Oren,0.807328,0.80166,0.04,0.048514,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2440,136,cinder_garden,Vale,0.890356,0.838784,0.04,0.04,0.37,0.39,short rest lowers activation,5,True,True,looks toward water vessel,settled
2441,136,lichen_bridge,Sol,0.816575,0.81191,0.04,0.048035,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2442,136,orchid_engine,Bea,0.863748,0.807637,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2443,136,moss_ward,Fay,0.866539,0.816368,0.04,0.04,0.32,0.31,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2444,136,glass_harbor,Puck,0.861962,0.806991,0.04,0.041142,0.32,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2445,136,cinder_garden,Wren,0.880477,0.829108,0.04,0.04,0.37,0.39,short rest lowers activation,6,True,True,looks toward water vessel,settled
2446,136,lichen_bridge,Kio,0.870124,0.817221,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2447,136,orchid_engine,Cai,0.834368,0.795483,0.0546,0.059088,0.32,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2448,137,glass_harbor,Nia,0.84297,0.8076,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2449,137,cinder_garden,Pax,0.73151,0.723618,0.206177,0.21847,0.32,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2450,137,lichen_bridge,Rin,0.87045,0.817488,0.04,0.041075,0.3,0.3,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2451,137,orchid_engine,Eli,0.859905,0.807143,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2452,137,moss_ward,Ari,0.870786,0.817788,0.04,0.04,0.31,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2453,137,glass_harbor,Oren,0.85426,0.804461,0.04,0.043012,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2454,137,cinder_garden,Vale,0.891384,0.836979,0.04,0.04,0.39,0.355,short rest lowers activation,5,True,True,looks toward water vessel,settled
2455,137,lichen_bridge,Sol,0.81191,0.807759,0.048035,0.056171,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2456,137,orchid_engine,Bea,0.860237,0.807471,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2457,137,moss_ward,Fay,0.851568,0.81549,0.04,0.04,0.31,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2458,137,glass_harbor,Puck,0.859591,0.807438,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2459,137,cinder_garden,Wren,0.881708,0.827029,0.04,0.04,0.39,0.355,short rest lowers activation,6,True,True,looks toward water vessel,settled
2460,137,lichen_bridge,Kio,0.869821,0.818016,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2461,137,orchid_engine,Cai,0.848083,0.803317,0.04,0.044271,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2462,137,moss_ward,Milo,0.872292,0.817446,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2463,137,glass_harbor,Sera,0.859298,0.805628,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2464,137,cinder_garden,Juno,0.887608,0.837822,0.04,0.04,0.32,0.37,short rest lowers activation,3,True,True,looks toward water vessel,settled
2465,137,lichen_bridge,Luma,0.815649,0.812018,0.04,0.049203,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2466,138,moss_ward,Ari,0.852988,0.819622,0.04,0.04,0.3,0.305,short rest lowers activation,3,True,True,looks toward water vessel,settled
2467,138,glass_harbor,Oren,0.804461,0.780537,0.043012,0.087,0.3,0.3,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
2468,138,cinder_garden,Vale,0.889579,0.833959,0.04,0.04,0.355,0.305,short rest lowers activation,5,True,True,looks toward water vessel,settled
2469,138,lichen_bridge,Sol,0.807759,0.805203,0.056171,0.063968,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2470,138,orchid_engine,Bea,0.860071,0.807319,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2471,138,moss_ward,Fay,0.81549,0.792526,0.04,0.083484,0.3,0.305,monitors body state without spectacle,7,True,True,looks toward water vessel,settled
2472,138,glass_harbor,Puck,0.860038,0.80777,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2473,138,cinder_garden,Wren,0.879629,0.828176,0.04,0.04,0.355,0.375,short rest lowers activation,6,True,True,looks toward water vessel,settled
2474,138,lichen_bridge,Kio,0.870616,0.8203,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2475,138,orchid_engine,Cai,0.838517,0.806595,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2476,138,moss_ward,Milo,0.870046,0.81849,0.04,0.04,0.3,0.305,short rest lowers activation,5,True,True,looks toward water vessel,settled
2477,138,glass_harbor,Sera,0.858228,0.805457,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2478,138,cinder_garden,Juno,0.890422,0.834659,0.04,0.04,0.37,0.32,short rest lowers activation,3,True,True,looks toward water vessel,settled
2479,138,lichen_bridge,Luma,0.812018,0.808924,0.049203,0.057953,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2480,138,orchid_engine,Dax,0.859464,0.8078,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2481,138,moss_ward,Tala,0.816682,0.81446,0.04,0.047235,0.31,0.315,short rest lowers activation,6,True,True,looks toward water vessel,settled
2482,138,glass_harbor,Nia,0.8602,0.807429,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2483,138,cinder_garden,Pax,0.723618,0.716857,0.21847,0.230889,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2484,139,orchid_engine,Bea,0.842519,0.809223,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2485,139,moss_ward,Fay,0.845126,0.814865,0.047084,0.04,0.305,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2486,139,glass_harbor,Puck,0.86037,0.809528,0.04,0.04,0.3,0.32,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2487,139,cinder_garden,Wren,0.880776,0.82616,0.04,0.04,0.375,0.345,short rest lowers activation,6,True,True,looks toward water vessel,settled
2488,139,lichen_bridge,Kio,0.8729,0.817538,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2489,139,orchid_engine,Cai,0.859195,0.80788,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2490,139,moss_ward,Milo,0.87109,0.817815,0.04,0.04,0.305,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2491,139,glass_harbor,Sera,0.858057,0.8057,0.04,0.042825,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2492,139,cinder_garden,Juno,0.887259,0.833507,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2493,139,lichen_bridge,Luma,0.844124,0.81588,0.04,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2494,139,orchid_engine,Dax,0.8604,0.809084,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2495,139,moss_ward,Tala,0.86706,0.81513,0.04,0.042721,0.315,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2496,139,glass_harbor,Nia,0.860029,0.809188,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2497,139,cinder_garden,Pax,0.716857,0.709805,0.230889,0.243559,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2498,139,lichen_bridge,Rin,0.870088,0.817202,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2499,139,orchid_engine,Eli,0.859743,0.808425,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2500,139,moss_ward,Ari,0.872222,0.81722,0.04,0.04,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2501,139,glass_harbor,Oren,0.833137,0.807675,0.0506,0.04,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2502,140,lichen_bridge,Kio,0.852738,0.817261,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2503,140,orchid_engine,Cai,0.80788,0.805693,0.04,0.047326,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2504,140,moss_ward,Milo,0.870415,0.820686,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2505,140,glass_harbor,Sera,0.8583,0.806045,0.04,0.04,0.32,0.315,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2506,140,cinder_garden,Juno,0.886107,0.833763,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2507,140,lichen_bridge,Luma,0.86848,0.816034,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
