tick,day,snapshot_key,avatar_room,selected_resident,resident_state_digest,resource_state_digest,replay_event_count,snapshot_size_bytes,restored_ok,storage_keys_present
2175,121,ssrm:v59:audit:snapshot:d121:t02175,west hearth,Milo,"{""debt"": 0.3944, ""memory"": ""milo:tool_loan:audit:d121:s15"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4951}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,237,True,True
2176,121,ssrm:v59:audit:snapshot:d121:t02176,river gate,Sera,"{""debt"": 0.402, ""memory"": ""sera:repair_promise:audit:d121:s16"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.3507}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,251,True,True
2177,121,ssrm:v59:audit:snapshot:d121:t02177,arrival court,Tovan,"{""debt"": 0.3954, ""memory"": ""tovan:care_favor:audit:d121:s17"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.3158}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,245,True,True
2178,122,ssrm:v59:audit:snapshot:d122:t02178,rain court,Nia,"{""debt"": 0.4027, ""memory"": ""nia:tool_loan:audit:d122:s00"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.4786}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,243,True,True
2179,122,ssrm:v59:audit:snapshot:d122:t02179,fiber loft,Ari,"{""debt"": 0.4519, ""memory"": ""ari:repair_promise:audit:d122:s01"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.6606}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,240,True,True
2180,122,ssrm:v59:audit:snapshot:d122:t02180,west hearth,Fay,"{""debt"": 0.4309, ""memory"": ""fay:care_favor:audit:d122:s02"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6509}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,236,True,True
2181,122,ssrm:v59:audit:snapshot:d122:t02181,river gate,Milo,"{""debt"": 0.4237, ""memory"": ""milo:tool_loan:audit:d122:s03"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.5034}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,237,True,True
2182,122,ssrm:v59:audit:snapshot:d122:t02182,arrival court,Sera,"{""debt"": 0.4444, ""memory"": ""sera:repair_promise:audit:d122:s04"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.3212}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,252,True,True
2183,122,ssrm:v59:audit:snapshot:d122:t02183,tool alcove,Tovan,"{""debt"": 0.451, ""memory"": ""tovan:care_favor:audit:d122:s05"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.3383}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,244,True,True
2184,122,ssrm:v59:audit:snapshot:d122:t02184,rain court,Nia,"{""debt"": 0.4433, ""memory"": ""nia:tool_loan:audit:d122:s06"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.4893}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,240,True,True
2185,122,ssrm:v59:audit:snapshot:d122:t02185,fiber loft,Ari,"{""debt"": 0.4914, ""memory"": ""ari:repair_promise:audit:d122:s07"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.6588}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,249,True,True
2186,122,ssrm:v59:audit:snapshot:d122:t02186,west hearth,Fay,"{""debt"": 0.4554, ""memory"": ""fay:care_favor:audit:d122:s08"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6822}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,245,True,True
2187,122,ssrm:v59:audit:snapshot:d122:t02187,river gate,Milo,"{""debt"": 0.5031, ""memory"": ""milo:tool_loan:audit:d122:s09"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4702}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,237,True,True
2188,122,ssrm:v59:audit:snapshot:d122:t02188,arrival court,Sera,"{""debt"": 0.4806, ""memory"": ""sera:repair_promise:audit:d122:s10"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3266}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,242,True,True
2189,122,ssrm:v59:audit:snapshot:d122:t02189,tool alcove,Tovan,"{""debt"": 0.4719, ""memory"": ""tovan:care_favor:audit:d122:s11"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.3383}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,250,True,True
2190,122,ssrm:v59:audit:snapshot:d122:t02190,rain court,Nia,"{""debt"": 0.491, ""memory"": ""nia:tool_loan:audit:d122:s12"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.4714}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,239,True,True
2191,122,ssrm:v59:audit:snapshot:d122:t02191,fiber loft,Ari,"{""debt"": 0.4958, ""memory"": ""ari:repair_promise:audit:d122:s13"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.6925}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,245,True,True
2192,122,ssrm:v59:audit:snapshot:d122:t02192,west hearth,Fay,"{""debt"": 0.4863, ""memory"": ""fay:care_favor:audit:d122:s14"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.6689}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,244,True,True
2193,122,ssrm:v59:audit:snapshot:d122:t02193,river gate,Milo,"{""debt"": 0.5326, ""memory"": ""milo:tool_loan:audit:d122:s15"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.4587}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,237,True,True
2194,122,ssrm:v59:audit:snapshot:d122:t02194,arrival court,Sera,"{""debt"": 0.4947, ""memory"": ""sera:repair_promise:audit:d122:s16"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.3305}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,242,True,True
2195,122,ssrm:v59:audit:snapshot:d122:t02195,tool alcove,Tovan,"{""debt"": 0.5405, ""memory"": ""tovan:care_favor:audit:d122:s17"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.2928}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,250,True,True
2196,123,ssrm:v59:audit:snapshot:d123:t02196,fiber loft,Nia,"{""debt"": 0.502, ""memory"": ""nia:tool_loan:audit:d123:s00"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.4902}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,239,True,True
2197,123,ssrm:v59:audit:snapshot:d123:t02197,west hearth,Ari,"{""debt"": 0.5193, ""memory"": ""ari:repair_promise:audit:d123:s01"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.6943}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,245,True,True
2198,123,ssrm:v59:audit:snapshot:d123:t02198,river gate,Fay,"{""debt"": 0.5223, ""memory"": ""fay:care_favor:audit:d123:s02"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.6639}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,244,True,True
2199,123,ssrm:v59:audit:snapshot:d123:t02199,arrival court,Milo,"{""debt"": 0.5109, ""memory"": ""milo:tool_loan:audit:d123:s03"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.501}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,245,True,True
2200,123,ssrm:v59:audit:snapshot:d123:t02200,tool alcove,Sera,"{""debt"": 0.5553, ""memory"": ""sera:repair_promise:audit:d123:s04"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3045}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,242,True,True
2201,123,ssrm:v59:audit:snapshot:d123:t02201,rain court,Tovan,"{""debt"": 0.5155, ""memory"": ""tovan:care_favor:audit:d123:s05"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.3282}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,240,True,True
2202,123,ssrm:v59:audit:snapshot:d123:t02202,fiber loft,Nia,"{""debt"": 0.5593, ""memory"": ""nia:tool_loan:audit:d123:s06"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.4608}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,240,True,True
2203,123,ssrm:v59:audit:snapshot:d123:t02203,west hearth,Ari,"{""debt"": 0.5328, ""memory"": ""ari:repair_promise:audit:d123:s07"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.6921}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,245,True,True
2204,123,ssrm:v59:audit:snapshot:d123:t02204,river gate,Fay,"{""debt"": 0.52, ""memory"": ""fay:care_favor:audit:d123:s08"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6657}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,239,True,True
2205,123,ssrm:v59:audit:snapshot:d123:t02205,arrival court,Milo,"{""debt"": 0.535, ""memory"": ""milo:tool_loan:audit:d123:s09"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.468}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,243,True,True
2206,123,ssrm:v59:audit:snapshot:d123:t02206,tool alcove,Sera,"{""debt"": 0.5356, ""memory"": ""sera:repair_promise:audit:d123:s10"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.3392}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,251,True,True
2207,123,ssrm:v59:audit:snapshot:d123:t02207,rain court,Tovan,"{""debt"": 0.5219, ""memory"": ""tovan:care_favor:audit:d123:s11"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.3359}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,240,True,True
2208,123,ssrm:v59:audit:snapshot:d123:t02208,fiber loft,Nia,"{""debt"": 0.564, ""memory"": ""nia:tool_loan:audit:d123:s12"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.4599}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,244,True,True
2209,123,ssrm:v59:audit:snapshot:d123:t02209,west hearth,Ari,"{""debt"": 0.5217, ""memory"": ""ari:repair_promise:audit:d123:s13"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.7021}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,250,True,True
2210,123,ssrm:v59:audit:snapshot:d123:t02210,river gate,Fay,"{""debt"": 0.5631, ""memory"": ""fay:care_favor:audit:d123:s14"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6308}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,241,True,True
2211,123,ssrm:v59:audit:snapshot:d123:t02211,arrival court,Milo,"{""debt"": 0.5343, ""memory"": ""milo:tool_loan:audit:d123:s15"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.4686}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,242,True,True
2212,123,ssrm:v59:audit:snapshot:d123:t02212,tool alcove,Sera,"{""debt"": 0.5191, ""memory"": ""sera:repair_promise:audit:d123:s16"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.3451}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,250,True,True
2213,123,ssrm:v59:audit:snapshot:d123:t02213,rain court,Tovan,"{""debt"": 0.5316, ""memory"": ""tovan:care_favor:audit:d123:s17"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.3302}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,249,True,True
2214,124,ssrm:v59:audit:snapshot:d124:t02214,west hearth,Nia,"{""debt"": 0.5159, ""memory"": ""nia:tool_loan:audit:d124:s00"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.5095}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,235,True,True
2215,124,ssrm:v59:audit:snapshot:d124:t02215,river gate,Ari,"{""debt"": 0.5558, ""memory"": ""ari:repair_promise:audit:d124:s01"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.6695}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,245,True,True
2216,124,ssrm:v59:audit:snapshot:d124:t02216,arrival court,Fay,"{""debt"": 0.5115, ""memory"": ""fay:care_favor:audit:d124:s02"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6603}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,241,True,True
2217,124,ssrm:v59:audit:snapshot:d124:t02217,tool alcove,Milo,"{""debt"": 0.5508, ""memory"": ""milo:tool_loan:audit:d124:s03"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.4577}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,245,True,True
2218,124,ssrm:v59:audit:snapshot:d124:t02218,rain court,Sera,"{""debt"": 0.5199, ""memory"": ""sera:repair_promise:audit:d124:s04"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.3204}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,250,True,True
2219,124,ssrm:v59:audit:snapshot:d124:t02219,fiber loft,Tovan,"{""debt"": 0.5027, ""memory"": ""tovan:care_favor:audit:d124:s05"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.3525}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,249,True,True
2220,124,ssrm:v59:audit:snapshot:d124:t02220,west hearth,Nia,"{""debt"": 0.5133, ""memory"": ""nia:tool_loan:audit:d124:s06"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.5041}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,235,True,True
2221,124,ssrm:v59:audit:snapshot:d124:t02221,river gate,Ari,"{""debt"": 0.5095, ""memory"": ""ari:repair_promise:audit:d124:s07"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.6972}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,240,True,True
2222,124,ssrm:v59:audit:snapshot:d124:t02222,arrival court,Fay,"{""debt"": 0.4915, ""memory"": ""fay:care_favor:audit:d124:s08"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.6632}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,246,True,True
2223,124,ssrm:v59:audit:snapshot:d124:t02223,tool alcove,Milo,"{""debt"": 0.5293, ""memory"": ""milo:tool_loan:audit:d124:s09"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.4552}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,242,True,True
2224,124,ssrm:v59:audit:snapshot:d124:t02224,rain court,Sera,"{""debt"": 0.4828, ""memory"": ""sera:repair_promise:audit:d124:s10"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.3394}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,247,True,True
2225,124,ssrm:v59:audit:snapshot:d124:t02225,fiber loft,Tovan,"{""debt"": 0.52, ""memory"": ""tovan:care_favor:audit:d124:s11"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.3152}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,247,True,True
2226,124,ssrm:v59:audit:snapshot:d124:t02226,west hearth,Nia,"{""debt"": 0.487, ""memory"": ""nia:tool_loan:audit:d124:s12"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.4945}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,243,True,True
2227,124,ssrm:v59:audit:snapshot:d124:t02227,river gate,Ari,"{""debt"": 0.4677, ""memory"": ""ari:repair_promise:audit:d124:s13"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.6936}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,240,True,True
2228,124,ssrm:v59:audit:snapshot:d124:t02228,arrival court,Fay,"{""debt"": 0.4763, ""memory"": ""fay:care_favor:audit:d124:s14"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.6405}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,236,True,True
2229,124,ssrm:v59:audit:snapshot:d124:t02229,tool alcove,Milo,"{""debt"": 0.4706, ""memory"": ""milo:tool_loan:audit:d124:s15"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4929}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,247,True,True
2230,124,ssrm:v59:audit:snapshot:d124:t02230,rain court,Sera,"{""debt"": 0.4507, ""memory"": ""sera:repair_promise:audit:d124:s16"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.3164}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,247,True,True
2231,124,ssrm:v59:audit:snapshot:d124:t02231,fiber loft,Tovan,"{""debt"": 0.4866, ""memory"": ""tovan:care_favor:audit:d124:s17"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.2975}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,248,True,True
2232,125,ssrm:v59:audit:snapshot:d125:t02232,river gate,Nia,"{""debt"": 0.4803, ""memory"": ""nia:tool_loan:audit:d125:s00"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.4964}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,235,True,True
2233,125,ssrm:v59:audit:snapshot:d125:t02233,arrival court,Ari,"{""debt"": 0.4458, ""memory"": ""ari:repair_promise:audit:d125:s01"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.6879}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,240,True,True
2234,125,ssrm:v59:audit:snapshot:d125:t02234,tool alcove,Fay,"{""debt"": 0.4252, ""memory"": ""fay:care_favor:audit:d125:s02"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.6621}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,236,True,True
2235,125,ssrm:v59:audit:snapshot:d125:t02235,rain court,Milo,"{""debt"": 0.4323, ""memory"": ""milo:tool_loan:audit:d125:s03"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.4517}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,247,True,True
2236,125,ssrm:v59:audit:snapshot:d125:t02236,fiber loft,Sera,"{""debt"": 0.4254, ""memory"": ""sera:repair_promise:audit:d125:s04"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.3212}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,247,True,True
2237,125,ssrm:v59:audit:snapshot:d125:t02237,west hearth,Tovan,"{""debt"": 0.4042, ""memory"": ""tovan:care_favor:audit:d125:s05"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.3594}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,245,True,True
2238,125,ssrm:v59:audit:snapshot:d125:t02238,river gate,Nia,"{""debt"": 0.4389, ""memory"": ""nia:tool_loan:audit:d125:s06"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.4836}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,244,True,True
2239,125,ssrm:v59:audit:snapshot:d125:t02239,arrival court,Ari,"{""debt"": 0.3895, ""memory"": ""ari:repair_promise:audit:d125:s07"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.7159}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,249,True,True
2240,125,ssrm:v59:audit:snapshot:d125:t02240,tool alcove,Fay,"{""debt"": 0.424, ""memory"": ""fay:care_favor:audit:d125:s08"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.6303}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,235,True,True
