tick_id,day,settlement_id,caregiver_id,recipient_id,duty,care_tool,need_addressed,care_quality_before,care_quality_after,welfare_before,welfare_after,burden_before,burden_after,accepted_or_refused,visible_care_card,reciprocal_memory,bounded_care
1964,110,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.816931,0.869531,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1965,110,glass_harbor,Oren,Sera,Oren uses steam wrap for Sera,steam wrap,temperature,0.596,0.666,0.806735,0.859335,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
1966,110,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.837401,0.890001,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1968,110,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.596,0.666,0.809224,0.861824,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1970,110,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.666,0.809342,0.861942,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1972,110,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.817724,0.870324,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1974,110,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.817611,0.870211,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1975,110,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.596,0.666,0.802483,0.855083,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
1976,110,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.596,0.666,0.834527,0.887127,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1977,110,lichen_bridge,Luma,Sol,Luma uses rope splint for Sol,rope splint,injury,0.596,0.666,0.811773,0.864373,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
1978,110,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.666,0.808755,0.861355,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1980,111,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.636,0.83509,0.87029,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
1981,111,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.596,0.666,0.792235,0.844835,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
1982,111,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.596,0.666,0.810996,0.863596,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1983,111,moss_ward,Fay,Tala,Fay uses quiet mat for Tala,quiet mat,fatigue,0.596,0.666,0.819768,0.872368,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1984,111,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.666,0.808178,0.860778,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1986,111,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.596,0.666,0.817421,0.870021,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1987,111,orchid_engine,Cai,Eli,Cai uses gear glove for Eli,gear glove,pain,0.596,0.666,0.80348,0.85608,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1988,111,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.666,0.820549,0.873149,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1990,111,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.596,0.666,0.833071,0.885671,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1991,111,lichen_bridge,Luma,Sol,Luma uses rest alcove for Sol,rest alcove,fatigue,0.596,0.666,0.816869,0.869469,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
1992,111,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.666,0.810541,0.863141,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1993,111,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.596,0.666,0.792216,0.844816,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1994,111,glass_harbor,Nia,Puck,Nia uses steam wrap for Puck,steam wrap,temperature,0.596,0.666,0.808626,0.861226,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1996,111,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.666,0.817712,0.870312,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1997,111,orchid_engine,Eli,Cai,Eli uses orchid tea for Cai,orchid tea,thirst,0.596,0.666,0.763352,0.815952,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
1998,112,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.636,0.807126,0.842326,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
2000,112,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.817585,0.870185,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
2001,112,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.596,0.666,0.807473,0.860073,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
2002,112,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.817857,0.870457,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
2003,112,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.666,0.801132,0.853732,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
2004,112,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.838303,0.890903,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
2006,112,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.807661,0.860261,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
2007,112,moss_ward,Tala,Fay,Tala uses dry cloak for Fay,dry cloak,wetness,0.596,0.636,0.815565,0.850765,0.7,0.7,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
2008,112,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.596,0.666,0.806625,0.859225,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
2009,112,cinder_garden,Pax,Wren,Pax uses soft glove for Wren,soft glove,pain,0.6296,0.6996,0.823153,0.875753,0.49,0.508,accepted,True,Wren remembers Pax care: accepted,True
2010,112,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.666,0.817428,0.870028,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
2011,112,orchid_engine,Eli,Cai,Eli uses cot pass for Cai,cot pass,rest_debt,0.596,0.666,0.795922,0.848522,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
2012,112,moss_ward,Ari,Milo,Ari uses quiet mat for Milo,quiet mat,fatigue,0.596,0.666,0.81907,0.87167,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
2013,112,glass_harbor,Oren,Sera,Oren uses salve for Sera,salve,pain,0.596,0.666,0.805546,0.858146,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
2014,112,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.666,0.836708,0.889308,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
2016,113,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.636,0.817436,0.852636,0.7,0.7,deferred with consent,True,Ari remembers Milo care: deferred with consent,True
2017,113,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.596,0.666,0.805803,0.858403,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
2018,113,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.836055,0.888655,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
2020,113,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.807513,0.860113,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
2022,113,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.806636,0.859236,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
2024,113,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.81772,0.87032,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
2025,113,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.596,0.636,0.803723,0.838923,0.7,0.7,deferred with consent,True,Cai remembers Eli care: deferred with consent,True
2026,113,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.596,0.666,0.817108,0.869708,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
2027,113,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.596,0.666,0.804475,0.857075,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
2028,113,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.666,0.834604,0.887204,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
2030,113,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.596,0.666,0.806994,0.859594,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
2032,113,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.666,0.807668,0.860268,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
2034,114,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.636,0.80738,0.84258,0.7,0.7,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
2035,114,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.596,0.666,0.812291,0.864891,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
2036,114,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.596,0.666,0.807387,0.859987,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
2037,114,cinder_garden,Pax,Wren,Pax uses shade cloth for Wren,shade cloth,safety,0.62672,0.69672,0.821557,0.874157,0.508,0.526,accepted,True,Wren remembers Pax care: accepted,True
2038,114,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.666,0.819834,0.872434,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
2040,114,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.817709,0.870309,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
2041,114,glass_harbor,Oren,Sera,Oren uses steam wrap for Sera,steam wrap,temperature,0.596,0.666,0.805425,0.858025,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
2042,114,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.837759,0.890359,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
2043,114,lichen_bridge,Sol,Luma,Sol uses hand warmer for Luma,hand warmer,temperature,0.596,0.636,0.809375,0.844575,0.7,0.7,deferred with consent,True,Luma remembers Sol care: deferred with consent,True
2044,114,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.596,0.666,0.807343,0.859943,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
2046,114,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.666,0.807516,0.860116,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
2048,114,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.817772,0.870372,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
2049,114,orchid_engine,Cai,Eli,Cai uses cot pass for Eli,cot pass,rest_debt,0.596,0.666,0.807773,0.860373,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
2050,114,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.818571,0.871171,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
2052,115,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.636,0.817736,0.852936,0.7,0.7,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
2054,115,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.596,0.666,0.817586,0.870186,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
2055,115,glass_harbor,Oren,Sera,Oren uses soft bunk for Sera,soft bunk,rest_debt,0.596,0.666,0.807182,0.859782,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
2056,115,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.666,0.83561,0.88821,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
2057,115,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.596,0.666,0.81564,0.86824,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
2058,115,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.596,0.666,0.808634,0.861234,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
2060,115,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.666,0.809302,0.861902,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
2062,115,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.596,0.666,0.817502,0.870102,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
2064,115,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.666,0.817447,0.870047,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
2065,115,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.596,0.666,0.781959,0.834559,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
2066,115,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.596,0.666,0.833363,0.885963,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
2067,115,lichen_bridge,Luma,Sol,Luma uses rest alcove for Sol,rest alcove,fatigue,0.596,0.666,0.809618,0.862218,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
2068,115,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.666,0.808681,0.861281,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
2070,116,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.636,0.833732,0.868932,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
2071,116,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.596,0.666,0.815314,0.867914,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
2072,116,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.596,0.666,0.810405,0.863005,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
2073,116,moss_ward,Fay,Tala,Fay uses bandage for Tala,bandage,pain,0.596,0.666,0.810059,0.862659,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
2074,116,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.666,0.808139,0.860739,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
2076,116,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.81762,0.87022,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
2077,116,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.596,0.666,0.787814,0.840414,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
2078,116,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.819116,0.871716,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
2079,116,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.636,0.806204,0.841404,0.7,0.7,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
2080,116,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.837468,0.890068,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
2081,116,lichen_bridge,Luma,Sol,Luma uses hand warmer for Sol,hand warmer,temperature,0.596,0.666,0.816199,0.868799,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
2082,116,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.8111,0.8637,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
2083,116,moss_ward,Tala,Fay,Tala uses dry cloak for Fay,dry cloak,wetness,0.596,0.666,0.81336,0.86596,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
2084,116,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.596,0.666,0.809698,0.862298,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
2085,116,cinder_garden,Pax,Wren,Pax uses soft glove for Wren,soft glove,pain,0.62384,0.69384,0.827703,0.880303,0.526,0.544,accepted,True,Wren remembers Pax care: accepted,True
2086,116,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.666,0.817476,0.870076,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
2087,116,orchid_engine,Eli,Cai,Eli uses cot pass for Cai,cot pass,rest_debt,0.596,0.666,0.801206,0.853806,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
2088,117,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.636,0.80774,0.84294,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
2090,117,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.596,0.666,0.817849,0.870449,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
2091,117,orchid_engine,Cai,Eli,Cai uses orchid tea for Eli,orchid tea,thirst,0.596,0.666,0.807305,0.859905,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
2092,117,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.666,0.818156,0.870756,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
2093,117,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.596,0.666,0.805134,0.857734,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
2094,117,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.838497,0.891097,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
2095,117,lichen_bridge,Luma,Sol,Luma uses lichen soup for Sol,lichen soup,hunger,0.596,0.666,0.813809,0.866409,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
2096,117,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.807607,0.860207,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
2097,117,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.596,0.636,0.816006,0.851206,0.7,0.7,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
2098,117,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.807155,0.859755,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
2099,117,cinder_garden,Pax,Wren,Pax uses cool water for Wren,cool water,temperature,0.62096,0.69096,0.829035,0.881635,0.544,0.562,accepted,True,Wren remembers Pax care: accepted,True
2100,117,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.817191,0.869791,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
2101,117,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.596,0.666,0.803753,0.856353,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
2102,117,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.596,0.666,0.819692,0.872292,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
2103,117,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.596,0.666,0.806,0.8586,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
2104,117,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.666,0.834978,0.887578,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
