tick,day,slot,resident,room,schedule_state,need_state,debt_focus,project_progress,offscreen,schedule_changed_by_avatar,agency_preserved
3048,170,6,Sera,river gate,recover focus,wet,repair promise,0.866098,False,True,True
3049,170,7,Tovan,arrival court,rest,focused,missed greeting,0.912918,False,True,True
3050,170,8,Nia,tool alcove,rest,relieved,care favor,0.929537,False,True,True
3051,170,9,Ari,rain court,seek tool,tired,route warning,0.870675,False,True,True
3052,170,10,Fay,fiber loft,seek tool,hungry,tool loan,0.852868,True,False,True
3053,170,11,Milo,west hearth,care duty,guarded,water carry,0.830069,False,True,True
3054,170,12,Sera,river gate,private task,steady,repair promise,0.85324,False,False,True
3055,170,13,Tovan,arrival court,recover focus,wet,missed greeting,0.901077,False,False,True
3056,170,14,Nia,tool alcove,work,focused,care favor,0.929599,False,True,True
3057,170,15,Ari,rain court,negotiate debt,relieved,route warning,0.912583,False,True,True
3058,170,16,Fay,fiber loft,negotiate debt,tired,tool loan,0.865674,False,True,True
3059,170,17,Milo,west hearth,care duty,hungry,water carry,0.801999,False,True,True
3060,171,0,Sera,arrival court,private task,tired,missed greeting,0.914552,True,True,True
3061,171,1,Tovan,tool alcove,recover focus,hungry,care favor,0.956625,False,False,True
3062,171,2,Nia,rain court,work,guarded,route warning,0.960017,False,False,True
3063,171,3,Ari,fiber loft,rest,steady,tool loan,0.921608,False,True,True
3064,171,4,Fay,west hearth,seek tool,wet,water carry,0.876712,False,True,False
3065,171,5,Milo,river gate,seek tool,focused,repair promise,0.866606,False,True,True
3066,171,6,Sera,arrival court,private task,relieved,missed greeting,0.870581,False,True,True
3067,171,7,Tovan,tool alcove,private task,tired,care favor,0.947401,True,False,True
3068,171,8,Nia,rain court,recover focus,hungry,route warning,0.96402,False,True,True
3069,171,9,Ari,fiber loft,work,guarded,tool loan,0.935158,False,False,True
3070,171,10,Fay,west hearth,rest,steady,water carry,0.887351,False,False,True
3071,171,11,Milo,river gate,negotiate debt,wet,repair promise,0.864552,False,True,True
3072,171,12,Sera,arrival court,care duty,focused,missed greeting,0.887723,False,True,False
3073,171,13,Tovan,tool alcove,care duty,relieved,care favor,0.93556,False,True,True
3074,171,14,Nia,rain court,recover focus,tired,route warning,0.934082,False,True,True
3075,171,15,Ari,fiber loft,recover focus,hungry,tool loan,0.947066,True,False,True
3076,171,16,Fay,west hearth,work,guarded,water carry,0.900157,False,True,True
3077,171,17,Milo,river gate,rest,steady,repair promise,0.866482,True,False,True
3078,172,0,Sera,tool alcove,seek tool,guarded,care favor,0.949034,False,True,True
3079,172,1,Tovan,rain court,private task,steady,route warning,0.978,False,True,True
3080,172,2,Nia,fiber loft,private task,wet,tool loan,0.978,False,True,True
3081,172,3,Ari,west hearth,work,focused,water carry,0.92609,False,True,True
3082,172,4,Fay,river gate,work,relieved,repair promise,0.911194,True,False,True
3083,172,5,Milo,arrival court,rest,tired,missed greeting,0.901088,False,True,True
3084,172,6,Sera,tool alcove,negotiate debt,hungry,care favor,0.935064,False,False,True
3085,172,7,Tovan,rain court,seek tool,guarded,route warning,0.978,False,False,True
3086,172,8,Nia,fiber loft,care duty,steady,tool loan,0.978,False,True,True
3087,172,9,Ari,west hearth,recover focus,wet,water carry,0.96964,False,True,True
3088,172,10,Fay,river gate,recover focus,focused,repair promise,0.921833,False,True,True
3089,172,11,Milo,arrival court,rest,relieved,missed greeting,0.869035,False,True,True
3090,172,12,Sera,tool alcove,rest,tired,care favor,0.922206,True,False,True
3091,172,13,Tovan,rain court,negotiate debt,hungry,route warning,0.970043,False,True,True
3092,172,14,Nia,fiber loft,seek tool,guarded,tool loan,0.978,False,False,True
3093,172,15,Ari,west hearth,care duty,steady,water carry,0.978,False,False,True
3094,172,16,Fay,river gate,private task,wet,repair promise,0.934639,False,True,True
3095,172,17,Milo,arrival court,work,focused,missed greeting,0.900965,False,True,True
3096,173,0,Sera,rain court,negotiate debt,wet,route warning,0.948,False,True,False
3097,173,1,Tovan,fiber loft,negotiate debt,focused,tool loan,0.978,True,False,True
3098,173,2,Nia,west hearth,seek tool,relieved,water carry,0.978,False,True,True
3099,173,3,Ari,river gate,care duty,tired,repair promise,0.978,False,False,True
3100,173,4,Fay,arrival court,private task,hungry,missed greeting,0.945677,False,False,True
3101,173,5,Milo,tool alcove,recover focus,guarded,care favor,0.935571,False,True,True
3102,173,6,Sera,rain court,rest,steady,route warning,0.969546,False,True,True
3103,173,7,Tovan,fiber loft,rest,wet,tool loan,0.978,False,True,True
3104,173,8,Nia,west hearth,seek tool,focused,water carry,0.948,False,True,False
3105,173,9,Ari,river gate,seek tool,relieved,repair promise,0.978,True,False,True
3106,173,10,Fay,arrival court,care duty,tired,missed greeting,0.956316,False,True,True
3107,173,11,Milo,tool alcove,private task,hungry,care favor,0.933518,False,False,True
3108,173,12,Sera,rain court,recover focus,guarded,route warning,0.956689,False,False,True
3109,173,13,Tovan,fiber loft,work,steady,tool loan,0.978,False,True,True
3110,173,14,Nia,west hearth,negotiate debt,wet,water carry,0.978,False,True,True
3111,173,15,Ari,river gate,negotiate debt,focused,repair promise,0.978,False,True,True
3112,173,16,Fay,arrival court,care duty,relieved,missed greeting,0.939122,False,True,False
3113,173,17,Milo,tool alcove,care duty,tired,care favor,0.935447,True,False,True
3114,174,0,Sera,fiber loft,recover focus,relieved,tool loan,0.018,True,False,True
3115,174,1,Tovan,west hearth,work,tired,water carry,0.060074,False,False,True
3116,174,2,Nia,river gate,rest,hungry,repair promise,0.063465,False,True,True
3117,174,3,Ari,arrival court,seek tool,guarded,missed greeting,0.025056,False,True,True
3118,174,4,Fay,tool alcove,seek tool,steady,care favor,0.018,False,True,True
3119,174,5,Milo,rain court,private task,wet,route warning,0.0,False,True,True
3120,174,6,Sera,fiber loft,private task,focused,tool loan,0.018,True,False,True
3121,174,7,Tovan,west hearth,recover focus,relieved,water carry,0.050849,False,True,True
3122,174,8,Nia,river gate,work,tired,repair promise,0.067468,False,False,True
3123,174,9,Ari,arrival court,rest,hungry,missed greeting,0.038606,False,False,True
3124,174,10,Fay,tool alcove,negotiate debt,guarded,care favor,0.018,False,True,True
3125,174,11,Milo,rain court,care duty,steady,route warning,0.018,False,True,True
3126,174,12,Sera,fiber loft,care duty,wet,tool loan,0.018,False,True,True
3127,174,13,Tovan,west hearth,recover focus,focused,water carry,0.009008,False,True,True
3128,174,14,Nia,river gate,recover focus,relieved,repair promise,0.06753,True,False,True
3129,174,15,Ari,arrival court,work,tired,missed greeting,0.050514,False,True,True
3130,174,16,Fay,tool alcove,rest,hungry,care favor,0.018,False,False,True
3131,174,17,Milo,rain court,negotiate debt,guarded,route warning,0.018,True,False,True
3132,175,0,Sera,west hearth,private task,hungry,water carry,0.052483,False,True,False
3133,175,1,Tovan,river gate,private task,guarded,repair promise,0.094556,False,True,True
3134,175,2,Nia,arrival court,work,steady,missed greeting,0.067948,False,True,True
3135,175,3,Ari,tool alcove,work,wet,care favor,0.059539,True,False,True
3136,175,4,Fay,rain court,rest,focused,route warning,0.018,False,True,True
3137,175,5,Milo,fiber loft,negotiate debt,relieved,tool loan,0.018,False,False,True
3138,175,6,Sera,west hearth,seek tool,tired,water carry,0.038512,False,False,True
3139,175,7,Tovan,river gate,care duty,hungry,repair promise,0.085332,False,True,True
3140,175,8,Nia,arrival court,recover focus,guarded,missed greeting,0.101951,False,True,False
3141,175,9,Ari,tool alcove,recover focus,steady,care favor,0.073089,False,True,True
3142,175,10,Fay,rain court,rest,wet,route warning,0.0,False,True,True
3143,175,11,Milo,fiber loft,rest,focused,tool loan,0.018,True,False,True
3144,175,12,Sera,west hearth,negotiate debt,relieved,water carry,0.025654,False,True,True
3145,175,13,Tovan,river gate,seek tool,tired,repair promise,0.073491,False,False,True
3146,175,14,Nia,arrival court,care duty,hungry,missed greeting,0.102013,False,False,True
3147,175,15,Ari,tool alcove,private task,guarded,care favor,0.084997,False,True,True
3148,175,16,Fay,rain court,work,steady,route warning,0.038088,False,True,False
3149,175,17,Milo,fiber loft,work,wet,tool loan,0.018,False,True,True
3150,176,0,Sera,river gate,negotiate debt,steady,repair promise,0.086966,True,False,True
3151,176,1,Tovan,arrival court,seek tool,wet,missed greeting,0.129039,False,True,True
3152,176,2,Nia,tool alcove,care duty,focused,care favor,0.13243,False,False,True
3153,176,3,Ari,rain court,private task,relieved,route warning,0.094022,False,False,True
3154,176,4,Fay,fiber loft,recover focus,tired,tool loan,0.049125,False,True,True
3155,176,5,Milo,west hearth,rest,hungry,water carry,0.039019,False,True,True
3156,176,6,Sera,river gate,rest,guarded,repair promise,0.072995,False,True,True
3157,176,7,Tovan,arrival court,seek tool,steady,missed greeting,0.089815,False,True,True
3158,176,8,Nia,tool alcove,seek tool,wet,care favor,0.136433,True,False,True
3159,176,9,Ari,rain court,care duty,focused,route warning,0.107571,False,True,True
3160,176,10,Fay,fiber loft,private task,relieved,tool loan,0.059764,False,False,True
3161,176,11,Milo,west hearth,recover focus,tired,water carry,0.036966,False,False,True
3162,176,12,Sera,river gate,work,hungry,repair promise,0.060137,False,True,True
3163,176,13,Tovan,arrival court,negotiate debt,guarded,missed greeting,0.107974,False,True,True
3164,176,14,Nia,tool alcove,negotiate debt,steady,care favor,0.136496,False,True,True
3165,176,15,Ari,rain court,care duty,wet,route warning,0.08948,False,True,True
3166,176,16,Fay,fiber loft,care duty,focused,tool loan,0.07257,True,False,True
3167,176,17,Milo,west hearth,private task,relieved,water carry,0.038896,False,True,True
3168,177,0,Sera,arrival court,work,focused,missed greeting,0.121448,True,False,True
3169,177,1,Tovan,tool alcove,rest,relieved,care favor,0.163522,False,True,True
3170,177,2,Nia,rain court,seek tool,tired,route warning,0.166913,False,True,True
3171,177,3,Ari,fiber loft,seek tool,hungry,tool loan,0.128504,False,True,True
3172,177,4,Fay,west hearth,private task,guarded,water carry,0.053608,False,True,False
3173,177,5,Milo,river gate,private task,steady,repair promise,0.073502,True,False,True
3174,177,6,Sera,arrival court,recover focus,wet,missed greeting,0.107478,False,True,True
3175,177,7,Tovan,tool alcove,work,focused,care favor,0.154298,False,False,True
3176,177,8,Nia,rain court,rest,relieved,route warning,0.170916,False,False,True
3177,177,9,Ari,fiber loft,negotiate debt,tired,tool loan,0.142054,False,True,True
3178,177,10,Fay,west hearth,care duty,hungry,water carry,0.094247,False,True,True
3179,177,11,Milo,river gate,care duty,guarded,repair promise,0.071449,False,True,True
3180,177,12,Sera,arrival court,recover focus,steady,missed greeting,0.06462,False,True,False
3181,177,13,Tovan,tool alcove,recover focus,wet,care favor,0.142457,True,False,True
3182,177,14,Nia,rain court,work,focused,route warning,0.170979,False,True,True
3183,177,15,Ari,fiber loft,rest,relieved,tool loan,0.153963,False,False,True
3184,177,16,Fay,west hearth,negotiate debt,tired,water carry,0.107053,False,False,True
3185,177,17,Milo,river gate,seek tool,hungry,repair promise,0.073378,True,True,True
3186,178,0,Sera,tool alcove,private task,tired,care favor,0.155931,False,True,True
3187,178,1,Tovan,rain court,work,hungry,route warning,0.168005,False,True,True
3188,178,2,Nia,fiber loft,work,guarded,tool loan,0.201396,True,False,True
3189,178,3,Ari,west hearth,rest,steady,water carry,0.162987,False,True,True
3190,178,4,Fay,river gate,negotiate debt,wet,repair promise,0.118091,False,False,True
3191,178,5,Milo,arrival court,seek tool,focused,missed greeting,0.107985,False,False,True
3192,178,6,Sera,tool alcove,care duty,relieved,care favor,0.14196,False,True,True
3193,178,7,Tovan,rain court,recover focus,tired,route warning,0.18878,False,True,True
3194,178,8,Nia,fiber loft,recover focus,hungry,tool loan,0.205399,False,True,True
3195,178,9,Ari,west hearth,rest,guarded,water carry,0.146537,False,True,True
3196,178,10,Fay,river gate,rest,steady,repair promise,0.12873,True,False,True
3197,178,11,Milo,arrival court,negotiate debt,wet,missed greeting,0.105932,False,True,True
3198,178,12,Sera,tool alcove,seek tool,focused,care favor,0.129102,False,False,True
3199,178,13,Tovan,rain court,care duty,relieved,route warning,0.176939,False,False,True
3200,178,14,Nia,fiber loft,private task,tired,tool loan,0.205461,False,True,True
3201,178,15,Ari,west hearth,work,hungry,water carry,0.188445,False,True,True
3202,178,16,Fay,river gate,work,guarded,repair promise,0.141536,False,True,True
3203,178,17,Milo,arrival court,negotiate debt,steady,missed greeting,0.077861,False,True,True
3204,179,0,Sera,rain court,seek tool,guarded,route warning,0.190414,False,True,True
3205,179,1,Tovan,fiber loft,care duty,steady,tool loan,0.232487,False,False,True
3206,179,2,Nia,west hearth,private task,wet,water carry,0.235879,False,False,True
3207,179,3,Ari,river gate,recover focus,focused,repair promise,0.19747,False,True,True
3208,179,4,Fay,arrival court,rest,relieved,missed greeting,0.152574,False,True,False
3209,179,5,Milo,tool alcove,rest,tired,care favor,0.142468,False,True,True
3210,179,6,Sera,rain court,seek tool,hungry,route warning,0.146443,False,True,True
3211,179,7,Tovan,fiber loft,seek tool,guarded,tool loan,0.223263,True,False,True
3212,179,8,Nia,west hearth,care duty,steady,water carry,0.239882,False,True,True
3213,179,9,Ari,river gate,private task,wet,repair promise,0.21102,False,False,True
3214,179,10,Fay,arrival court,recover focus,focused,missed greeting,0.163213,False,False,True
3215,179,11,Milo,tool alcove,work,relieved,care favor,0.140414,False,True,True
3216,179,12,Sera,rain court,negotiate debt,tired,route warning,0.163585,False,True,False
3217,179,13,Tovan,fiber loft,negotiate debt,hungry,tool loan,0.211422,False,True,True
3218,179,14,Nia,west hearth,care duty,guarded,water carry,0.209944,False,True,True
3219,179,15,Ari,river gate,care duty,steady,repair promise,0.222928,True,False,True
3220,179,16,Fay,arrival court,private task,wet,missed greeting,0.176019,False,True,True
3221,179,17,Milo,tool alcove,recover focus,focused,care favor,0.142344,False,False,True
3222,180,0,Sera,fiber loft,rest,wet,tool loan,0.224897,True,True,True
3223,180,1,Tovan,west hearth,seek tool,focused,water carry,0.26697,False,True,True
3224,180,2,Nia,river gate,seek tool,relieved,repair promise,0.270361,False,True,True
3225,180,3,Ari,arrival court,private task,tired,missed greeting,0.201953,False,True,True
3226,180,4,Fay,tool alcove,private task,hungry,care favor,0.187056,True,False,True
3227,180,5,Milo,rain court,recover focus,guarded,route warning,0.17695,False,True,True
3228,180,6,Sera,fiber loft,work,steady,tool loan,0.210926,False,False,True
3229,180,7,Tovan,west hearth,rest,wet,water carry,0.257746,False,False,True
