tick,day,resident,absent_ticks,offscreen_activity,progress_before,progress_after,resource_delta,interaction_without_avatar,visible_after_return
3083,172,Milo,5,ambient household tick,0.868977,0.882977,1,True,True
3084,172,Sera,6,ambient household tick,0.902953,0.916953,0,True,True
3085,172,Tovan,7,ambient household tick,0.945889,0.959889,0,True,True
3086,172,Nia,8,ambient household tick,0.945889,0.959889,0,True,True
3087,172,Ari,9,ambient household tick,0.937529,0.951529,0,True,True
3088,172,Fay,10,ambient household tick,0.889722,0.903722,1,True,True
3089,172,Milo,11,ambient household tick,0.866924,0.880924,-1,True,True
3090,172,Sera,12,resident schedule advanced,0.890095,0.916095,0,True,True
3091,172,Tovan,13,ambient household tick,0.937932,0.951932,0,True,True
3092,172,Nia,14,ambient household tick,0.945889,0.959889,0,True,True
3093,172,Ari,15,ambient household tick,0.945889,0.959889,1,True,True
3094,172,Fay,16,ambient household tick,0.902528,0.916528,0,True,True
3095,172,Milo,17,ambient household tick,0.868854,0.882854,0,True,True
3096,173,Sera,18,ambient household tick,0.940449,0.954449,1,True,True
3097,173,Tovan,19,resident schedule advanced,0.940449,0.966449,0,True,True
3098,173,Nia,20,ambient household tick,0.940449,0.954449,0,True,True
3099,173,Ari,21,ambient household tick,0.940449,0.954449,0,True,True
3100,173,Fay,22,ambient household tick,0.908127,0.922127,0,True,True
3101,173,Milo,23,ambient household tick,0.89802,0.91202,1,True,True
3102,173,Sera,24,ambient household tick,0.931996,0.945996,0,True,True
3103,173,Tovan,25,ambient household tick,0.940449,0.954449,0,True,True
3104,173,Nia,26,ambient household tick,0.940449,0.954449,-1,True,True
3105,173,Ari,4,resident schedule advanced,0.940449,0.966449,0,True,True
3106,173,Fay,5,ambient household tick,0.918766,0.932766,1,True,True
3107,173,Milo,6,ambient household tick,0.895967,0.909967,0,True,True
3108,173,Sera,7,ambient household tick,0.919138,0.933138,0,True,True
3109,173,Tovan,8,ambient household tick,0.940449,0.954449,0,True,True
3110,173,Nia,9,ambient household tick,0.940449,0.954449,0,True,True
3111,173,Ari,10,ambient household tick,0.940449,0.954449,1,True,True
3112,173,Fay,11,ambient household tick,0.931572,0.945572,-1,True,True
3113,173,Milo,12,resident schedule advanced,0.897897,0.923897,0,True,True
3114,174,Sera,13,resident schedule advanced,0.0,0.026,1,True,True
3115,174,Tovan,14,ambient household tick,0.035058,0.049058,0,True,True
3116,174,Nia,15,ambient household tick,0.038449,0.052449,0,True,True
3117,174,Ari,16,ambient household tick,4.1e-05,0.014041,0,True,True
3118,174,Fay,17,ambient household tick,0.0,0.014,0,True,True
3119,174,Milo,18,ambient household tick,0.0,0.014,1,True,True
3120,174,Sera,19,resident schedule advanced,0.0,0.026,0,True,True
3121,174,Tovan,20,ambient household tick,0.025834,0.039834,0,True,True
3122,174,Nia,21,ambient household tick,0.042453,0.056453,0,True,True
3123,174,Ari,22,ambient household tick,0.013591,0.027591,0,True,True
3124,174,Fay,23,ambient household tick,0.0,0.014,1,True,True
3125,174,Milo,24,ambient household tick,0.0,0.014,0,True,True
3126,174,Sera,25,ambient household tick,0.0,0.014,0,True,True
3127,174,Tovan,26,ambient household tick,0.013993,0.027993,-1,True,True
3128,174,Nia,4,resident schedule advanced,0.042515,0.068515,0,True,True
3129,174,Ari,5,ambient household tick,0.025499,0.039499,1,True,True
3130,174,Fay,6,ambient household tick,0.0,0.014,0,True,True
3131,174,Milo,7,resident schedule advanced,0.0,0.026,0,True,True
3132,175,Sera,8,ambient household tick,0.046452,0.060452,1,True,True
3133,175,Tovan,9,ambient household tick,0.088526,0.102526,0,True,True
3134,175,Nia,10,ambient household tick,0.091917,0.105917,-1,True,True
3135,175,Ari,11,resident schedule advanced,0.053508,0.079508,0,True,True
3136,175,Fay,12,ambient household tick,0.01197,0.02597,0,True,True
3137,175,Milo,13,ambient household tick,0.01197,0.02597,1,True,True
3138,175,Sera,14,ambient household tick,0.032482,0.046482,0,True,True
3139,175,Tovan,15,ambient household tick,0.079302,0.093302,0,True,True
3140,175,Nia,16,ambient household tick,0.09592,0.10992,0,True,True
3141,175,Ari,17,ambient household tick,0.067058,0.081058,0,True,True
3142,175,Fay,18,ambient household tick,0.019251,0.033251,1,True,True
3143,175,Milo,19,resident schedule advanced,0.01197,0.03797,0,True,True
3144,175,Sera,20,ambient household tick,0.019624,0.033624,0,True,True
3145,175,Tovan,21,ambient household tick,0.067461,0.081461,0,True,True
3146,175,Nia,22,ambient household tick,0.095983,0.109983,0,True,True
3147,175,Ari,23,ambient household tick,0.078967,0.092967,1,True,True
3148,175,Fay,24,ambient household tick,0.032057,0.046057,0,True,True
3149,175,Milo,25,ambient household tick,0.01197,0.02597,0,True,True
3150,176,Sera,26,resident schedule advanced,0.088915,0.114915,1,True,True
3151,176,Tovan,4,ambient household tick,0.130989,0.144989,0,True,True
3152,176,Nia,5,ambient household tick,0.13438,0.14838,0,True,True
3153,176,Ari,6,ambient household tick,0.095971,0.109971,0,True,True
3154,176,Fay,7,ambient household tick,0.051075,0.065075,0,True,True
3155,176,Milo,8,ambient household tick,0.040969,0.054969,1,True,True
3156,176,Sera,9,ambient household tick,0.074945,0.088945,0,True,True
3157,176,Tovan,10,ambient household tick,0.121765,0.135765,-1,True,True
3158,176,Nia,11,resident schedule advanced,0.138383,0.164383,0,True,True
3159,176,Ari,12,ambient household tick,0.109521,0.123521,0,True,True
3160,176,Fay,13,ambient household tick,0.061714,0.075714,1,True,True
3161,176,Milo,14,ambient household tick,0.038916,0.052916,0,True,True
3162,176,Sera,15,ambient household tick,0.062087,0.076087,0,True,True
3163,176,Tovan,16,ambient household tick,0.109924,0.123924,0,True,True
3164,176,Nia,17,ambient household tick,0.138446,0.152446,0,True,True
3165,176,Ari,18,ambient household tick,0.12143,0.13543,1,True,True
3166,176,Fay,19,resident schedule advanced,0.07452,0.10052,0,True,True
3167,176,Milo,20,ambient household tick,0.040846,0.054846,0,True,True
3168,177,Sera,21,resident schedule advanced,0.113037,0.139037,1,True,True
3169,177,Tovan,22,ambient household tick,0.15511,0.16911,0,True,True
3170,177,Nia,23,ambient household tick,0.158501,0.172501,0,True,True
3171,177,Ari,24,ambient household tick,0.120093,0.134093,0,True,True
3172,177,Fay,25,ambient household tick,0.075196,0.089196,-1,True,True
3173,177,Milo,26,resident schedule advanced,0.06509,0.09109,1,True,True
3174,177,Sera,4,ambient household tick,0.099066,0.113066,0,True,True
3175,177,Tovan,5,ambient household tick,0.145886,0.159886,0,True,True
3176,177,Nia,6,ambient household tick,0.162504,0.176504,0,True,True
3177,177,Ari,7,ambient household tick,0.133642,0.147642,0,True,True
3178,177,Fay,8,ambient household tick,0.085835,0.099835,1,True,True
3179,177,Milo,9,ambient household tick,0.063037,0.077037,0,True,True
3180,177,Sera,10,ambient household tick,0.086208,0.100208,-1,True,True
3181,177,Tovan,11,resident schedule advanced,0.134045,0.160045,0,True,True
3182,177,Nia,12,ambient household tick,0.162567,0.176567,0,True,True
3183,177,Ari,13,ambient household tick,0.145551,0.159551,1,True,True
3184,177,Fay,14,ambient household tick,0.098641,0.112641,0,True,True
3185,177,Milo,15,resident schedule advanced,0.064967,0.090967,0,True,True
3186,178,Sera,16,ambient household tick,0.128342,0.142342,1,True,True
3187,178,Tovan,17,ambient household tick,0.170416,0.184416,-1,True,True
3188,178,Nia,18,resident schedule advanced,0.173807,0.199807,0,True,True
3189,178,Ari,19,ambient household tick,0.135398,0.149398,0,True,True
3190,178,Fay,20,ambient household tick,0.090502,0.104502,0,True,True
3191,178,Milo,21,ambient household tick,0.080396,0.094396,1,True,True
3192,178,Sera,22,ambient household tick,0.114371,0.128371,0,True,True
3193,178,Tovan,23,ambient household tick,0.161192,0.175192,0,True,True
3194,178,Nia,24,ambient household tick,0.17781,0.19181,0,True,True
3195,178,Ari,25,ambient household tick,0.148948,0.162948,-1,True,True
3196,178,Fay,26,resident schedule advanced,0.101141,0.127141,1,True,True
3197,178,Milo,4,ambient household tick,0.078343,0.092343,0,True,True
3198,178,Sera,5,ambient household tick,0.101514,0.115514,0,True,True
3199,178,Tovan,6,ambient household tick,0.149351,0.163351,0,True,True
3200,178,Nia,7,ambient household tick,0.177873,0.191873,0,True,True
3201,178,Ari,8,ambient household tick,0.160857,0.174857,1,True,True
3202,178,Fay,9,ambient household tick,0.113947,0.127947,0,True,True
3203,178,Milo,10,ambient household tick,0.080272,0.094272,-1,True,True
3204,179,Sera,11,ambient household tick,0.152464,0.166464,1,True,True
3205,179,Tovan,12,ambient household tick,0.194537,0.208537,0,True,True
3206,179,Nia,13,ambient household tick,0.197929,0.211929,0,True,True
3207,179,Ari,14,ambient household tick,0.15952,0.17352,0,True,True
3208,179,Fay,15,ambient household tick,0.114624,0.128624,0,True,True
3209,179,Milo,16,ambient household tick,0.104518,0.118518,1,True,True
3210,179,Sera,17,ambient household tick,0.138493,0.152493,-1,True,True
3211,179,Tovan,18,resident schedule advanced,0.185313,0.211313,0,True,True
3212,179,Nia,19,ambient household tick,0.201932,0.215932,0,True,True
3213,179,Ari,20,ambient household tick,0.17307,0.18707,0,True,True
3214,179,Fay,21,ambient household tick,0.125263,0.139263,1,True,True
3215,179,Milo,22,ambient household tick,0.102464,0.116464,0,True,True
3216,179,Sera,23,ambient household tick,0.125635,0.139635,0,True,True
3217,179,Tovan,24,ambient household tick,0.173472,0.187472,0,True,True
3218,179,Nia,25,ambient household tick,0.201994,0.215994,-1,True,True
3219,179,Ari,26,resident schedule advanced,0.184978,0.210978,1,True,True
3220,179,Fay,4,ambient household tick,0.138069,0.152069,0,True,True
3221,179,Milo,5,ambient household tick,0.104394,0.118394,0,True,True
3222,180,Sera,6,resident schedule advanced,0.194927,0.220927,1,True,True
3223,180,Tovan,7,ambient household tick,0.237001,0.251001,0,True,True
3224,180,Nia,8,ambient household tick,0.240392,0.254392,0,True,True
3225,180,Ari,9,ambient household tick,0.201983,0.215983,-1,True,True
3226,180,Fay,10,resident schedule advanced,0.157087,0.183087,0,True,True
3227,180,Milo,11,ambient household tick,0.146981,0.160981,1,True,True
3228,180,Sera,12,ambient household tick,0.180957,0.194957,0,True,True
3229,180,Tovan,13,ambient household tick,0.227777,0.241777,0,True,True
3230,180,Nia,14,ambient household tick,0.244395,0.258395,0,True,True
3231,180,Ari,15,ambient household tick,0.215533,0.229533,0,True,True
3232,180,Fay,16,ambient household tick,0.167726,0.181726,1,True,True
3233,180,Milo,17,ambient household tick,0.144928,0.158928,-1,True,True
3234,180,Sera,18,resident schedule advanced,0.168099,0.194099,0,True,True
3235,180,Tovan,19,ambient household tick,0.215936,0.229936,0,True,True
3236,180,Nia,20,ambient household tick,0.244458,0.258458,0,True,True
3237,180,Ari,21,ambient household tick,0.227442,0.241442,1,True,True
3238,180,Fay,22,ambient household tick,0.180532,0.194532,0,True,True
3239,180,Milo,23,resident schedule advanced,0.146857,0.172857,0,True,True
3240,181,Sera,24,ambient household tick,0.248395,0.262395,1,True,True
3241,181,Tovan,25,resident schedule advanced,0.290469,0.316469,0,True,True
3242,181,Nia,26,ambient household tick,0.29386,0.30786,0,True,True
3243,181,Ari,4,ambient household tick,0.255451,0.269451,0,True,True
3244,181,Fay,5,ambient household tick,0.210555,0.224555,0,True,True
3245,181,Milo,6,ambient household tick,0.200449,0.214449,1,True,True
3246,181,Sera,7,ambient household tick,0.234424,0.248424,0,True,True
3247,181,Tovan,8,ambient household tick,0.281245,0.295245,0,True,True
3248,181,Nia,9,ambient household tick,0.297863,0.311863,-1,True,True
3249,181,Ari,10,resident schedule advanced,0.269001,0.295001,0,True,True
3250,181,Fay,11,ambient household tick,0.221194,0.235194,1,True,True
3251,181,Milo,12,ambient household tick,0.198396,0.212396,0,True,True
3252,181,Sera,13,ambient household tick,0.221567,0.235567,0,True,True
3253,181,Tovan,14,ambient household tick,0.269404,0.283404,0,True,True
3254,181,Nia,15,ambient household tick,0.297926,0.311926,0,True,True
3255,181,Ari,16,ambient household tick,0.28091,0.29491,1,True,True
3256,181,Fay,17,ambient household tick,0.234,0.248,-1,True,True
3257,181,Milo,18,resident schedule advanced,0.200325,0.226325,0,True,True
3258,182,Sera,19,ambient household tick,0.295413,0.309413,1,True,True
3259,182,Tovan,20,ambient household tick,0.337486,0.351486,0,True,True
3260,182,Nia,21,ambient household tick,0.340878,0.354878,0,True,True
3261,182,Ari,22,ambient household tick,0.302469,0.316469,0,True,True
3262,182,Fay,23,ambient household tick,0.257573,0.271573,0,True,True
3263,182,Milo,24,ambient household tick,0.247467,0.261467,1,True,True
3264,182,Sera,25,resident schedule advanced,0.281442,0.307442,0,True,True
3265,182,Tovan,26,ambient household tick,0.328262,0.342262,0,True,True
3266,182,Nia,4,ambient household tick,0.344881,0.358881,0,True,True
3267,182,Ari,5,ambient household tick,0.316019,0.330019,0,True,True
3268,182,Fay,6,ambient household tick,0.268212,0.282212,1,True,True
3269,182,Milo,7,ambient household tick,0.245413,0.259413,0,True,True
3270,182,Sera,8,ambient household tick,0.268584,0.282584,0,True,True
3271,182,Tovan,9,ambient household tick,0.316421,0.330421,-1,True,True
3272,182,Nia,10,resident schedule advanced,0.344943,0.370943,0,True,True
3273,182,Ari,11,ambient household tick,0.327927,0.341927,1,True,True
3274,182,Fay,12,ambient household tick,0.281018,0.295018,0,True,True
3275,182,Milo,13,ambient household tick,0.247343,0.261343,0,True,True
3276,183,Sera,14,resident schedule advanced,0.324455,0.350455,1,True,True
3277,183,Tovan,15,ambient household tick,0.366529,0.380529,0,True,True
3278,183,Nia,16,ambient household tick,0.36992,0.38392,-1,True,True
3279,183,Ari,17,resident schedule advanced,0.331511,0.357511,0,True,True
3280,183,Fay,18,ambient household tick,0.286615,0.300615,0,True,True
3281,183,Milo,19,ambient household tick,0.276509,0.290509,1,True,True
3282,183,Sera,20,ambient household tick,0.310485,0.324485,0,True,True
3283,183,Tovan,21,ambient household tick,0.357305,0.371305,0,True,True
3284,183,Nia,22,ambient household tick,0.373923,0.387923,0,True,True
3285,183,Ari,23,ambient household tick,0.345061,0.359061,0,True,True
3286,183,Fay,24,ambient household tick,0.297254,0.311254,1,True,True
3287,183,Milo,25,resident schedule advanced,0.274456,0.300456,0,True,True
3288,183,Sera,26,ambient household tick,0.297627,0.311627,0,True,True
3289,183,Tovan,4,ambient household tick,0.345464,0.359464,0,True,True
3290,183,Nia,5,ambient household tick,0.373986,0.387986,0,True,True
3291,183,Ari,6,ambient household tick,0.35697,0.37097,1,True,True
3292,183,Fay,7,ambient household tick,0.31006,0.32406,0,True,True
3293,183,Milo,8,resident schedule advanced,0.276386,0.302386,0,True,True
3294,184,Sera,9,resident schedule advanced,0.340525,0.366525,1,True,True
3295,184,Tovan,10,ambient household tick,0.382598,0.396598,0,True,True
3296,184,Nia,11,ambient household tick,0.38599,0.39999,0,True,True
3297,184,Ari,12,ambient household tick,0.347581,0.361581,0,True,True
3298,184,Fay,13,ambient household tick,0.302685,0.316685,0,True,True
3299,184,Milo,14,ambient household tick,0.292579,0.306579,1,True,True
3300,184,Sera,15,ambient household tick,0.326554,0.340554,0,True,True
3301,184,Tovan,16,ambient household tick,0.373374,0.387374,-1,True,True
3302,184,Nia,17,resident schedule advanced,0.389993,0.415993,0,True,True
3303,184,Ari,18,ambient household tick,0.361131,0.375131,0,True,True
3304,184,Fay,19,ambient household tick,0.313324,0.327324,1,True,True
3305,184,Milo,20,ambient household tick,0.290525,0.304525,0,True,True
3306,184,Sera,21,ambient household tick,0.313696,0.327696,0,True,True
3307,184,Tovan,22,ambient household tick,0.361533,0.375533,0,True,True
3308,184,Nia,23,ambient household tick,0.390055,0.404055,0,True,True
3309,184,Ari,24,ambient household tick,0.373039,0.387039,1,True,True
3310,184,Fay,25,resident schedule advanced,0.32613,0.35213,0,True,True
3311,184,Milo,26,ambient household tick,0.292455,0.306455,0,True,True
3312,185,Sera,4,ambient household tick,0.36055,0.37455,1,True,True
3313,185,Tovan,5,ambient household tick,0.402624,0.416624,0,True,True
3314,185,Nia,6,ambient household tick,0.406015,0.420015,0,True,True
3315,185,Ari,7,ambient household tick,0.367606,0.381606,0,True,True
