tick,day,resident,schedule_key,memory_key,debt_key,consequence_key,snapshot_key,index_lookup,resident_filterable,crosslinks_complete
3173,177,Tovan,schedule:tovan:d177:s05,tovan:care_favor:audit:d177:s05,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:03173,ssrm:v59:audit:snapshot:d177:t03173,resident=Tovan|tick=3173|memory=tovan:care_favor:audit:d177:s05|debt=debt:care_favor:tovan,True,True
3174,177,Nia,schedule:nia:d177:s06,nia:tool_loan:audit:d177:s06,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:03174,ssrm:v59:audit:snapshot:d177:t03174,resident=Nia|tick=3174|memory=nia:tool_loan:audit:d177:s06|debt=debt:tool_loan:nia,True,True
3175,177,Ari,schedule:ari:d177:s07,ari:repair_promise:audit:d177:s07,debt:repair_promise:ari,cause:move:resident:Ari:tick:03175,ssrm:v59:audit:snapshot:d177:t03175,resident=Ari|tick=3175|memory=ari:repair_promise:audit:d177:s07|debt=debt:repair_promise:ari,True,True
3176,177,Fay,schedule:fay:d177:s08,fay:care_favor:audit:d177:s08,debt:care_favor:fay,cause:talk:resident:Fay:tick:03176,ssrm:v59:audit:snapshot:d177:t03176,resident=Fay|tick=3176|memory=fay:care_favor:audit:d177:s08|debt=debt:care_favor:fay,True,True
3177,177,Milo,schedule:milo:d177:s09,milo:tool_loan:audit:d177:s09,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:03177,ssrm:v59:audit:snapshot:d177:t03177,resident=Milo|tick=3177|memory=milo:tool_loan:audit:d177:s09|debt=debt:tool_loan:milo,True,True
3178,177,Sera,schedule:sera:d177:s10,sera:repair_promise:audit:d177:s10,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:03178,ssrm:v59:audit:snapshot:d177:t03178,resident=Sera|tick=3178|memory=sera:repair_promise:audit:d177:s10|debt=debt:repair_promise:sera,True,True
3179,177,Tovan,schedule:tovan:d177:s11,tovan:care_favor:audit:d177:s11,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:03179,ssrm:v59:audit:snapshot:d177:t03179,resident=Tovan|tick=3179|memory=tovan:care_favor:audit:d177:s11|debt=debt:care_favor:tovan,True,True
3180,177,Nia,schedule:nia:d177:s12,nia:tool_loan:audit:d177:s12,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:03180,ssrm:v59:audit:snapshot:d177:t03180,resident=Nia|tick=3180|memory=nia:tool_loan:audit:d177:s12|debt=debt:tool_loan:nia,True,True
3181,177,Ari,schedule:ari:d177:s13,ari:repair_promise:audit:d177:s13,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:03181,ssrm:v59:audit:snapshot:d177:t03181,resident=Ari|tick=3181|memory=ari:repair_promise:audit:d177:s13|debt=debt:repair_promise:ari,True,True
3182,177,Fay,schedule:fay:d177:s14,fay:care_favor:audit:d177:s14,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:03182,ssrm:v59:audit:snapshot:d177:t03182,resident=Fay|tick=3182|memory=fay:care_favor:audit:d177:s14|debt=debt:care_favor:fay,True,True
3183,177,Milo,schedule:milo:d177:s15,milo:tool_loan:audit:d177:s15,debt:tool_loan:milo,cause:move:resident:Milo:tick:03183,ssrm:v59:audit:snapshot:d177:t03183,resident=Milo|tick=3183|memory=milo:tool_loan:audit:d177:s15|debt=debt:tool_loan:milo,True,True
3184,177,Sera,schedule:sera:d177:s16,sera:repair_promise:audit:d177:s16,debt:repair_promise:sera,cause:talk:resident:Sera:tick:03184,ssrm:v59:audit:snapshot:d177:t03184,resident=Sera|tick=3184|memory=sera:repair_promise:audit:d177:s16|debt=debt:repair_promise:sera,True,True
3185,177,Tovan,schedule:tovan:d177:s17,tovan:care_favor:audit:d177:s17,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:03185,ssrm:v59:audit:snapshot:d177:t03185,resident=Tovan|tick=3185|memory=tovan:care_favor:audit:d177:s17|debt=debt:care_favor:tovan,True,True
3186,178,Nia,schedule:nia:d178:s00,nia:tool_loan:audit:d178:s00,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:03186,ssrm:v59:audit:snapshot:d178:t03186,resident=Nia|tick=3186|memory=nia:tool_loan:audit:d178:s00|debt=debt:tool_loan:nia,True,True
3187,178,Ari,schedule:ari:d178:s01,ari:repair_promise:audit:d178:s01,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:03187,ssrm:v59:audit:snapshot:d178:t03187,resident=Ari|tick=3187|memory=ari:repair_promise:audit:d178:s01|debt=debt:repair_promise:ari,True,True
3188,178,Fay,schedule:fay:d178:s02,fay:care_favor:audit:d178:s02,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:03188,ssrm:v59:audit:snapshot:d178:t03188,resident=Fay|tick=3188|memory=fay:care_favor:audit:d178:s02|debt=debt:care_favor:fay,True,True
3189,178,Milo,schedule:milo:d178:s03,milo:tool_loan:audit:d178:s03,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:03189,ssrm:v59:audit:snapshot:d178:t03189,resident=Milo|tick=3189|memory=milo:tool_loan:audit:d178:s03|debt=debt:tool_loan:milo,True,True
3190,178,Sera,schedule:sera:d178:s04,sera:repair_promise:audit:d178:s04,debt:repair_promise:sera,cause:move:resident:Sera:tick:03190,ssrm:v59:audit:snapshot:d178:t03190,resident=Sera|tick=3190|memory=sera:repair_promise:audit:d178:s04|debt=debt:repair_promise:sera,True,True
3191,178,Tovan,schedule:tovan:d178:s05,tovan:care_favor:audit:d178:s05,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:03191,ssrm:v59:audit:snapshot:d178:t03191,resident=Tovan|tick=3191|memory=tovan:care_favor:audit:d178:s05|debt=debt:care_favor:tovan,True,True
3192,178,Nia,schedule:nia:d178:s06,nia:tool_loan:audit:d178:s06,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:03192,ssrm:v59:audit:snapshot:d178:t03192,resident=Nia|tick=3192|memory=nia:tool_loan:audit:d178:s06|debt=debt:tool_loan:nia,True,True
3193,178,Ari,schedule:ari:d178:s07,ari:repair_promise:audit:d178:s07,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:03193,ssrm:v59:audit:snapshot:d178:t03193,resident=Ari|tick=3193|memory=ari:repair_promise:audit:d178:s07|debt=debt:repair_promise:ari,True,True
3194,178,Fay,schedule:fay:d178:s08,fay:care_favor:audit:d178:s08,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:03194,ssrm:v59:audit:snapshot:d178:t03194,resident=Fay|tick=3194|memory=fay:care_favor:audit:d178:s08|debt=debt:care_favor:fay,True,True
3195,178,Milo,schedule:milo:d178:s09,milo:tool_loan:audit:d178:s09,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:03195,ssrm:v59:audit:snapshot:d178:t03195,resident=Milo|tick=3195|memory=milo:tool_loan:audit:d178:s09|debt=debt:tool_loan:milo,True,True
3196,178,Sera,schedule:sera:d178:s10,sera:repair_promise:audit:d178:s10,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:03196,ssrm:v59:audit:snapshot:d178:t03196,resident=Sera|tick=3196|memory=sera:repair_promise:audit:d178:s10|debt=debt:repair_promise:sera,True,True
3197,178,Tovan,schedule:tovan:d178:s11,tovan:care_favor:audit:d178:s11,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:03197,ssrm:v59:audit:snapshot:d178:t03197,resident=Tovan|tick=3197|memory=tovan:care_favor:audit:d178:s11|debt=debt:care_favor:tovan,True,True
3198,178,Nia,schedule:nia:d178:s12,nia:tool_loan:audit:d178:s12,debt:tool_loan:nia,cause:move:resident:Nia:tick:03198,ssrm:v59:audit:snapshot:d178:t03198,resident=Nia|tick=3198|memory=nia:tool_loan:audit:d178:s12|debt=debt:tool_loan:nia,True,True
3199,178,Ari,schedule:ari:d178:s13,ari:repair_promise:audit:d178:s13,debt:repair_promise:ari,cause:talk:resident:Ari:tick:03199,ssrm:v59:audit:snapshot:d178:t03199,resident=Ari|tick=3199|memory=ari:repair_promise:audit:d178:s13|debt=debt:repair_promise:ari,True,True
3200,178,Fay,schedule:fay:d178:s14,fay:care_favor:audit:d178:s14,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:03200,ssrm:v59:audit:snapshot:d178:t03200,resident=Fay|tick=3200|memory=fay:care_favor:audit:d178:s14|debt=debt:care_favor:fay,True,True
3201,178,Milo,schedule:milo:d178:s15,milo:tool_loan:audit:d178:s15,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:03201,ssrm:v59:audit:snapshot:d178:t03201,resident=Milo|tick=3201|memory=milo:tool_loan:audit:d178:s15|debt=debt:tool_loan:milo,True,True
3202,178,Sera,schedule:sera:d178:s16,sera:repair_promise:audit:d178:s16,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:03202,ssrm:v59:audit:snapshot:d178:t03202,resident=Sera|tick=3202|memory=sera:repair_promise:audit:d178:s16|debt=debt:repair_promise:sera,True,True
3203,178,Tovan,schedule:tovan:d178:s17,tovan:care_favor:audit:d178:s17,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:03203,ssrm:v59:audit:snapshot:d178:t03203,resident=Tovan|tick=3203|memory=tovan:care_favor:audit:d178:s17|debt=debt:care_favor:tovan,True,True
3204,179,Nia,schedule:nia:d179:s00,nia:tool_loan:audit:d179:s00,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:03204,ssrm:v59:audit:snapshot:d179:t03204,resident=Nia|tick=3204|memory=nia:tool_loan:audit:d179:s00|debt=debt:tool_loan:nia,True,True
3205,179,Ari,schedule:ari:d179:s01,ari:repair_promise:audit:d179:s01,debt:repair_promise:ari,cause:move:resident:Ari:tick:03205,ssrm:v59:audit:snapshot:d179:t03205,resident=Ari|tick=3205|memory=ari:repair_promise:audit:d179:s01|debt=debt:repair_promise:ari,True,True
3206,179,Fay,schedule:fay:d179:s02,fay:care_favor:audit:d179:s02,debt:care_favor:fay,cause:talk:resident:Fay:tick:03206,ssrm:v59:audit:snapshot:d179:t03206,resident=Fay|tick=3206|memory=fay:care_favor:audit:d179:s02|debt=debt:care_favor:fay,True,True
3207,179,Milo,schedule:milo:d179:s03,milo:tool_loan:audit:d179:s03,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:03207,ssrm:v59:audit:snapshot:d179:t03207,resident=Milo|tick=3207|memory=milo:tool_loan:audit:d179:s03|debt=debt:tool_loan:milo,True,True
3208,179,Sera,schedule:sera:d179:s04,sera:repair_promise:audit:d179:s04,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:03208,ssrm:v59:audit:snapshot:d179:t03208,resident=Sera|tick=3208|memory=sera:repair_promise:audit:d179:s04|debt=debt:repair_promise:sera,True,True
3209,179,Tovan,schedule:tovan:d179:s05,tovan:care_favor:audit:d179:s05,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:03209,ssrm:v59:audit:snapshot:d179:t03209,resident=Tovan|tick=3209|memory=tovan:care_favor:audit:d179:s05|debt=debt:care_favor:tovan,True,True
3210,179,Nia,schedule:nia:d179:s06,nia:tool_loan:audit:d179:s06,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:03210,ssrm:v59:audit:snapshot:d179:t03210,resident=Nia|tick=3210|memory=nia:tool_loan:audit:d179:s06|debt=debt:tool_loan:nia,True,True
3211,179,Ari,schedule:ari:d179:s07,ari:repair_promise:audit:d179:s07,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:03211,ssrm:v59:audit:snapshot:d179:t03211,resident=Ari|tick=3211|memory=ari:repair_promise:audit:d179:s07|debt=debt:repair_promise:ari,True,True
3212,179,Fay,schedule:fay:d179:s08,fay:care_favor:audit:d179:s08,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:03212,ssrm:v59:audit:snapshot:d179:t03212,resident=Fay|tick=3212|memory=fay:care_favor:audit:d179:s08|debt=debt:care_favor:fay,True,True
3213,179,Milo,schedule:milo:d179:s09,milo:tool_loan:audit:d179:s09,debt:tool_loan:milo,cause:move:resident:Milo:tick:03213,ssrm:v59:audit:snapshot:d179:t03213,resident=Milo|tick=3213|memory=milo:tool_loan:audit:d179:s09|debt=debt:tool_loan:milo,True,True
3214,179,Sera,schedule:sera:d179:s10,sera:repair_promise:audit:d179:s10,debt:repair_promise:sera,cause:talk:resident:Sera:tick:03214,ssrm:v59:audit:snapshot:d179:t03214,resident=Sera|tick=3214|memory=sera:repair_promise:audit:d179:s10|debt=debt:repair_promise:sera,True,True
3215,179,Tovan,schedule:tovan:d179:s11,tovan:care_favor:audit:d179:s11,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:03215,ssrm:v59:audit:snapshot:d179:t03215,resident=Tovan|tick=3215|memory=tovan:care_favor:audit:d179:s11|debt=debt:care_favor:tovan,True,True
3216,179,Nia,schedule:nia:d179:s12,nia:tool_loan:audit:d179:s12,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:03216,ssrm:v59:audit:snapshot:d179:t03216,resident=Nia|tick=3216|memory=nia:tool_loan:audit:d179:s12|debt=debt:tool_loan:nia,True,True
3217,179,Ari,schedule:ari:d179:s13,ari:repair_promise:audit:d179:s13,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:03217,ssrm:v59:audit:snapshot:d179:t03217,resident=Ari|tick=3217|memory=ari:repair_promise:audit:d179:s13|debt=debt:repair_promise:ari,True,True
3218,179,Fay,schedule:fay:d179:s14,fay:care_favor:audit:d179:s14,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:03218,ssrm:v59:audit:snapshot:d179:t03218,resident=Fay|tick=3218|memory=fay:care_favor:audit:d179:s14|debt=debt:care_favor:fay,True,True
3219,179,Milo,schedule:milo:d179:s15,milo:tool_loan:audit:d179:s15,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:03219,ssrm:v59:audit:snapshot:d179:t03219,resident=Milo|tick=3219|memory=milo:tool_loan:audit:d179:s15|debt=debt:tool_loan:milo,True,True
3220,179,Sera,schedule:sera:d179:s16,sera:repair_promise:audit:d179:s16,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:03220,ssrm:v59:audit:snapshot:d179:t03220,resident=Sera|tick=3220|memory=sera:repair_promise:audit:d179:s16|debt=debt:repair_promise:sera,True,True
3221,179,Tovan,schedule:tovan:d179:s17,tovan:care_favor:audit:d179:s17,debt:care_favor:tovan,cause:move:resident:Tovan:tick:03221,ssrm:v59:audit:snapshot:d179:t03221,resident=Tovan|tick=3221|memory=tovan:care_favor:audit:d179:s17|debt=debt:care_favor:tovan,True,True
3222,180,Nia,schedule:nia:d180:s00,nia:tool_loan:audit:d180:s00,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:03222,ssrm:v59:audit:snapshot:d180:t03222,resident=Nia|tick=3222|memory=nia:tool_loan:audit:d180:s00|debt=debt:tool_loan:nia,True,True
3223,180,Ari,schedule:ari:d180:s01,ari:repair_promise:audit:d180:s01,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:03223,ssrm:v59:audit:snapshot:d180:t03223,resident=Ari|tick=3223|memory=ari:repair_promise:audit:d180:s01|debt=debt:repair_promise:ari,True,True
3224,180,Fay,schedule:fay:d180:s02,fay:care_favor:audit:d180:s02,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:03224,ssrm:v59:audit:snapshot:d180:t03224,resident=Fay|tick=3224|memory=fay:care_favor:audit:d180:s02|debt=debt:care_favor:fay,True,True
3225,180,Milo,schedule:milo:d180:s03,milo:tool_loan:audit:d180:s03,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:03225,ssrm:v59:audit:snapshot:d180:t03225,resident=Milo|tick=3225|memory=milo:tool_loan:audit:d180:s03|debt=debt:tool_loan:milo,True,True
3226,180,Sera,schedule:sera:d180:s04,sera:repair_promise:audit:d180:s04,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:03226,ssrm:v59:audit:snapshot:d180:t03226,resident=Sera|tick=3226|memory=sera:repair_promise:audit:d180:s04|debt=debt:repair_promise:sera,True,True
3227,180,Tovan,schedule:tovan:d180:s05,tovan:care_favor:audit:d180:s05,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:03227,ssrm:v59:audit:snapshot:d180:t03227,resident=Tovan|tick=3227|memory=tovan:care_favor:audit:d180:s05|debt=debt:care_favor:tovan,True,True
3228,180,Nia,schedule:nia:d180:s06,nia:tool_loan:audit:d180:s06,debt:tool_loan:nia,cause:move:resident:Nia:tick:03228,ssrm:v59:audit:snapshot:d180:t03228,resident=Nia|tick=3228|memory=nia:tool_loan:audit:d180:s06|debt=debt:tool_loan:nia,True,True
3229,180,Ari,schedule:ari:d180:s07,ari:repair_promise:audit:d180:s07,debt:repair_promise:ari,cause:talk:resident:Ari:tick:03229,ssrm:v59:audit:snapshot:d180:t03229,resident=Ari|tick=3229|memory=ari:repair_promise:audit:d180:s07|debt=debt:repair_promise:ari,True,True
3230,180,Fay,schedule:fay:d180:s08,fay:care_favor:audit:d180:s08,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:03230,ssrm:v59:audit:snapshot:d180:t03230,resident=Fay|tick=3230|memory=fay:care_favor:audit:d180:s08|debt=debt:care_favor:fay,True,True
3231,180,Milo,schedule:milo:d180:s09,milo:tool_loan:audit:d180:s09,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:03231,ssrm:v59:audit:snapshot:d180:t03231,resident=Milo|tick=3231|memory=milo:tool_loan:audit:d180:s09|debt=debt:tool_loan:milo,True,True
3232,180,Sera,schedule:sera:d180:s10,sera:repair_promise:audit:d180:s10,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:03232,ssrm:v59:audit:snapshot:d180:t03232,resident=Sera|tick=3232|memory=sera:repair_promise:audit:d180:s10|debt=debt:repair_promise:sera,True,True
3233,180,Tovan,schedule:tovan:d180:s11,tovan:care_favor:audit:d180:s11,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:03233,ssrm:v59:audit:snapshot:d180:t03233,resident=Tovan|tick=3233|memory=tovan:care_favor:audit:d180:s11|debt=debt:care_favor:tovan,True,True
3234,180,Nia,schedule:nia:d180:s12,nia:tool_loan:audit:d180:s12,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:03234,ssrm:v59:audit:snapshot:d180:t03234,resident=Nia|tick=3234|memory=nia:tool_loan:audit:d180:s12|debt=debt:tool_loan:nia,True,True
3235,180,Ari,schedule:ari:d180:s13,ari:repair_promise:audit:d180:s13,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:03235,ssrm:v59:audit:snapshot:d180:t03235,resident=Ari|tick=3235|memory=ari:repair_promise:audit:d180:s13|debt=debt:repair_promise:ari,True,True
3236,180,Fay,schedule:fay:d180:s14,fay:care_favor:audit:d180:s14,debt:care_favor:fay,cause:move:resident:Fay:tick:03236,ssrm:v59:audit:snapshot:d180:t03236,resident=Fay|tick=3236|memory=fay:care_favor:audit:d180:s14|debt=debt:care_favor:fay,True,True
3237,180,Milo,schedule:milo:d180:s15,milo:tool_loan:audit:d180:s15,debt:tool_loan:milo,cause:talk:resident:Milo:tick:03237,ssrm:v59:audit:snapshot:d180:t03237,resident=Milo|tick=3237|memory=milo:tool_loan:audit:d180:s15|debt=debt:tool_loan:milo,True,True
3238,180,Sera,schedule:sera:d180:s16,sera:repair_promise:audit:d180:s16,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:03238,ssrm:v59:audit:snapshot:d180:t03238,resident=Sera|tick=3238|memory=sera:repair_promise:audit:d180:s16|debt=debt:repair_promise:sera,True,True
3239,180,Tovan,schedule:tovan:d180:s17,tovan:care_favor:audit:d180:s17,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:03239,ssrm:v59:audit:snapshot:d180:t03239,resident=Tovan|tick=3239|memory=tovan:care_favor:audit:d180:s17|debt=debt:care_favor:tovan,True,True
3240,181,Nia,schedule:nia:d181:s00,nia:tool_loan:audit:d181:s00,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:03240,ssrm:v59:audit:snapshot:d181:t03240,resident=Nia|tick=3240|memory=nia:tool_loan:audit:d181:s00|debt=debt:tool_loan:nia,True,True
3241,181,Ari,schedule:ari:d181:s01,ari:repair_promise:audit:d181:s01,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:03241,ssrm:v59:audit:snapshot:d181:t03241,resident=Ari|tick=3241|memory=ari:repair_promise:audit:d181:s01|debt=debt:repair_promise:ari,True,True
3242,181,Fay,schedule:fay:d181:s02,fay:care_favor:audit:d181:s02,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:03242,ssrm:v59:audit:snapshot:d181:t03242,resident=Fay|tick=3242|memory=fay:care_favor:audit:d181:s02|debt=debt:care_favor:fay,True,True
3243,181,Milo,schedule:milo:d181:s03,milo:tool_loan:audit:d181:s03,debt:tool_loan:milo,cause:move:resident:Milo:tick:03243,ssrm:v59:audit:snapshot:d181:t03243,resident=Milo|tick=3243|memory=milo:tool_loan:audit:d181:s03|debt=debt:tool_loan:milo,True,True
3244,181,Sera,schedule:sera:d181:s04,sera:repair_promise:audit:d181:s04,debt:repair_promise:sera,cause:talk:resident:Sera:tick:03244,ssrm:v59:audit:snapshot:d181:t03244,resident=Sera|tick=3244|memory=sera:repair_promise:audit:d181:s04|debt=debt:repair_promise:sera,True,True
3245,181,Tovan,schedule:tovan:d181:s05,tovan:care_favor:audit:d181:s05,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:03245,ssrm:v59:audit:snapshot:d181:t03245,resident=Tovan|tick=3245|memory=tovan:care_favor:audit:d181:s05|debt=debt:care_favor:tovan,True,True
3246,181,Nia,schedule:nia:d181:s06,nia:tool_loan:audit:d181:s06,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:03246,ssrm:v59:audit:snapshot:d181:t03246,resident=Nia|tick=3246|memory=nia:tool_loan:audit:d181:s06|debt=debt:tool_loan:nia,True,True
3247,181,Ari,schedule:ari:d181:s07,ari:repair_promise:audit:d181:s07,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:03247,ssrm:v59:audit:snapshot:d181:t03247,resident=Ari|tick=3247|memory=ari:repair_promise:audit:d181:s07|debt=debt:repair_promise:ari,True,True
3248,181,Fay,schedule:fay:d181:s08,fay:care_favor:audit:d181:s08,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:03248,ssrm:v59:audit:snapshot:d181:t03248,resident=Fay|tick=3248|memory=fay:care_favor:audit:d181:s08|debt=debt:care_favor:fay,True,True
