tick,day,resident,resource_name,resource_before,resource_after,item_name,item_before,item_after,widget_patch,visible_delta,localstorage_written
2590,144,Fay,copper,21,22,dry cloak,1,2,"{""after"": 22, ""before"": 21, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; dry cloak:+1,True
2591,144,Milo,herb,22,21,sealed jar,3,3,"{""after"": 21, ""before"": 22, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
2592,145,Sera,water,24,23,patch kit,3,2,"{""after"": 23, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; patch kit:-1,True
2593,145,Tovan,fiber,25,26,dry cloak,0,1,"{""after"": 26, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; dry cloak:+1,True
2594,145,Nia,wood,26,25,sealed jar,2,2,"{""after"": 25, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
2595,145,Ari,stone,27,28,patch kit,3,4,"{""after"": 28, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:+1; patch kit:+1,True
2596,145,Fay,copper,28,27,dry cloak,0,0,"{""after"": 27, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
2597,145,Milo,herb,29,30,sealed jar,2,2,"{""after"": 30, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
2598,145,Sera,charcoal,30,29,patch kit,4,3,"{""after"": 29, ""before"": 30, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:-1; patch kit:-1,True
2599,145,Tovan,water,31,32,dry cloak,1,1,"{""after"": 32, ""before"": 31, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:+1; dry cloak:+0,True
2600,145,Nia,fiber,9,8,sealed jar,3,4,"{""after"": 8, ""before"": 9, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:-1; sealed jar:+1,True
2601,145,Ari,wood,10,11,patch kit,4,3,"{""after"": 11, ""before"": 10, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
2602,145,Fay,stone,11,10,dry cloak,1,2,"{""after"": 10, ""before"": 11, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:-1; dry cloak:+1,True
2603,145,Milo,copper,12,13,sealed jar,3,3,"{""after"": 13, ""before"": 12, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
2604,145,Sera,herb,13,12,patch kit,0,0,"{""after"": 12, ""before"": 13, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:-1; patch kit:+0,True
2605,145,Tovan,charcoal,14,15,dry cloak,2,2,"{""after"": 15, ""before"": 14, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
2606,145,Nia,water,15,14,sealed jar,4,4,"{""after"": 14, ""before"": 15, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; sealed jar:+0,True
2607,145,Ari,fiber,16,17,patch kit,0,1,"{""after"": 17, ""before"": 16, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; patch kit:+1,True
2608,145,Fay,wood,17,16,dry cloak,2,2,"{""after"": 16, ""before"": 17, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
2609,145,Milo,stone,18,19,sealed jar,4,5,"{""after"": 19, ""before"": 18, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""stone""}",stone:+1; sealed jar:+1,True
2610,146,Sera,herb,20,21,patch kit,4,3,"{""after"": 21, ""before"": 20, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
2611,146,Tovan,charcoal,21,20,dry cloak,1,1,"{""after"": 20, ""before"": 21, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
2612,146,Nia,water,22,23,sealed jar,3,4,"{""after"": 23, ""before"": 22, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; sealed jar:+1,True
2613,146,Ari,fiber,23,22,patch kit,4,3,"{""after"": 22, ""before"": 23, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; patch kit:-1,True
2614,146,Fay,wood,24,25,dry cloak,1,2,"{""after"": 25, ""before"": 24, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; dry cloak:+1,True
2615,146,Milo,stone,25,24,sealed jar,3,3,"{""after"": 24, ""before"": 25, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
2616,146,Sera,copper,26,27,patch kit,0,0,"{""after"": 27, ""before"": 26, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:+1; patch kit:+0,True
2617,146,Tovan,herb,27,26,dry cloak,2,2,"{""after"": 26, ""before"": 27, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; dry cloak:+0,True
2618,146,Nia,charcoal,28,29,sealed jar,4,4,"{""after"": 29, ""before"": 28, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
2619,146,Ari,water,29,28,patch kit,0,1,"{""after"": 28, ""before"": 29, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; patch kit:+1,True
2620,146,Fay,fiber,30,31,dry cloak,2,2,"{""after"": 31, ""before"": 30, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
2621,146,Milo,wood,31,30,sealed jar,4,5,"{""after"": 30, ""before"": 31, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""wood""}",wood:-1; sealed jar:+1,True
2622,146,Sera,stone,9,10,patch kit,1,0,"{""after"": 10, ""before"": 9, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; patch kit:-1,True
2623,146,Tovan,copper,10,9,dry cloak,3,3,"{""after"": 9, ""before"": 10, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
2624,146,Nia,herb,11,12,sealed jar,0,0,"{""after"": 12, ""before"": 11, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
2625,146,Ari,charcoal,12,11,patch kit,1,0,"{""after"": 11, ""before"": 12, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:-1; patch kit:-1,True
2626,146,Fay,water,13,14,dry cloak,3,4,"{""after"": 14, ""before"": 13, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; dry cloak:+1,True
2627,146,Milo,fiber,14,13,sealed jar,0,0,"{""after"": 13, ""before"": 14, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:-1; sealed jar:+0,True
2628,147,Sera,stone,16,15,patch kit,0,0,"{""after"": 15, ""before"": 16, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:-1; patch kit:+0,True
2629,147,Tovan,copper,17,18,dry cloak,2,2,"{""after"": 18, ""before"": 17, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
2630,147,Nia,herb,18,17,sealed jar,4,4,"{""after"": 17, ""before"": 18, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
2631,147,Ari,charcoal,19,20,patch kit,0,1,"{""after"": 20, ""before"": 19, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; patch kit:+1,True
2632,147,Fay,water,20,19,dry cloak,2,2,"{""after"": 19, ""before"": 20, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; dry cloak:+0,True
2633,147,Milo,fiber,21,22,sealed jar,4,5,"{""after"": 22, ""before"": 21, ""item"": ""sealed jar"", ""itemAfter"": 5, ""resource"": ""fiber""}",fiber:+1; sealed jar:+1,True
2634,147,Sera,wood,22,21,patch kit,1,0,"{""after"": 21, ""before"": 22, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:-1; patch kit:-1,True
2635,147,Tovan,stone,23,24,dry cloak,3,3,"{""after"": 24, ""before"": 23, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:+1; dry cloak:+0,True
2636,147,Nia,copper,24,23,sealed jar,0,0,"{""after"": 23, ""before"": 24, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; sealed jar:+0,True
2637,147,Ari,herb,25,26,patch kit,1,0,"{""after"": 26, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
2638,147,Fay,charcoal,26,25,dry cloak,3,4,"{""after"": 25, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+1,True
2639,147,Milo,water,27,28,sealed jar,0,0,"{""after"": 28, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""water""}",water:+1; sealed jar:+0,True
2640,147,Sera,fiber,28,27,patch kit,2,3,"{""after"": 27, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; patch kit:+1,True
2641,147,Tovan,wood,29,30,dry cloak,4,4,"{""after"": 30, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
2642,147,Nia,stone,30,29,sealed jar,1,1,"{""after"": 29, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
2643,147,Ari,copper,31,32,patch kit,2,1,"{""after"": 32, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:+1; patch kit:-1,True
2644,147,Fay,herb,9,8,dry cloak,4,4,"{""after"": 8, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:-1; dry cloak:+0,True
2645,147,Milo,charcoal,10,11,sealed jar,1,2,"{""after"": 11, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+1,True
2646,148,Sera,fiber,12,13,patch kit,1,0,"{""after"": 13, ""before"": 12, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:+1; patch kit:-1,True
2647,148,Tovan,wood,13,12,dry cloak,3,3,"{""after"": 12, ""before"": 13, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
2648,148,Nia,stone,14,15,sealed jar,0,0,"{""after"": 15, ""before"": 14, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
2649,148,Ari,copper,15,14,patch kit,1,0,"{""after"": 14, ""before"": 15, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; patch kit:-1,True
2650,148,Fay,herb,16,17,dry cloak,3,4,"{""after"": 17, ""before"": 16, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; dry cloak:+1,True
2651,148,Milo,charcoal,17,16,sealed jar,0,0,"{""after"": 16, ""before"": 17, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+0,True
2652,148,Sera,water,18,19,patch kit,2,3,"{""after"": 19, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; patch kit:+1,True
2653,148,Tovan,fiber,19,18,dry cloak,4,4,"{""after"": 18, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
2654,148,Nia,wood,20,21,sealed jar,1,1,"{""after"": 21, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:+1; sealed jar:+0,True
2655,148,Ari,stone,21,20,patch kit,2,1,"{""after"": 20, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:-1; patch kit:-1,True
2656,148,Fay,copper,22,23,dry cloak,4,4,"{""after"": 23, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
2657,148,Milo,herb,23,22,sealed jar,1,2,"{""after"": 22, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; sealed jar:+1,True
2658,148,Sera,charcoal,24,25,patch kit,3,2,"{""after"": 25, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
2659,148,Tovan,water,25,24,dry cloak,0,1,"{""after"": 24, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; dry cloak:+1,True
2660,148,Nia,fiber,26,27,sealed jar,2,2,"{""after"": 27, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
2661,148,Ari,wood,27,26,patch kit,3,2,"{""after"": 26, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; patch kit:-1,True
2662,148,Fay,stone,28,29,dry cloak,0,0,"{""after"": 29, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; dry cloak:+0,True
2663,148,Milo,copper,29,28,sealed jar,2,2,"{""after"": 28, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; sealed jar:+0,True
2664,149,Sera,charcoal,31,30,patch kit,2,3,"{""after"": 30, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:-1; patch kit:+1,True
2665,149,Tovan,water,9,10,dry cloak,4,4,"{""after"": 10, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; dry cloak:+0,True
2666,149,Nia,fiber,10,9,sealed jar,1,1,"{""after"": 9, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:-1; sealed jar:+0,True
2667,149,Ari,wood,11,12,patch kit,2,1,"{""after"": 12, ""before"": 11, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
2668,149,Fay,stone,12,11,dry cloak,4,4,"{""after"": 11, ""before"": 12, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
2669,149,Milo,copper,13,14,sealed jar,1,2,"{""after"": 14, ""before"": 13, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; sealed jar:+1,True
2670,149,Sera,herb,14,13,patch kit,3,2,"{""after"": 13, ""before"": 14, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
2671,149,Tovan,charcoal,15,16,dry cloak,0,1,"{""after"": 16, ""before"": 15, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+1,True
2672,149,Nia,water,16,15,sealed jar,2,2,"{""after"": 15, ""before"": 16, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; sealed jar:+0,True
2673,149,Ari,fiber,17,18,patch kit,3,2,"{""after"": 18, ""before"": 17, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:+1; patch kit:-1,True
2674,149,Fay,wood,18,17,dry cloak,0,0,"{""after"": 17, ""before"": 18, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
2675,149,Milo,stone,19,20,sealed jar,2,2,"{""after"": 20, ""before"": 19, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
2676,149,Sera,copper,20,19,patch kit,4,5,"{""after"": 19, ""before"": 20, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""copper""}",copper:-1; patch kit:+1,True
2677,149,Tovan,herb,21,22,dry cloak,1,1,"{""after"": 22, ""before"": 21, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
2678,149,Nia,charcoal,22,21,sealed jar,3,4,"{""after"": 21, ""before"": 22, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+1,True
2679,149,Ari,water,23,24,patch kit,4,3,"{""after"": 24, ""before"": 23, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; patch kit:-1,True
2680,149,Fay,fiber,24,23,dry cloak,1,1,"{""after"": 23, ""before"": 24, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
2681,149,Milo,wood,25,26,sealed jar,3,3,"{""after"": 26, ""before"": 25, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; sealed jar:+0,True
2682,150,Sera,copper,27,28,patch kit,3,2,"{""after"": 28, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; patch kit:-1,True
2683,150,Tovan,herb,28,27,dry cloak,0,1,"{""after"": 27, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:-1; dry cloak:+1,True
2684,150,Nia,charcoal,29,30,sealed jar,2,2,"{""after"": 30, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
2685,150,Ari,water,30,29,patch kit,3,2,"{""after"": 29, ""before"": 30, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; patch kit:-1,True
2686,150,Fay,fiber,31,32,dry cloak,0,0,"{""after"": 32, ""before"": 31, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
2687,150,Milo,wood,9,8,sealed jar,2,2,"{""after"": 8, ""before"": 9, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
2688,150,Sera,stone,10,11,patch kit,4,5,"{""after"": 11, ""before"": 10, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""stone""}",stone:+1; patch kit:+1,True
2689,150,Tovan,copper,11,10,dry cloak,1,1,"{""after"": 10, ""before"": 11, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
2690,150,Nia,herb,12,13,sealed jar,3,4,"{""after"": 13, ""before"": 12, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; sealed jar:+1,True
2691,150,Ari,charcoal,13,12,patch kit,4,3,"{""after"": 12, ""before"": 13, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:-1; patch kit:-1,True
2692,150,Fay,water,14,15,dry cloak,1,1,"{""after"": 15, ""before"": 14, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:+1; dry cloak:+0,True
2693,150,Milo,fiber,15,14,sealed jar,3,3,"{""after"": 14, ""before"": 15, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; sealed jar:+0,True
2694,150,Sera,wood,16,17,patch kit,0,0,"{""after"": 17, ""before"": 16, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:+1; patch kit:+0,True
2695,150,Tovan,stone,17,16,dry cloak,2,3,"{""after"": 16, ""before"": 17, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; dry cloak:+1,True
2696,150,Nia,copper,18,19,sealed jar,4,4,"{""after"": 19, ""before"": 18, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
2697,150,Ari,herb,19,18,patch kit,0,1,"{""after"": 18, ""before"": 19, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:-1; patch kit:+1,True
2698,150,Fay,charcoal,20,21,dry cloak,2,2,"{""after"": 21, ""before"": 20, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
2699,150,Milo,water,21,20,sealed jar,4,4,"{""after"": 20, ""before"": 21, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; sealed jar:+0,True
2700,151,Sera,wood,23,22,patch kit,4,5,"{""after"": 22, ""before"": 23, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""wood""}",wood:-1; patch kit:+1,True
2701,151,Tovan,stone,24,25,dry cloak,1,1,"{""after"": 25, ""before"": 24, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:+1; dry cloak:+0,True
2702,151,Nia,copper,25,24,sealed jar,3,4,"{""after"": 24, ""before"": 25, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:-1; sealed jar:+1,True
2703,151,Ari,herb,26,27,patch kit,4,3,"{""after"": 27, ""before"": 26, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
2704,151,Fay,charcoal,27,26,dry cloak,1,1,"{""after"": 26, ""before"": 27, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
2705,151,Milo,water,28,29,sealed jar,3,3,"{""after"": 29, ""before"": 28, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; sealed jar:+0,True
2706,151,Sera,fiber,29,28,patch kit,0,0,"{""after"": 28, ""before"": 29, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:-1; patch kit:+0,True
2707,151,Tovan,wood,30,31,dry cloak,2,3,"{""after"": 31, ""before"": 30, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; dry cloak:+1,True
2708,151,Nia,stone,31,30,sealed jar,4,4,"{""after"": 30, ""before"": 31, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
2709,151,Ari,copper,9,10,patch kit,0,1,"{""after"": 10, ""before"": 9, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:+1; patch kit:+1,True
2710,151,Fay,herb,10,9,dry cloak,2,2,"{""after"": 9, ""before"": 10, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; dry cloak:+0,True
2711,151,Milo,charcoal,11,12,sealed jar,4,4,"{""after"": 12, ""before"": 11, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
