tick,day,resident,posture,gaze,gesture,facing,proximity_before,proximity_after,trust_before,trust_after,gesture_visible,body_state_public,private_workspace_not_leaked
2139,119,Ari,open stance,away then back,small wave,side-on boundary,1.325,1.505,0.691424,0.677424,True,wet,True
2140,119,Fay,focused crouch,toward bystander,palm stop,avatar,1.319,1.109,0.663056,0.681056,True,steady,True
2141,119,Milo,alert half-turn,toward exit,points to shelf,avatar,1.313,1.103,0.665589,0.671589,True,wet,True
2142,120,Sera,open stance,toward avatar,touches chest,side-on boundary,1.309,1.489,0.647706,0.633706,True,steady,True
2143,120,Tovan,focused crouch,toward tool,offers handle,avatar,1.306,1.096,0.632897,0.638897,True,steady,True
2144,120,Nia,alert half-turn,away then back,steps aside,side-on boundary,1.303,1.483,0.603709,0.589709,True,wet,True
2145,120,Ari,open stance,toward bystander,small wave,avatar,1.301,1.091,0.670767,0.688767,True,steady,True
2146,120,Fay,focused crouch,toward exit,palm stop,avatar,1.3,1.09,0.662484,0.668484,True,wet,True
2147,120,Milo,alert half-turn,down at hands,points to shelf,avatar,1.3,1.09,0.676563,0.682563,True,steady,True
2148,120,Sera,open stance,toward avatar,touches chest,avatar,1.301,1.091,0.666625,0.684625,True,steady,True
2149,120,Tovan,focused crouch,toward tool,offers handle,side-on boundary,1.303,1.483,0.654468,0.640468,True,steady,True
2150,120,Nia,alert half-turn,away then back,steps aside,avatar,1.305,1.095,0.641128,0.647128,True,steady,True
2151,120,Ari,open stance,toward bystander,small wave,side-on boundary,1.308,1.488,0.673505,0.659505,True,steady,True
2152,120,Fay,focused crouch,toward exit,palm stop,avatar,1.313,1.103,0.658281,0.676281,True,steady,True
2153,120,Milo,alert half-turn,down at hands,points to shelf,avatar,1.318,1.108,0.686077,0.692077,True,steady,True
2154,120,Sera,open stance,toward avatar,touches chest,avatar,1.324,1.114,0.660301,0.666301,True,steady,True
2155,120,Tovan,focused crouch,toward tool,offers handle,avatar,1.33,1.12,0.652202,0.670202,True,steady,True
2156,120,Nia,alert half-turn,away then back,steps aside,side-on boundary,1.338,1.518,0.616843,0.602843,True,steady,True
2157,120,Ari,open stance,toward bystander,small wave,avatar,1.346,1.136,0.663481,0.669481,True,steady,True
2158,120,Fay,focused crouch,toward exit,palm stop,side-on boundary,1.356,1.536,0.69731,0.68331,True,steady,True
2159,120,Milo,alert half-turn,down at hands,points to shelf,avatar,1.366,1.156,0.666376,0.684376,True,steady,True
2160,121,Sera,open stance,toward tool,touches chest,avatar,1.377,1.167,0.64128,0.65928,True,steady,True
2161,121,Tovan,focused crouch,away then back,offers handle,side-on boundary,1.388,1.568,0.621799,0.607799,True,steady,True
2162,121,Nia,alert half-turn,toward bystander,steps aside,avatar,1.401,1.191,0.610033,0.616033,True,steady,True
2163,121,Ari,open stance,toward exit,small wave,side-on boundary,1.414,1.594,0.661641,0.647641,True,steady,True
2164,121,Fay,focused crouch,down at hands,palm stop,avatar,1.428,1.218,0.66824,0.68624,True,steady,True
2165,121,Milo,alert half-turn,toward avatar,points to shelf,avatar,1.443,1.233,0.66958,0.67558,True,steady,True
2166,121,Sera,open stance,toward tool,touches chest,avatar,1.458,1.248,0.653563,0.659563,True,steady,True
2167,121,Tovan,focused crouch,away then back,offers handle,avatar,1.474,1.264,0.616578,0.634578,True,steady,True
2168,121,Nia,alert half-turn,toward bystander,steps aside,side-on boundary,1.491,1.671,0.599814,0.585814,True,steady,True
2169,121,Ari,open stance,toward exit,small wave,avatar,1.509,1.299,0.679678,0.685678,True,steady,True
2170,121,Fay,focused crouch,down at hands,palm stop,side-on boundary,1.527,1.707,0.665924,0.651924,True,steady,True
2171,121,Milo,alert half-turn,toward avatar,points to shelf,avatar,1.546,1.336,0.673799,0.691799,True,steady,True
2172,121,Sera,open stance,toward tool,touches chest,avatar,1.565,1.355,0.630636,0.636636,True,steady,True
2173,121,Tovan,focused crouch,away then back,offers handle,avatar,1.585,1.375,0.613771,0.619771,True,steady,True
2174,121,Nia,alert half-turn,toward bystander,steps aside,avatar,1.606,1.396,0.59318,0.61118,True,steady,True
2175,121,Ari,open stance,toward exit,small wave,side-on boundary,1.627,1.807,0.659217,0.645217,True,steady,True
2176,121,Fay,focused crouch,down at hands,palm stop,avatar,1.649,1.439,0.66665,0.67265,True,steady,True
2177,121,Milo,alert half-turn,toward avatar,points to shelf,side-on boundary,1.671,1.851,0.67316,0.65916,True,steady,True
2178,122,Sera,open stance,away then back,touches chest,avatar,1.694,1.484,0.639291,0.645291,True,steady,True
2179,122,Tovan,focused crouch,toward bystander,offers handle,avatar,1.717,1.507,0.607447,0.625447,True,steady,True
2180,122,Nia,alert half-turn,toward exit,steps aside,side-on boundary,1.741,1.921,0.55433,0.54033,True,steady,True
2181,122,Ari,open stance,down at hands,small wave,avatar,1.765,1.555,0.660075,0.666075,True,steady,True
2182,122,Fay,focused crouch,toward avatar,palm stop,side-on boundary,1.79,1.97,0.66988,0.65588,True,steady,True
2183,122,Milo,alert half-turn,toward tool,points to shelf,avatar,1.815,1.605,0.657827,0.675827,True,steady,True
2184,122,Sera,open stance,away then back,touches chest,avatar,1.84,1.63,0.617447,0.623447,True,wet,True
2185,122,Tovan,focused crouch,toward bystander,offers handle,avatar,1.866,1.656,0.585891,0.591891,True,steady,True
2186,122,Nia,alert half-turn,toward exit,steps aside,avatar,1.892,1.682,0.58706,0.60506,True,wet,True
2187,122,Ari,open stance,down at hands,small wave,side-on boundary,1.919,2.099,0.66174,0.64774,True,steady,True
2188,122,Fay,focused crouch,toward avatar,palm stop,avatar,1.945,1.735,0.670515,0.676515,True,steady,True
2189,122,Milo,alert half-turn,toward tool,points to shelf,side-on boundary,1.972,2.152,0.638696,0.624696,True,steady,True
2190,122,Sera,open stance,away then back,touches chest,avatar,1.999,1.789,0.625519,0.643519,True,wet,True
2191,122,Tovan,focused crouch,toward bystander,offers handle,avatar,2.026,1.816,0.608156,0.614156,True,steady,True
2192,122,Nia,alert half-turn,toward exit,steps aside,avatar,2.054,1.844,0.559747,0.565747,True,wet,True
2193,122,Ari,open stance,down at hands,small wave,avatar,2.082,1.872,0.675051,0.693051,True,steady,True
2194,122,Fay,focused crouch,toward avatar,palm stop,side-on boundary,2.109,2.289,0.676128,0.662128,True,steady,True
2195,122,Milo,alert half-turn,toward tool,points to shelf,avatar,2.137,1.927,0.624893,0.630893,True,steady,True
2196,123,Sera,open stance,toward bystander,touches chest,avatar,2.165,1.955,0.585186,0.591186,True,steady,True
2197,123,Tovan,focused crouch,toward exit,offers handle,avatar,2.193,1.983,0.565431,0.571431,True,wet,True
2198,123,Nia,alert half-turn,down at hands,steps aside,avatar,2.221,2.011,0.534626,0.552626,True,steady,True
2199,123,Ari,open stance,toward avatar,small wave,side-on boundary,2.249,2.429,0.657139,0.643139,True,steady,True
2200,123,Fay,focused crouch,toward tool,palm stop,avatar,2.276,2.066,0.652181,0.658181,True,steady,True
2201,123,Milo,alert half-turn,away then back,points to shelf,side-on boundary,2.304,2.484,0.624233,0.610233,True,wet,True
2202,123,Sera,open stance,toward bystander,touches chest,avatar,2.332,2.122,0.607598,0.625598,True,steady,True
2203,123,Tovan,focused crouch,toward exit,offers handle,avatar,2.359,2.149,0.554103,0.560103,True,wet,True
2204,123,Nia,alert half-turn,down at hands,steps aside,avatar,2.387,2.177,0.553923,0.559923,True,steady,True
2205,123,Ari,open stance,toward avatar,small wave,avatar,2.414,2.204,0.671534,0.689534,True,steady,True
2206,123,Fay,focused crouch,toward tool,palm stop,side-on boundary,2.441,2.621,0.642468,0.628468,True,steady,True
2207,123,Milo,alert half-turn,away then back,points to shelf,avatar,2.468,2.258,0.601669,0.607669,True,wet,True
2208,123,Sera,open stance,toward bystander,touches chest,side-on boundary,2.494,2.674,0.594843,0.580843,True,steady,True
2209,123,Tovan,focused crouch,toward exit,offers handle,avatar,2.52,2.31,0.562844,0.580844,True,wet,True
2210,123,Nia,alert half-turn,down at hands,steps aside,avatar,2.546,2.336,0.546569,0.552569,True,steady,True
2211,123,Ari,open stance,toward avatar,small wave,avatar,2.572,2.362,0.657416,0.663416,True,steady,True
2212,123,Fay,focused crouch,toward tool,palm stop,avatar,2.597,2.387,0.643881,0.661881,True,steady,True
2213,123,Milo,alert half-turn,away then back,points to shelf,side-on boundary,2.622,2.802,0.603088,0.589088,True,wet,True
2214,124,Sera,open stance,toward exit,touches chest,avatar,2.646,2.436,0.569217,0.587217,True,wet,True
2215,124,Tovan,focused crouch,down at hands,offers handle,avatar,2.67,2.46,0.53848,0.54448,True,steady,True
2216,124,Nia,alert half-turn,toward avatar,steps aside,avatar,2.694,2.484,0.496489,0.502489,True,steady,True
2217,124,Ari,open stance,toward tool,small wave,avatar,2.717,2.507,0.631405,0.649405,True,steady,True
2218,124,Fay,focused crouch,away then back,palm stop,side-on boundary,2.74,2.92,0.614769,0.600769,True,wet,True
2219,124,Milo,alert half-turn,toward bystander,points to shelf,avatar,2.762,2.552,0.578297,0.584297,True,steady,True
2220,124,Sera,open stance,toward exit,touches chest,side-on boundary,2.783,2.963,0.588427,0.574427,True,wet,True
2221,124,Tovan,focused crouch,down at hands,offers handle,avatar,2.804,2.594,0.548141,0.566141,True,steady,True
2222,124,Nia,alert half-turn,toward avatar,steps aside,avatar,2.825,2.615,0.513072,0.519072,True,steady,True
2223,124,Ari,open stance,toward tool,small wave,avatar,2.844,2.634,0.650835,0.656835,True,steady,True
2224,124,Fay,focused crouch,away then back,palm stop,avatar,2.864,2.654,0.629436,0.647436,True,wet,True
2225,124,Milo,alert half-turn,toward bystander,points to shelf,side-on boundary,2.882,3.062,0.592533,0.578533,True,steady,True
2226,124,Sera,open stance,toward exit,touches chest,avatar,2.9,2.69,0.572793,0.578793,True,wet,True
2227,124,Tovan,focused crouch,down at hands,offers handle,side-on boundary,2.917,3.097,0.555739,0.541739,True,steady,True
2228,124,Nia,alert half-turn,toward avatar,steps aside,avatar,2.934,2.724,0.53098,0.54898,True,steady,True
2229,124,Ari,open stance,toward tool,small wave,avatar,2.949,2.739,0.645419,0.651419,True,steady,True
2230,124,Fay,focused crouch,away then back,palm stop,avatar,2.965,2.755,0.630779,0.636779,True,wet,True
2231,124,Milo,alert half-turn,toward bystander,points to shelf,avatar,2.979,2.769,0.580335,0.598335,True,steady,True
2232,125,Sera,open stance,down at hands,touches chest,side-on boundary,2.992,3.172,0.537747,0.523747,True,steady,True
2233,125,Tovan,focused crouch,toward avatar,offers handle,avatar,3.005,2.795,0.504298,0.522298,True,steady,True
2234,125,Nia,alert half-turn,toward tool,steps aside,avatar,3.017,2.807,0.471338,0.477338,True,steady,True
2235,125,Ari,open stance,away then back,small wave,avatar,3.029,2.819,0.631235,0.637235,True,wet,True
2236,125,Fay,focused crouch,toward bystander,palm stop,avatar,3.039,2.829,0.591691,0.609691,True,steady,True
2237,125,Milo,alert half-turn,toward exit,points to shelf,side-on boundary,3.049,3.229,0.569954,0.555954,True,wet,True
2238,125,Sera,open stance,down at hands,touches chest,avatar,3.058,2.848,0.530198,0.536198,True,steady,True
2239,125,Tovan,focused crouch,toward avatar,offers handle,side-on boundary,3.066,3.246,0.495203,0.481203,True,steady,True
2240,125,Nia,alert half-turn,toward tool,steps aside,avatar,3.073,2.863,0.48864,0.50664,True,steady,True
2241,125,Ari,open stance,away then back,small wave,avatar,3.079,2.869,0.609849,0.615849,True,wet,True
2242,125,Fay,focused crouch,toward bystander,palm stop,avatar,3.085,2.875,0.588918,0.594918,True,steady,True
2243,125,Milo,alert half-turn,toward exit,points to shelf,avatar,3.09,2.88,0.582032,0.600032,True,wet,True
2244,125,Sera,open stance,down at hands,touches chest,side-on boundary,3.093,3.273,0.558166,0.544166,True,steady,True
2245,125,Tovan,focused crouch,toward avatar,offers handle,avatar,3.096,2.886,0.51066,0.51666,True,steady,True
2246,125,Nia,alert half-turn,toward tool,steps aside,side-on boundary,3.098,3.278,0.484597,0.470597,True,steady,True
2247,125,Ari,open stance,away then back,small wave,avatar,3.1,2.89,0.630185,0.648185,True,wet,True
2248,125,Fay,focused crouch,toward bystander,palm stop,avatar,3.1,2.89,0.579005,0.585005,True,steady,True
2249,125,Milo,alert half-turn,toward exit,points to shelf,avatar,3.1,2.89,0.556299,0.562299,True,wet,True
2250,126,Sera,open stance,toward avatar,touches chest,avatar,3.098,2.888,0.528185,0.534185,True,steady,True
2251,126,Tovan,focused crouch,toward tool,offers handle,side-on boundary,3.096,3.276,0.483262,0.469262,True,steady,True
2252,126,Nia,alert half-turn,away then back,steps aside,avatar,3.093,2.883,0.467001,0.485001,True,wet,True
2253,126,Ari,open stance,toward bystander,small wave,avatar,3.089,2.879,0.604295,0.610295,True,steady,True
2254,126,Fay,focused crouch,toward exit,palm stop,avatar,3.084,2.874,0.586532,0.592532,True,wet,True
2255,126,Milo,alert half-turn,down at hands,points to shelf,avatar,3.078,2.868,0.525906,0.543906,True,steady,True
2256,126,Sera,open stance,toward avatar,touches chest,side-on boundary,3.072,3.252,0.519811,0.505811,True,steady,True
2257,126,Tovan,focused crouch,toward tool,offers handle,avatar,3.065,2.855,0.468195,0.474195,True,steady,True
2258,126,Nia,alert half-turn,away then back,steps aside,side-on boundary,3.057,3.237,0.435832,0.421832,True,wet,True
2259,126,Ari,open stance,toward bystander,small wave,avatar,3.048,2.838,0.608854,0.626854,True,steady,True
2260,126,Fay,focused crouch,toward exit,palm stop,avatar,3.038,2.828,0.560944,0.566944,True,wet,True
2261,126,Milo,alert half-turn,down at hands,points to shelf,avatar,3.027,2.817,0.555674,0.561674,True,steady,True
2262,126,Sera,open stance,toward avatar,touches chest,avatar,3.016,2.806,0.505572,0.523572,True,steady,True
2263,126,Tovan,focused crouch,toward tool,offers handle,side-on boundary,3.004,3.184,0.463562,0.449562,True,steady,True
2264,126,Nia,alert half-turn,away then back,steps aside,avatar,2.991,2.781,0.440412,0.446412,True,wet,True
2265,126,Ari,open stance,toward bystander,small wave,side-on boundary,2.977,3.157,0.585647,0.571647,True,steady,True
2266,126,Fay,focused crouch,toward exit,palm stop,avatar,2.962,2.752,0.576626,0.594626,True,wet,True
2267,126,Milo,alert half-turn,down at hands,points to shelf,avatar,2.947,2.737,0.547645,0.553645,True,steady,True
2268,127,Sera,open stance,toward tool,touches chest,side-on boundary,2.931,3.111,0.490534,0.476534,True,steady,True
2269,127,Tovan,focused crouch,away then back,offers handle,avatar,2.915,2.705,0.4574,0.4634,True,wet,True
2270,127,Nia,alert half-turn,toward bystander,steps aside,side-on boundary,2.897,3.077,0.434155,0.420155,True,steady,True
2271,127,Ari,open stance,toward exit,small wave,avatar,2.879,2.669,0.561729,0.579729,True,wet,True
2272,127,Fay,focused crouch,down at hands,palm stop,avatar,2.861,2.651,0.533657,0.539657,True,steady,True
2273,127,Milo,alert half-turn,toward avatar,points to shelf,avatar,2.842,2.632,0.494792,0.500792,True,steady,True
2274,127,Sera,open stance,toward tool,touches chest,avatar,2.822,2.612,0.494688,0.512688,True,steady,True
2275,127,Tovan,focused crouch,away then back,offers handle,side-on boundary,2.801,2.981,0.440687,0.426687,True,wet,True
2276,127,Nia,alert half-turn,toward bystander,steps aside,avatar,2.78,2.57,0.430055,0.436055,True,steady,True
2277,127,Ari,open stance,toward exit,small wave,side-on boundary,2.759,2.939,0.576743,0.562743,True,wet,True
2278,127,Fay,focused crouch,down at hands,palm stop,avatar,2.736,2.526,0.5381,0.5561,True,steady,True
2279,127,Milo,alert half-turn,toward avatar,points to shelf,avatar,2.714,2.504,0.492882,0.498882,True,steady,True
2280,127,Sera,open stance,toward tool,touches chest,avatar,2.691,2.481,0.484,0.49,True,steady,True
2281,127,Tovan,focused crouch,away then back,offers handle,avatar,2.667,2.457,0.460933,0.478933,True,wet,True
2282,127,Nia,alert half-turn,toward bystander,steps aside,side-on boundary,2.643,2.823,0.404997,0.390997,True,steady,True
2283,127,Ari,open stance,toward exit,small wave,avatar,2.618,2.408,0.559069,0.565069,True,wet,True
2284,127,Fay,focused crouch,down at hands,palm stop,side-on boundary,2.594,2.774,0.53672,0.52272,True,steady,True
2285,127,Milo,alert half-turn,toward avatar,points to shelf,avatar,2.568,2.358,0.520051,0.538051,True,steady,True
2286,128,Sera,open stance,away then back,touches chest,avatar,2.543,2.333,0.464652,0.482652,True,wet,True
2287,128,Tovan,focused crouch,toward bystander,offers handle,side-on boundary,2.517,2.697,0.441699,0.427699,True,steady,True
2288,128,Nia,alert half-turn,toward exit,steps aside,avatar,2.49,2.28,0.408162,0.414162,True,wet,True
2289,128,Ari,open stance,down at hands,small wave,side-on boundary,2.464,2.644,0.550001,0.536001,True,steady,True
2290,128,Fay,focused crouch,toward avatar,palm stop,avatar,2.437,2.227,0.502523,0.520523,True,steady,True
