tick_id,day,week,settlement_id,simulated_year,dialect_family,phrase,ritual,craft_technology,lineage_memory,culture_marker_visible,not_autonomous_language_claim,frequency_hz,flower_phase
2680,168,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Kio,signal hush,lichen wall tool lineage v8,Kio remembers bridge hum-family shelter rule from year 1420,True,True,9.055245,0.057833
2681,168,24,orchid_engine,1498,engine ring-family,engine-0-keep Cai,valve pause,engine ring tool lineage v9,Cai remembers engine ring-family shelter rule from year 1495,True,True,11.280983,0.086242
2682,168,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Milo,blanket share,rain gate tool lineage v10,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.690822,0.04485
2683,168,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Sera,net-knot thanks,net room tool lineage v11,Sera remembers harbor chime-family shelter rule from year 1271,True,True,7.83938,0.061358
2684,168,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Juno,shade cloth bow,ember bed tool lineage v0,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,10.616798,0.092067
2685,168,24,lichen_bridge,1423,bridge hum-family,bridge-3-keep Luma,shared bowl,signal post tool lineage v1,Luma remembers bridge hum-family shelter rule from year 1420,True,True,9.344764,0.083875
2686,168,24,orchid_engine,1498,engine ring-family,engine-0-keep Dax,gear-wash thanks,gear wash tool lineage v2,Dax remembers engine ring-family shelter rule from year 1495,True,True,11.653239,0.112283
2687,168,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Tala,warm cup before work,moss lane tool lineage v3,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.982,0.070892
2688,169,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Juno,seed-count chant,ash path tool lineage v1,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,9.766622,0.1139
2689,169,25,lichen_bridge,1423,bridge hum-family,bridge-4-keep Luma,signal hush,lichen wall tool lineage v2,Luma remembers bridge hum-family shelter rule from year 1420,True,True,8.494588,0.105708
2690,169,25,orchid_engine,1498,engine ring-family,engine-1-keep Dax,valve pause,engine ring tool lineage v3,Dax remembers engine ring-family shelter rule from year 1495,True,True,10.803064,0.134117
2691,169,25,moss_ward,1190,moss-ward breath-family,moss-ward-2-keep Tala,blanket share,rain gate tool lineage v4,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.155,0.092725
2692,169,25,glass_harbor,1274,harbor chime-family,harbor-1-keep Nia,net-knot thanks,net room tool lineage v5,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.414427,0.109233
2693,169,25,cinder_garden,1345,cinder pulse-family,cinder-2-keep Pax,shade cloth bow,ember bed tool lineage v6,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,10.202016,0.139942
2694,169,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Rin,shared bowl,signal post tool lineage v7,Rin remembers bridge hum-family shelter rule from year 1420,True,True,8.845336,0.13175
2695,169,25,orchid_engine,1498,engine ring-family,engine-1-keep Eli,gear-wash thanks,gear wash tool lineage v8,Eli remembers engine ring-family shelter rule from year 1495,True,True,11.11222,0.160158
2696,169,25,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Ari,warm cup before work,moss lane tool lineage v9,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.654084,0.118767
2697,169,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Oren,lamp touch,salt steps tool lineage v10,Oren remembers harbor chime-family shelter rule from year 1271,True,True,7.854369,0.135275
2698,169,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Vale,cool hand sign,seed shelf tool lineage v11,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,10.536479,0.165983
2699,169,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Sol,rope touch,rope bridge tool lineage v0,Sol remembers bridge hum-family shelter rule from year 1420,True,True,9.06238,0.157792
2700,169,25,orchid_engine,1498,engine ring-family,engine-1-keep Bea,orchid cup,orchid bay tool lineage v1,Bea remembers engine ring-family shelter rule from year 1495,True,True,11.616749,0.1862
2701,169,25,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Fay,door-watch blessing,tool nook tool lineage v2,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,7.027073,0.144808
2702,169,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Puck,tea before crossing,lamp pier tool lineage v3,Puck remembers harbor chime-family shelter rule from year 1271,True,True,8.22684,0.161317
2703,169,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Wren,seed-count chant,ash path tool lineage v4,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,10.675,0.192025
2704,170,25,orchid_engine,1498,engine ring-family,engine-1-keep Bea,gear-wash thanks,gear wash tool lineage v1,Bea remembers engine ring-family shelter rule from year 1495,True,True,10.753573,0.207033
2705,170,25,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Fay,warm cup before work,moss lane tool lineage v2,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,6.163897,0.165642
2706,170,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Puck,lamp touch,salt steps tool lineage v3,Puck remembers harbor chime-family shelter rule from year 1271,True,True,7.363665,0.18215
2707,170,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Wren,cool hand sign,seed shelf tool lineage v4,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,9.835,0.212858
2708,170,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Kio,rope touch,rope bridge tool lineage v5,Kio remembers bridge hum-family shelter rule from year 1420,True,True,8.798085,0.204667
2709,170,25,orchid_engine,1498,engine ring-family,engine-1-keep Cai,orchid cup,orchid bay tool lineage v6,Cai remembers engine ring-family shelter rule from year 1495,True,True,11.021363,0.233075
2710,170,25,moss_ward,1190,moss-ward breath-family,moss-ward-2-keep Milo,door-watch blessing,tool nook tool lineage v7,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.431202,0.191683
2711,170,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Sera,tea before crossing,lamp pier tool lineage v8,Sera remembers harbor chime-family shelter rule from year 1271,True,True,7.57976,0.208192
2712,170,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Juno,seed-count chant,ash path tool lineage v9,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,10.334002,0.2389
2713,170,25,lichen_bridge,1423,bridge hum-family,bridge-4-keep Luma,signal hush,lichen wall tool lineage v10,Luma remembers bridge hum-family shelter rule from year 1420,True,True,9.064428,0.230708
2714,170,25,orchid_engine,1498,engine ring-family,engine-1-keep Dax,valve pause,engine ring tool lineage v11,Dax remembers engine ring-family shelter rule from year 1495,True,True,11.370444,0.259117
2715,170,25,moss_ward,1190,moss-ward breath-family,moss-ward-2-keep Tala,blanket share,rain gate tool lineage v0,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.72238,0.217725
2716,170,25,glass_harbor,1274,harbor chime-family,harbor-1-keep Nia,net-knot thanks,net room tool lineage v1,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.981807,0.234233
2717,170,25,cinder_garden,1345,cinder pulse-family,cinder-2-keep Pax,shade cloth bow,ember bed tool lineage v2,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,10.769396,0.264942
2718,170,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Rin,shared bowl,signal post tool lineage v3,Rin remembers bridge hum-family shelter rule from year 1420,True,True,9.415176,0.25675
2719,170,25,orchid_engine,1498,engine ring-family,engine-1-keep Eli,gear-wash thanks,gear wash tool lineage v4,Eli remembers engine ring-family shelter rule from year 1495,True,True,11.655,0.285158
2720,171,25,glass_harbor,1274,harbor chime-family,harbor-1-keep Nia,tea before crossing,lamp pier tool lineage v1,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.118632,0.255067
2721,171,25,cinder_garden,1345,cinder pulse-family,cinder-2-keep Pax,seed-count chant,ash path tool lineage v2,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,9.90622,0.285775
2722,171,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Rin,signal hush,lichen wall tool lineage v3,Rin remembers bridge hum-family shelter rule from year 1420,True,True,8.552001,0.277583
2723,171,25,orchid_engine,1498,engine ring-family,engine-1-keep Eli,valve pause,engine ring tool lineage v4,Eli remembers engine ring-family shelter rule from year 1495,True,True,10.815,0.305992
2724,171,25,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Ari,blanket share,rain gate tool lineage v5,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.381464,0.2646
2725,171,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Oren,net-knot thanks,net room tool lineage v6,Oren remembers harbor chime-family shelter rule from year 1271,True,True,7.584209,0.281108
2726,171,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Vale,shade cloth bow,ember bed tool lineage v7,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,10.263859,0.311817
2727,171,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Sol,shared bowl,signal post tool lineage v8,Sol remembers bridge hum-family shelter rule from year 1420,True,True,8.79222,0.303625
2728,171,25,orchid_engine,1498,engine ring-family,engine-1-keep Bea,gear-wash thanks,gear wash tool lineage v9,Bea remembers engine ring-family shelter rule from year 1495,True,True,11.320953,0.332033
2729,171,25,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Fay,warm cup before work,moss lane tool lineage v10,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,6.731277,0.290642
2730,171,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Puck,lamp touch,salt steps tool lineage v11,Puck remembers harbor chime-family shelter rule from year 1271,True,True,7.933505,0.30715
2731,171,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Wren,cool hand sign,seed shelf tool lineage v0,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,10.40238,0.337858
2732,171,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Kio,rope touch,rope bridge tool lineage v1,Kio remembers bridge hum-family shelter rule from year 1420,True,True,9.367925,0.329667
2733,171,25,orchid_engine,1498,engine ring-family,engine-1-keep Cai,orchid cup,orchid bay tool lineage v2,Cai remembers engine ring-family shelter rule from year 1495,True,True,11.588743,0.358075
2734,171,25,moss_ward,1190,moss-ward breath-family,moss-ward-2-keep Milo,door-watch blessing,tool nook tool lineage v3,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.998582,0.316683
2735,171,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Sera,tea before crossing,lamp pier tool lineage v4,Sera remembers harbor chime-family shelter rule from year 1271,True,True,8.125,0.333192
2736,172,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Kio,shared bowl,signal post tool lineage v1,Kio remembers bridge hum-family shelter rule from year 1420,True,True,8.504749,0.3505
2737,172,25,orchid_engine,1498,engine ring-family,engine-1-keep Cai,gear-wash thanks,gear wash tool lineage v2,Cai remembers engine ring-family shelter rule from year 1495,True,True,10.725567,0.378908
2738,172,25,moss_ward,1190,moss-ward breath-family,moss-ward-2-keep Milo,warm cup before work,moss lane tool lineage v3,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.135406,0.337517
2739,172,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Sera,lamp touch,salt steps tool lineage v4,Sera remembers harbor chime-family shelter rule from year 1271,True,True,7.285,0.354025
2740,172,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Juno,cool hand sign,seed shelf tool lineage v5,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,10.063842,0.384733
2741,172,25,lichen_bridge,1423,bridge hum-family,bridge-4-keep Luma,rope touch,rope bridge tool lineage v6,Luma remembers bridge hum-family shelter rule from year 1420,True,True,8.791808,0.376542
2742,172,25,orchid_engine,1498,engine ring-family,engine-1-keep Dax,orchid cup,orchid bay tool lineage v7,Dax remembers engine ring-family shelter rule from year 1495,True,True,11.097824,0.40495
2743,172,25,moss_ward,1190,moss-ward breath-family,moss-ward-2-keep Tala,door-watch blessing,tool nook tool lineage v8,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.44976,0.363558
2744,172,25,glass_harbor,1274,harbor chime-family,harbor-1-keep Nia,tea before crossing,lamp pier tool lineage v9,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.686012,0.380067
2745,172,25,cinder_garden,1345,cinder pulse-family,cinder-2-keep Pax,seed-count chant,ash path tool lineage v10,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,10.47606,0.410775
2746,172,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Rin,signal hush,lichen wall tool lineage v11,Rin remembers bridge hum-family shelter rule from year 1420,True,True,9.119381,0.402583
2747,172,25,orchid_engine,1498,engine ring-family,engine-1-keep Eli,valve pause,engine ring tool lineage v0,Eli remembers engine ring-family shelter rule from year 1495,True,True,11.38238,0.430992
2748,172,25,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Ari,blanket share,rain gate tool lineage v1,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.948844,0.3896
2749,172,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Oren,net-knot thanks,net room tool lineage v2,Oren remembers harbor chime-family shelter rule from year 1271,True,True,8.151589,0.406108
2750,172,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Vale,shade cloth bow,ember bed tool lineage v3,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,10.833699,0.436817
2751,172,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Sol,shared bowl,signal post tool lineage v4,Sol remembers bridge hum-family shelter rule from year 1420,True,True,9.335,0.428625
2752,173,25,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Ari,door-watch blessing,tool nook tool lineage v1,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.085668,0.410433
2753,173,25,glass_harbor,1274,harbor chime-family,harbor-2-keep Oren,tea before crossing,lamp pier tool lineage v2,Oren remembers harbor chime-family shelter rule from year 1271,True,True,7.288414,0.426942
2754,173,25,cinder_garden,1345,cinder pulse-family,cinder-3-keep Vale,seed-count chant,ash path tool lineage v3,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,9.970524,0.45765
2755,173,25,lichen_bridge,1423,bridge hum-family,bridge-3-keep Sol,signal hush,lichen wall tool lineage v4,Sol remembers bridge hum-family shelter rule from year 1420,True,True,8.495,0.449458
