tick,day,selected_resident,visible_schedule,visible_project,visible_debt,visible_care_need,visible_trust,panel_patch,private_workspace_hidden
2885,161,Milo,negotiate debt,repair awning,care favor,focused,0.620312,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.6203}",True
2886,161,Sera,seek tool,fix bridge peg,route warning,guarded,0.669636,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.6696}",True
2887,161,Tovan,care duty,patch cloak,tool loan,relieved,0.540647,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.5406}",True
2888,161,Nia,private task,repair awning,water carry,steady,0.374211,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.3742}",True
2889,161,Ari,recover focus,fix bridge peg,repair promise,tired,0.357552,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3576}",True
2890,161,Fay,rest,patch cloak,missed greeting,wet,0.451393,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.4514}",True
2891,161,Milo,rest,repair awning,care favor,hungry,0.628263,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.6283}",True
2892,161,Sera,seek tool,fix bridge peg,route warning,focused,0.64886,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.6489}",True
2893,161,Tovan,seek tool,patch cloak,tool loan,guarded,0.544101,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.5441}",True
2894,161,Nia,care duty,repair awning,water carry,relieved,0.383032,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.383}",True
2895,161,Ari,private task,fix bridge peg,repair promise,steady,0.340484,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3405}",True
2896,161,Fay,recover focus,patch cloak,missed greeting,tired,0.498088,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.4981}",True
2897,161,Milo,work,repair awning,care favor,wet,0.654588,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.6546}",True
2898,162,Sera,negotiate debt,sort herb shelf,tool loan,hungry,0.684081,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.6841}",True
2899,162,Tovan,care duty,map safe route,water carry,focused,0.496899,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.4969}",True
2900,162,Nia,care duty,dry seed store,repair promise,guarded,0.364708,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.3647}",True
2901,162,Ari,private task,sort herb shelf,missed greeting,relieved,0.365954,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.366}",True
2902,162,Fay,recover focus,map safe route,care favor,steady,0.478178,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.4782}",True
2903,162,Milo,work,dry seed store,route warning,tired,0.664066,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.6641}",True
2904,162,Sera,rest,sort herb shelf,tool loan,wet,0.674209,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.6742}",True
2905,162,Tovan,seek tool,map safe route,water carry,hungry,0.514638,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.5146}",True
2906,162,Nia,seek tool,dry seed store,repair promise,focused,0.372375,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.3724}",True
2907,162,Ari,private task,sort herb shelf,missed greeting,guarded,0.301689,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3017}",True
2908,162,Fay,private task,map safe route,care favor,relieved,0.469296,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.4693}",True
2909,162,Milo,recover focus,dry seed store,route warning,steady,0.64854,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.6485}",True
2910,162,Sera,work,sort herb shelf,tool loan,tired,0.652929,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.6529}",True
2911,162,Tovan,rest,map safe route,water carry,wet,0.544192,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.5442}",True
2912,162,Nia,negotiate debt,dry seed store,repair promise,hungry,0.368152,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.3682}",True
2913,162,Ari,care duty,sort herb shelf,missed greeting,focused,0.295444,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.2954}",True
2914,162,Fay,care duty,map safe route,care favor,guarded,0.486317,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.4863}",True
2915,162,Milo,recover focus,dry seed store,route warning,relieved,0.611734,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.6117}",True
2916,163,Sera,work,patch cloak,water carry,steady,0.657705,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.6577}",True
2917,163,Tovan,rest,repair awning,repair promise,tired,0.513161,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.5132}",True
2918,163,Nia,negotiate debt,fix bridge peg,missed greeting,wet,0.350085,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.3501}",True
2919,163,Ari,seek tool,patch cloak,care favor,hungry,0.372396,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.3724}",True
2920,163,Fay,private task,repair awning,route warning,focused,0.481042,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.481}",True
2921,163,Milo,private task,fix bridge peg,tool loan,guarded,0.648379,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.6484}",True
2922,163,Sera,work,patch cloak,water carry,relieved,0.63482,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.6348}",True
2923,163,Tovan,work,repair awning,repair promise,steady,0.51561,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.5156}",True
2924,163,Nia,rest,fix bridge peg,missed greeting,tired,0.381213,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.3812}",True
2925,163,Ari,negotiate debt,patch cloak,care favor,wet,0.337937,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3379}",True
2926,163,Fay,seek tool,repair awning,route warning,hungry,0.502614,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.5026}",True
2927,163,Milo,care duty,fix bridge peg,tool loan,focused,0.668065,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.6681}",True
2928,163,Sera,recover focus,patch cloak,water carry,guarded,0.617998,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.618}",True
2929,163,Tovan,recover focus,repair awning,repair promise,relieved,0.519769,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.5198}",True
2930,163,Nia,rest,fix bridge peg,missed greeting,steady,0.338612,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.3386}",True
2931,163,Ari,rest,patch cloak,care favor,tired,0.350681,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.3507}",True
2932,163,Fay,negotiate debt,repair awning,route warning,wet,0.520331,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.5203}",True
2933,163,Milo,seek tool,fix bridge peg,tool loan,hungry,0.632341,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.6323}",True
2934,164,Sera,private task,map safe route,repair promise,focused,0.656963,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.657}",True
2935,164,Tovan,work,dry seed store,missed greeting,guarded,0.489332,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.4893}",True
2936,164,Nia,work,sort herb shelf,care favor,relieved,0.371458,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.3715}",True
2937,164,Ari,negotiate debt,map safe route,route warning,steady,0.334297,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3343}",True
2938,164,Fay,negotiate debt,dry seed store,tool loan,tired,0.494589,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.4946}",True
2939,164,Milo,seek tool,sort herb shelf,water carry,wet,0.656067,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.6561}",True
2940,164,Sera,care duty,map safe route,repair promise,hungry,0.656793,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.6568}",True
2941,164,Tovan,private task,dry seed store,missed greeting,focused,0.513268,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.5133}",True
2942,164,Nia,recover focus,sort herb shelf,care favor,guarded,0.370523,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.3705}",True
2943,164,Ari,rest,map safe route,route warning,relieved,0.331826,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.3318}",True
2944,164,Fay,rest,dry seed store,tool loan,steady,0.509826,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.5098}",True
2945,164,Milo,seek tool,sort herb shelf,water carry,tired,0.641483,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.6415}",True
2946,164,Sera,seek tool,map safe route,repair promise,wet,0.659944,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.6599}",True
2947,164,Tovan,care duty,dry seed store,missed greeting,hungry,0.515865,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.5159}",True
2948,164,Nia,private task,sort herb shelf,care favor,focused,0.343629,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.3436}",True
2949,164,Ari,recover focus,map safe route,route warning,guarded,0.364835,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3648}",True
2950,164,Fay,work,dry seed store,tool loan,relieved,0.524935,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.5249}",True
2951,164,Milo,negotiate debt,sort herb shelf,water carry,steady,0.642622,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.6426}",True
2952,165,Sera,care duty,repair awning,missed greeting,tired,0.62918,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.6292}",True
2953,165,Tovan,care duty,fix bridge peg,care favor,wet,0.497015,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.497}",True
2954,165,Nia,private task,patch cloak,route warning,hungry,0.357203,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.3572}",True
2955,165,Ari,recover focus,repair awning,tool loan,focused,0.353717,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3537}",True
2956,165,Fay,work,fix bridge peg,water carry,guarded,0.524237,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.5242}",True
2957,165,Milo,rest,patch cloak,repair promise,relieved,0.655907,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.6559}",True
2958,165,Sera,seek tool,repair awning,missed greeting,steady,0.613053,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.6131}",True
2959,165,Tovan,seek tool,fix bridge peg,care favor,tired,0.497015,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.497}",True
2960,165,Nia,private task,patch cloak,route warning,wet,0.330073,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.3301}",True
2961,165,Ari,private task,repair awning,tool loan,hungry,0.371247,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3712}",True
2962,165,Fay,recover focus,fix bridge peg,water carry,focused,0.525642,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.5256}",True
2963,165,Milo,work,patch cloak,repair promise,guarded,0.642208,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.6422}",True
2964,165,Sera,rest,repair awning,missed greeting,relieved,0.671038,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.671}",True
2965,165,Tovan,negotiate debt,fix bridge peg,care favor,steady,0.509302,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.5093}",True
2966,165,Nia,care duty,patch cloak,route warning,tired,0.322425,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.3224}",True
