tick_id,day,settlement_id,avatar_position,visible_resident,sight_packet,sound_packet,smell_packet,temperature_packet,wetness_packet,local_history_hash,prehistory_present,private_workspace_boundary,frequency_hz,flower_phase
1675,94,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,32579f2153b51f80,True,True,38.58816,0.433556
1676,94,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8c615f9108d6ae76,True,True,41.17786,0.460111
1677,94,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,dfc51c13235f76b4,True,True,39.8058,0.454667
1678,94,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a7d9d1da8fb7c0e9,True,True,42.18736,0.483222
1679,94,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2083412d51cd199a,True,True,37.54598,0.442778
1680,94,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,32579f2153b51f80,True,True,38.65206,0.461333
1681,94,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8c615f9108d6ae76,True,True,41.18824,0.487889
1682,94,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,dfc51c13235f76b4,True,True,39.93928,0.482444
1683,94,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a7d9d1da8fb7c0e9,True,True,42.29086,0.511
1684,94,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2083412d51cd199a,True,True,37.57708,0.470556
1685,94,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,32579f2153b51f80,True,True,38.78666,0.489111
1686,94,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8c615f9108d6ae76,True,True,41.36638,0.515667
1687,94,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,dfc51c13235f76b4,True,True,40.04686,0.510222
1688,94,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a7d9d1da8fb7c0e9,True,True,42.38586,0.538778
1689,94,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2083412d51cd199a,True,True,37.71008,0.498333
1690,94,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,32579f2153b51f80,True,True,38.89386,0.516889
1691,94,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8c615f9108d6ae76,True,True,41.4636,0.543444
1692,95,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,613cf78d1ac18571,True,True,42.44116,0.562
1693,95,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4fce65b25893ebec,True,True,37.81938,0.521556
1694,95,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,6ca06b923677fb2e,True,True,38.9225,0.540111
1695,95,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,284e2422dd4d41fc,True,True,41.445,0.566667
1696,95,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,5d606df07945e348,True,True,40.20972,0.561222
1697,95,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,613cf78d1ac18571,True,True,42.55686,0.589778
1698,95,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4fce65b25893ebec,True,True,37.84692,0.549333
1699,95,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,6ca06b923677fb2e,True,True,39.05968,0.567889
1700,95,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,284e2422dd4d41fc,True,True,41.63386,0.594444
1701,95,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,5d606df07945e348,True,True,40.31286,0.589
1702,95,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,613cf78d1ac18571,True,True,42.63966,0.617556
1703,95,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4fce65b25893ebec,True,True,37.98348,0.577111
1704,95,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,6ca06b923677fb2e,True,True,39.15986,0.595667
1705,95,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,284e2422dd4d41fc,True,True,41.72036,0.622222
1706,95,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,5d606df07945e348,True,True,40.36864,0.616778
1707,95,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,613cf78d1ac18571,True,True,42.74686,0.645333
1708,95,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4fce65b25893ebec,True,True,38.10586,0.604889
1709,95,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,6ca06b923677fb2e,True,True,39.24228,0.623444
1710,96,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,90da49365f8d648f,True,True,40.48312,0.64
1711,96,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c0f763b1a56730d6,True,True,42.82286,0.668556
1712,96,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4df3811e854b8cbd,True,True,38.10368,0.628111
1713,96,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,949f869d7cc29b2b,True,True,39.33012,0.646667
1714,96,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,9061264e60ab7255,True,True,41.89986,0.673222
1715,96,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,90da49365f8d648f,True,True,40.57886,0.667778
1716,96,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c0f763b1a56730d6,True,True,42.91268,0.696333
1717,96,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4df3811e854b8cbd,True,True,38.25244,0.655889
1718,96,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,949f869d7cc29b2b,True,True,39.42586,0.674444
1719,96,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,9061264e60ab7255,True,True,41.97416,0.701
1720,96,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,90da49365f8d648f,True,True,40.64204,0.695556
1721,96,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c0f763b1a56730d6,True,True,43.01286,0.724111
1722,96,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4df3811e854b8cbd,True,True,38.36262,0.683667
1723,96,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,949f869d7cc29b2b,True,True,39.51272,0.702222
1724,96,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,9061264e60ab7255,True,True,42.08986,0.728778
1725,96,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,90da49365f8d648f,True,True,40.71928,0.723333
1726,96,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c0f763b1a56730d6,True,True,43.09528,0.751889
1727,96,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,4df3811e854b8cbd,True,True,38.4676,0.711444
1728,97,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a81da875e891762c,True,True,42.16586,0.752
1729,97,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,764dd244cafd424e,True,True,40.83562,0.746556
1730,97,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a0e69bf7f0f79cb4,True,True,43.18312,0.775111
1731,97,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,e8b537672cfe00da,True,True,38.52584,0.734667
1732,97,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a82d7ff41d784ec5,True,True,39.69186,0.753222
1733,97,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a81da875e891762c,True,True,42.24828,0.779778
1734,97,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,764dd244cafd424e,True,True,40.911,0.774333
1735,97,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a0e69bf7f0f79cb4,True,True,43.27886,0.802889
1736,97,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,e8b537672cfe00da,True,True,38.61642,0.762444
1737,97,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a82d7ff41d784ec5,True,True,39.78612,0.781
1738,97,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a81da875e891762c,True,True,42.35586,0.807556
1739,97,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,764dd244cafd424e,True,True,40.97604,0.802111
1740,97,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a0e69bf7f0f79cb4,True,True,43.36572,0.830667
1741,97,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,e8b537672cfe00da,True,True,38.73286,0.790222
1742,97,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a82d7ff41d784ec5,True,True,39.83598,0.808778
1743,97,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a81da875e891762c,True,True,42.3448,0.835333
1744,97,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,764dd244cafd424e,True,True,41.1306,0.829889
1745,97,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,a0e69bf7f0f79cb4,True,True,43.46886,0.858444
1746,98,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,fab62f87e8edccd2,True,True,39.94862,0.832
1747,98,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8af4da67fc7b3b6c,True,True,42.51872,0.858556
1748,98,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e91f68d449cbd961,True,True,41.1844,0.853111
1749,98,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,e275f18f531ed5f4,True,True,43.54486,0.881667
1750,98,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,560be1d07d817027,True,True,38.89054,0.841222
1751,98,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,fab62f87e8edccd2,True,True,40.0536,0.859778
1752,98,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8af4da67fc7b3b6c,True,True,42.62186,0.886333
1753,98,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e91f68d449cbd961,True,True,41.22984,0.880889
1754,98,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,e275f18f531ed5f4,True,True,43.63912,0.909444
