tick,day,resident,cause_action,direct_effect,delayed_effect,affected_resource,recovery_path,causal_chain_id,chain_scrubbable,non_magical_trust_repair
2208,123,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:borrow_tool:123:12,True,True
2209,123,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:return_tool:123:13,True,True
2210,123,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:interrupt_work:123:14,True,True
2211,123,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:wait_offscreen:123:15,True,True
2212,123,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:repair_trust:123:16,True,True
2213,123,Tovan,move,trust warms,movement only,wood,wait,chain:tovan:move:123:17,True,True
2214,124,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:offer_help:124:00,True,True
2215,124,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:borrow_tool:124:01,True,True
2216,124,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:return_tool:124:02,True,True
2217,124,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:interrupt_work:124:03,True,True
2218,124,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:wait_offscreen:124:04,True,True
2219,124,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:repair_trust:124:05,True,True
2220,124,Nia,move,trust warms,movement only,care,finish owed work,chain:nia:move:124:06,True,True
2221,124,Ari,talk,trust warms,movement only,tool time,apologize,chain:ari:talk:124:07,True,True
2222,124,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:offer_help:124:08,True,True
2223,124,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:borrow_tool:124:09,True,True
2224,124,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:return_tool:124:10,True,True
2225,124,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:interrupt_work:124:11,True,True
2226,124,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:wait_offscreen:124:12,True,True
2227,124,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:repair_trust:124:13,True,True
2228,124,Fay,move,trust warms,movement only,water,return tool,chain:fay:move:124:14,True,True
2229,124,Milo,talk,trust warms,movement only,fiber,give space,chain:milo:talk:124:15,True,True
2230,124,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:offer_help:124:16,True,True
2231,124,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:borrow_tool:124:17,True,True
2232,125,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:interrupt_work:125:00,True,True
2233,125,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:wait_offscreen:125:01,True,True
2234,125,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:repair_trust:125:02,True,True
2235,125,Milo,move,trust warms,movement only,wood,give space,chain:milo:move:125:03,True,True
2236,125,Sera,talk,trust warms,movement only,herb,offer help,chain:sera:talk:125:04,True,True
2237,125,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:offer_help:125:05,True,True
2238,125,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:borrow_tool:125:06,True,True
2239,125,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:return_tool:125:07,True,True
2240,125,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:interrupt_work:125:08,True,True
2241,125,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:wait_offscreen:125:09,True,True
2242,125,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:repair_trust:125:10,True,True
2243,125,Tovan,move,trust warms,movement only,care,wait,chain:tovan:move:125:11,True,True
2244,125,Nia,talk,trust warms,movement only,tool time,finish owed work,chain:nia:talk:125:12,True,True
2245,125,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:offer_help:125:13,True,True
2246,125,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:borrow_tool:125:14,True,True
2247,125,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:return_tool:125:15,True,True
2248,125,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:interrupt_work:125:16,True,True
2249,125,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:wait_offscreen:125:17,True,True
2250,126,Nia,move,trust warms,movement only,water,finish owed work,chain:nia:move:126:00,True,True
2251,126,Ari,talk,trust warms,movement only,fiber,apologize,chain:ari:talk:126:01,True,True
2252,126,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:offer_help:126:02,True,True
2253,126,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:borrow_tool:126:03,True,True
2254,126,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:return_tool:126:04,True,True
2255,126,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:interrupt_work:126:05,True,True
2256,126,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:wait_offscreen:126:06,True,True
2257,126,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:repair_trust:126:07,True,True
2258,126,Fay,move,trust warms,movement only,wood,return tool,chain:fay:move:126:08,True,True
2259,126,Milo,talk,trust warms,movement only,herb,give space,chain:milo:talk:126:09,True,True
2260,126,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:offer_help:126:10,True,True
2261,126,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:borrow_tool:126:11,True,True
2262,126,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:return_tool:126:12,True,True
2263,126,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:interrupt_work:126:13,True,True
2264,126,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:wait_offscreen:126:14,True,True
2265,126,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,give space,chain:milo:repair_trust:126:15,True,True
2266,126,Sera,move,trust warms,movement only,care,offer help,chain:sera:move:126:16,True,True
2267,126,Tovan,talk,trust warms,movement only,tool time,wait,chain:tovan:talk:126:17,True,True
2268,127,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:borrow_tool:127:00,True,True
2269,127,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:return_tool:127:01,True,True
2270,127,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:interrupt_work:127:02,True,True
2271,127,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:wait_offscreen:127:03,True,True
2272,127,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:repair_trust:127:04,True,True
2273,127,Tovan,move,trust warms,movement only,water,wait,chain:tovan:move:127:05,True,True
2274,127,Nia,talk,trust warms,movement only,fiber,finish owed work,chain:nia:talk:127:06,True,True
2275,127,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:offer_help:127:07,True,True
2276,127,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:borrow_tool:127:08,True,True
2277,127,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:return_tool:127:09,True,True
2278,127,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:interrupt_work:127:10,True,True
2279,127,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:wait_offscreen:127:11,True,True
2280,127,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:repair_trust:127:12,True,True
2281,127,Ari,move,trust warms,movement only,wood,apologize,chain:ari:move:127:13,True,True
2282,127,Fay,talk,trust warms,movement only,herb,return tool,chain:fay:talk:127:14,True,True
2283,127,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:offer_help:127:15,True,True
2284,127,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:borrow_tool:127:16,True,True
2285,127,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:return_tool:127:17,True,True
2286,128,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:wait_offscreen:128:00,True,True
2287,128,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:repair_trust:128:01,True,True
2288,128,Fay,move,trust warms,movement only,care,return tool,chain:fay:move:128:02,True,True
2289,128,Milo,talk,trust warms,movement only,tool time,give space,chain:milo:talk:128:03,True,True
2290,128,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:offer_help:128:04,True,True
2291,128,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:borrow_tool:128:05,True,True
2292,128,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:return_tool:128:06,True,True
2293,128,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:interrupt_work:128:07,True,True
2294,128,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:wait_offscreen:128:08,True,True
2295,128,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:repair_trust:128:09,True,True
2296,128,Sera,move,trust warms,movement only,water,offer help,chain:sera:move:128:10,True,True
2297,128,Tovan,talk,trust warms,movement only,fiber,wait,chain:tovan:talk:128:11,True,True
2298,128,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:offer_help:128:12,True,True
2299,128,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:borrow_tool:128:13,True,True
2300,128,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:return_tool:128:14,True,True
2301,128,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:interrupt_work:128:15,True,True
2302,128,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:wait_offscreen:128:16,True,True
2303,128,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:repair_trust:128:17,True,True
2304,129,Nia,talk,trust warms,movement only,herb,finish owed work,chain:nia:talk:129:00,True,True
2305,129,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:offer_help:129:01,True,True
2306,129,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:borrow_tool:129:02,True,True
2307,129,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:return_tool:129:03,True,True
2308,129,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:interrupt_work:129:04,True,True
2309,129,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:wait_offscreen:129:05,True,True
2310,129,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:repair_trust:129:06,True,True
2311,129,Ari,move,trust warms,movement only,care,apologize,chain:ari:move:129:07,True,True
2312,129,Fay,talk,trust warms,movement only,tool time,return tool,chain:fay:talk:129:08,True,True
2313,129,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:offer_help:129:09,True,True
2314,129,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:borrow_tool:129:10,True,True
2315,129,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:return_tool:129:11,True,True
