tick,day,slot,avatar_room,avatar_action_key,resident,project,trust_before,trust_after,obligation_before,obligation_after,schedule_before,schedule_after,visible_consequence,avatar_agency_bound,resident_agency_bound,replay_key
2017,113,1,fiber loft,offer_help,Tovan,patch cloak,0.395913,0.411913,0.084266,0.058266,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-02017
2018,113,2,west hearth,borrow_tool,Nia,repair awning,0.561922,0.541922,0.15181,0.18181,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-02018
2019,113,3,river gate,return_tool,Ari,fix bridge peg,0.677261,0.693261,0.362898,0.336898,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-02019
2020,113,4,arrival court,interrupt_work,Fay,patch cloak,0.55677,0.53677,0.51306,0.54306,private task,work,work is delayed and debt marker increases,True,False,v58-loop-02020
2021,113,5,tool alcove,wait_offscreen,Milo,repair awning,0.371877,0.373877,0.456842,0.450842,recover focus,work,residents continue without avatar,True,True,v58-loop-02021
2022,113,6,rain court,repair_trust,Sera,fix bridge peg,0.322868,0.338868,0.2487,0.2227,work,rest,trust warms and obligation decreases,True,True,v58-loop-02022
2023,113,7,fiber loft,move,Tovan,patch cloak,0.400273,0.404273,0.090249,0.088249,rest,negotiate debt,position changes but history remains intact,True,True,v58-loop-02023
2024,113,8,west hearth,talk,Nia,repair awning,0.550631,0.566631,0.134974,0.108974,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-02024
2025,113,9,river gate,offer_help,Ari,fix bridge peg,0.659899,0.675899,0.339551,0.313551,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-02025
2026,113,10,arrival court,borrow_tool,Fay,patch cloak,0.548951,0.528951,0.505817,0.535817,care duty,recover focus,work is delayed and debt marker increases,True,True,v58-loop-02026
2027,113,11,tool alcove,return_tool,Milo,repair awning,0.394508,0.414508,0.472719,0.446719,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-02027
2028,113,12,rain court,interrupt_work,Sera,fix bridge peg,0.308636,0.288636,0.272317,0.302317,recover focus,rest,work is delayed and debt marker increases,True,False,v58-loop-02028
2029,113,13,fiber loft,wait_offscreen,Tovan,patch cloak,0.396497,0.398497,0.09873,0.09273,work,rest,residents continue without avatar,True,True,v58-loop-02029
2030,113,14,west hearth,repair_trust,Nia,repair awning,0.564097,0.580097,0.120103,0.094103,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-02030
2031,113,15,river gate,move,Ari,fix bridge peg,0.671074,0.675074,0.315733,0.313733,negotiate debt,seek tool,position changes but history remains intact,True,True,v58-loop-02031
2032,113,16,arrival court,talk,Fay,patch cloak,0.549645,0.569645,0.496123,0.470123,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-02032
2033,113,17,tool alcove,offer_help,Milo,repair awning,0.378336,0.398336,0.486539,0.460539,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-02033
2034,114,0,fiber loft,return_tool,Sera,sort herb shelf,0.321312,0.337312,0.13234,0.10634,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-02034
2035,114,1,west hearth,interrupt_work,Tovan,map safe route,0.422414,0.402414,0.091499,0.121499,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-02035
2036,114,2,river gate,wait_offscreen,Nia,dry seed store,0.56983,0.56783,0.252622,0.246622,rest,negotiate debt,residents continue without avatar,True,True,v58-loop-02036
2037,114,3,arrival court,repair_trust,Ari,sort herb shelf,0.656849,0.676849,0.459638,0.433638,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-02037
2038,114,4,tool alcove,move,Fay,map safe route,0.556137,0.560137,0.512021,0.510021,seek tool,care duty,position changes but history remains intact,True,True,v58-loop-02038
2039,114,5,rain court,talk,Milo,dry seed store,0.375769,0.391769,0.359031,0.333031,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-02039
2040,114,6,fiber loft,offer_help,Sera,sort herb shelf,0.300598,0.316598,0.14886,0.12286,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-02040
2041,114,7,west hearth,borrow_tool,Tovan,map safe route,0.401113,0.381113,0.085091,0.115091,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-02041
2042,114,8,river gate,return_tool,Nia,dry seed store,0.564039,0.580039,0.229493,0.203493,work,rest,trust warms and obligation decreases,True,True,v58-loop-02042
2043,114,9,arrival court,interrupt_work,Ari,sort herb shelf,0.655388,0.635388,0.442191,0.472191,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-02043
2044,114,10,tool alcove,wait_offscreen,Fay,map safe route,0.559927,0.557927,0.517156,0.511156,negotiate debt,seek tool,residents continue without avatar,True,True,v58-loop-02044
2045,114,11,rain court,repair_trust,Milo,dry seed store,0.375323,0.391323,0.381773,0.355773,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-02045
2046,114,12,fiber loft,move,Sera,sort herb shelf,0.29802,0.30202,0.167181,0.165181,care duty,private task,position changes but history remains intact,True,True,v58-loop-02046
2047,114,13,west hearth,talk,Tovan,map safe route,0.39888,0.41488,0.081243,0.055243,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-02047
2048,114,14,river gate,offer_help,Nia,dry seed store,0.573593,0.589593,0.207204,0.181204,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-02048
2049,114,15,arrival court,borrow_tool,Ari,sort herb shelf,0.652464,0.632464,0.423052,0.453052,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-02049
2050,114,16,tool alcove,return_tool,Fay,map safe route,0.55064,0.57064,0.519705,0.493705,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-02050
2051,114,17,rain court,interrupt_work,Milo,dry seed store,0.367961,0.347961,0.403542,0.433542,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-02051
2052,115,0,west hearth,repair_trust,Sera,patch cloak,0.319017,0.335017,0.083644,0.057644,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-02052
2053,115,1,river gate,move,Tovan,repair awning,0.406414,0.410414,0.154266,0.152266,private task,recover focus,position changes but history remains intact,True,True,v58-loop-02053
2054,115,2,arrival court,talk,Nia,fix bridge peg,0.600167,0.616167,0.366053,0.340053,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-02054
2055,115,3,tool alcove,offer_help,Ari,patch cloak,0.660502,0.680502,0.513858,0.487858,work,rest,trust warms and obligation decreases,True,True,v58-loop-02055
2056,115,4,rain court,borrow_tool,Fay,repair awning,0.537519,0.517519,0.45451,0.48451,rest,seek tool,work is delayed and debt marker increases,True,False,v58-loop-02056
2057,115,5,fiber loft,return_tool,Milo,fix bridge peg,0.367455,0.383455,0.245496,0.219496,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-02057
2058,115,6,west hearth,interrupt_work,Sera,patch cloak,0.297673,0.277673,0.089278,0.119278,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-02058
2059,115,7,river gate,wait_offscreen,Tovan,repair awning,0.433558,0.435558,0.137175,0.131175,care duty,private task,residents continue without avatar,True,True,v58-loop-02059
2060,115,8,arrival court,repair_trust,Nia,fix bridge peg,0.5833,0.5993,0.342792,0.316792,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-02060
2061,115,9,tool alcove,move,Ari,patch cloak,0.674698,0.678698,0.506959,0.504959,recover focus,work,position changes but history remains intact,True,True,v58-loop-02061
2062,115,10,rain court,talk,Fay,repair awning,0.549282,0.569282,0.470656,0.444656,work,rest,trust warms and obligation decreases,True,True,v58-loop-02062
2063,115,11,fiber loft,offer_help,Milo,fix bridge peg,0.372179,0.388179,0.269047,0.243047,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-02063
2064,115,12,west hearth,borrow_tool,Sera,patch cloak,0.300459,0.280459,0.097421,0.127421,negotiate debt,care duty,work is delayed and debt marker increases,True,False,v58-loop-02064
2065,115,13,river gate,return_tool,Tovan,repair awning,0.419987,0.435987,0.122023,0.096023,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-02065
2066,115,14,arrival court,interrupt_work,Nia,fix bridge peg,0.583369,0.563369,0.319022,0.349022,care duty,recover focus,work is delayed and debt marker increases,True,True,v58-loop-02066
2067,115,15,tool alcove,wait_offscreen,Ari,patch cloak,0.64698,0.64898,0.497596,0.491596,private task,recover focus,residents continue without avatar,True,True,v58-loop-02067
2068,115,16,rain court,repair_trust,Fay,repair awning,0.520279,0.540279,0.484769,0.458769,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-02068
2069,115,17,fiber loft,move,Milo,fix bridge peg,0.368095,0.372095,0.292966,0.290966,work,rest,position changes but history remains intact,True,True,v58-loop-02069
2070,116,0,river gate,offer_help,Sera,map safe route,0.297703,0.313703,0.092575,0.066575,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-02070
2071,116,1,arrival court,borrow_tool,Tovan,dry seed store,0.429504,0.409504,0.255849,0.285849,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-02071
2072,116,2,tool alcove,return_tool,Nia,sort herb shelf,0.614067,0.634067,0.46189,0.43589,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-02072
2073,116,3,rain court,interrupt_work,Ari,map safe route,0.651433,0.631433,0.511116,0.541116,private task,work,work is delayed and debt marker increases,True,True,v58-loop-02073
2074,116,4,fiber loft,wait_offscreen,Fay,dry seed store,0.52462,0.52262,0.355845,0.349845,recover focus,work,residents continue without avatar,True,True,v58-loop-02074
2075,116,5,west hearth,repair_trust,Milo,sort herb shelf,0.363446,0.379446,0.146479,0.120479,work,rest,trust warms and obligation decreases,True,True,v58-loop-02075
2076,116,6,river gate,move,Sera,map safe route,0.312857,0.316857,0.085821,0.083821,rest,negotiate debt,position changes but history remains intact,True,True,v58-loop-02076
2077,116,7,arrival court,talk,Tovan,dry seed store,0.414058,0.430058,0.232627,0.206627,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-02077
2078,116,8,tool alcove,offer_help,Nia,sort herb shelf,0.584404,0.604404,0.444693,0.418693,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-02078
2079,116,9,rain court,borrow_tool,Ari,map safe route,0.662442,0.642442,0.516603,0.546603,care duty,recover focus,work is delayed and debt marker increases,True,True,v58-loop-02079
2080,116,10,fiber loft,return_tool,Fay,dry seed store,0.522513,0.538513,0.3787,0.3527,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-02080
2081,116,11,west hearth,interrupt_work,Milo,sort herb shelf,0.356018,0.336018,0.164565,0.194565,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-02081
2082,116,12,river gate,wait_offscreen,Sera,map safe route,0.316997,0.314997,0.081618,0.075618,work,rest,residents continue without avatar,True,True,v58-loop-02082
2083,116,13,arrival court,repair_trust,Tovan,dry seed store,0.418206,0.434206,0.210207,0.184207,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-02083
2084,116,14,tool alcove,move,Nia,sort herb shelf,0.608245,0.612245,0.425773,0.423773,negotiate debt,seek tool,position changes but history remains intact,True,True,v58-loop-02084
2085,116,15,rain court,talk,Ari,map safe route,0.662287,0.682287,0.51951,0.49351,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-02085
2086,116,16,fiber loft,offer_help,Fay,dry seed store,0.505913,0.525913,0.400618,0.374618,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-02086
2087,116,17,west hearth,borrow_tool,Milo,sort herb shelf,0.356009,0.336009,0.184263,0.214263,private task,work,work is delayed and debt marker increases,True,True,v58-loop-02087
2088,117,0,arrival court,interrupt_work,Sera,repair awning,0.322862,0.302862,0.156754,0.186754,work,negotiate debt,work is delayed and debt marker increases,True,False,v58-loop-02088
2089,117,1,tool alcove,wait_offscreen,Tovan,fix bridge peg,0.443275,0.445275,0.369193,0.363193,rest,negotiate debt,residents continue without avatar,True,True,v58-loop-02089
2090,117,2,rain court,repair_trust,Nia,patch cloak,0.61334,0.63334,0.514608,0.488608,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-02090
2091,117,3,fiber loft,move,Ari,repair awning,0.655745,0.659745,0.452144,0.450144,seek tool,care duty,position changes but history remains intact,True,True,v58-loop-02091
2092,117,4,west hearth,talk,Fay,fix bridge peg,0.494858,0.510858,0.242306,0.216306,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-02092
2093,117,5,river gate,offer_help,Milo,patch cloak,0.354302,0.370302,0.088353,0.062353,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-02093
2094,117,6,arrival court,borrow_tool,Sera,repair awning,0.31146,0.29146,0.139412,0.169412,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-02094
2095,117,7,tool alcove,return_tool,Tovan,fix bridge peg,0.446823,0.462823,0.346024,0.320024,work,rest,trust warms and obligation decreases,True,True,v58-loop-02095
2096,117,8,rain court,interrupt_work,Nia,patch cloak,0.620952,0.600952,0.508055,0.538055,rest,seek tool,work is delayed and debt marker increases,True,False,v58-loop-02096
2097,117,9,fiber loft,wait_offscreen,Ari,repair awning,0.662273,0.664273,0.468554,0.462554,negotiate debt,seek tool,residents continue without avatar,True,True,v58-loop-02097
2098,117,10,west hearth,repair_trust,Fay,fix bridge peg,0.494019,0.510019,0.265783,0.239783,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-02098
2099,117,11,river gate,move,Milo,patch cloak,0.359268,0.363268,0.096157,0.094157,care duty,private task,position changes but history remains intact,True,True,v58-loop-02099
2100,117,12,arrival court,talk,Sera,repair awning,0.327063,0.343063,0.123983,0.097983,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-02100
2101,117,13,tool alcove,offer_help,Tovan,fix bridge peg,0.42408,0.44008,0.322308,0.296308,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-02101
2102,117,14,rain court,borrow_tool,Nia,patch cloak,0.620739,0.600739,0.499024,0.529024,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-02102
2103,117,15,fiber loft,return_tool,Ari,repair awning,0.653178,0.673178,0.482957,0.456957,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-02103
