tick,day,active_panel,selected_resident,selected_tick,filter_text,visible_columns,panel_patch,keyboard_shortcut,export_ready,private_workspace_hidden
2996,167,schedule diff,Fay,2996,resident:Fay event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d167:s08"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02996"", ""tick"": 2996}",r,True,True
2997,167,invariant,Milo,2997,resident:Milo event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d167:s09"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02997"", ""tick"": 2997}",d,True,True
2998,167,dashboard,Sera,2998,resident:Sera event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d167:s10"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02998"", ""tick"": 2998}",x,True,True
2999,167,resident index,Tovan,2999,resident:Tovan event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d167:s11"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02999"", ""tick"": 2999}",j/k,True,True
3000,167,schedule diff,Nia,3000,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d167:s12"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t03000"", ""tick"": 3000}",m,True,True
3001,167,invariant,Ari,3001,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d167:s13"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t03001"", ""tick"": 3001}",s,True,True
3002,167,dashboard,Fay,3002,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d167:s14"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t03002"", ""tick"": 3002}",e,True,True
3003,167,resident index,Milo,3003,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d167:s15"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t03003"", ""tick"": 3003}",r,True,True
3004,167,schedule diff,Sera,3004,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d167:s16"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t03004"", ""tick"": 3004}",d,True,True
3005,167,invariant,Tovan,3005,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d167:s17"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t03005"", ""tick"": 3005}",x,True,True
3006,168,causality,Nia,3006,resident:Nia event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d168:s00"", ""panel"": ""causality"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03006"", ""tick"": 3006}",d,True,True
3007,168,scrubber,Ari,3007,resident:Ari event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d168:s01"", ""panel"": ""scrubber"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03007"", ""tick"": 3007}",x,True,True
3008,168,memory debt,Fay,3008,resident:Fay event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d168:s02"", ""panel"": ""memory debt"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03008"", ""tick"": 3008}",j/k,True,True
3009,168,snapshot,Milo,3009,resident:Milo event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d168:s03"", ""panel"": ""snapshot"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03009"", ""tick"": 3009}",m,True,True
3010,168,causality,Sera,3010,resident:Sera event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d168:s04"", ""panel"": ""causality"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03010"", ""tick"": 3010}",s,True,True
3011,168,scrubber,Tovan,3011,resident:Tovan event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d168:s05"", ""panel"": ""scrubber"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03011"", ""tick"": 3011}",e,True,True
3012,168,memory debt,Nia,3012,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d168:s06"", ""panel"": ""memory debt"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03012"", ""tick"": 3012}",r,True,True
3013,168,snapshot,Ari,3013,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d168:s07"", ""panel"": ""snapshot"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03013"", ""tick"": 3013}",d,True,True
3014,168,causality,Fay,3014,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d168:s08"", ""panel"": ""causality"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03014"", ""tick"": 3014}",x,True,True
3015,168,scrubber,Milo,3015,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d168:s09"", ""panel"": ""scrubber"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03015"", ""tick"": 3015}",j/k,True,True
3016,168,memory debt,Sera,3016,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d168:s10"", ""panel"": ""memory debt"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03016"", ""tick"": 3016}",m,True,True
3017,168,snapshot,Tovan,3017,resident:Tovan event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d168:s11"", ""panel"": ""snapshot"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03017"", ""tick"": 3017}",s,True,True
3018,168,causality,Nia,3018,resident:Nia event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d168:s12"", ""panel"": ""causality"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03018"", ""tick"": 3018}",e,True,True
3019,168,scrubber,Ari,3019,resident:Ari event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d168:s13"", ""panel"": ""scrubber"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03019"", ""tick"": 3019}",r,True,True
3020,168,memory debt,Fay,3020,resident:Fay event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d168:s14"", ""panel"": ""memory debt"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03020"", ""tick"": 3020}",d,True,True
3021,168,snapshot,Milo,3021,resident:Milo event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d168:s15"", ""panel"": ""snapshot"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03021"", ""tick"": 3021}",x,True,True
3022,168,causality,Sera,3022,resident:Sera event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d168:s16"", ""panel"": ""causality"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03022"", ""tick"": 3022}",j/k,True,True
3023,168,scrubber,Tovan,3023,resident:Tovan event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d168:s17"", ""panel"": ""scrubber"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d168:t03023"", ""tick"": 3023}",m,True,True
3024,169,resident index,Nia,3024,resident:Nia event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d169:s00"", ""panel"": ""resident index"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03024"", ""tick"": 3024}",j/k,True,True
3025,169,schedule diff,Ari,3025,resident:Ari event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d169:s01"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03025"", ""tick"": 3025}",m,True,True
3026,169,invariant,Fay,3026,resident:Fay event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d169:s02"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03026"", ""tick"": 3026}",s,True,True
3027,169,dashboard,Milo,3027,resident:Milo event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d169:s03"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03027"", ""tick"": 3027}",e,True,True
3028,169,resident index,Sera,3028,resident:Sera event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d169:s04"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03028"", ""tick"": 3028}",r,True,True
3029,169,schedule diff,Tovan,3029,resident:Tovan event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d169:s05"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03029"", ""tick"": 3029}",d,True,True
3030,169,invariant,Nia,3030,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d169:s06"", ""panel"": ""invariant"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03030"", ""tick"": 3030}",x,True,True
3031,169,dashboard,Ari,3031,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d169:s07"", ""panel"": ""dashboard"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03031"", ""tick"": 3031}",j/k,True,True
3032,169,resident index,Fay,3032,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d169:s08"", ""panel"": ""resident index"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03032"", ""tick"": 3032}",m,True,True
3033,169,schedule diff,Milo,3033,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d169:s09"", ""panel"": ""schedule diff"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03033"", ""tick"": 3033}",s,True,True
3034,169,invariant,Sera,3034,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d169:s10"", ""panel"": ""invariant"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03034"", ""tick"": 3034}",e,True,True
3035,169,dashboard,Tovan,3035,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d169:s11"", ""panel"": ""dashboard"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03035"", ""tick"": 3035}",r,True,True
3036,169,resident index,Nia,3036,resident:Nia event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d169:s12"", ""panel"": ""resident index"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03036"", ""tick"": 3036}",d,True,True
3037,169,schedule diff,Ari,3037,resident:Ari event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d169:s13"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03037"", ""tick"": 3037}",x,True,True
3038,169,invariant,Fay,3038,resident:Fay event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d169:s14"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03038"", ""tick"": 3038}",j/k,True,True
3039,169,dashboard,Milo,3039,resident:Milo event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d169:s15"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03039"", ""tick"": 3039}",m,True,True
3040,169,resident index,Sera,3040,resident:Sera event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d169:s16"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03040"", ""tick"": 3040}",s,True,True
3041,169,schedule diff,Tovan,3041,resident:Tovan event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d169:s17"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d169:t03041"", ""tick"": 3041}",e,True,True
3042,170,snapshot,Nia,3042,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d170:s00"", ""panel"": ""snapshot"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03042"", ""tick"": 3042}",s,True,True
3043,170,causality,Ari,3043,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d170:s01"", ""panel"": ""causality"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03043"", ""tick"": 3043}",e,True,True
3044,170,scrubber,Fay,3044,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d170:s02"", ""panel"": ""scrubber"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03044"", ""tick"": 3044}",r,True,True
3045,170,memory debt,Milo,3045,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d170:s03"", ""panel"": ""memory debt"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03045"", ""tick"": 3045}",d,True,True
3046,170,snapshot,Sera,3046,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d170:s04"", ""panel"": ""snapshot"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03046"", ""tick"": 3046}",x,True,True
3047,170,causality,Tovan,3047,resident:Tovan event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d170:s05"", ""panel"": ""causality"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03047"", ""tick"": 3047}",j/k,True,True
3048,170,scrubber,Nia,3048,resident:Nia event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d170:s06"", ""panel"": ""scrubber"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03048"", ""tick"": 3048}",m,True,True
3049,170,memory debt,Ari,3049,resident:Ari event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d170:s07"", ""panel"": ""memory debt"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03049"", ""tick"": 3049}",s,True,True
3050,170,snapshot,Fay,3050,resident:Fay event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d170:s08"", ""panel"": ""snapshot"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03050"", ""tick"": 3050}",e,True,True
3051,170,causality,Milo,3051,resident:Milo event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d170:s09"", ""panel"": ""causality"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d170:t03051"", ""tick"": 3051}",r,True,True
