tick_id,day,settlement_id,resident_id,avatar_action,local_lexeme,public_translation,reply_line,dialect_conditioned,references_culture,references_technology,references_memory,private_workspace_hidden
584,49,orchard,Mara,ask_memory,orchard-ask-mem-12,orchard-ask-mem-12: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
585,49,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-0,repair_ring-rest-ne-0: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
586,49,riverbend,Lio,give_space,riverbend-give-sp-1,riverbend-give-sp-1: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
587,49,roofward,Fay,ask_memory,roofward-ask-mem-2,roofward-ask-mem-2: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
588,50,archive,Nia,leave_gift,archive-leave-g-3,archive-leave-g-3: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
589,50,signal,Ren,inspect_ritual,signal-inspect-4,signal-inspect-4: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
590,50,orchard,Ivo,offer_help,orchard-offer-h-5,orchard-offer-h-5: keep tomorrow dry,Ivo: help is welcome when it follows keep tomorrow dry; water clocks made the work shareable.,True,True,True,True,True
591,50,repair_ring,Pax,move_near_object,repair_ring-move-ne-6,repair_ring-move-ne-6: give hands room near sparks,"Pax: slow steps. The spark-distance-object blessing says owned things need room, and kiln alloys records that memory.",True,True,True,False,True
592,50,riverbend,Ari,inspect_ritual,riverbend-inspect-7,riverbend-inspect-7: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
593,50,roofward,Sera,offer_help,roofward-offer-h-8,roofward-offer-h-8: wait before taking ledgers,Sera: help is welcome when it follows wait before taking ledgers; civic observatories made the work shareable.,True,True,True,True,True
594,50,archive,Nia,move_near_object,archive-move-ne-9,archive-move-ne-9: ask before touching signal spools,"Nia: slow steps. The spool-naming-boundary asking says owned things need room, and memory looms records that memory.",True,True,True,False,True
595,50,signal,Ren,follow_route,signal-follow--10,signal-follow--10: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
596,50,orchard,Ivo,mark_map,orchard-mark-ma-11,orchard-mark-ma-11: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
597,50,repair_ring,Pax,leave_gift,repair_ring-leave-g-12,repair_ring-leave-g-12: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
598,50,riverbend,Ari,follow_route,riverbend-follow--0,riverbend-follow--0: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
599,50,roofward,Sera,mark_map,roofward-mark-ma-1,roofward-mark-ma-1: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
600,51,archive,Toma,enter_world,archive-enter-w-2,archive-enter-w-2: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
601,51,signal,Milo,ask_local_word,signal-ask-loc-3,signal-ask-loc-3: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-3 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
602,51,orchard,Mara,request_tool,orchard-request-4,orchard-request-4: keep tomorrow dry,Mara: orchard-request-4 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
603,51,repair_ring,Juno,give_space,repair_ring-give-sp-5,repair_ring-give-sp-5: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
604,51,riverbend,Lio,ask_local_word,riverbend-ask-loc-6,riverbend-ask-loc-6: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-6 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
605,51,roofward,Fay,request_tool,roofward-request-7,roofward-request-7: wait before taking ledgers,Fay: roofward-request-7 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
606,51,archive,Toma,give_space,archive-give-sp-8,archive-give-sp-8: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
607,51,signal,Milo,ask_memory,signal-ask-mem-9,signal-ask-mem-9: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
608,51,orchard,Mara,rest_near_resident,orchard-rest-ne-10,orchard-rest-ne-10: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
609,51,repair_ring,Juno,enter_world,repair_ring-enter-w-11,repair_ring-enter-w-11: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
610,51,riverbend,Lio,ask_memory,riverbend-ask-mem-12,riverbend-ask-mem-12: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
611,51,roofward,Fay,rest_near_resident,roofward-rest-ne-0,roofward-rest-ne-0: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
612,52,archive,Nia,inspect_ritual,archive-inspect-1,archive-inspect-1: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
613,52,signal,Ren,offer_help,signal-offer-h-2,signal-offer-h-2: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
614,52,orchard,Ivo,move_near_object,orchard-move-ne-3,orchard-move-ne-3: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
615,52,repair_ring,Pax,follow_route,repair_ring-follow--4,repair_ring-follow--4: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
616,52,riverbend,Ari,offer_help,riverbend-offer-h-5,riverbend-offer-h-5: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
617,52,roofward,Sera,move_near_object,roofward-move-ne-6,roofward-move-ne-6: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
618,52,archive,Nia,follow_route,archive-follow--7,archive-follow--7: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
619,52,signal,Ren,mark_map,signal-mark-ma-8,signal-mark-ma-8: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
620,52,orchard,Ivo,leave_gift,orchard-leave-g-9,orchard-leave-g-9: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
621,52,repair_ring,Pax,inspect_ritual,repair_ring-inspect-10,repair_ring-inspect-10: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
622,52,riverbend,Ari,mark_map,riverbend-mark-ma-11,riverbend-mark-ma-11: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
623,52,roofward,Sera,leave_gift,roofward-leave-g-12,roofward-leave-g-12: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
624,53,archive,Toma,ask_local_word,archive-ask-loc-0,archive-ask-loc-0: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-0 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
625,53,signal,Milo,request_tool,signal-request-1,signal-request-1: light before haste,Milo: signal-request-1 means ask first. Our lantern-turning-child naming and light before haste are carried by signal lenses.,True,True,True,True,True
626,53,orchard,Mara,give_space,orchard-give-sp-2,orchard-give-sp-2: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
627,53,repair_ring,Juno,ask_memory,repair_ring-ask-mem-3,repair_ring-ask-mem-3: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
628,53,riverbend,Lio,request_tool,riverbend-request-4,riverbend-request-4: ask before crossing wet tools,Lio: riverbend-request-4 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
