tick_id,day,session_id,settlement_id,resident_id,site_id,sprite_x_before,sprite_y_before,sprite_x_after,sprite_y_after,animation_frame_index,easing_label,path_progress_before,path_progress_after,body_pose,sensory_overlay,animated_path_visible
0,1,canvas-session-001,lichen_bridge,Luma,meal_room,106,104,118,116,0,cautious-step,0.377419,0.416129,reaching,bowl clink; lichen soup; warm steam,True
2231,124,canvas-session-021,cinder_garden,Pax,ash_path,228,232,228,244,11,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
2232,125,canvas-session-021,orchid_engine,Cai,engine_ring,332,164,320,152,0,cautious-step,0.658065,0.696774,reaching,valve pulse; warm iron; hot dry,True
2233,125,canvas-session-021,moss_ward,Milo,blanket_room,248,160,248,160,1,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2234,125,canvas-session-021,glass_harbor,Sera,fog_rail,292,200,304,188,2,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2235,125,canvas-session-021,cinder_garden,Juno,seed_shelf,252,240,240,228,3,cautious-step,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
2236,125,canvas-session-021,lichen_bridge,Luma,signal_post,256,292,256,304,4,ease-in-out,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
2237,125,canvas-session-021,orchid_engine,Dax,orchid_bay,320,164,332,164,5,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
2238,125,canvas-session-021,moss_ward,Tala,rain_gate,272,136,260,148,6,cautious-step,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
2239,125,canvas-session-021,glass_harbor,Nia,net_room,292,200,292,200,7,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2240,125,canvas-session-021,cinder_garden,Pax,shade_tent,228,244,240,240,8,ease-in-out,0.709677,0.735484,reaching,cloth flap; dry shade; soft warm,True
2241,125,canvas-session-021,lichen_bridge,Rin,rope_bridge,268,304,256,292,9,cautious-step,0.677419,0.716129,walking,rope strain; damp rope; wet breeze,True
2242,125,canvas-session-021,orchid_engine,Eli,gear_wash,332,152,320,164,10,ease-in-out,0.754839,0.793548,walking,gear brush; gear oil; warm damp,True
2243,125,canvas-session-021,moss_ward,Ari,root_alcove,260,148,272,136,11,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
2244,125,canvas-session-021,glass_harbor,Oren,lamp_pier,292,200,280,212,0,cautious-step,0.483871,0.522581,reaching,lamp hiss; lamp oil; salt cold,True
2245,125,canvas-session-021,cinder_garden,Vale,ash_path,228,232,228,244,1,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
2246,125,canvas-session-021,lichen_bridge,Sol,meal_room,268,304,280,292,2,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
2247,125,canvas-session-021,orchid_engine,Bea,engine_ring,332,152,320,140,3,cautious-step,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
2248,125,canvas-session-021,moss_ward,Fay,blanket_room,248,160,248,160,4,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
2249,125,canvas-session-021,glass_harbor,Puck,fog_rail,304,188,316,176,5,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
2250,126,canvas-session-021,lichen_bridge,Rin,signal_post,256,292,256,304,6,cautious-step,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
2251,126,canvas-session-021,orchid_engine,Eli,orchid_bay,320,164,332,164,7,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
2252,126,canvas-session-021,moss_ward,Ari,rain_gate,272,136,260,148,8,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
2253,126,canvas-session-021,glass_harbor,Oren,net_room,280,212,292,200,9,cautious-step,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
2254,126,canvas-session-021,cinder_garden,Vale,shade_tent,228,244,240,240,10,ease-in-out,0.709677,0.735484,reaching,cloth flap; dry shade; soft warm,True
2255,126,canvas-session-021,lichen_bridge,Sol,rope_bridge,280,292,268,292,11,ease-in-out,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
2256,126,canvas-session-021,orchid_engine,Bea,gear_wash,320,140,320,152,0,cautious-step,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
2257,126,canvas-session-021,moss_ward,Fay,root_alcove,248,160,260,148,1,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
2258,126,canvas-session-021,glass_harbor,Puck,lamp_pier,316,176,304,188,2,ease-in-out,0.406452,0.445161,reaching,lamp hiss; lamp oil; salt cold,True
2259,126,canvas-session-021,cinder_garden,Wren,ash_path,240,228,228,240,3,cautious-step,0.780645,0.819355,walking,ash crunch; cool ash; hot edge,True
2260,126,canvas-session-021,lichen_bridge,Kio,meal_room,256,304,268,292,4,ease-in-out,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
2261,126,canvas-session-021,orchid_engine,Cai,engine_ring,320,152,308,140,5,ease-in-out,0.696774,0.735484,walking,valve pulse; warm iron; hot dry,True
2262,126,canvas-session-021,moss_ward,Milo,blanket_room,248,160,248,160,6,cautious-step,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
2263,126,canvas-session-021,glass_harbor,Sera,fog_rail,304,188,316,176,7,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
2264,126,canvas-session-021,cinder_garden,Juno,seed_shelf,240,228,228,220,8,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
2265,126,canvas-session-021,lichen_bridge,Luma,signal_post,256,304,256,316,9,cautious-step,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
2266,126,canvas-session-021,orchid_engine,Dax,orchid_bay,332,164,344,164,10,ease-in-out,0.806452,0.825806,reaching,steam sigh; orchid oil; humid warm,True
2267,126,canvas-session-021,moss_ward,Tala,rain_gate,260,148,248,160,11,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2268,127,canvas-session-022,cinder_garden,Wren,shade_tent,228,240,240,240,0,cautious-step,0.716129,0.735484,reaching,cloth flap; dry shade; soft warm,True
2269,127,canvas-session-022,lichen_bridge,Kio,rope_bridge,268,292,256,292,1,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
2270,127,canvas-session-022,orchid_engine,Cai,gear_wash,308,140,320,152,2,ease-in-out,0.735484,0.774194,walking,gear brush; gear oil; warm damp,True
2271,127,canvas-session-022,moss_ward,Milo,root_alcove,248,160,260,148,3,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
2272,127,canvas-session-022,glass_harbor,Sera,lamp_pier,316,176,304,188,4,ease-in-out,0.406452,0.445161,reaching,lamp hiss; lamp oil; salt cold,True
2273,127,canvas-session-022,cinder_garden,Juno,ash_path,228,220,228,232,5,ease-in-out,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
2274,127,canvas-session-022,lichen_bridge,Luma,meal_room,256,316,268,304,6,cautious-step,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
2275,127,canvas-session-022,orchid_engine,Dax,engine_ring,344,164,332,152,7,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
2276,127,canvas-session-022,moss_ward,Tala,blanket_room,248,160,248,160,8,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
2277,127,canvas-session-022,glass_harbor,Nia,fog_rail,292,200,304,188,9,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2278,127,canvas-session-022,cinder_garden,Pax,seed_shelf,240,240,228,228,10,ease-in-out,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
2279,127,canvas-session-022,lichen_bridge,Rin,signal_post,256,304,256,316,11,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
2280,127,canvas-session-022,orchid_engine,Eli,orchid_bay,332,164,344,164,0,cautious-step,0.806452,0.825806,reaching,steam sigh; orchid oil; humid warm,True
2281,127,canvas-session-022,moss_ward,Ari,rain_gate,260,148,248,160,1,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2282,127,canvas-session-022,glass_harbor,Oren,net_room,292,200,292,200,2,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2283,127,canvas-session-022,cinder_garden,Vale,shade_tent,240,240,252,240,3,cautious-step,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
2284,127,canvas-session-022,lichen_bridge,Sol,rope_bridge,268,292,256,292,4,ease-in-out,0.696774,0.716129,reaching,rope strain; damp rope; wet breeze,True
2285,127,canvas-session-022,orchid_engine,Bea,gear_wash,320,152,320,164,5,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
2286,128,canvas-session-022,glass_harbor,Nia,lamp_pier,304,188,292,200,6,cautious-step,0.445161,0.483871,reaching,lamp hiss; lamp oil; salt cold,True
2287,128,canvas-session-022,cinder_garden,Pax,ash_path,228,228,228,240,7,ease-in-out,0.8,0.819355,walking,ash crunch; cool ash; hot edge,True
2288,128,canvas-session-022,lichen_bridge,Rin,meal_room,256,316,268,304,8,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
2289,128,canvas-session-022,orchid_engine,Eli,engine_ring,344,164,332,152,9,cautious-step,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
2290,128,canvas-session-022,moss_ward,Ari,blanket_room,248,160,248,160,10,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
2291,128,canvas-session-022,glass_harbor,Oren,fog_rail,292,200,304,188,11,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2292,128,canvas-session-022,cinder_garden,Vale,seed_shelf,252,240,240,228,0,cautious-step,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
2293,128,canvas-session-022,lichen_bridge,Sol,signal_post,256,292,256,304,1,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
2294,128,canvas-session-022,orchid_engine,Bea,orchid_bay,320,164,332,164,2,ease-in-out,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
2295,128,canvas-session-022,moss_ward,Fay,rain_gate,260,148,248,160,3,cautious-step,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2296,128,canvas-session-022,glass_harbor,Puck,net_room,304,188,292,200,4,ease-in-out,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
2297,128,canvas-session-022,cinder_garden,Wren,shade_tent,240,240,252,240,5,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
2298,128,canvas-session-022,lichen_bridge,Kio,rope_bridge,256,292,244,292,6,cautious-step,0.716129,0.735484,reaching,rope strain; damp rope; wet breeze,True
2299,128,canvas-session-022,orchid_engine,Cai,gear_wash,320,152,320,164,7,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
2300,128,canvas-session-022,moss_ward,Milo,root_alcove,260,148,272,136,8,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
2301,128,canvas-session-022,glass_harbor,Sera,lamp_pier,304,188,292,200,9,cautious-step,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
2302,128,canvas-session-022,cinder_garden,Juno,ash_path,228,232,228,244,10,ease-in-out,0.806452,0.825806,reaching,ash crunch; cool ash; hot edge,True
2303,128,canvas-session-022,lichen_bridge,Luma,meal_room,268,304,280,292,11,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
2304,129,canvas-session-022,moss_ward,Fay,blanket_room,248,160,248,160,0,cautious-step,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
2305,129,canvas-session-022,glass_harbor,Puck,fog_rail,292,200,304,188,1,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2306,129,canvas-session-022,cinder_garden,Wren,seed_shelf,252,240,240,228,2,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
2307,129,canvas-session-022,lichen_bridge,Kio,signal_post,244,292,256,304,3,cautious-step,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
2308,129,canvas-session-022,orchid_engine,Cai,orchid_bay,320,164,332,164,4,ease-in-out,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
2309,129,canvas-session-022,moss_ward,Milo,rain_gate,272,136,260,148,5,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
2310,129,canvas-session-022,glass_harbor,Sera,net_room,292,200,292,200,6,cautious-step,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2311,129,canvas-session-022,cinder_garden,Juno,shade_tent,228,244,240,240,7,ease-in-out,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
2312,129,canvas-session-022,lichen_bridge,Luma,rope_bridge,280,292,268,292,8,ease-in-out,0.677419,0.696774,reaching,rope strain; damp rope; wet breeze,True
2313,129,canvas-session-022,orchid_engine,Dax,gear_wash,332,152,320,164,9,cautious-step,0.754839,0.793548,walking,gear brush; gear oil; warm damp,True
2314,129,canvas-session-022,moss_ward,Tala,root_alcove,248,160,260,148,10,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
2315,129,canvas-session-022,glass_harbor,Nia,lamp_pier,292,200,280,212,11,ease-in-out,0.483871,0.522581,walking,lamp hiss; lamp oil; salt cold,True
2316,129,canvas-session-022,cinder_garden,Pax,ash_path,228,240,228,252,0,cautious-step,0.819355,0.83871,reaching,ash crunch; cool ash; hot edge,True
2317,129,canvas-session-022,lichen_bridge,Rin,meal_room,268,304,280,292,1,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
2318,129,canvas-session-022,orchid_engine,Eli,engine_ring,332,152,320,140,2,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
2319,129,canvas-session-022,moss_ward,Ari,blanket_room,248,160,248,160,3,cautious-step,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2320,129,canvas-session-022,glass_harbor,Oren,fog_rail,304,188,316,176,4,ease-in-out,0.674194,0.712903,reaching,fog bell; cold fog; chilled wet,True
2321,129,canvas-session-022,cinder_garden,Vale,seed_shelf,240,228,228,220,5,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
2322,130,canvas-session-022,orchid_engine,Dax,orchid_bay,320,164,332,164,6,cautious-step,0.787097,0.806452,reaching,steam sigh; orchid oil; humid warm,True
2323,130,canvas-session-022,moss_ward,Tala,rain_gate,260,148,248,160,7,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2324,130,canvas-session-022,glass_harbor,Nia,net_room,280,212,292,200,8,ease-in-out,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
2325,130,canvas-session-022,cinder_garden,Pax,shade_tent,228,252,240,240,9,cautious-step,0.696774,0.735484,walking,cloth flap; dry shade; soft warm,True
2326,130,canvas-session-022,lichen_bridge,Rin,rope_bridge,280,292,268,292,10,ease-in-out,0.677419,0.696774,reaching,rope strain; damp rope; wet breeze,True
2327,130,canvas-session-022,orchid_engine,Eli,gear_wash,320,140,320,152,11,ease-in-out,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
2328,130,canvas-session-022,moss_ward,Ari,root_alcove,248,160,260,148,0,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
2329,130,canvas-session-022,glass_harbor,Oren,lamp_pier,316,176,304,188,1,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
2330,130,canvas-session-022,cinder_garden,Vale,ash_path,228,220,228,232,2,ease-in-out,0.787097,0.806452,reaching,ash crunch; cool ash; hot edge,True
2331,130,canvas-session-022,lichen_bridge,Sol,meal_room,256,304,268,292,3,cautious-step,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
2332,130,canvas-session-022,orchid_engine,Bea,engine_ring,332,164,320,152,4,ease-in-out,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
2333,130,canvas-session-022,moss_ward,Fay,blanket_room,248,160,248,160,5,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2334,130,canvas-session-022,glass_harbor,Puck,fog_rail,304,188,316,176,6,cautious-step,0.674194,0.712903,reaching,fog bell; cold fog; chilled wet,True
2335,130,canvas-session-022,cinder_garden,Wren,seed_shelf,240,228,228,220,7,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
2336,130,canvas-session-022,lichen_bridge,Kio,signal_post,256,304,256,316,8,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
2337,130,canvas-session-022,orchid_engine,Cai,orchid_bay,332,164,344,164,9,cautious-step,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
2338,130,canvas-session-022,moss_ward,Milo,rain_gate,260,148,248,160,10,ease-in-out,0.464516,0.503226,reaching,rain taps; wet moss; cold damp,True
2339,130,canvas-session-022,glass_harbor,Sera,net_room,292,200,292,200,11,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2340,131,canvas-session-022,lichen_bridge,Sol,rope_bridge,268,292,256,292,0,cautious-step,0.696774,0.716129,reaching,rope strain; damp rope; wet breeze,True
2341,131,canvas-session-022,orchid_engine,Bea,gear_wash,320,152,320,164,1,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
2342,131,canvas-session-022,moss_ward,Fay,root_alcove,248,160,260,148,2,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
2343,131,canvas-session-022,glass_harbor,Puck,lamp_pier,316,176,304,188,3,cautious-step,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
2344,131,canvas-session-022,cinder_garden,Wren,ash_path,228,220,228,232,4,ease-in-out,0.787097,0.806452,reaching,ash crunch; cool ash; hot edge,True
2345,131,canvas-session-022,lichen_bridge,Kio,meal_room,256,316,268,304,5,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
2346,131,canvas-session-022,orchid_engine,Cai,engine_ring,344,164,332,152,6,cautious-step,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
2347,131,canvas-session-022,moss_ward,Milo,blanket_room,248,160,248,160,7,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2348,131,canvas-session-022,glass_harbor,Sera,fog_rail,292,200,304,188,8,ease-in-out,0.635484,0.674194,reaching,fog bell; cold fog; chilled wet,True
2349,131,canvas-session-022,cinder_garden,Juno,seed_shelf,240,240,228,228,9,cautious-step,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
2350,131,canvas-session-022,lichen_bridge,Luma,signal_post,268,292,256,304,10,ease-in-out,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
2351,131,canvas-session-022,orchid_engine,Dax,orchid_bay,332,164,344,164,11,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
2352,131,canvas-session-022,moss_ward,Tala,rain_gate,248,160,236,172,0,cautious-step,0.503226,0.541935,reaching,rain taps; wet moss; cold damp,True
