tick_id,day,settlement_id,speaker_id,listener_id,observer_id,turn_index,avatar_action,dialogue_act,consent_or_boundary_state,speaker_line,listener_reaction,observer_reaction,relationship_delta,turn_visible,private_workspace_sealed,multi_resident_coherent
1658,93,orchard,Pim,Ivo,Mara,276,request_permission,permission negotiation,granted,"Pim: Ask first, then carry it near us.",Ivo: I can watch the handoff.,Mara: I track the owner badge.,0.0,True,True,True
1659,93,repair_ring,Juno,Pax,Vale,276,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1660,93,riverbend,Lio,Cee,Ari,276,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
1661,93,roofward,Orr,Fay,Sera,276,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
1662,93,archive,Nia,Toma,Vell,277,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1663,93,signal,Ren,Kesh,Milo,277,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
1664,93,orchard,Pim,Ivo,Mara,277,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1665,93,repair_ring,Juno,Pax,Vale,277,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
1666,93,riverbend,Lio,Cee,Ari,277,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
1667,93,roofward,Orr,Fay,Sera,277,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1668,93,archive,Nia,Toma,Vell,278,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
1669,93,signal,Ren,Kesh,Milo,278,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
1670,93,orchard,Pim,Ivo,Mara,278,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1671,93,repair_ring,Juno,Pax,Vale,278,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1672,93,riverbend,Lio,Cee,Ari,278,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
1673,93,roofward,Orr,Fay,Sera,278,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1674,94,signal,Milo,Ren,Kesh,279,approach_group,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
1675,94,orchard,Mara,Pim,Ivo,279,request_permission,permission negotiation,granted,"Mara: Ask first, then carry it near us.",Pim: I can watch the handoff.,Ivo: I track the owner badge.,0.0,True,True,True
1676,94,repair_ring,Vale,Juno,Pax,279,pickup_shared_object,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1677,94,riverbend,Ari,Lio,Cee,279,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
1678,94,roofward,Sera,Orr,Fay,279,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
1679,94,archive,Vell,Nia,Toma,279,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1680,94,signal,Milo,Ren,Kesh,280,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
1681,94,orchard,Mara,Pim,Ivo,280,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1682,94,repair_ring,Vale,Juno,Pax,280,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
1683,94,riverbend,Ari,Lio,Cee,280,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
1684,94,roofward,Sera,Orr,Fay,280,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1685,94,archive,Vell,Nia,Toma,280,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
1686,94,signal,Milo,Ren,Kesh,281,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
1687,94,orchard,Mara,Pim,Ivo,281,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1688,94,repair_ring,Vale,Juno,Pax,281,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1689,94,riverbend,Ari,Lio,Cee,281,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
1690,94,roofward,Sera,Orr,Fay,281,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1691,94,archive,Vell,Nia,Toma,281,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1692,95,orchard,Ivo,Mara,Pim,282,request_permission,permission negotiation,granted,"Ivo: Ask first, then carry it near us.",Mara: I can watch the handoff.,Pim: I track the owner badge.,0.0,True,True,True
1693,95,repair_ring,Pax,Vale,Juno,282,pickup_shared_object,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1694,95,riverbend,Cee,Ari,Lio,282,approach_group,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
1695,95,roofward,Fay,Sera,Orr,282,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
1696,95,archive,Toma,Vell,Nia,282,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1697,95,signal,Kesh,Milo,Ren,282,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
1698,95,orchard,Ivo,Mara,Pim,283,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1699,95,repair_ring,Pax,Vale,Juno,283,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
1700,95,riverbend,Cee,Ari,Lio,283,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
1701,95,roofward,Fay,Sera,Orr,283,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1702,95,archive,Toma,Vell,Nia,283,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
1703,95,signal,Kesh,Milo,Ren,283,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
1704,95,orchard,Ivo,Mara,Pim,284,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1705,95,repair_ring,Pax,Vale,Juno,284,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1706,95,riverbend,Cee,Ari,Lio,284,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
1707,95,roofward,Fay,Sera,Orr,284,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1708,95,archive,Toma,Vell,Nia,284,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1709,95,signal,Kesh,Milo,Ren,284,pickup_owned_object,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I track the owner badge.,0.0,True,True,True
1710,96,repair_ring,Juno,Pax,Vale,285,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1711,96,riverbend,Lio,Cee,Ari,285,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
1712,96,roofward,Orr,Fay,Sera,285,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
1713,96,archive,Nia,Toma,Vell,285,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1714,96,signal,Ren,Kesh,Milo,285,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
1715,96,orchard,Pim,Ivo,Mara,285,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1716,96,repair_ring,Juno,Pax,Vale,286,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
1717,96,riverbend,Lio,Cee,Ari,286,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
1718,96,roofward,Orr,Fay,Sera,286,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1719,96,archive,Nia,Toma,Vell,286,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
1720,96,signal,Ren,Kesh,Milo,286,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
1721,96,orchard,Pim,Ivo,Mara,286,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1722,96,repair_ring,Juno,Pax,Vale,287,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1723,96,riverbend,Lio,Cee,Ari,287,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
1724,96,roofward,Orr,Fay,Sera,287,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1725,96,archive,Nia,Toma,Vell,287,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1726,96,signal,Ren,Kesh,Milo,287,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
1727,96,orchard,Pim,Ivo,Mara,287,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1728,97,riverbend,Ari,Lio,Cee,288,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
1729,97,roofward,Sera,Orr,Fay,288,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
1730,97,archive,Vell,Nia,Toma,288,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1731,97,signal,Milo,Ren,Kesh,288,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
1732,97,orchard,Mara,Pim,Ivo,288,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1733,97,repair_ring,Vale,Juno,Pax,288,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
1734,97,riverbend,Ari,Lio,Cee,289,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
1735,97,roofward,Sera,Orr,Fay,289,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1736,97,archive,Vell,Nia,Toma,289,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
1737,97,signal,Milo,Ren,Kesh,289,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
