tick,day,resident,schedule_before,schedule_after,changed_by_avatar,changed_offscreen,diff_summary,agency_flag,visible_after_return
3357,187,Milo,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3358,187,Sera,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3359,187,Tovan,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3360,187,Nia,private task,work,True,False,private task -> work by borrow_tool,resident boundary respected,True
3361,187,Ari,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3362,187,Fay,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3363,187,Milo,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3364,187,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3365,187,Tovan,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3366,188,Nia,private task,recover focus,True,True,private task -> recover focus by offer_help,agency preserved,True
3367,188,Ari,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3368,188,Fay,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3369,188,Milo,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3370,188,Sera,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3371,188,Tovan,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3372,188,Nia,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3373,188,Ari,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3374,188,Fay,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3375,188,Milo,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
3376,188,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3377,188,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3378,188,Nia,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3379,188,Ari,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3380,188,Fay,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3381,188,Milo,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3382,188,Sera,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3383,188,Tovan,rest,seek tool,True,True,rest -> seek tool by borrow_tool,agency preserved,True
3384,189,Nia,seek tool,private task,True,False,seek tool -> private task by interrupt_work,resident boundary respected,True
3385,189,Ari,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3386,189,Fay,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3387,189,Milo,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3388,189,Sera,work,rest,False,False,work -> rest by talk,agency preserved,True
3389,189,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3390,189,Nia,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3391,189,Ari,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3392,189,Fay,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,resident boundary respected,True
3393,189,Milo,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3394,189,Sera,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3395,189,Tovan,work,rest,False,False,work -> rest by move,agency preserved,True
3396,189,Nia,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3397,189,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3398,189,Fay,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
3399,189,Milo,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3400,189,Sera,private task,work,True,False,private task -> work by interrupt_work,resident boundary respected,True
3401,189,Tovan,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3402,190,Nia,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3403,190,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3404,190,Fay,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3405,190,Milo,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3406,190,Sera,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3407,190,Tovan,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3408,190,Nia,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3409,190,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3410,190,Fay,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3411,190,Milo,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3412,190,Sera,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3413,190,Tovan,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
3414,190,Nia,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3415,190,Ari,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3416,190,Fay,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3417,190,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3418,190,Sera,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3419,190,Tovan,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3420,191,Nia,recover focus,rest,True,False,recover focus -> rest by borrow_tool,resident boundary respected,True
3421,191,Ari,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3422,191,Fay,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3423,191,Milo,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3424,191,Sera,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3425,191,Tovan,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3426,191,Nia,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3427,191,Ari,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3428,191,Fay,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,resident boundary respected,True
3429,191,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3430,191,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3431,191,Tovan,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3432,191,Nia,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3433,191,Ari,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3434,191,Fay,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3435,191,Milo,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3436,191,Sera,rest,seek tool,True,False,rest -> seek tool by borrow_tool,resident boundary respected,True
3437,191,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3438,192,Nia,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3439,192,Ari,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3440,192,Fay,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3441,192,Milo,work,rest,False,False,work -> rest by talk,agency preserved,True
3442,192,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3443,192,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3444,192,Nia,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3445,192,Ari,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
3446,192,Fay,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3447,192,Milo,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3448,192,Sera,work,rest,False,False,work -> rest by move,agency preserved,True
3449,192,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3450,192,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3451,192,Ari,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
3452,192,Fay,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3453,192,Milo,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3454,192,Sera,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3455,192,Tovan,work,rest,True,True,work -> rest by repair_trust,agency preserved,True
3456,193,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3457,193,Ari,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3458,193,Fay,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3459,193,Milo,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3460,193,Sera,recover focus,rest,True,False,recover focus -> rest by interrupt_work,resident boundary respected,True
3461,193,Tovan,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3462,193,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3463,193,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3464,193,Fay,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
