tick,day,slot,phase,avatar_room,selected_resident,user_action,schedule_state,memory_key,debt_name,visible_consequence,save_restore_key,audit_key,all_core_loops_present,boundary_visible
2572,143,16,schedule/debt,fiber loft,Milo,inspect_memory,repair awning,v60:milo:missed_greeting:d143:s16,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d143:t02572,audit:v60:tick:02572:resident:milo,True,True
2573,143,17,offscreen,west hearth,Sera,enter,sort herbs,v60:sera:care_favor:d143:s17,care favor,state observed without history rewrite,ssrm:v60:snapshot:d143:t02573,audit:v60:tick:02573:resident:sera,True,True
2574,144,0,save/restore,arrival court,Tovan,offer_help,dry cloaks,v60:tovan:tool_loan:d144:s00,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02574,audit:v60:tick:02574:resident:tovan,True,True
2575,144,1,audit replay,tool alcove,Nia,return_tool,map safe route,v60:nia:water_carry:d144:s01,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02575,audit:v60:tick:02575:resident:nia,True,True
2576,144,2,arrival,rain court,Ari,inspect_memory,rest after rain,v60:ari:repair_promise:d144:s02,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d144:t02576,audit:v60:tick:02576:resident:ari,True,True
2577,144,3,movement,fiber loft,Fay,enter,recover focus,v60:fay:missed_greeting:d144:s03,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d144:t02577,audit:v60:tick:02577:resident:fay,True,True
2578,144,4,bounded conversation,west hearth,Milo,talk,repair awning,v60:milo:care_favor:d144:s04,care favor,state observed without history rewrite,ssrm:v60:snapshot:d144:t02578,audit:v60:tick:02578:resident:milo,True,True
2579,144,5,schedule/debt,river gate,Sera,offer_help,sort herbs,v60:sera:route_warning:d144:s05,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02579,audit:v60:tick:02579:resident:sera,True,True
2580,144,6,offscreen,arrival court,Tovan,return_tool,carry water,v60:tovan:tool_loan:d144:s06,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02580,audit:v60:tick:02580:resident:tovan,True,True
2581,144,7,consequence,tool alcove,Nia,inspect_memory,dry cloaks,v60:nia:water_carry:d144:s07,water carry,state observed without history rewrite,ssrm:v60:snapshot:d144:t02581,audit:v60:tick:02581:resident:nia,True,True
2582,144,8,save/restore,rain court,Ari,enter,map safe route,v60:ari:repair_promise:d144:s08,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d144:t02582,audit:v60:tick:02582:resident:ari,True,True
2583,144,9,audit replay,fiber loft,Fay,talk,rest after rain,v60:fay:missed_greeting:d144:s09,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d144:t02583,audit:v60:tick:02583:resident:fay,True,True
2584,144,10,arrival,west hearth,Milo,offer_help,recover focus,v60:milo:care_favor:d144:s10,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02584,audit:v60:tick:02584:resident:milo,True,True
2585,144,11,movement,river gate,Sera,return_tool,repair awning,v60:sera:route_warning:d144:s11,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02585,audit:v60:tick:02585:resident:sera,True,True
2586,144,12,bounded conversation,arrival court,Tovan,inspect_memory,sort herbs,v60:tovan:tool_loan:d144:s12,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d144:t02586,audit:v60:tick:02586:resident:tovan,True,True
2587,144,13,schedule/debt,tool alcove,Nia,enter,carry water,v60:nia:water_carry:d144:s13,water carry,state observed without history rewrite,ssrm:v60:snapshot:d144:t02587,audit:v60:tick:02587:resident:nia,True,True
2588,144,14,offscreen,rain court,Ari,talk,dry cloaks,v60:ari:repair_promise:d144:s14,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d144:t02588,audit:v60:tick:02588:resident:ari,True,True
2589,144,15,consequence,fiber loft,Fay,offer_help,map safe route,v60:fay:missed_greeting:d144:s15,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02589,audit:v60:tick:02589:resident:fay,True,True
2590,144,16,save/restore,west hearth,Milo,return_tool,rest after rain,v60:milo:care_favor:d144:s16,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d144:t02590,audit:v60:tick:02590:resident:milo,True,True
2591,144,17,audit replay,river gate,Sera,inspect_memory,recover focus,v60:sera:route_warning:d144:s17,route warning,state observed without history rewrite,ssrm:v60:snapshot:d144:t02591,audit:v60:tick:02591:resident:sera,True,True
2592,145,0,movement,tool alcove,Tovan,talk,sort herbs,v60:tovan:water_carry:d145:s00,water carry,state observed without history rewrite,ssrm:v60:snapshot:d145:t02592,audit:v60:tick:02592:resident:tovan,True,True
2593,145,1,bounded conversation,rain court,Nia,offer_help,carry water,v60:nia:repair_promise:d145:s01,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02593,audit:v60:tick:02593:resident:nia,True,True
2594,145,2,schedule/debt,fiber loft,Ari,return_tool,dry cloaks,v60:ari:missed_greeting:d145:s02,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02594,audit:v60:tick:02594:resident:ari,True,True
2595,145,3,offscreen,west hearth,Fay,inspect_memory,map safe route,v60:fay:care_favor:d145:s03,care favor,state observed without history rewrite,ssrm:v60:snapshot:d145:t02595,audit:v60:tick:02595:resident:fay,True,True
2596,145,4,consequence,river gate,Milo,enter,rest after rain,v60:milo:route_warning:d145:s04,route warning,state observed without history rewrite,ssrm:v60:snapshot:d145:t02596,audit:v60:tick:02596:resident:milo,True,True
2597,145,5,save/restore,arrival court,Sera,talk,recover focus,v60:sera:tool_loan:d145:s05,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d145:t02597,audit:v60:tick:02597:resident:sera,True,True
2598,145,6,audit replay,tool alcove,Tovan,offer_help,repair awning,v60:tovan:water_carry:d145:s06,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02598,audit:v60:tick:02598:resident:tovan,True,True
2599,145,7,arrival,rain court,Nia,return_tool,sort herbs,v60:nia:repair_promise:d145:s07,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02599,audit:v60:tick:02599:resident:nia,True,True
2600,145,8,movement,fiber loft,Ari,inspect_memory,carry water,v60:ari:missed_greeting:d145:s08,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d145:t02600,audit:v60:tick:02600:resident:ari,True,True
2601,145,9,bounded conversation,west hearth,Fay,enter,dry cloaks,v60:fay:care_favor:d145:s09,care favor,state observed without history rewrite,ssrm:v60:snapshot:d145:t02601,audit:v60:tick:02601:resident:fay,True,True
2602,145,10,schedule/debt,river gate,Milo,talk,map safe route,v60:milo:route_warning:d145:s10,route warning,state observed without history rewrite,ssrm:v60:snapshot:d145:t02602,audit:v60:tick:02602:resident:milo,True,True
2603,145,11,offscreen,arrival court,Sera,offer_help,rest after rain,v60:sera:tool_loan:d145:s11,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02603,audit:v60:tick:02603:resident:sera,True,True
2604,145,12,consequence,tool alcove,Tovan,return_tool,recover focus,v60:tovan:water_carry:d145:s12,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02604,audit:v60:tick:02604:resident:tovan,True,True
2605,145,13,save/restore,rain court,Nia,inspect_memory,repair awning,v60:nia:repair_promise:d145:s13,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d145:t02605,audit:v60:tick:02605:resident:nia,True,True
2606,145,14,audit replay,fiber loft,Ari,enter,sort herbs,v60:ari:missed_greeting:d145:s14,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d145:t02606,audit:v60:tick:02606:resident:ari,True,True
2607,145,15,arrival,west hearth,Fay,talk,carry water,v60:fay:care_favor:d145:s15,care favor,state observed without history rewrite,ssrm:v60:snapshot:d145:t02607,audit:v60:tick:02607:resident:fay,True,True
2608,145,16,movement,river gate,Milo,offer_help,dry cloaks,v60:milo:route_warning:d145:s16,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02608,audit:v60:tick:02608:resident:milo,True,True
2609,145,17,bounded conversation,arrival court,Sera,return_tool,map safe route,v60:sera:tool_loan:d145:s17,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d145:t02609,audit:v60:tick:02609:resident:sera,True,True
2610,146,0,offscreen,rain court,Tovan,enter,recover focus,v60:tovan:repair_promise:d146:s00,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d146:t02610,audit:v60:tick:02610:resident:tovan,True,True
2611,146,1,consequence,fiber loft,Nia,talk,repair awning,v60:nia:missed_greeting:d146:s01,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d146:t02611,audit:v60:tick:02611:resident:nia,True,True
2612,146,2,save/restore,west hearth,Ari,offer_help,sort herbs,v60:ari:care_favor:d146:s02,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d146:t02612,audit:v60:tick:02612:resident:ari,True,True
2613,146,3,audit replay,river gate,Fay,return_tool,carry water,v60:fay:route_warning:d146:s03,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d146:t02613,audit:v60:tick:02613:resident:fay,True,True
2614,146,4,arrival,arrival court,Milo,inspect_memory,dry cloaks,v60:milo:tool_loan:d146:s04,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d146:t02614,audit:v60:tick:02614:resident:milo,True,True
2615,146,5,movement,tool alcove,Sera,enter,map safe route,v60:sera:water_carry:d146:s05,water carry,state observed without history rewrite,ssrm:v60:snapshot:d146:t02615,audit:v60:tick:02615:resident:sera,True,True
2616,146,6,bounded conversation,rain court,Tovan,talk,rest after rain,v60:tovan:repair_promise:d146:s06,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d146:t02616,audit:v60:tick:02616:resident:tovan,True,True
2617,146,7,schedule/debt,fiber loft,Nia,offer_help,recover focus,v60:nia:missed_greeting:d146:s07,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d146:t02617,audit:v60:tick:02617:resident:nia,True,True
2618,146,8,offscreen,west hearth,Ari,return_tool,repair awning,v60:ari:care_favor:d146:s08,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d146:t02618,audit:v60:tick:02618:resident:ari,True,True
2619,146,9,consequence,river gate,Fay,inspect_memory,sort herbs,v60:fay:route_warning:d146:s09,route warning,state observed without history rewrite,ssrm:v60:snapshot:d146:t02619,audit:v60:tick:02619:resident:fay,True,True
2620,146,10,save/restore,arrival court,Milo,enter,carry water,v60:milo:tool_loan:d146:s10,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d146:t02620,audit:v60:tick:02620:resident:milo,True,True
2621,146,11,audit replay,tool alcove,Sera,talk,dry cloaks,v60:sera:water_carry:d146:s11,water carry,state observed without history rewrite,ssrm:v60:snapshot:d146:t02621,audit:v60:tick:02621:resident:sera,True,True
2622,146,12,arrival,rain court,Tovan,offer_help,map safe route,v60:tovan:repair_promise:d146:s12,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d146:t02622,audit:v60:tick:02622:resident:tovan,True,True
2623,146,13,movement,fiber loft,Nia,return_tool,rest after rain,v60:nia:missed_greeting:d146:s13,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d146:t02623,audit:v60:tick:02623:resident:nia,True,True
2624,146,14,bounded conversation,west hearth,Ari,inspect_memory,recover focus,v60:ari:care_favor:d146:s14,care favor,state observed without history rewrite,ssrm:v60:snapshot:d146:t02624,audit:v60:tick:02624:resident:ari,True,True
2625,146,15,schedule/debt,river gate,Fay,enter,repair awning,v60:fay:route_warning:d146:s15,route warning,state observed without history rewrite,ssrm:v60:snapshot:d146:t02625,audit:v60:tick:02625:resident:fay,True,True
2626,146,16,offscreen,arrival court,Milo,talk,sort herbs,v60:milo:tool_loan:d146:s16,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d146:t02626,audit:v60:tick:02626:resident:milo,True,True
2627,146,17,consequence,tool alcove,Sera,offer_help,carry water,v60:sera:water_carry:d146:s17,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d146:t02627,audit:v60:tick:02627:resident:sera,True,True
2628,147,0,audit replay,fiber loft,Tovan,inspect_memory,map safe route,v60:tovan:missed_greeting:d147:s00,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d147:t02628,audit:v60:tick:02628:resident:tovan,True,True
2629,147,1,arrival,west hearth,Nia,enter,rest after rain,v60:nia:care_favor:d147:s01,care favor,state observed without history rewrite,ssrm:v60:snapshot:d147:t02629,audit:v60:tick:02629:resident:nia,True,True
2630,147,2,movement,river gate,Ari,talk,recover focus,v60:ari:route_warning:d147:s02,route warning,state observed without history rewrite,ssrm:v60:snapshot:d147:t02630,audit:v60:tick:02630:resident:ari,True,True
2631,147,3,bounded conversation,arrival court,Fay,offer_help,repair awning,v60:fay:tool_loan:d147:s03,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d147:t02631,audit:v60:tick:02631:resident:fay,True,True
2632,147,4,schedule/debt,tool alcove,Milo,return_tool,sort herbs,v60:milo:water_carry:d147:s04,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d147:t02632,audit:v60:tick:02632:resident:milo,True,True
2633,147,5,offscreen,rain court,Sera,inspect_memory,carry water,v60:sera:repair_promise:d147:s05,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d147:t02633,audit:v60:tick:02633:resident:sera,True,True
2634,147,6,consequence,fiber loft,Tovan,enter,dry cloaks,v60:tovan:missed_greeting:d147:s06,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d147:t02634,audit:v60:tick:02634:resident:tovan,True,True
2635,147,7,save/restore,west hearth,Nia,talk,map safe route,v60:nia:care_favor:d147:s07,care favor,state observed without history rewrite,ssrm:v60:snapshot:d147:t02635,audit:v60:tick:02635:resident:nia,True,True
2636,147,8,audit replay,river gate,Ari,offer_help,rest after rain,v60:ari:route_warning:d147:s08,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d147:t02636,audit:v60:tick:02636:resident:ari,True,True
2637,147,9,arrival,arrival court,Fay,return_tool,recover focus,v60:fay:tool_loan:d147:s09,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d147:t02637,audit:v60:tick:02637:resident:fay,True,True
2638,147,10,movement,tool alcove,Milo,inspect_memory,repair awning,v60:milo:water_carry:d147:s10,water carry,state observed without history rewrite,ssrm:v60:snapshot:d147:t02638,audit:v60:tick:02638:resident:milo,True,True
2639,147,11,bounded conversation,rain court,Sera,enter,sort herbs,v60:sera:repair_promise:d147:s11,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d147:t02639,audit:v60:tick:02639:resident:sera,True,True
2640,147,12,schedule/debt,fiber loft,Tovan,talk,carry water,v60:tovan:missed_greeting:d147:s12,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d147:t02640,audit:v60:tick:02640:resident:tovan,True,True
2641,147,13,offscreen,west hearth,Nia,offer_help,dry cloaks,v60:nia:care_favor:d147:s13,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d147:t02641,audit:v60:tick:02641:resident:nia,True,True
2642,147,14,consequence,river gate,Ari,return_tool,map safe route,v60:ari:route_warning:d147:s14,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d147:t02642,audit:v60:tick:02642:resident:ari,True,True
2643,147,15,save/restore,arrival court,Fay,inspect_memory,rest after rain,v60:fay:tool_loan:d147:s15,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d147:t02643,audit:v60:tick:02643:resident:fay,True,True
2644,147,16,audit replay,tool alcove,Milo,enter,recover focus,v60:milo:water_carry:d147:s16,water carry,state observed without history rewrite,ssrm:v60:snapshot:d147:t02644,audit:v60:tick:02644:resident:milo,True,True
2645,147,17,arrival,rain court,Sera,talk,repair awning,v60:sera:repair_promise:d147:s17,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d147:t02645,audit:v60:tick:02645:resident:sera,True,True
2646,148,0,bounded conversation,west hearth,Tovan,return_tool,carry water,v60:tovan:care_favor:d148:s00,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d148:t02646,audit:v60:tick:02646:resident:tovan,True,True
