tick,day,resident,room,sound_level,smell_strength,temperature_c,wetness,light_level,pain_signal,fatigue_signal,overlay_intensity,sensory_frequency_hz,flower_phase,overlay_visible
2163,121,Ari,rain court,0.492407,0.216946,12.453,0.52057,0.7,0.02986,0.199426,0.359868,3.942,bud,True
2164,121,Fay,tool alcove,0.472666,0.203208,12.612,0.040163,0.751404,0.029127,0.225897,0.287077,4.312,bloom,True
2165,121,Milo,fiber loft,0.452811,0.189966,12.78,0.040003,0.795776,0.028397,0.252368,0.29322,4.682,fruit,True
2166,121,Sera,glasshouse,0.432942,0.177258,12.958,0.040089,0.831769,0.027672,0.278838,0.298095,5.052,compost,True
2167,121,Tovan,river gate,0.413158,0.165119,13.143,0.520421,0.858289,0.186951,0.305309,0.408208,5.422,seed,True
2168,121,Nia,west hearth,0.393561,0.153584,13.337,0.040999,0.874531,0.026235,0.331779,0.303448,5.792,root,True
2169,121,Ari,rain court,0.374247,0.142685,13.538,0.521822,0.88,0.025524,0.35825,0.383755,2.832,stem,True
2170,121,Fay,tool alcove,0.355315,0.132452,13.747,0.042888,0.874531,0.024819,0.38472,0.302454,3.202,leaf,True
2171,121,Milo,fiber loft,0.336861,0.122915,13.963,0.044198,0.858289,0.024118,0.411191,0.299595,3.572,bud,True
2172,121,Sera,glasshouse,0.318976,0.114099,14.185,0.045748,0.831769,0.023424,0.437662,0.29528,3.942,bloom,True
2173,121,Tovan,river gate,0.301752,0.10603,14.413,0.527536,0.795776,0.022735,0.464132,0.36966,4.312,fruit,True
2174,121,Nia,west hearth,0.285275,0.09873,14.647,0.049561,0.751404,0.182053,0.490603,0.309604,4.682,compost,True
2175,121,Ari,rain court,0.269628,0.092221,14.886,0.531818,0.7,0.021377,0.517073,0.355353,5.052,seed,True
2176,121,Fay,tool alcove,0.254889,0.086519,15.13,0.054306,0.643127,0.020707,0.543544,0.267182,5.422,root,True
2177,121,Milo,fiber loft,0.241134,0.081642,15.379,0.057021,0.582513,0.020045,0.570015,0.258728,5.792,stem,True
2178,122,Sera,river gate,0.228431,0.077603,12.162,0.539959,0.52,0.01939,0.120692,0.251013,2.873,stem,True
2179,122,Tovan,west hearth,0.216845,0.074413,12.302,0.063116,0.582513,0.018743,0.147163,0.183799,3.243,leaf,True
2180,122,Nia,rain court,0.206433,0.072081,12.453,0.546488,0.643127,0.178103,0.173633,0.303311,3.613,bud,True
2181,122,Ari,tool alcove,0.197249,0.070614,12.612,0.07007,0.7,0.017471,0.200104,0.209251,3.983,bloom,True
2182,122,Fay,fiber loft,0.189339,0.070015,12.78,0.073857,0.751404,0.016847,0.226574,0.221339,4.353,fruit,True
2183,122,Milo,glasshouse,0.182742,0.070288,12.958,0.077844,0.795776,0.016231,0.253045,0.232654,4.723,compost,True
2184,122,Sera,river gate,0.177491,0.07143,13.143,0.562026,0.831769,0.015624,0.279516,0.322976,5.093,seed,True
2185,122,Tovan,west hearth,0.173614,0.073438,13.337,0.086397,0.858289,0.015026,0.305986,0.252125,5.463,root,True
2186,122,Nia,rain court,0.171129,0.076308,13.538,0.57095,0.874531,0.014437,0.332457,0.339969,5.833,stem,True
2187,122,Ari,tool alcove,0.17005,0.08003,13.747,0.09568,0.88,0.173857,0.358927,0.293091,2.873,leaf,True
2188,122,Fay,fiber loft,0.170381,0.084595,13.963,0.100581,0.874531,0.013287,0.385398,0.271462,3.243,bud,True
2189,122,Milo,glasshouse,0.172121,0.089989,14.185,0.105644,0.858289,0.012726,0.411869,0.275106,3.613,bloom,True
2190,122,Sera,river gate,0.175261,0.096198,14.413,0.590865,0.831769,0.012175,0.438339,0.357435,3.983,fruit,True
2191,122,Tovan,west hearth,0.179786,0.103204,14.647,0.116234,0.795776,0.011634,0.46481,0.278574,4.353,compost,True
2192,122,Nia,rain court,0.185672,0.110987,14.886,0.601746,0.751404,0.011103,0.49128,0.358699,4.723,seed,True
2193,122,Ari,tool alcove,0.192891,0.119526,15.13,0.127392,0.7,0.010583,0.517751,0.278024,5.093,root,True
2194,122,Fay,fiber loft,0.201404,0.128796,15.379,0.133165,0.643127,0.170073,0.544222,0.303465,5.463,stem,True
2195,122,Milo,glasshouse,0.211171,0.138772,15.631,0.139057,0.582513,0.009574,0.570692,0.275297,5.833,leaf,True
2196,123,Sera,west hearth,0.222141,0.149425,12.302,0.14506,0.52,0.009087,0.122371,0.19468,2.914,leaf,True
2197,123,Tovan,rain court,0.234259,0.160725,12.453,0.631165,0.582513,0.00861,0.148841,0.294352,3.284,bud,True
2198,123,Nia,tool alcove,0.247464,0.172642,12.612,0.157365,0.643127,0.008145,0.175312,0.234009,3.654,bloom,True
2199,123,Ari,fiber loft,0.261689,0.185141,12.78,0.16365,0.7,0.007691,0.201782,0.253325,4.024,fruit,True
2200,123,Fay,glasshouse,0.276864,0.198187,12.958,0.170012,0.751404,0.167249,0.228253,0.298661,4.394,compost,True
2201,123,Milo,river gate,0.292911,0.211743,13.143,0.656443,0.795776,0.006818,0.254724,0.369736,4.764,seed,True
2202,123,Sera,west hearth,0.309749,0.225772,13.337,0.182933,0.831769,0.0064,0.281194,0.306303,5.134,root,True
2203,123,Tovan,rain court,0.327295,0.240235,13.538,0.669475,0.858289,0.005993,0.307665,0.401492,5.504,stem,True
2204,123,Nia,tool alcove,0.345458,0.255089,13.747,0.196058,0.874531,0.005599,0.334135,0.335145,5.874,leaf,True
2205,123,Ari,fiber loft,0.364148,0.270295,13.963,0.202673,0.88,0.005218,0.360606,0.347157,2.914,bud,True
2206,123,Fay,glasshouse,0.383271,0.285808,14.185,0.209313,0.874531,0.004849,0.387076,0.357475,3.284,bloom,True
2207,123,Milo,river gate,0.40273,0.301587,14.413,0.695967,0.858289,0.164493,0.413547,0.472769,3.654,fruit,True
2208,123,Sera,west hearth,0.422428,0.317585,14.647,0.222626,0.831769,0.004149,0.440018,0.373096,4.024,compost,True
2209,123,Tovan,rain court,0.442264,0.333759,14.886,0.709282,0.795776,0.003818,0.466488,0.458565,4.394,seed,True
2210,123,Nia,tool alcove,0.462139,0.350062,15.13,0.235926,0.751404,0.003501,0.492959,0.382665,4.764,root,True
2211,123,Ari,fiber loft,0.481953,0.36645,15.379,0.242547,0.7,0.003197,0.519429,0.385596,5.134,stem,True
2212,123,Fay,glasshouse,0.501606,0.382875,15.631,0.249138,0.643127,0.002906,0.5459,0.387592,5.504,leaf,True
2213,123,Milo,river gate,0.520999,0.399293,15.887,0.735688,0.582513,0.002628,0.572371,0.468915,5.874,bud,True
2214,124,Sera,rain court,0.540034,0.415656,12.453,0.74219,0.52,0.002364,0.125022,0.390878,2.955,bud,True
2215,124,Tovan,tool alcove,0.558616,0.43192,12.612,0.268634,0.582513,0.002113,0.151492,0.332548,3.325,bloom,True
2216,124,Nia,fiber loft,0.57665,0.448037,12.78,0.275012,0.643127,0.001876,0.177963,0.353778,3.695,fruit,True
2217,124,Ari,glasshouse,0.594046,0.463963,12.958,0.281314,0.7,0.001653,0.204433,0.374235,4.065,compost,True
2218,124,Fay,river gate,0.610717,0.479654,13.143,0.767532,0.751404,0.001444,0.230904,0.473609,4.435,seed,True
2219,124,Milo,west hearth,0.626577,0.495065,13.337,0.293658,0.795776,0.001248,0.257375,0.411616,4.805,root,True
2220,124,Sera,rain court,0.641548,0.510152,13.538,0.779683,0.831769,0.161067,0.283845,0.534677,5.175,stem,True
2221,124,Tovan,tool alcove,0.655553,0.524874,13.747,0.305599,0.858289,0.0009,0.310316,0.442589,5.545,leaf,True
2222,124,Nia,fiber loft,0.668523,0.539189,13.963,0.311398,0.874531,0.000747,0.336786,0.455196,5.915,bud,True
2223,124,Ari,glasshouse,0.680391,0.553058,14.185,0.317072,0.88,0.000607,0.363257,0.465731,2.955,bloom,True
2224,124,Fay,river gate,0.691099,0.56644,14.413,0.802613,0.874531,0.000483,0.389727,0.554149,3.325,fruit,True
2225,124,Milo,west hearth,0.700592,0.579298,14.647,0.328013,0.858289,0.000372,0.416198,0.48046,3.695,compost,True
2226,124,Sera,rain court,0.708822,0.591597,14.886,0.813265,0.831769,0.000276,0.442669,0.564733,4.065,seed,True
2227,124,Tovan,tool alcove,0.715748,0.603302,15.13,0.338363,0.795776,0.160194,0.469139,0.513754,4.435,root,True
2228,124,Nia,fiber loft,0.721335,0.614379,15.379,0.343298,0.751404,0.000126,0.49561,0.487692,4.805,stem,True
2229,124,Ari,glasshouse,0.725555,0.624799,15.631,0.348065,0.7,7.3e-05,0.52208,0.486762,5.175,leaf,True
2230,124,Fay,river gate,0.728386,0.63453,15.887,0.832656,0.643127,3.4e-05,0.548551,0.564548,5.545,bud,True
2231,124,Milo,west hearth,0.729814,0.643547,16.146,0.357066,0.582513,1e-05,0.575022,0.481329,5.915,bloom,True
2232,125,Sera,tool alcove,0.729833,0.651824,12.612,0.361288,0.52,0.0,0.1286,0.398591,2.996,bloom,True
2233,125,Tovan,fiber loft,0.728441,0.659338,12.78,0.365317,0.582513,0.160005,0.155071,0.441781,3.366,fruit,True
2234,125,Nia,glasshouse,0.725647,0.666067,12.958,0.369147,0.643127,2.4e-05,0.181542,0.430925,3.736,compost,True
2235,125,Ari,river gate,0.721463,0.671992,13.143,0.852773,0.7,5.7e-05,0.208012,0.525716,4.106,seed,True
2236,125,Fay,west hearth,0.715912,0.677098,13.337,0.376189,0.751404,0.000105,0.234483,0.459198,4.476,root,True
2237,125,Milo,rain court,0.70902,0.681369,13.538,0.859392,0.795776,0.000167,0.260953,0.551113,4.846,stem,True
2238,125,Sera,tool alcove,0.700824,0.684794,13.747,0.382376,0.831769,0.000244,0.287424,0.481239,5.216,leaf,True
2239,125,Tovan,fiber loft,0.691363,0.687363,13.963,0.385139,0.858289,0.000335,0.313895,0.489397,5.586,bud,True
2240,125,Nia,glasshouse,0.680687,0.689069,14.185,0.387675,0.874531,0.16044,0.340365,0.522128,5.956,bloom,True
2241,125,Ari,river gate,0.668848,0.689907,14.413,0.869982,0.88,0.00056,0.366836,0.579355,2.996,fruit,True
2242,125,Fay,west hearth,0.655906,0.689874,14.647,0.392056,0.874531,0.000694,0.393306,0.501061,3.366,compost,True
2243,125,Milo,rain court,0.641927,0.688972,14.886,0.873894,0.858289,0.000842,0.419777,0.580617,3.736,seed,True
2244,125,Sera,tool alcove,0.62698,0.687201,15.13,0.395495,0.831769,0.001004,0.446247,0.498116,4.106,root,True
2245,125,Tovan,fiber loft,0.611142,0.684568,15.379,0.396855,0.795776,0.00118,0.472718,0.493707,4.476,stem,True
2246,125,Nia,glasshouse,0.594492,0.681079,15.631,0.397973,0.751404,0.00137,0.499189,0.487585,4.846,leaf,True
2247,125,Ari,river gate,0.577114,0.676745,15.887,0.878848,0.7,0.161574,0.525659,0.586657,5.216,bud,True
2248,125,Fay,west hearth,0.559095,0.671578,16.146,0.399478,0.643127,0.001792,0.55213,0.4712,5.586,bloom,True
2249,125,Milo,rain court,0.540527,0.665592,16.407,0.879862,0.582513,0.002024,0.5786,0.54152,5.956,fruit,True
2250,126,Sera,fiber loft,0.521502,0.658803,12.78,0.4,0.52,0.00227,0.133047,0.372604,2.75,fruit,True
2251,126,Tovan,glasshouse,0.502117,0.651232,12.958,0.399891,0.582513,0.002529,0.159517,0.382967,3.12,compost,True
2252,126,Nia,river gate,0.48247,0.642899,13.143,0.879536,0.643127,0.002802,0.185988,0.472804,3.49,seed,True
2253,126,Ari,west hearth,0.462659,0.633828,13.337,0.398936,0.7,0.163088,0.212458,0.428495,3.86,root,True
2254,126,Fay,rain court,0.442784,0.624044,13.538,0.87809,0.751404,0.003387,0.238929,0.489773,4.23,stem,True
2255,126,Milo,tool alcove,0.422945,0.613574,13.747,0.397001,0.795776,0.0037,0.2654,0.416399,4.6,leaf,True
2256,126,Sera,fiber loft,0.403243,0.602449,13.963,0.39567,0.831769,0.004026,0.29187,0.421504,4.97,bud,True
2257,126,Tovan,glasshouse,0.383777,0.590699,14.185,0.394098,0.858289,0.004364,0.318341,0.424928,5.34,bloom,True
2258,126,Nia,river gate,0.364644,0.578357,14.413,0.872287,0.874531,0.004716,0.344811,0.506558,5.71,fruit,True
2259,126,Ari,west hearth,0.345941,0.565458,14.647,0.390241,0.88,0.00508,0.371282,0.426334,2.75,compost,True
2260,126,Fay,rain court,0.327762,0.552038,14.886,0.867962,0.874531,0.165457,0.397753,0.530917,3.12,seed,True
2261,126,Milo,tool alcove,0.3102,0.538135,15.13,0.385453,0.858289,0.005847,0.424223,0.420358,3.49,root,True
2262,126,Sera,fiber loft,0.293342,0.523788,15.379,0.382717,0.831769,0.006249,0.450694,0.41476,3.86,stem,True
2263,126,Tovan,glasshouse,0.277273,0.509038,15.631,0.379759,0.795776,0.006663,0.477164,0.407612,4.23,leaf,True
2264,126,Nia,river gate,0.262075,0.493924,15.887,0.856582,0.751404,0.007089,0.503635,0.479118,4.6,bud,True
2265,126,Ari,west hearth,0.247823,0.478491,16.146,0.373191,0.7,0.007526,0.530106,0.389523,4.97,bloom,True
2266,126,Fay,rain court,0.234591,0.462781,16.407,0.84959,0.643127,0.007976,0.556576,0.459107,5.34,fruit,True
2267,126,Milo,tool alcove,0.222443,0.446839,16.671,0.365784,0.582513,0.168437,0.583047,0.394844,5.71,compost,True
2268,127,Sera,glasshouse,0.211443,0.430709,12.958,0.361779,0.52,0.00891,0.138285,0.278521,2.791,compost,True
2269,127,Tovan,river gate,0.201644,0.414437,13.143,0.837579,0.582513,0.009393,0.164756,0.368387,3.161,seed,True
2270,127,Nia,west hearth,0.193097,0.398068,13.337,0.353192,0.643127,0.009888,0.191227,0.2981,3.531,root,True
2271,127,Ari,rain court,0.185844,0.381648,13.538,0.828622,0.7,0.010394,0.217697,0.387368,3.901,stem,True
2272,127,Fay,tool alcove,0.179923,0.365224,13.747,0.343876,0.751404,0.01091,0.244168,0.315917,4.271,leaf,True
2273,127,Milo,fiber loft,0.175362,0.348841,13.963,0.33896,0.795776,0.171437,0.270638,0.350169,4.641,bud,True
2274,127,Sera,glasshouse,0.172185,0.332546,14.185,0.333881,0.831769,0.011974,0.297109,0.329911,5.011,bloom,True
2275,127,Tovan,river gate,0.170408,0.316384,14.413,0.808647,0.858289,0.012522,0.323579,0.414972,5.381,fruit,True
2276,127,Nia,west hearth,0.17004,0.3004,14.647,0.323264,0.874531,0.013079,0.35005,0.338561,5.751,compost,True
2277,127,Ari,rain court,0.171083,0.28464,14.886,0.797739,0.88,0.013646,0.376521,0.420605,2.791,seed,True
2278,127,Fay,tool alcove,0.173531,0.269148,15.13,0.312081,0.874531,0.014222,0.402991,0.341084,3.161,root,True
2279,127,Milo,fiber loft,0.177372,0.253967,15.379,0.306297,0.858289,0.014808,0.429462,0.340033,3.531,stem,True
2280,127,Sera,glasshouse,0.182587,0.23914,15.631,0.300394,0.831769,0.175403,0.455932,0.364204,3.901,leaf,True
2281,127,Tovan,river gate,0.189149,0.224709,15.887,0.774382,0.795776,0.016007,0.482403,0.413738,4.271,bud,True
2282,127,Nia,west hearth,0.197026,0.210714,16.146,0.288268,0.751404,0.016619,0.508874,0.328817,4.641,bloom,True
2283,127,Ari,rain court,0.206177,0.197194,16.407,0.76206,0.7,0.01724,0.535344,0.403003,5.011,fruit,True
2284,127,Fay,tool alcove,0.216557,0.184188,16.671,0.275767,0.643127,0.017869,0.561815,0.316554,5.381,compost,True
2285,127,Milo,fiber loft,0.228114,0.171731,16.935,0.269398,0.582513,0.018506,0.588285,0.309758,5.751,seed,True
2286,128,Sera,river gate,0.240788,0.15986,13.143,0.742962,0.52,0.179151,0.144228,0.331165,2.832,seed,True
2287,128,Tovan,west hearth,0.254516,0.148606,13.337,0.256466,0.582513,0.019803,0.170699,0.238767,3.202,root,True
2288,128,Nia,rain court,0.26923,0.138003,13.538,0.729921,0.643127,0.020463,0.197169,0.332985,3.572,stem,True
2289,128,Ari,tool alcove,0.284854,0.128079,13.747,0.243334,0.7,0.021129,0.22364,0.266839,3.942,leaf,True
2290,128,Fay,fiber loft,0.301311,0.118862,13.963,0.236716,0.751404,0.021803,0.25011,0.280034,4.312,bud,True
2291,128,Milo,glasshouse,0.318517,0.110379,14.185,0.230075,0.795776,0.022483,0.276581,0.292302,4.682,bloom,True
2292,128,Sera,river gate,0.336385,0.102654,14.413,0.70342,0.831769,0.023169,0.303052,0.383408,5.052,fruit,True
2293,128,Tovan,west hearth,0.354826,0.095707,14.647,0.21676,0.858289,0.183862,0.329522,0.339828,5.422,compost,True
2294,128,Nia,rain court,0.373746,0.089558,14.886,0.690105,0.874531,0.02456,0.355993,0.401415,5.792,seed,True
2295,128,Ari,tool alcove,0.393051,0.084225,15.13,0.203464,0.88,0.025264,0.382463,0.328078,2.832,root,True
2296,128,Fay,fiber loft,0.412643,0.079723,15.379,0.196845,0.874531,0.025973,0.408934,0.333108,3.202,stem,True
2297,128,Milo,glasshouse,0.432423,0.076064,15.631,0.190257,0.858289,0.026687,0.435404,0.336521,3.572,leaf,True
2298,128,Sera,river gate,0.452291,0.073258,15.887,0.663711,0.831769,0.027406,0.461875,0.418385,3.942,bud,True
2299,128,Tovan,west hearth,0.472148,0.071314,16.146,0.177214,0.795776,0.02813,0.488346,0.338821,4.312,bloom,True
2300,128,Nia,rain court,0.491893,0.070237,16.407,0.650775,0.751404,0.188857,0.514816,0.444664,4.682,fruit,True
2301,128,Ari,tool alcove,0.511427,0.07003,16.671,0.164404,0.7,0.029589,0.541287,0.336123,5.052,compost,True
2302,128,Fay,fiber loft,0.530652,0.070693,16.935,0.15811,0.643127,0.030325,0.567757,0.333444,5.422,seed,True
2303,128,Milo,glasshouse,0.54947,0.072225,17.201,0.151899,0.582513,0.031064,0.594228,0.330233,5.792,root,True
2304,129,Sera,west hearth,0.567787,0.074621,13.337,0.145783,0.52,0.031807,0.150774,0.248462,2.873,root,True
2305,129,Tovan,rain court,0.585511,0.077875,13.538,0.619767,0.582513,0.032552,0.177245,0.345911,3.243,stem,True
2306,129,Nia,tool alcove,0.602551,0.081978,13.747,0.133862,0.643127,0.1933,0.203716,0.309756,3.613,leaf,True
2307,129,Ari,fiber loft,0.618823,0.086917,13.963,0.128074,0.7,0.03405,0.230186,0.299675,3.983,bud,True
2308,129,Fay,glasshouse,0.634245,0.092679,14.185,0.122412,0.751404,0.034803,0.256657,0.315367,4.353,bloom,True
2309,129,Milo,river gate,0.648738,0.099249,14.413,0.596884,0.795776,0.035557,0.283127,0.409888,4.723,fruit,True
2310,129,Sera,west hearth,0.662229,0.106606,14.647,0.111497,0.831769,0.036313,0.309598,0.343002,5.093,compost,True
2311,129,Tovan,rain court,0.674651,0.114732,14.886,0.586259,0.858289,0.037071,0.336068,0.434512,5.463,seed,True
2312,129,Nia,tool alcove,0.685941,0.123602,15.13,0.101176,0.874531,0.037829,0.362539,0.36427,5.833,root,True
2313,129,Ari,fiber loft,0.696043,0.133193,15.379,0.096256,0.88,0.198588,0.38901,0.398848,2.873,stem,True
2314,129,Fay,glasshouse,0.704904,0.143476,15.631,0.091505,0.874531,0.039348,0.41548,0.378207,3.243,leaf,True
2315,129,Milo,river gate,0.712481,0.154424,15.887,0.56693,0.858289,0.040108,0.441951,0.462364,3.613,bud,True
2316,129,Sera,west hearth,0.718736,0.166006,16.146,0.082537,0.831769,0.040868,0.468421,0.384723,3.983,bloom,True
2317,129,Tovan,rain court,0.723636,0.178188,16.407,0.558333,0.795776,0.041628,0.494892,0.465409,4.353,fruit,True
2318,129,Nia,tool alcove,0.727157,0.190937,16.671,0.074322,0.751404,0.042387,0.521363,0.384595,4.723,compost,True
2319,129,Ari,fiber loft,0.729282,0.204217,16.935,0.070511,0.7,0.043145,0.547833,0.382498,5.093,seed,True
2320,129,Fay,glasshouse,0.73,0.217991,17.201,0.066904,0.643127,0.203902,0.574304,0.406038,5.463,root,True
2321,129,Milo,river gate,0.729307,0.232219,17.468,0.543507,0.582513,0.044658,0.600774,0.455496,5.833,stem,True
2322,130,Sera,rain court,0.727206,0.246863,13.538,0.540324,0.52,0.045411,0.157814,0.372936,2.914,stem,True
2323,130,Tovan,tool alcove,0.723709,0.261881,13.747,0.05736,0.582513,0.046163,0.184284,0.309318,3.284,leaf,True
2324,130,Nia,fiber loft,0.718832,0.27723,13.963,0.054618,0.643127,0.046913,0.210755,0.325246,3.654,bud,True
2325,130,Ari,glasshouse,0.712601,0.292868,14.185,0.052103,0.7,0.04766,0.237226,0.34041,4.024,bloom,True
2326,130,Fay,river gate,0.705046,0.308751,14.413,0.529818,0.751404,0.208405,0.263696,0.461187,4.394,fruit,True
2327,130,Milo,west hearth,0.696207,0.324833,14.647,0.047765,0.795776,0.049146,0.290167,0.367316,4.764,compost,True
2328,130,Sera,rain court,0.686126,0.341071,14.886,0.525948,0.831769,0.049885,0.316637,0.458573,5.134,seed,True
2329,130,Tovan,tool alcove,0.674856,0.357418,15.13,0.04437,0.858289,0.050619,0.343108,0.38811,5.504,root,True
2330,130,Nia,fiber loft,0.662453,0.373828,15.379,0.043032,0.874531,0.05135,0.369579,0.395795,5.874,stem,True
2331,130,Ari,glasshouse,0.64898,0.390256,15.631,0.041936,0.88,0.052077,0.396049,0.40155,2.914,leaf,True
2332,130,Fay,river gate,0.634504,0.406655,15.887,0.521084,0.874531,0.052799,0.42252,0.485349,3.284,bud,True
2333,130,Milo,west hearth,0.619098,0.422979,16.146,0.040477,0.858289,0.213517,0.44899,0.433892,3.654,bloom,True
2334,130,Sera,rain court,0.60284,0.439182,16.407,0.520115,0.831769,0.054229,0.475461,0.487266,4.024,fruit,True
2335,130,Tovan,tool alcove,0.585812,0.45522,16.671,0.04,0.795776,0.054937,0.501932,0.405613,4.394,compost,True
2336,130,Nia,fiber loft,0.568099,0.471045,16.935,0.040131,0.751404,0.055639,0.528402,0.402454,4.764,seed,True
2337,130,Ari,glasshouse,0.549792,0.486616,17.201,0.040509,0.7,0.056336,0.554873,0.398021,5.134,root,True
2338,130,Fay,river gate,0.530981,0.501887,17.468,0.521132,0.643127,0.057027,0.581343,0.472583,5.504,stem,True
2339,130,Milo,west hearth,0.511763,0.516815,17.734,0.042,0.582513,0.057711,0.607814,0.386436,5.874,leaf,True
2340,131,Sera,tool alcove,0.492233,0.531359,13.747,0.043111,0.52,0.05839,0.165228,0.30172,2.955,leaf,True
2341,131,Tovan,fiber loft,0.472491,0.545479,13.963,0.044465,0.582513,0.059061,0.191698,0.315951,3.325,bud,True
2342,131,Nia,glasshouse,0.452635,0.559133,14.185,0.046059,0.643127,0.059726,0.218169,0.329808,3.695,bloom,True
2343,131,Ari,river gate,0.432766,0.572285,14.413,0.527891,0.7,0.060383,0.24464,0.422994,4.065,fruit,True
2344,131,Fay,west hearth,0.412984,0.584896,14.647,0.049959,0.751404,0.061034,0.27111,0.355231,4.435,compost,True
2345,131,Milo,rain court,0.393388,0.596932,14.886,0.532259,0.795776,0.061676,0.297581,0.446269,4.805,seed,True
2346,131,Sera,tool alcove,0.374078,0.608359,15.13,0.05479,0.831769,0.222311,0.324051,0.40256,5.175,root,True
2347,131,Tovan,fiber loft,0.35515,0.619144,15.379,0.057546,0.858289,0.062938,0.350522,0.383931,5.545,stem,True
