tick_id,day,settlement_id,resident_id,project_id,project_name,scheduled_slot,task_site,project_stage,progress_before,progress_after,resident_owned_schedule,schedule_conflict_present,schedule_conflict_resolved,world_state_target,private_workspace_sealed,frequency_hz,flower_phase
1930,108,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-108:tick-04:resident-led,meal room,handoff,0.366,0.377,True,True,True,meal room:test rope bridge,True,32.73973,0.537333
1931,108,orchid_engine,Cai,9567222324,tend orchid lamp,day-108:tick-05:resident-led,engine ring,restock,0.366,0.377,True,False,True,engine ring:tend orchid lamp,True,35.07273,0.563667
1932,108,moss_ward,Milo,022ca473b4,drain rain path,day-108:tick-06:resident-led,blanket room,survey,0.311,0.322,True,False,True,blanket room:drain rain path,True,30.42078,0.521
1933,108,glass_harbor,Sera,e2517cc645,seal fog catcher,day-108:tick-07:resident-led,fog rail,prepare,0.311,0.322,True,False,True,fog rail:seal fog catcher,True,31.56378,0.537333
1934,108,cinder_garden,Juno,46bd9e887d,shade seed rows,day-108:tick-08:resident-led,seed shelf,work,0.364,0.375,True,True,True,seed shelf:shade seed rows,True,34.13155,0.561667
1935,108,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-108:tick-09:resident-led,signal post,inspect,0.364,0.375,True,False,True,signal post:mark signal bell,True,32.80455,0.554
1936,108,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-108:tick-10:resident-led,orchid bay,handoff,0.311,0.32,True,True,False,orchid bay:listen to valve pulse,True,35.1326,0.580333
1937,108,moss_ward,Tala,825eef3be9,copy root ledger,day-108:tick-11:resident-led,rain gate,restock,0.311,0.322,True,False,True,rain gate:copy root ledger,True,30.48578,0.537667
1938,108,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-108:tick-12:resident-led,net room,survey,0.362,0.373,True,True,True,net room:relight public lamp,True,31.63337,0.554
1939,108,cinder_garden,Pax,bfe20f64e9,cool ash path,day-108:tick-13:resident-led,shade tent,prepare,0.364,0.375,True,False,True,shade tent:cool ash path,True,34.19655,0.578333
1940,108,lichen_bridge,Rin,1ca3ca05c1,test rope bridge,day-108:tick-14:resident-led,rope bridge,work,0.309,0.32,True,False,True,rope bridge:test rope bridge,True,32.8646,0.570667
1941,108,orchid_engine,Eli,79a49a3901,tend orchid lamp,day-108:tick-15:resident-led,gear wash,inspect,0.309,0.32,True,False,True,gear wash:tend orchid lamp,True,35.1976,0.597
1942,108,moss_ward,Ari,27a5f6be30,drain rain path,day-108:tick-16:resident-led,root alcove,handoff,0.362,0.373,True,True,True,root alcove:drain rain path,True,30.55537,0.554333
1943,108,glass_harbor,Oren,139ed15166,seal fog catcher,day-108:tick-17:resident-led,lamp pier,restock,0.364,0.375,True,False,True,lamp pier:seal fog catcher,True,31.69855,0.570667
1944,109,lichen_bridge,Luma,6e76849c77,weave spare rope,day-109:tick-00:resident-led,meal room,prepare,0.373,0.384,True,False,True,meal room:weave spare rope,True,32.92236,0.584556
1945,109,orchid_engine,Dax,1194905158,stabilize steam kettle,day-109:tick-01:resident-led,engine ring,work,0.375,0.386,True,False,True,engine ring:stabilize steam kettle,True,35.25554,0.610889
1946,109,moss_ward,Tala,ffd144b235,patch blanket loom,day-109:tick-02:resident-led,blanket room,inspect,0.309,0.32,True,False,True,blanket room:patch blanket loom,True,30.6026,0.568222
1947,109,glass_harbor,Nia,e283abe06a,mark crossing rope,day-109:tick-03:resident-led,fog rail,handoff,0.309,0.32,True,True,True,fog rail:mark crossing rope,True,31.7456,0.584556
1948,109,cinder_garden,Pax,f91854767d,sort ember fruit,day-109:tick-04:resident-led,seed shelf,restock,0.375,0.386,True,False,True,seed shelf:sort ember fruit,True,34.31454,0.608889
1949,109,lichen_bridge,Rin,47513db752,repair meal ledger,day-109:tick-05:resident-led,signal post,survey,0.375,0.386,True,False,True,signal post:repair meal ledger,True,32.98754,0.601222
1950,109,orchid_engine,Eli,ee36774892,clean gear wash,day-109:tick-06:resident-led,orchid bay,prepare,0.309,0.32,True,False,True,orchid bay:clean gear wash,True,35.3146,0.627556
1951,109,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-109:tick-07:resident-led,rain gate,work,0.309,0.32,True,False,True,rain gate:raise warm-cup shelf,True,30.6676,0.584889
1952,109,glass_harbor,Oren,4691632fda,mend fog net,day-109:tick-08:resident-led,net room,inspect,0.373,0.384,True,False,True,net room:mend fog net,True,31.81636,0.601222
1953,109,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-109:tick-09:resident-led,shade tent,handoff,0.375,0.386,True,False,True,shade tent:repair seed calendar,True,34.37954,0.625556
1954,109,lichen_bridge,Sol,797e050dde,weave spare rope,day-109:tick-10:resident-led,rope bridge,restock,0.32,0.331,True,False,True,rope bridge:weave spare rope,True,33.04759,0.617889
1955,109,orchid_engine,Bea,936769c116,stabilize steam kettle,day-109:tick-11:resident-led,gear wash,survey,0.32,0.331,True,False,True,gear wash:stabilize steam kettle,True,35.38059,0.644222
1956,109,moss_ward,Fay,23961e054e,patch blanket loom,day-109:tick-12:resident-led,root alcove,prepare,0.377,0.388,True,False,True,root alcove:patch blanket loom,True,30.73872,0.601556
1957,109,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-109:tick-13:resident-led,lamp pier,work,0.377,0.388,True,False,True,lamp pier:mark crossing rope,True,31.88172,0.617889
1958,109,cinder_garden,Wren,f54993de4d,sort ember fruit,day-109:tick-14:resident-led,ash path,inspect,0.322,0.333,True,True,True,ash path:sort ember fruit,True,34.43977,0.642222
1959,109,lichen_bridge,Kio,e74a8726db,repair meal ledger,day-109:tick-15:resident-led,meal room,handoff,0.322,0.333,True,False,True,meal room:repair meal ledger,True,33.11277,0.634556
1960,109,orchid_engine,Cai,fee339b1d9,clean gear wash,day-109:tick-16:resident-led,engine ring,restock,0.377,0.388,True,False,True,engine ring:clean gear wash,True,35.45072,0.660889
1961,109,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-109:tick-17:resident-led,blanket room,survey,0.377,0.388,True,False,True,blanket room:raise warm-cup shelf,True,30.80372,0.618222
1962,110,cinder_garden,Vale,5e37aea90d,cool ash path,day-110:tick-00:resident-led,seed shelf,work,0.375,0.386,True,False,True,seed shelf:cool ash path,True,34.49654,0.656111
1963,110,lichen_bridge,Sol,72a63892cd,test rope bridge,day-110:tick-01:resident-led,signal post,inspect,0.377,0.388,True,False,True,signal post:test rope bridge,True,33.16972,0.648444
1964,110,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-110:tick-02:resident-led,orchid bay,handoff,0.311,0.322,True,False,True,orchid bay:tend orchid lamp,True,35.49678,0.674778
1965,110,moss_ward,Fay,b4068fee47,drain rain path,day-110:tick-03:resident-led,rain gate,restock,0.309,0.32,True,False,True,rain gate:drain rain path,True,30.8496,0.632111
1966,110,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-110:tick-04:resident-led,net room,survey,0.377,0.388,True,False,True,net room:seal fog catcher,True,31.99872,0.648444
1967,110,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-110:tick-05:resident-led,shade tent,prepare,0.377,0.388,True,False,True,shade tent:shade seed rows,True,34.56172,0.672778
1968,110,lichen_bridge,Kio,a9335a1d29,mark signal bell,day-110:tick-06:resident-led,rope bridge,work,0.311,0.322,True,False,True,rope bridge:mark signal bell,True,33.22878,0.665111
1969,110,orchid_engine,Cai,b31fad0817,listen to valve pulse,day-110:tick-07:resident-led,gear wash,inspect,0.311,0.322,True,True,True,gear wash:listen to valve pulse,True,35.56178,0.691444
1970,110,moss_ward,Milo,48ae12c016,copy root ledger,day-110:tick-08:resident-led,root alcove,handoff,0.377,0.388,True,False,True,root alcove:copy root ledger,True,30.92072,0.648778
1971,110,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-110:tick-09:resident-led,lamp pier,restock,0.377,0.388,True,False,True,lamp pier:relight public lamp,True,32.06372,0.665111
1972,110,cinder_garden,Juno,5f79a57e6f,cool ash path,day-110:tick-10:resident-led,ash path,survey,0.322,0.333,True,False,True,ash path:cool ash path,True,34.62177,0.689444
1973,110,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-110:tick-11:resident-led,meal room,prepare,0.322,0.333,True,False,True,meal room:test rope bridge,True,33.29477,0.681778
1974,110,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-110:tick-12:resident-led,engine ring,work,0.373,0.384,True,False,True,engine ring:tend orchid lamp,True,35.63236,0.708111
1975,110,moss_ward,Tala,28589c06c6,drain rain path,day-110:tick-13:resident-led,blanket room,inspect,0.375,0.386,True,False,True,blanket room:drain rain path,True,30.98554,0.665444
1976,110,glass_harbor,Nia,9a5c1e063a,seal fog catcher,day-110:tick-14:resident-led,fog rail,handoff,0.32,0.331,True,False,True,fog rail:seal fog catcher,True,32.12359,0.681778
1977,110,cinder_garden,Pax,da2b247900,shade seed rows,day-110:tick-15:resident-led,seed shelf,restock,0.32,0.331,True,False,True,seed shelf:shade seed rows,True,34.68659,0.706111
1978,110,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-110:tick-16:resident-led,signal post,survey,0.373,0.384,True,False,True,signal post:mark signal bell,True,33.36436,0.698444
1979,110,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-110:tick-17:resident-led,orchid bay,prepare,0.375,0.386,True,False,True,orchid bay:listen to valve pulse,True,35.69754,0.724778
1980,111,glass_harbor,Sera,39906512c4,mark crossing rope,day-111:tick-00:resident-led,net room,inspect,0.377,0.386,True,True,False,net room:mark crossing rope,True,32.18054,0.695667
1981,111,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-111:tick-01:resident-led,shade tent,handoff,0.377,0.388,True,False,True,shade tent:sort ember fruit,True,34.74372,0.72
1982,111,lichen_bridge,Luma,c11ee45638,repair meal ledger,day-111:tick-02:resident-led,rope bridge,restock,0.311,0.322,True,False,True,rope bridge:repair meal ledger,True,33.41078,0.712333
1983,111,orchid_engine,Dax,fa2f54a5f1,clean gear wash,day-111:tick-03:resident-led,gear wash,survey,0.311,0.322,True,False,True,gear wash:clean gear wash,True,35.74378,0.738667
1984,111,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-111:tick-04:resident-led,root alcove,prepare,0.373,0.384,True,False,True,root alcove:raise warm-cup shelf,True,31.10236,0.696
1985,111,glass_harbor,Nia,b58364559a,mend fog net,day-111:tick-05:resident-led,lamp pier,work,0.375,0.386,True,False,True,lamp pier:mend fog net,True,32.24554,0.712333
1986,111,cinder_garden,Pax,301d0ea001,repair seed calendar,day-111:tick-06:resident-led,ash path,inspect,0.309,0.32,True,False,True,ash path:repair seed calendar,True,34.8026,0.736667
1987,111,lichen_bridge,Rin,84fdd2bf40,weave spare rope,day-111:tick-07:resident-led,meal room,handoff,0.309,0.32,True,False,True,meal room:weave spare rope,True,33.4756,0.729
1988,111,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-111:tick-08:resident-led,engine ring,restock,0.373,0.384,True,False,True,engine ring:stabilize steam kettle,True,35.81436,0.755333
1989,111,moss_ward,Ari,572d4e939c,patch blanket loom,day-111:tick-09:resident-led,blanket room,survey,0.375,0.386,True,False,True,blanket room:patch blanket loom,True,31.16754,0.712667
1990,111,glass_harbor,Oren,5a399028bb,mark crossing rope,day-111:tick-10:resident-led,fog rail,prepare,0.32,0.331,True,False,True,fog rail:mark crossing rope,True,32.30559,0.729
1991,111,cinder_garden,Vale,cc7272cc69,sort ember fruit,day-111:tick-11:resident-led,seed shelf,work,0.32,0.331,True,True,True,seed shelf:sort ember fruit,True,34.86859,0.753333
1992,111,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-111:tick-12:resident-led,signal post,inspect,0.375,0.386,True,False,True,signal post:repair meal ledger,True,33.54654,0.745667
1993,111,orchid_engine,Bea,9a2f344251,clean gear wash,day-111:tick-13:resident-led,orchid bay,handoff,0.377,0.388,True,False,True,orchid bay:clean gear wash,True,35.87972,0.772
1994,111,moss_ward,Fay,69fbe1ae68,raise warm-cup shelf,day-111:tick-14:resident-led,rain gate,restock,0.322,0.333,True,False,True,rain gate:raise warm-cup shelf,True,31.22777,0.729333
1995,111,glass_harbor,Puck,cf04a81caf,mend fog net,day-111:tick-15:resident-led,net room,survey,0.322,0.333,True,False,True,net room:mend fog net,True,32.37077,0.745667
1996,111,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-111:tick-16:resident-led,shade tent,prepare,0.377,0.388,True,False,True,shade tent:repair seed calendar,True,34.93872,0.77
1997,111,lichen_bridge,Kio,87e730b100,weave spare rope,day-111:tick-17:resident-led,rope bridge,work,0.377,0.388,True,False,True,rope bridge:weave spare rope,True,33.61172,0.762333
1998,112,moss_ward,Ari,27a5f6be30,drain rain path,day-112:tick-00:resident-led,root alcove,handoff,0.373,0.384,True,False,True,root alcove:drain rain path,True,31.28436,0.743222
1999,112,glass_harbor,Oren,139ed15166,seal fog catcher,day-112:tick-01:resident-led,lamp pier,restock,0.375,0.386,True,False,True,lamp pier:seal fog catcher,True,32.42754,0.759556
2000,112,cinder_garden,Vale,50e2b859c6,shade seed rows,day-112:tick-02:resident-led,ash path,survey,0.309,0.32,True,False,True,ash path:shade seed rows,True,34.9846,0.783889
2001,112,lichen_bridge,Sol,878bf0af37,mark signal bell,day-112:tick-03:resident-led,meal room,prepare,0.309,0.32,True,False,True,meal room:mark signal bell,True,33.6576,0.776222
2002,112,orchid_engine,Bea,2899e764df,listen to valve pulse,day-112:tick-04:resident-led,engine ring,work,0.375,0.386,True,True,True,engine ring:listen to valve pulse,True,35.99654,0.802556
2003,112,moss_ward,Fay,5147eb41b9,copy root ledger,day-112:tick-05:resident-led,blanket room,inspect,0.377,0.388,True,False,True,blanket room:copy root ledger,True,31.34972,0.759889
2004,112,glass_harbor,Puck,ed218dd38f,relight public lamp,day-112:tick-06:resident-led,fog rail,handoff,0.311,0.322,True,False,True,fog rail:relight public lamp,True,32.48678,0.776222
2005,112,cinder_garden,Wren,a66b280afe,cool ash path,day-112:tick-07:resident-led,seed shelf,restock,0.311,0.322,True,False,True,seed shelf:cool ash path,True,35.04978,0.800556
2006,112,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-112:tick-08:resident-led,signal post,survey,0.377,0.388,True,False,True,signal post:test rope bridge,True,33.72872,0.792889
2007,112,orchid_engine,Cai,9567222324,tend orchid lamp,day-112:tick-09:resident-led,orchid bay,prepare,0.377,0.388,True,False,True,orchid bay:tend orchid lamp,True,36.06172,0.819222
2008,112,moss_ward,Milo,022ca473b4,drain rain path,day-112:tick-10:resident-led,rain gate,work,0.322,0.333,True,False,True,rain gate:drain rain path,True,31.40977,0.776556
2009,112,glass_harbor,Sera,e2517cc645,seal fog catcher,day-112:tick-11:resident-led,net room,inspect,0.322,0.333,True,False,True,net room:seal fog catcher,True,32.55277,0.792889
2010,112,cinder_garden,Juno,46bd9e887d,shade seed rows,day-112:tick-12:resident-led,shade tent,handoff,0.375,0.386,True,False,True,shade tent:shade seed rows,True,35.12054,0.817222
2011,112,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-112:tick-13:resident-led,rope bridge,restock,0.375,0.386,True,False,True,rope bridge:mark signal bell,True,33.79354,0.809556
2012,112,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-112:tick-14:resident-led,gear wash,survey,0.32,0.331,True,False,True,gear wash:listen to valve pulse,True,36.12159,0.835889
2013,112,moss_ward,Tala,825eef3be9,copy root ledger,day-112:tick-15:resident-led,root alcove,prepare,0.322,0.331,True,True,False,root alcove:copy root ledger,True,31.47459,0.793222
2014,112,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-112:tick-16:resident-led,lamp pier,work,0.373,0.384,True,False,True,lamp pier:relight public lamp,True,32.62236,0.809556
2015,112,cinder_garden,Pax,bfe20f64e9,cool ash path,day-112:tick-17:resident-led,ash path,inspect,0.375,0.386,True,False,True,ash path:cool ash path,True,35.18554,0.833889
2016,113,orchid_engine,Cai,fee339b1d9,clean gear wash,day-113:tick-00:resident-led,engine ring,restock,0.388,0.399,True,False,True,engine ring:clean gear wash,True,36.17971,0.849778
2017,113,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-113:tick-01:resident-led,blanket room,survey,0.388,0.399,True,False,True,blanket room:raise warm-cup shelf,True,31.53271,0.807111
2018,113,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-113:tick-02:resident-led,fog rail,prepare,0.322,0.333,True,False,True,fog rail:mend fog net,True,32.66977,0.823444
2019,113,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-113:tick-03:resident-led,seed shelf,work,0.322,0.333,True,False,True,seed shelf:repair seed calendar,True,35.23277,0.847778
2020,113,lichen_bridge,Luma,6e76849c77,weave spare rope,day-113:tick-04:resident-led,signal post,inspect,0.384,0.395,True,False,True,signal post:weave spare rope,True,33.91135,0.840111
2021,113,orchid_engine,Dax,1194905158,stabilize steam kettle,day-113:tick-05:resident-led,orchid bay,handoff,0.386,0.397,True,False,True,orchid bay:stabilize steam kettle,True,36.24453,0.866444
2022,113,moss_ward,Tala,ffd144b235,patch blanket loom,day-113:tick-06:resident-led,rain gate,restock,0.32,0.331,True,False,True,rain gate:patch blanket loom,True,31.59159,0.823778
2023,113,glass_harbor,Nia,e283abe06a,mark crossing rope,day-113:tick-07:resident-led,net room,survey,0.32,0.331,True,False,True,net room:mark crossing rope,True,32.73459,0.840111
2024,113,cinder_garden,Pax,f91854767d,sort ember fruit,day-113:tick-08:resident-led,shade tent,prepare,0.386,0.397,True,True,True,shade tent:sort ember fruit,True,35.30353,0.864444
2025,113,lichen_bridge,Rin,47513db752,repair meal ledger,day-113:tick-09:resident-led,rope bridge,work,0.386,0.397,True,False,True,rope bridge:repair meal ledger,True,33.97653,0.856778
2026,113,orchid_engine,Eli,ee36774892,clean gear wash,day-113:tick-10:resident-led,gear wash,inspect,0.32,0.331,True,False,True,gear wash:clean gear wash,True,36.30359,0.883111
2027,113,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-113:tick-11:resident-led,root alcove,handoff,0.32,0.331,True,False,True,root alcove:raise warm-cup shelf,True,31.65659,0.840444
