tick_index,day,agent,public_routine_marker,public_body_affect_marker,public_relationship_marker,private_history_hint,replay_checkpoint,trace_integrity_token
1,1,Ari,day 1 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.28; recovery=0.23,continues_neutral_boundary; trust=0.52; avoid=0.21,history_charge=0.22; autonomy=0.79; reason=relationship state remains bounded,r243-day01-tick001,r243:1:Ari:90bff84411
612,20,Sol,day 20 dawn: Sol chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:612:Sol:6e06b24581
613,20,Ari,day 20 dawn: Ari chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:613:Ari:1408032765
614,20,Fay,day 20 dawn: Fay chooses prepare_tools,steady_continuity; sleep_debt=0.06; recovery=0.34,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:614:Fay:2b15fd675e
615,20,Milo,day 20 dawn: Milo chooses quiet_route_scan,steady_continuity; sleep_debt=0.12; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:615:Milo:9a06d5118d
616,20,Sol,day 20 dawn: Sol chooses share_water,steady_continuity; sleep_debt=0.04; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:616:Sol:813f8bfc6e
617,20,Ari,day 20 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:617:Ari:68e4e7baf2
618,20,Fay,day 20 day: Fay chooses work_project,steady_continuity; sleep_debt=0.08; recovery=0.30,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.06; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:618:Fay:b879eaf26c
619,20,Milo,day 20 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.14; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:619:Milo:18b6e825dd
620,20,Sol,day 20 day: Sol chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:620:Sol:53f6d860dc
621,20,Ari,day 20 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:621:Ari:01a1ed24bd
622,20,Fay,day 20 day: Fay chooses teach_skill,steady_continuity; sleep_debt=0.14; recovery=0.24,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.07; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:622:Fay:12f6bc9a7f
623,20,Milo,day 20 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.16; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:623:Milo:0e864714e4
624,20,Sol,day 20 day: Sol chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:624:Sol:9b7f4821ee
625,20,Ari,day 20 dusk: Ari chooses ritual_hum,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:625:Ari:56c4fde126
626,20,Fay,day 20 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.14; recovery=0.27,shares_private_hint_voluntarily; trust=0.97; avoid=0.05,history_charge=0.10; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:626:Fay:1927b67c7a
627,20,Milo,day 20 dusk: Milo chooses store_objects,steady_continuity; sleep_debt=0.19; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:627:Milo:48f98ba8b2
628,20,Sol,day 20 dusk: Sol chooses hearth_return,steady_continuity; sleep_debt=0.12; recovery=0.30,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:628:Sol:4606815a39
629,20,Ari,day 20 dusk: Ari chooses hearth_return,steady_continuity; sleep_debt=0.09; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:629:Ari:367cd559de
630,20,Fay,day 20 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.10; recovery=0.38,approaches_for_shared_task_later; trust=0.99; avoid=0.02,history_charge=0.08; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:630:Fay:2cd297605a
631,20,Milo,day 20 dusk: Milo chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.29,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:631:Milo:d9c6591622
632,20,Sol,day 20 dusk: Sol chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.24,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:632:Sol:5b4da1bf6e
633,20,Ari,day 20 night: Ari chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:633:Ari:6edb50ddd7
634,20,Fay,day 20 night: Fay chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:634:Fay:db9bf7b7c3
635,20,Milo,day 20 night: Milo chooses dream_sort_memory,steady_continuity; sleep_debt=0.06; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:635:Milo:49be64df8f
636,20,Sol,day 20 night: Sol chooses guarded_rest,steady_continuity; sleep_debt=0.07; recovery=0.26,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:636:Sol:fc4a232f1a
637,20,Ari,day 20 night: Ari chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.36,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:637:Ari:1317bfcfcb
638,20,Fay,day 20 night: Fay chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.58,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:638:Fay:2e347256a7
639,20,Milo,day 20 night: Milo chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:639:Milo:bc0a0e75d4
640,20,Sol,day 20 night: Sol chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:640:Sol:42c4bc64ba
641,21,Ari,day 21 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.28,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.08; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:641:Ari:53673f1f3e
642,21,Fay,day 21 dawn: Fay chooses share_water,steady_continuity; sleep_debt=0.06; recovery=0.43,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:642:Fay:6f5f6ff2d3
643,21,Milo,day 21 dawn: Milo chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:643:Milo:7c2bc17bd4
644,21,Sol,day 21 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.02; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:644:Sol:ace962d9f1
645,21,Ari,day 21 dawn: Ari chooses prepare_tools,steady_continuity; sleep_debt=0.06; recovery=0.32,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:645:Ari:7aae28d55e
646,21,Fay,day 21 dawn: Fay chooses quiet_route_scan,steady_continuity; sleep_debt=0.12; recovery=0.33,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:646:Fay:eaed6ed01c
647,21,Milo,day 21 dawn: Milo chooses share_water,steady_continuity; sleep_debt=0.04; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:647:Milo:84172ff113
648,21,Sol,day 21 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:648:Sol:ae4d2c5f41
649,21,Ari,day 21 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=0.99; avoid=0.03,history_charge=0.07; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:649:Ari:448d8bdbd4
650,21,Fay,day 21 day: Fay chooses market_exchange,steady_continuity; sleep_debt=0.14; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:650:Fay:786e8f1ebc
651,21,Milo,day 21 day: Milo chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:651:Milo:24d7c414ae
652,21,Sol,day 21 day: Sol chooses teach_skill,steady_continuity; sleep_debt=0.10; recovery=0.27,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:652:Sol:f2c231ddc1
653,21,Ari,day 21 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.23,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.08; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:653:Ari:4a1baf0b47
654,21,Fay,day 21 day: Fay chooses work_project,steady_continuity; sleep_debt=0.16; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:654:Fay:bad16ff879
655,21,Milo,day 21 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:655:Milo:bd9f021680
656,21,Sol,day 21 day: Sol chooses repair_route,steady_continuity; sleep_debt=0.16; recovery=0.22,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:656:Sol:94376343a2
657,21,Ari,day 21 dusk: Ari chooses relationship_check,steady_continuity; sleep_debt=0.20; recovery=0.20,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.12; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:657:Ari:b74540fec7
658,21,Fay,day 21 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:658:Fay:55132bbf5d
659,21,Milo,day 21 dusk: Milo chooses hearth_return,steady_continuity; sleep_debt=0.12; recovery=0.30,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:659:Milo:857454a6cf
660,21,Sol,day 21 dusk: Sol chooses ritual_hum,steady_continuity; sleep_debt=0.12; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:660:Sol:d4afc7dfd0
661,21,Ari,day 21 dusk: Ari chooses ritual_hum,steady_continuity; sleep_debt=0.16; recovery=0.33,approaches_for_shared_task_later; trust=0.99; avoid=0.03,history_charge=0.10; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:661:Ari:128c73c5fc
662,21,Fay,day 21 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.11; recovery=0.41,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:662:Fay:86363f2800
663,21,Milo,day 21 dusk: Milo chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.24,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:663:Milo:f9b16ae62f
664,21,Sol,day 21 dusk: Sol chooses hearth_return,steady_continuity; sleep_debt=0.15; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:664:Sol:c7c894117b
665,21,Ari,day 21 night: Ari chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:665:Ari:ecbf65d3a5
666,21,Fay,day 21 night: Fay chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.51,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:666:Fay:254df09b23
667,21,Milo,day 21 night: Milo chooses guarded_rest,steady_continuity; sleep_debt=0.07; recovery=0.26,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.78; reason=trust stable across days,no_checkpoint,r243:667:Milo:632dff52da
668,21,Sol,day 21 night: Sol chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.52,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=help became recovery memory,r243-day21-tick668,r243:668:Sol:f2a49221fc
669,21,Ari,day 21 night: Ari chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.56,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:669:Ari:921bbf842d
670,21,Fay,day 21 night: Fay chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.48,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:670:Fay:0f82bb887e
671,21,Milo,day 21 night: Milo chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:671:Milo:d849c6e507
672,21,Sol,day 21 night: Sol chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.44,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.74; reason=trust stable across days,r243-day21-tick672,r243:672:Sol:8537ebc2e4
