tick_id,day,agent_id,dominant_need,dominant_feeling,current_focus,active_memory_key,relationship_concern,intended_next_action,predicted_next_event,suppressed_action,self_note_hash,private_workspace_sealed,public_leakage_blocked
923,77,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-085713,True,True
924,78,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170483,True,True
925,78,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-295738,True,True
926,78,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-066852,True,True
927,78,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-976312,True,True
928,78,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-286983,True,True
929,78,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086709,True,True
930,78,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-169984,True,True
931,78,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-295239,True,True
932,78,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-066353,True,True
933,78,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975813,True,True
934,78,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-870404,True,True
935,78,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-086210,True,True
936,79,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-836999,True,True
937,79,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-867181,True,True
938,79,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-867827,True,True
939,79,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976809,True,True
940,79,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-285985,True,True
941,79,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-937135,True,True
942,79,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170481,True,True
943,79,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295736,True,True
944,79,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867328,True,True
945,79,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976310,True,True
946,79,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-870901,True,True
947,79,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-938131,True,True
948,80,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-867512,True,True
949,80,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-868158,True,True
950,80,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-975645,True,True
951,80,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-286316,True,True
952,80,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-937466,True,True
953,80,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-170812,True,True
954,80,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296067,True,True
955,80,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867659,True,True
956,80,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976641,True,True
957,80,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-871232,True,True
958,80,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-938462,True,True
959,80,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-171808,True,True
960,81,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-295568,True,True
961,81,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-066682,True,True
962,81,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-976142,True,True
963,81,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-286813,True,True
964,81,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-086539,True,True
965,81,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-171309,True,True
966,81,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-296564,True,True
967,81,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067678,True,True
968,81,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-864096,True,True
969,81,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-287809,True,True
970,81,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086040,True,True
971,81,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-836829,True,True
972,82,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-867011,True,True
973,82,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-067179,True,True
974,82,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-976639,True,True
975,82,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-871230,True,True
976,82,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-087036,True,True
977,82,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-171806,True,True
978,82,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-868007,True,True
979,82,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-068175,True,True
980,82,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-863098,True,True
981,82,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-286811,True,True
982,82,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-086537,True,True
983,82,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-837326,True,True
984,83,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-296562,True,True
985,83,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-067676,True,True
986,83,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-977136,True,True
987,83,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-287807,True,True
988,83,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-087533,True,True
989,83,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-172303,True,True
990,83,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-296063,True,True
991,83,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-867655,True,True
992,83,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-976637,True,True
993,83,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-287308,True,True
994,83,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-938458,True,True
995,83,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-171804,True,True
996,84,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-297059,True,True
997,84,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-068173,True,True
998,84,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-864591,True,True
999,84,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-288304,True,True
1000,84,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-096884,True,True
1001,84,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-846539,True,True
1002,84,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-307829,True,True
1003,84,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-877518,True,True
1004,84,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-986995,True,True
1005,84,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-881112,True,True
1006,84,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-948641,True,True
1007,84,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-183031,True,True
1008,85,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-308831,True,True
1009,85,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-078947,True,True
1010,85,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-986493,True,True
1011,85,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-880610,True,True
1012,85,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-097384,True,True
1013,85,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-182529,True,True
1014,85,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-877365,True,True
1015,85,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-078445,True,True
1016,85,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987495,True,True
1017,85,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-299549,True,True
1018,85,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-098386,True,True
1019,85,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183531,True,True
1020,86,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-307827,True,True
1021,86,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-877516,True,True
