tick,day,avatar_x,avatar_y,avatar_room,entered_world,movement_command,collision_or_boundary,nearby_resident,visible_scene_changed,playable_input_bound
3095,172,235,466,fiber loft,True,east,clear path,Sera,True,True
3096,173,257,256,river gate,True,wait,clear path,Tovan,True,True
3097,173,274,280,arrival court,True,click,clear path,Nia,True,True
3098,173,291,304,tool alcove,True,north,clear path,Ari,True,True
3099,173,308,328,rain court,True,south,clear path,Fay,True,True
3100,173,325,352,fiber loft,True,east,clear path,Milo,True,True
3101,173,342,376,west hearth,True,west,clear path,Sera,True,True
3102,173,359,400,river gate,True,wait,clear path,Tovan,True,True
3103,173,376,424,arrival court,True,click,clear path,Nia,True,True
3104,173,393,448,tool alcove,True,north,clear path,Ari,True,True
3105,173,410,472,rain court,True,south,clear path,Fay,True,True
3106,173,427,496,fiber loft,True,east,clear path,Milo,True,True
3107,173,444,80,west hearth,True,west,soft room boundary,Sera,True,True
3108,173,461,104,river gate,True,wait,soft room boundary,Tovan,True,True
3109,173,478,128,arrival court,True,click,clear path,Nia,True,True
3110,173,495,152,tool alcove,True,north,clear path,Ari,True,True
3111,173,512,176,rain court,True,south,clear path,Fay,True,True
3112,173,529,200,fiber loft,True,east,clear path,Milo,True,True
3113,173,546,224,west hearth,True,west,clear path,Sera,True,True
3114,174,568,454,arrival court,True,click,clear path,Tovan,True,True
3115,174,585,478,tool alcove,True,north,clear path,Nia,True,True
3116,174,602,502,rain court,True,south,clear path,Ari,True,True
3117,174,619,86,fiber loft,True,east,soft room boundary,Fay,True,True
3118,174,636,110,west hearth,True,west,clear path,Milo,True,True
3119,174,653,134,river gate,True,wait,clear path,Sera,True,True
3120,174,670,158,arrival court,True,click,clear path,Tovan,True,True
3121,174,687,182,tool alcove,True,north,clear path,Nia,True,True
3122,174,704,206,rain court,True,south,clear path,Ari,True,True
3123,174,721,230,fiber loft,True,east,clear path,Fay,True,True
3124,174,738,254,west hearth,True,west,clear path,Milo,True,True
3125,174,755,278,river gate,True,wait,clear path,Sera,True,True
3126,174,772,302,arrival court,True,click,clear path,Tovan,True,True
3127,174,789,326,tool alcove,True,north,clear path,Nia,True,True
3128,174,806,350,rain court,True,south,clear path,Ari,True,True
3129,174,823,374,fiber loft,True,east,clear path,Fay,True,True
3130,174,840,398,west hearth,True,west,clear path,Milo,True,True
3131,174,857,422,river gate,True,wait,clear path,Sera,True,True
3132,175,879,212,tool alcove,True,north,clear path,Tovan,True,True
3133,175,896,236,rain court,True,south,clear path,Nia,True,True
3134,175,913,260,fiber loft,True,east,clear path,Ari,True,True
3135,175,930,284,west hearth,True,west,clear path,Fay,True,True
3136,175,87,308,river gate,True,wait,soft room boundary,Milo,True,True
3137,175,104,332,arrival court,True,click,soft room boundary,Sera,True,True
3138,175,121,356,tool alcove,True,north,clear path,Tovan,True,True
3139,175,138,380,rain court,True,south,clear path,Nia,True,True
3140,175,155,404,fiber loft,True,east,clear path,Ari,True,True
3141,175,172,428,west hearth,True,west,clear path,Fay,True,True
3142,175,189,452,river gate,True,wait,clear path,Milo,True,True
3143,175,206,476,arrival court,True,click,clear path,Sera,True,True
3144,175,223,500,tool alcove,True,north,clear path,Tovan,True,True
3145,175,240,84,rain court,True,south,soft room boundary,Nia,True,True
3146,175,257,108,fiber loft,True,east,soft room boundary,Ari,True,True
3147,175,274,132,west hearth,True,west,clear path,Fay,True,True
3148,175,291,156,river gate,True,wait,clear path,Milo,True,True
3149,175,308,180,arrival court,True,click,clear path,Sera,True,True
3150,176,330,410,rain court,True,south,clear path,Tovan,True,True
3151,176,347,434,fiber loft,True,east,clear path,Nia,True,True
3152,176,364,458,west hearth,True,west,clear path,Ari,True,True
3153,176,381,482,river gate,True,wait,clear path,Fay,True,True
3154,176,398,506,arrival court,True,click,clear path,Milo,True,True
3155,176,415,90,tool alcove,True,north,soft room boundary,Sera,True,True
3156,176,432,114,rain court,True,south,clear path,Tovan,True,True
3157,176,449,138,fiber loft,True,east,clear path,Nia,True,True
3158,176,466,162,west hearth,True,west,clear path,Ari,True,True
3159,176,483,186,river gate,True,wait,clear path,Fay,True,True
3160,176,500,210,arrival court,True,click,clear path,Milo,True,True
3161,176,517,234,tool alcove,True,north,clear path,Sera,True,True
3162,176,534,258,rain court,True,south,clear path,Tovan,True,True
3163,176,551,282,fiber loft,True,east,clear path,Nia,True,True
3164,176,568,306,west hearth,True,west,clear path,Ari,True,True
3165,176,585,330,river gate,True,wait,clear path,Fay,True,True
3166,176,602,354,arrival court,True,click,clear path,Milo,True,True
3167,176,619,378,tool alcove,True,north,clear path,Sera,True,True
3168,177,641,168,fiber loft,True,east,clear path,Tovan,True,True
3169,177,658,192,west hearth,True,west,clear path,Nia,True,True
3170,177,675,216,river gate,True,wait,clear path,Ari,True,True
3171,177,692,240,arrival court,True,click,clear path,Fay,True,True
3172,177,709,264,tool alcove,True,north,clear path,Milo,True,True
3173,177,726,288,rain court,True,south,clear path,Sera,True,True
3174,177,743,312,fiber loft,True,east,clear path,Tovan,True,True
3175,177,760,336,west hearth,True,west,clear path,Nia,True,True
3176,177,777,360,river gate,True,wait,clear path,Ari,True,True
3177,177,794,384,arrival court,True,click,clear path,Fay,True,True
3178,177,811,408,tool alcove,True,north,clear path,Milo,True,True
3179,177,828,432,rain court,True,south,clear path,Sera,True,True
3180,177,845,456,fiber loft,True,east,clear path,Tovan,True,True
3181,177,862,480,west hearth,True,west,clear path,Nia,True,True
3182,177,879,504,river gate,True,wait,clear path,Ari,True,True
3183,177,896,88,arrival court,True,click,soft room boundary,Fay,True,True
3184,177,913,112,tool alcove,True,north,clear path,Milo,True,True
3185,177,930,136,rain court,True,south,clear path,Sera,True,True
3186,178,92,366,west hearth,True,west,soft room boundary,Tovan,True,True
3187,178,109,390,river gate,True,wait,soft room boundary,Nia,True,True
3188,178,126,414,arrival court,True,click,clear path,Ari,True,True
3189,178,143,438,tool alcove,True,north,clear path,Fay,True,True
3190,178,160,462,rain court,True,south,clear path,Milo,True,True
3191,178,177,486,fiber loft,True,east,clear path,Sera,True,True
3192,178,194,510,west hearth,True,west,clear path,Tovan,True,True
3193,178,211,94,river gate,True,wait,soft room boundary,Nia,True,True
3194,178,228,118,arrival court,True,click,clear path,Ari,True,True
3195,178,245,142,tool alcove,True,north,clear path,Fay,True,True
3196,178,262,166,rain court,True,south,clear path,Milo,True,True
3197,178,279,190,fiber loft,True,east,clear path,Sera,True,True
3198,178,296,214,west hearth,True,west,clear path,Tovan,True,True
3199,178,313,238,river gate,True,wait,clear path,Nia,True,True
3200,178,330,262,arrival court,True,click,clear path,Ari,True,True
3201,178,347,286,tool alcove,True,north,clear path,Fay,True,True
3202,178,364,310,rain court,True,south,clear path,Milo,True,True
3203,178,381,334,fiber loft,True,east,clear path,Sera,True,True
3204,179,403,124,river gate,True,wait,clear path,Tovan,True,True
3205,179,420,148,arrival court,True,click,clear path,Nia,True,True
3206,179,437,172,tool alcove,True,north,clear path,Ari,True,True
3207,179,454,196,rain court,True,south,clear path,Fay,True,True
3208,179,471,220,fiber loft,True,east,clear path,Milo,True,True
3209,179,488,244,west hearth,True,west,clear path,Sera,True,True
3210,179,505,268,river gate,True,wait,clear path,Tovan,True,True
3211,179,522,292,arrival court,True,click,clear path,Nia,True,True
3212,179,539,316,tool alcove,True,north,clear path,Ari,True,True
3213,179,556,340,rain court,True,south,clear path,Fay,True,True
3214,179,573,364,fiber loft,True,east,clear path,Milo,True,True
3215,179,590,388,west hearth,True,west,clear path,Sera,True,True
3216,179,607,412,river gate,True,wait,clear path,Tovan,True,True
3217,179,624,436,arrival court,True,click,clear path,Nia,True,True
3218,179,641,460,tool alcove,True,north,clear path,Ari,True,True
3219,179,658,484,rain court,True,south,clear path,Fay,True,True
3220,179,675,508,fiber loft,True,east,clear path,Milo,True,True
3221,179,692,92,west hearth,True,west,soft room boundary,Sera,True,True
3222,180,714,322,arrival court,True,click,clear path,Tovan,True,True
3223,180,731,346,tool alcove,True,north,clear path,Nia,True,True
3224,180,748,370,rain court,True,south,clear path,Ari,True,True
3225,180,765,394,fiber loft,True,east,clear path,Fay,True,True
3226,180,782,418,west hearth,True,west,clear path,Milo,True,True
3227,180,799,442,river gate,True,wait,clear path,Sera,True,True
3228,180,816,466,arrival court,True,click,clear path,Tovan,True,True
3229,180,833,490,tool alcove,True,north,clear path,Nia,True,True
3230,180,850,514,rain court,True,south,clear path,Ari,True,True
3231,180,867,98,fiber loft,True,east,soft room boundary,Fay,True,True
3232,180,884,122,west hearth,True,west,clear path,Milo,True,True
3233,180,901,146,river gate,True,wait,clear path,Sera,True,True
3234,180,918,170,arrival court,True,click,clear path,Tovan,True,True
3235,180,935,194,tool alcove,True,north,clear path,Nia,True,True
3236,180,92,218,rain court,True,south,soft room boundary,Ari,True,True
3237,180,109,242,fiber loft,True,east,soft room boundary,Fay,True,True
3238,180,126,266,west hearth,True,west,clear path,Milo,True,True
3239,180,143,290,river gate,True,wait,clear path,Sera,True,True
3240,181,165,80,tool alcove,True,north,soft room boundary,Tovan,True,True
3241,181,182,104,rain court,True,south,soft room boundary,Nia,True,True
3242,181,199,128,fiber loft,True,east,clear path,Ari,True,True
3243,181,216,152,west hearth,True,west,clear path,Fay,True,True
3244,181,233,176,river gate,True,wait,clear path,Milo,True,True
3245,181,250,200,arrival court,True,click,clear path,Sera,True,True
3246,181,267,224,tool alcove,True,north,clear path,Tovan,True,True
3247,181,284,248,rain court,True,south,clear path,Nia,True,True
3248,181,301,272,fiber loft,True,east,clear path,Ari,True,True
3249,181,318,296,west hearth,True,west,clear path,Fay,True,True
3250,181,335,320,river gate,True,wait,clear path,Milo,True,True
3251,181,352,344,arrival court,True,click,clear path,Sera,True,True
3252,181,369,368,tool alcove,True,north,clear path,Tovan,True,True
3253,181,386,392,rain court,True,south,clear path,Nia,True,True
3254,181,403,416,fiber loft,True,east,clear path,Ari,True,True
3255,181,420,440,west hearth,True,west,clear path,Fay,True,True
3256,181,437,464,river gate,True,wait,clear path,Milo,True,True
3257,181,454,488,arrival court,True,click,clear path,Sera,True,True
3258,182,476,278,rain court,True,south,clear path,Tovan,True,True
3259,182,493,302,fiber loft,True,east,clear path,Nia,True,True
3260,182,510,326,west hearth,True,west,clear path,Ari,True,True
3261,182,527,350,river gate,True,wait,clear path,Fay,True,True
3262,182,544,374,arrival court,True,click,clear path,Milo,True,True
3263,182,561,398,tool alcove,True,north,clear path,Sera,True,True
3264,182,578,422,rain court,True,south,clear path,Tovan,True,True
3265,182,595,446,fiber loft,True,east,clear path,Nia,True,True
3266,182,612,470,west hearth,True,west,clear path,Ari,True,True
3267,182,629,494,river gate,True,wait,clear path,Fay,True,True
3268,182,646,518,arrival court,True,click,clear path,Milo,True,True
3269,182,663,102,tool alcove,True,north,soft room boundary,Sera,True,True
3270,182,680,126,rain court,True,south,clear path,Tovan,True,True
3271,182,697,150,fiber loft,True,east,clear path,Nia,True,True
3272,182,714,174,west hearth,True,west,clear path,Ari,True,True
3273,182,731,198,river gate,True,wait,clear path,Fay,True,True
3274,182,748,222,arrival court,True,click,clear path,Milo,True,True
3275,182,765,246,tool alcove,True,north,clear path,Sera,True,True
3276,183,787,476,fiber loft,True,east,clear path,Tovan,True,True
3277,183,804,500,west hearth,True,west,clear path,Nia,True,True
3278,183,821,84,river gate,True,wait,soft room boundary,Ari,True,True
3279,183,838,108,arrival court,True,click,soft room boundary,Fay,True,True
3280,183,855,132,tool alcove,True,north,clear path,Milo,True,True
3281,183,872,156,rain court,True,south,clear path,Sera,True,True
3282,183,889,180,fiber loft,True,east,clear path,Tovan,True,True
3283,183,906,204,west hearth,True,west,clear path,Nia,True,True
3284,183,923,228,river gate,True,wait,clear path,Ari,True,True
3285,183,80,252,arrival court,True,click,soft room boundary,Fay,True,True
3286,183,97,276,tool alcove,True,north,soft room boundary,Milo,True,True
3287,183,114,300,rain court,True,south,clear path,Sera,True,True
3288,183,131,324,fiber loft,True,east,clear path,Tovan,True,True
3289,183,148,348,west hearth,True,west,clear path,Nia,True,True
3290,183,165,372,river gate,True,wait,clear path,Ari,True,True
3291,183,182,396,arrival court,True,click,clear path,Fay,True,True
3292,183,199,420,tool alcove,True,north,clear path,Milo,True,True
3293,183,216,444,rain court,True,south,clear path,Sera,True,True
3294,184,238,234,west hearth,True,west,clear path,Tovan,True,True
3295,184,255,258,river gate,True,wait,clear path,Nia,True,True
3296,184,272,282,arrival court,True,click,clear path,Ari,True,True
3297,184,289,306,tool alcove,True,north,clear path,Fay,True,True
3298,184,306,330,rain court,True,south,clear path,Milo,True,True
3299,184,323,354,fiber loft,True,east,clear path,Sera,True,True
3300,184,340,378,west hearth,True,west,clear path,Tovan,True,True
3301,184,357,402,river gate,True,wait,clear path,Nia,True,True
3302,184,374,426,arrival court,True,click,clear path,Ari,True,True
3303,184,391,450,tool alcove,True,north,clear path,Fay,True,True
3304,184,408,474,rain court,True,south,clear path,Milo,True,True
3305,184,425,498,fiber loft,True,east,clear path,Sera,True,True
3306,184,442,82,west hearth,True,west,soft room boundary,Tovan,True,True
3307,184,459,106,river gate,True,wait,soft room boundary,Nia,True,True
3308,184,476,130,arrival court,True,click,clear path,Ari,True,True
3309,184,493,154,tool alcove,True,north,clear path,Fay,True,True
3310,184,510,178,rain court,True,south,clear path,Milo,True,True
3311,184,527,202,fiber loft,True,east,clear path,Sera,True,True
3312,185,549,432,river gate,True,wait,clear path,Tovan,True,True
3313,185,566,456,arrival court,True,click,clear path,Nia,True,True
3314,185,583,480,tool alcove,True,north,clear path,Ari,True,True
