tick,day,resident,minigame_id,step,action,failure_cause,failure_animation,recoverable,retry_visible,progress_before,progress_after
2080,116,Fay,repair-08-fay,align,Fay attempts align while avatar route is request_space,none,shake head and reset,True,False,0.715556,0.770556
2081,116,Milo,repair-08-milo,bind,Milo attempts bind while avatar route is thank_resident,misaligned brace,sparks fade,True,True,0.771111,0.739111
2082,116,Sera,repair-08-sera,brace,Sera attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.826667,0.794667
2083,116,Tovan,repair-08-tovan,dry,Tovan attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.882222,0.937222
2084,116,Nia,repair-08-nia,test,Nia attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.937778,0.905778
2085,116,Ari,repair-08-ari,return,Ari attempts return while avatar route is apologize,tool slips,steady success pulse,True,True,0.98,0.948
2086,116,Fay,repair-08-fay,align,Fay attempts align while avatar route is ask_sensory,none,shake head and reset,True,False,0.98,1.0
2087,116,Milo,repair-08-milo,bind,Milo attempts bind while avatar route is request_space,misaligned brace,sparks fade,True,True,0.98,0.948
2088,117,Sera,repair-09-sera,dry,Sera attempts dry while avatar route is thank_resident,tool slips,tool clatters softly,True,True,0.0,0.0
2089,117,Tovan,repair-09-tovan,test,Tovan attempts test while avatar route is ask_repair,none,patch peels back,True,False,0.055556,0.110556
2090,117,Nia,repair-09-nia,return,Nia attempts return while avatar route is ask_help,misaligned brace,steady success pulse,True,True,0.111111,0.079111
2091,117,Ari,repair-09-ari,align,Ari attempts align while avatar route is offer_tool,tool slips,shake head and reset,True,True,0.166667,0.134667
2092,117,Fay,repair-09-fay,bind,Fay attempts bind while avatar route is apologize,none,sparks fade,True,False,0.222222,0.277222
2093,117,Milo,repair-09-milo,brace,Milo attempts brace while avatar route is ask_sensory,misaligned brace,thread unspools,True,True,0.277778,0.245778
2094,117,Sera,repair-09-sera,dry,Sera attempts dry while avatar route is request_space,tool slips,tool clatters softly,True,True,0.333333,0.301333
2095,117,Tovan,repair-09-tovan,test,Tovan attempts test while avatar route is thank_resident,none,patch peels back,True,False,0.388889,0.443889
2096,117,Nia,repair-09-nia,return,Nia attempts return while avatar route is ask_repair,misaligned brace,steady success pulse,True,True,0.444444,0.412444
2097,117,Ari,repair-09-ari,align,Ari attempts align while avatar route is ask_help,tool slips,shake head and reset,True,True,0.5,0.468
2098,117,Fay,repair-09-fay,bind,Fay attempts bind while avatar route is offer_tool,none,sparks fade,True,False,0.555556,0.610556
2099,117,Milo,repair-09-milo,brace,Milo attempts brace while avatar route is apologize,misaligned brace,thread unspools,True,True,0.611111,0.579111
2100,117,Sera,repair-09-sera,dry,Sera attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.666667,0.634667
2101,117,Tovan,repair-09-tovan,test,Tovan attempts test while avatar route is request_space,none,patch peels back,True,False,0.722222,0.777222
2102,117,Nia,repair-09-nia,return,Nia attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.777778,0.745778
2103,117,Ari,repair-09-ari,align,Ari attempts align while avatar route is ask_repair,tool slips,shake head and reset,True,True,0.833333,0.801333
2104,117,Fay,repair-09-fay,bind,Fay attempts bind while avatar route is ask_help,none,sparks fade,True,False,0.888889,0.943889
2105,117,Milo,repair-09-milo,brace,Milo attempts brace while avatar route is offer_tool,misaligned brace,thread unspools,True,True,0.944444,0.912444
2106,118,Sera,repair-10-sera,test,Sera attempts test while avatar route is apologize,tool slips,patch peels back,True,True,0.08,0.048
2107,118,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is ask_sensory,none,steady success pulse,True,False,0.135556,0.190556
2108,118,Nia,repair-10-nia,align,Nia attempts align while avatar route is request_space,misaligned brace,shake head and reset,True,True,0.191111,0.159111
2109,118,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is thank_resident,tool slips,sparks fade,True,True,0.246667,0.214667
2110,118,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is ask_repair,none,thread unspools,True,False,0.302222,0.357222
2111,118,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is ask_help,misaligned brace,tool clatters softly,True,True,0.357778,0.325778
2112,118,Sera,repair-10-sera,test,Sera attempts test while avatar route is offer_tool,tool slips,patch peels back,True,True,0.413333,0.381333
2113,118,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is apologize,none,steady success pulse,True,False,0.468889,0.523889
2114,118,Nia,repair-10-nia,align,Nia attempts align while avatar route is ask_sensory,misaligned brace,shake head and reset,True,True,0.524444,0.492444
2115,118,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is request_space,tool slips,sparks fade,True,True,0.58,0.548
2116,118,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is thank_resident,none,thread unspools,True,False,0.635556,0.690556
2117,118,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is ask_repair,misaligned brace,tool clatters softly,True,True,0.691111,0.659111
2118,118,Sera,repair-10-sera,test,Sera attempts test while avatar route is ask_help,tool slips,patch peels back,True,True,0.746667,0.714667
2119,118,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is offer_tool,none,steady success pulse,True,False,0.802222,0.857222
2120,118,Nia,repair-10-nia,align,Nia attempts align while avatar route is apologize,misaligned brace,shake head and reset,True,True,0.857778,0.825778
2121,118,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is ask_sensory,tool slips,sparks fade,True,True,0.913333,0.881333
2122,118,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is request_space,none,thread unspools,True,False,0.968889,1.0
2123,118,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is thank_resident,misaligned brace,tool clatters softly,True,True,0.98,0.948
2124,119,Sera,repair-11-sera,return,Sera attempts return while avatar route is ask_repair,tool slips,steady success pulse,True,True,0.16,0.128
2125,119,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is ask_help,none,shake head and reset,True,False,0.215556,0.270556
2126,119,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is offer_tool,misaligned brace,sparks fade,True,True,0.271111,0.239111
2127,119,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is apologize,tool slips,thread unspools,True,True,0.326667,0.294667
2128,119,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is ask_sensory,none,tool clatters softly,True,False,0.382222,0.437222
2129,119,Milo,repair-11-milo,test,Milo attempts test while avatar route is request_space,misaligned brace,patch peels back,True,True,0.437778,0.405778
2130,119,Sera,repair-11-sera,return,Sera attempts return while avatar route is thank_resident,tool slips,steady success pulse,True,True,0.493333,0.461333
2131,119,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is ask_repair,none,shake head and reset,True,False,0.548889,0.603889
2132,119,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is ask_help,misaligned brace,sparks fade,True,True,0.604444,0.572444
2133,119,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is offer_tool,tool slips,thread unspools,True,True,0.66,0.628
2134,119,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is apologize,none,tool clatters softly,True,False,0.715556,0.770556
2135,119,Milo,repair-11-milo,test,Milo attempts test while avatar route is ask_sensory,misaligned brace,patch peels back,True,True,0.771111,0.739111
2136,119,Sera,repair-11-sera,return,Sera attempts return while avatar route is request_space,tool slips,steady success pulse,True,True,0.826667,0.794667
2137,119,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is thank_resident,none,shake head and reset,True,False,0.882222,0.937222
2138,119,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is ask_repair,misaligned brace,sparks fade,True,True,0.937778,0.905778
2139,119,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is ask_help,tool slips,thread unspools,True,True,0.98,0.948
2140,119,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is offer_tool,none,tool clatters softly,True,False,0.98,1.0
2141,119,Milo,repair-11-milo,test,Milo attempts test while avatar route is apologize,misaligned brace,patch peels back,True,True,0.98,0.948
2142,120,Sera,repair-00-sera,align,Sera attempts align while avatar route is ask_sensory,tool slips,shake head and reset,True,True,0.0,0.0
2143,120,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is request_space,none,sparks fade,True,False,0.055556,0.110556
2144,120,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is thank_resident,misaligned brace,thread unspools,True,True,0.111111,0.079111
2145,120,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is ask_repair,tool slips,tool clatters softly,True,True,0.166667,0.134667
2146,120,Fay,repair-00-fay,test,Fay attempts test while avatar route is ask_help,none,patch peels back,True,False,0.222222,0.277222
2147,120,Milo,repair-00-milo,return,Milo attempts return while avatar route is offer_tool,misaligned brace,steady success pulse,True,True,0.277778,0.245778
2148,120,Sera,repair-00-sera,align,Sera attempts align while avatar route is apologize,tool slips,shake head and reset,True,True,0.333333,0.301333
2149,120,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is ask_sensory,none,sparks fade,True,False,0.388889,0.443889
2150,120,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is request_space,misaligned brace,thread unspools,True,True,0.444444,0.412444
2151,120,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is thank_resident,tool slips,tool clatters softly,True,True,0.5,0.468
2152,120,Fay,repair-00-fay,test,Fay attempts test while avatar route is ask_repair,none,patch peels back,True,False,0.555556,0.610556
2153,120,Milo,repair-00-milo,return,Milo attempts return while avatar route is ask_help,misaligned brace,steady success pulse,True,True,0.611111,0.579111
2154,120,Sera,repair-00-sera,align,Sera attempts align while avatar route is offer_tool,tool slips,shake head and reset,True,True,0.666667,0.634667
2155,120,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is apologize,none,sparks fade,True,False,0.722222,0.777222
2156,120,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is ask_sensory,misaligned brace,thread unspools,True,True,0.777778,0.745778
2157,120,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is request_space,tool slips,tool clatters softly,True,True,0.833333,0.801333
2158,120,Fay,repair-00-fay,test,Fay attempts test while avatar route is thank_resident,none,patch peels back,True,False,0.888889,0.943889
2159,120,Milo,repair-00-milo,return,Milo attempts return while avatar route is ask_repair,misaligned brace,steady success pulse,True,True,0.944444,0.912444
2160,121,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is ask_help,tool slips,sparks fade,True,True,0.08,0.048
2161,121,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is offer_tool,none,thread unspools,True,False,0.135556,0.190556
2162,121,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is apologize,misaligned brace,tool clatters softly,True,True,0.191111,0.159111
2163,121,Ari,repair-01-ari,test,Ari attempts test while avatar route is ask_sensory,tool slips,patch peels back,True,True,0.246667,0.214667
2164,121,Fay,repair-01-fay,return,Fay attempts return while avatar route is request_space,none,steady success pulse,True,False,0.302222,0.357222
2165,121,Milo,repair-01-milo,align,Milo attempts align while avatar route is thank_resident,misaligned brace,shake head and reset,True,True,0.357778,0.325778
2166,121,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is ask_repair,tool slips,sparks fade,True,True,0.413333,0.381333
2167,121,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is ask_help,none,thread unspools,True,False,0.468889,0.523889
2168,121,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is offer_tool,misaligned brace,tool clatters softly,True,True,0.524444,0.492444
2169,121,Ari,repair-01-ari,test,Ari attempts test while avatar route is apologize,tool slips,patch peels back,True,True,0.58,0.548
2170,121,Fay,repair-01-fay,return,Fay attempts return while avatar route is ask_sensory,none,steady success pulse,True,False,0.635556,0.690556
2171,121,Milo,repair-01-milo,align,Milo attempts align while avatar route is request_space,misaligned brace,shake head and reset,True,True,0.691111,0.659111
2172,121,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is thank_resident,tool slips,sparks fade,True,True,0.746667,0.714667
2173,121,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is ask_repair,none,thread unspools,True,False,0.802222,0.857222
2174,121,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is ask_help,misaligned brace,tool clatters softly,True,True,0.857778,0.825778
2175,121,Ari,repair-01-ari,test,Ari attempts test while avatar route is offer_tool,tool slips,patch peels back,True,True,0.913333,0.881333
