tick_id,day,settlement_id,object_id,lender_id,borrower_id,route_weather,exposure_temperature_delta,wetness_delta,cold_risk_before,cold_risk_after,loan_condition,borrower_choice,shelter_available,object_protected,visible_weather_tag,bounded_exposure
1983,111,moss_ward,water jar,Fay,Ari,mist,-0.0225,0.064,0.6035,0.61922,hydration:0.44,route changed through shelter,True,True,True,True
1984,111,glass_harbor,net spool,Oren,Oren,sleet,-0.0975,0.216,0.63,0.668,repair:0.44,route changed through shelter,True,True,True,True
1985,111,cinder_garden,ash broom,Wren,Vale,clear,0.015,0.0,0.295,0.301,cleaning:0.44,loan continues with weather tag,True,True,True,True
1986,111,lichen_bridge,signal bell,Rin,Sol,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
1987,111,orchid_engine,orchid lamp,Dax,Bea,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
1988,111,moss_ward,lamp hook,Ari,Fay,mist,-0.0225,0.064,0.634,0.64972,safety:0.44,route changed through shelter,True,True,True,True
1989,111,glass_harbor,brass lantern,Nia,Puck,sleet,-0.143,0.216,0.64928,0.668,route light:0.44,route changed through shelter,True,True,True,True
1991,111,lichen_bridge,meal ledger,Sol,Kio,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
1992,111,orchid_engine,valve key,Bea,Cai,drizzle,-0.03,0.08,0.606,0.6024,repair:0.44,route changed through shelter,True,True,True,True
1993,111,moss_ward,moss cart,Milo,Milo,mist,-0.033,0.064,0.6252,0.64512,transport:0.44,route changed through shelter,True,True,True,True
1994,111,glass_harbor,tea kettle,Sera,Sera,sleet,-0.0975,0.216,0.603,0.642,comfort:0.44,route changed through shelter,True,True,True,True
1995,111,cinder_garden,shade pole,Vale,Juno,clear,0.015,0.0,0.279,0.285,shelter:0.44,loan delayed until weather clears,True,True,True,True
1996,111,lichen_bridge,rope kit,Luma,Luma,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1997,111,orchid_engine,meal box,Eli,Dax,drizzle,-0.03,0.08,0.567,0.562,food:0.44,route changed through shelter,True,True,True,True
1998,112,glass_harbor,net spool,Oren,Oren,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
1999,112,cinder_garden,ash broom,Wren,Vale,dry gale,0.015,0.0,0.321,0.327,cleaning:0.44,loan continues with weather tag,True,True,True,True
2000,112,lichen_bridge,signal bell,Rin,Sol,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
2001,112,orchid_engine,orchid lamp,Dax,Bea,steam leak,0.0525,0.112,0.551,0.572,comfort:0.44,route changed through shelter,True,True,True,True
2002,112,moss_ward,lamp hook,Ari,Fay,cold rain,-0.0825,0.24,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
2003,112,glass_harbor,brass lantern,Nia,Puck,wind,-0.044,0.016,0.608,0.6256,route light:0.44,route changed through shelter,True,True,True,True
2004,112,cinder_garden,seed tray,Pax,Wren,dry gale,0.015,0.0,0.231,0.237,food:0.44,loan continues with weather tag,True,True,True,True
2005,112,lichen_bridge,meal ledger,Sol,Kio,crosswind,-0.0225,0.016,0.608,0.617,nutrition:0.44,route changed through shelter,True,True,True,True
2006,112,orchid_engine,valve key,Bea,Cai,steam leak,0.0525,0.112,0.596,0.617,repair:0.44,route changed through shelter,True,True,True,True
2007,112,moss_ward,moss cart,Milo,Milo,cold rain,-0.121,0.24,0.64512,0.668,transport:0.44,route changed through shelter,True,True,True,True
2008,112,glass_harbor,tea kettle,Sera,Sera,wind,-0.03,0.016,0.642,0.654,comfort:0.44,route changed through shelter,True,True,True,True
2009,112,cinder_garden,shade pole,Vale,Juno,dry gale,0.015,0.0,0.285,0.291,shelter:0.44,loan delayed until weather clears,True,True,True,True
2010,112,lichen_bridge,rope kit,Luma,Luma,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
2011,112,orchid_engine,meal box,Eli,Dax,steam leak,0.0525,0.112,0.562,0.583,food:0.44,route changed through shelter,True,True,True,True
2012,112,moss_ward,water jar,Fay,Tala,cold rain,-0.0825,0.24,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
2013,112,glass_harbor,net spool,Oren,Nia,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
2014,112,cinder_garden,ash broom,Wren,Pax,dry gale,0.015,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
2015,112,lichen_bridge,signal bell,Rin,Rin,crosswind,-0.033,0.016,0.6525,0.65918,warning:0.44,route changed through shelter,True,True,True,True
2016,113,moss_ward,lamp hook,Ari,Fay,wind,-0.03,0.016,0.654,0.65568,safety:0.44,route changed through shelter,True,True,True,True
2017,113,glass_harbor,brass lantern,Nia,Puck,fog,-0.044,0.056,0.6656,0.668,route light:0.44,route changed through shelter,True,True,True,True
2018,113,cinder_garden,seed tray,Pax,Wren,dust wind,0.0375,0.0,0.292,0.307,food:0.44,loan continues with weather tag,True,True,True,True
2019,113,lichen_bridge,meal ledger,Sol,Kio,clear,0.015,0.0,0.6015,0.5955,nutrition:0.44,route changed through shelter,True,True,True,True
2020,113,orchid_engine,valve key,Bea,Cai,cold draft,-0.0675,0.016,0.648,0.621,repair:0.44,route changed through shelter,True,True,True,True
2021,113,moss_ward,moss cart,Milo,Milo,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
2022,113,glass_harbor,tea kettle,Sera,Sera,fog,-0.03,0.056,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
2023,113,cinder_garden,shade pole,Vale,Juno,dust wind,0.0375,0.0,0.295,0.31,shelter:0.44,loan delayed until weather clears,True,True,True,True
2025,113,orchid_engine,meal box,Eli,Dax,cold draft,-0.0675,0.016,0.583,0.556,food:0.44,route changed through shelter,True,True,True,True
2026,113,moss_ward,water jar,Fay,Tala,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
2027,113,glass_harbor,net spool,Oren,Nia,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
2028,113,cinder_garden,ash broom,Wren,Pax,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
2029,113,lichen_bridge,signal bell,Rin,Rin,clear,0.022,0.0,0.65918,0.65038,warning:0.44,route changed through shelter,True,True,True,True
2030,113,orchid_engine,orchid lamp,Dax,Eli,cold draft,-0.0675,0.016,0.603,0.576,comfort:0.44,route changed through shelter,True,True,True,True
2031,113,moss_ward,lamp hook,Ari,Ari,wind,-0.03,0.016,0.6435,0.64518,safety:0.44,route changed through shelter,True,True,True,True
2032,113,glass_harbor,brass lantern,Nia,Oren,fog,-0.044,0.056,0.648,0.6656,route light:0.44,route changed through shelter,True,True,True,True
2033,113,cinder_garden,seed tray,Pax,Vale,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
2035,114,moss_ward,moss cart,Milo,Milo,rain,-0.055,0.192,0.6575,0.668,transport:0.44,route changed through shelter,True,True,True,True
2037,114,cinder_garden,shade pole,Vale,Juno,cold night,-0.09,0.008,0.34,0.304,shelter:0.44,loan delayed until weather clears,True,True,True,True
2038,114,lichen_bridge,rope kit,Luma,Luma,hail,-0.105,0.108,0.6185,0.65484,repair:0.44,route changed through shelter,True,True,True,True
2039,114,orchid_engine,meal box,Eli,Dax,engine heat,0.0825,0.0,0.421,0.454,food:0.44,route changed through shelter,True,True,True,True
2040,114,moss_ward,water jar,Fay,Tala,rain,-0.0375,0.192,0.6575,0.668,hydration:0.44,route changed through shelter,True,True,True,True
2041,114,glass_harbor,net spool,Oren,Nia,clear,0.015,0.0,0.608,0.602,repair:0.44,route changed through shelter,True,True,True,True
2042,114,cinder_garden,ash broom,Wren,Pax,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.44,loan continues with weather tag,True,True,True,True
2043,114,lichen_bridge,signal bell,Rin,Rin,hail,-0.154,0.108,0.65038,0.668,warning:0.44,route changed through shelter,True,True,True,True
2045,114,moss_ward,lamp hook,Ari,Ari,rain,-0.0375,0.192,0.64518,0.66534,safety:0.44,route changed through shelter,True,True,True,True
2047,114,cinder_garden,seed tray,Pax,Vale,cold night,-0.09,0.008,0.34,0.30526,food:0.44,loan continues with weather tag,True,True,True,True
2048,114,lichen_bridge,meal ledger,Sol,Sol,hail,-0.105,0.108,0.6185,0.65484,nutrition:0.44,route changed through shelter,True,True,True,True
2049,114,orchid_engine,valve key,Bea,Bea,engine heat,0.0825,0.0,0.62,0.62,repair:0.44,route changed through shelter,True,True,True,True
2050,114,moss_ward,moss cart,Milo,Fay,rain,-0.055,0.192,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
2051,114,glass_harbor,tea kettle,Sera,Puck,clear,0.015,0.0,0.634,0.628,comfort:0.44,route changed through shelter,True,True,True,True
2052,115,lichen_bridge,rope kit,Luma,Luma,rain,-0.0375,0.192,0.608,0.623,repair:0.44,route changed through shelter,True,True,True,True
2053,115,orchid_engine,meal box,Eli,Dax,clear,0.015,0.0,0.571,0.577,food:0.44,route changed through shelter,True,True,True,True
2055,115,glass_harbor,net spool,Oren,Nia,spray,-0.0375,0.096,0.568,0.59308,repair:0.44,route changed through shelter,True,True,True,True
2056,115,cinder_garden,ash broom,Wren,Pax,heat,0.09,0.0,0.18876,0.22476,cleaning:0.44,loan continues with weather tag,True,True,True,True
2057,115,lichen_bridge,signal bell,Rin,Rin,rain,-0.055,0.192,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
2059,115,moss_ward,lamp hook,Ari,Ari,clear,0.015,0.0,0.668,0.662,safety:0.44,route changed through shelter,True,True,True,True
2060,115,glass_harbor,brass lantern,Nia,Oren,spray,-0.055,0.096,0.6316,0.66368,route light:0.44,route changed through shelter,True,True,True,True
2061,115,cinder_garden,seed tray,Pax,Vale,heat,0.09,0.0,0.30526,0.34126,food:0.44,loan continues with weather tag,True,True,True,True
2062,115,lichen_bridge,meal ledger,Sol,Sol,rain,-0.0375,0.192,0.65484,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
2063,115,orchid_engine,valve key,Bea,Bea,clear,0.015,0.0,0.62,0.62,repair:0.44,route changed through shelter,True,True,True,True
2065,115,glass_harbor,tea kettle,Sera,Puck,spray,-0.0375,0.096,0.628,0.65308,comfort:0.44,route changed through shelter,True,True,True,True
2066,115,cinder_garden,shade pole,Vale,Wren,heat,0.09,0.0,0.2235,0.2595,shelter:0.44,loan continues with weather tag,True,True,True,True
2067,115,lichen_bridge,rope kit,Luma,Kio,rain,-0.0375,0.192,0.608,0.623,repair:0.44,route changed through shelter,True,True,True,True
2069,115,moss_ward,water jar,Fay,Milo,clear,0.015,0.0,0.6095,0.6035,hydration:0.44,route changed through shelter,True,True,True,True
2071,116,lichen_bridge,signal bell,Rin,Rin,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
2072,116,orchid_engine,orchid lamp,Dax,Eli,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
2073,116,moss_ward,lamp hook,Ari,Ari,mist,-0.0225,0.064,0.628,0.64372,safety:0.44,route changed through shelter,True,True,True,True
2074,116,glass_harbor,brass lantern,Nia,Oren,sleet,-0.143,0.216,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
2075,116,cinder_garden,seed tray,Pax,Vale,clear,0.015,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
2076,116,lichen_bridge,meal ledger,Sol,Sol,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
2077,116,orchid_engine,valve key,Bea,Bea,drizzle,-0.03,0.08,0.561,0.5574,repair:0.44,route changed through shelter,True,True,True,True
2078,116,moss_ward,moss cart,Milo,Fay,mist,-0.033,0.064,0.634,0.65392,transport:0.44,route changed through shelter,True,True,True,True
2079,116,glass_harbor,tea kettle,Sera,Puck,sleet,-0.0975,0.216,0.65308,0.668,comfort:0.44,route changed through shelter,True,True,True,True
2081,116,lichen_bridge,rope kit,Luma,Kio,cold fog,-0.075,0.088,0.623,0.653,repair:0.44,route changed through shelter,True,True,True,True
2082,116,orchid_engine,meal box,Eli,Cai,drizzle,-0.03,0.08,0.606,0.6024,food:0.44,route changed through shelter,True,True,True,True
2083,116,moss_ward,water jar,Fay,Milo,mist,-0.0225,0.064,0.6035,0.61922,hydration:0.44,route changed through shelter,True,True,True,True
2084,116,glass_harbor,net spool,Oren,Sera,sleet,-0.0975,0.216,0.603,0.642,repair:0.44,route changed through shelter,True,True,True,True
2085,116,cinder_garden,ash broom,Wren,Juno,clear,0.015,0.0,0.279,0.285,cleaning:0.44,loan continues with weather tag,True,True,True,True
2086,116,lichen_bridge,signal bell,Rin,Luma,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
2087,116,orchid_engine,orchid lamp,Dax,Dax,drizzle,-0.03,0.08,0.578,0.573,comfort:0.44,route changed through shelter,True,True,True,True
2088,117,glass_harbor,brass lantern,Nia,Oren,wind,-0.044,0.016,0.608,0.6256,route light:0.44,route changed through shelter,True,True,True,True
2089,117,cinder_garden,seed tray,Pax,Vale,dry gale,0.015,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
2090,117,lichen_bridge,meal ledger,Sol,Sol,crosswind,-0.0225,0.016,0.608,0.617,nutrition:0.44,route changed through shelter,True,True,True,True
2091,117,orchid_engine,valve key,Bea,Bea,steam leak,0.0525,0.112,0.551,0.572,repair:0.44,route changed through shelter,True,True,True,True
2092,117,moss_ward,moss cart,Milo,Fay,cold rain,-0.121,0.24,0.6435,0.668,transport:0.44,route changed through shelter,True,True,True,True
2093,117,glass_harbor,tea kettle,Sera,Puck,wind,-0.03,0.016,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
2094,117,cinder_garden,shade pole,Vale,Wren,dry gale,0.015,0.0,0.276,0.282,shelter:0.44,loan continues with weather tag,True,True,True,True
2095,117,lichen_bridge,rope kit,Luma,Kio,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
2096,117,orchid_engine,meal box,Eli,Cai,steam leak,0.0525,0.112,0.596,0.617,food:0.44,route changed through shelter,True,True,True,True
2097,117,moss_ward,water jar,Fay,Milo,cold rain,-0.0825,0.24,0.61922,0.66142,hydration:0.44,route changed through shelter,True,True,True,True
2098,117,glass_harbor,net spool,Oren,Sera,wind,-0.03,0.016,0.642,0.654,repair:0.44,route changed through shelter,True,True,True,True
2099,117,cinder_garden,ash broom,Wren,Juno,dry gale,0.015,0.0,0.285,0.291,cleaning:0.44,loan continues with weather tag,True,True,True,True
2100,117,lichen_bridge,signal bell,Rin,Luma,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
2101,117,orchid_engine,orchid lamp,Dax,Dax,steam leak,0.0525,0.112,0.573,0.594,comfort:0.44,route changed through shelter,True,True,True,True
2102,117,moss_ward,lamp hook,Ari,Tala,cold rain,-0.0825,0.24,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
2103,117,glass_harbor,brass lantern,Nia,Nia,wind,-0.044,0.016,0.608,0.6256,route light:0.44,route changed through shelter,True,True,True,True
2104,117,cinder_garden,seed tray,Pax,Pax,dry gale,0.015,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
2105,117,lichen_bridge,meal ledger,Sol,Rin,crosswind,-0.0225,0.016,0.5925,0.60318,nutrition:0.44,route changed through shelter,True,True,True,True
2106,118,moss_ward,moss cart,Milo,Fay,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
2107,118,glass_harbor,tea kettle,Sera,Puck,fog,-0.03,0.056,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
2108,118,cinder_garden,shade pole,Vale,Wren,dust wind,0.0375,0.0,0.292,0.307,shelter:0.44,loan continues with weather tag,True,True,True,True
2109,118,lichen_bridge,rope kit,Luma,Kio,clear,0.015,0.0,0.6525,0.6465,repair:0.44,route changed through shelter,True,True,True,True
2110,118,orchid_engine,meal box,Eli,Cai,cold draft,-0.0675,0.016,0.648,0.621,food:0.44,route changed through shelter,True,True,True,True
2111,118,moss_ward,water jar,Fay,Milo,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
2112,118,glass_harbor,net spool,Oren,Sera,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
2113,118,cinder_garden,ash broom,Wren,Juno,dust wind,0.0375,0.0,0.34,0.34,cleaning:0.44,loan continues with weather tag,True,True,True,True
2115,118,orchid_engine,orchid lamp,Dax,Dax,cold draft,-0.0675,0.016,0.594,0.567,comfort:0.44,route changed through shelter,True,True,True,True
2116,118,moss_ward,lamp hook,Ari,Tala,wind,-0.03,0.016,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
2117,118,glass_harbor,brass lantern,Nia,Nia,fog,-0.044,0.056,0.6256,0.6432,route light:0.44,route changed through shelter,True,True,True,True
2118,118,cinder_garden,seed tray,Pax,Pax,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
2119,118,lichen_bridge,meal ledger,Sol,Rin,clear,0.015,0.0,0.60318,0.59718,nutrition:0.44,route changed through shelter,True,True,True,True
2120,118,orchid_engine,valve key,Bea,Eli,cold draft,-0.0675,0.016,0.621,0.594,repair:0.44,route changed through shelter,True,True,True,True
2121,118,moss_ward,moss cart,Milo,Ari,wind,-0.044,0.016,0.633,0.63468,transport:0.44,route changed through shelter,True,True,True,True
2122,118,glass_harbor,tea kettle,Sera,Oren,fog,-0.03,0.056,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
2123,118,cinder_garden,shade pole,Vale,Vale,dust wind,0.0375,0.0,0.295,0.31,shelter:0.44,loan continues with weather tag,True,False,True,True
2125,119,moss_ward,water jar,Fay,Milo,rain,-0.0375,0.192,0.6575,0.668,hydration:0.44,route changed through shelter,True,True,True,True
