tick,day,slot,resident,room,canvas_focus,conversation_frame,sensory_frame,gesture_frame,inventory_frame,minigame_frame,consequence_frame,replay_frame_key,boundary_visible
2796,156,6,Sera,fiber loft,Sera@fiber loft,2796,2796,2796,2796,2796,2796,v57-replay-02796,True
2797,156,7,Tovan,glasshouse,Tovan@glasshouse,2797,2797,2797,2797,2797,2797,v57-replay-02797,True
2798,156,8,Nia,river gate,Nia@river gate,2798,2798,2798,2798,2798,2798,v57-replay-02798,True
2799,156,9,Ari,west hearth,Ari@west hearth,2799,2799,2799,2799,2799,2799,v57-replay-02799,True
2800,156,10,Fay,rain court,Fay@rain court,2800,2800,2800,2800,2800,2800,v57-replay-02800,True
2801,156,11,Milo,tool alcove,Milo@tool alcove,2801,2801,2801,2801,2801,2801,v57-replay-02801,True
2802,156,12,Sera,fiber loft,Sera@fiber loft,2802,2802,2802,2802,2802,2802,v57-replay-02802,True
2803,156,13,Tovan,glasshouse,Tovan@glasshouse,2803,2803,2803,2803,2803,2803,v57-replay-02803,True
2804,156,14,Nia,river gate,Nia@river gate,2804,2804,2804,2804,2804,2804,v57-replay-02804,True
2805,156,15,Ari,west hearth,Ari@west hearth,2805,2805,2805,2805,2805,2805,v57-replay-02805,True
2806,156,16,Fay,rain court,Fay@rain court,2806,2806,2806,2806,2806,2806,v57-replay-02806,True
2807,156,17,Milo,tool alcove,Milo@tool alcove,2807,2807,2807,2807,2807,2807,v57-replay-02807,True
2808,157,0,Sera,glasshouse,Sera@glasshouse,2808,2808,2808,2808,2808,2808,v57-replay-02808,True
2809,157,1,Tovan,river gate,Tovan@river gate,2809,2809,2809,2809,2809,2809,v57-replay-02809,True
2810,157,2,Nia,west hearth,Nia@west hearth,2810,2810,2810,2810,2810,2810,v57-replay-02810,True
2811,157,3,Ari,rain court,Ari@rain court,2811,2811,2811,2811,2811,2811,v57-replay-02811,True
2812,157,4,Fay,tool alcove,Fay@tool alcove,2812,2812,2812,2812,2812,2812,v57-replay-02812,True
2813,157,5,Milo,fiber loft,Milo@fiber loft,2813,2813,2813,2813,2813,2813,v57-replay-02813,True
2814,157,6,Sera,glasshouse,Sera@glasshouse,2814,2814,2814,2814,2814,2814,v57-replay-02814,True
2815,157,7,Tovan,river gate,Tovan@river gate,2815,2815,2815,2815,2815,2815,v57-replay-02815,True
2816,157,8,Nia,west hearth,Nia@west hearth,2816,2816,2816,2816,2816,2816,v57-replay-02816,True
2817,157,9,Ari,rain court,Ari@rain court,2817,2817,2817,2817,2817,2817,v57-replay-02817,True
2818,157,10,Fay,tool alcove,Fay@tool alcove,2818,2818,2818,2818,2818,2818,v57-replay-02818,True
2819,157,11,Milo,fiber loft,Milo@fiber loft,2819,2819,2819,2819,2819,2819,v57-replay-02819,True
2820,157,12,Sera,glasshouse,Sera@glasshouse,2820,2820,2820,2820,2820,2820,v57-replay-02820,True
2821,157,13,Tovan,river gate,Tovan@river gate,2821,2821,2821,2821,2821,2821,v57-replay-02821,True
2822,157,14,Nia,west hearth,Nia@west hearth,2822,2822,2822,2822,2822,2822,v57-replay-02822,True
2823,157,15,Ari,rain court,Ari@rain court,2823,2823,2823,2823,2823,2823,v57-replay-02823,True
2824,157,16,Fay,tool alcove,Fay@tool alcove,2824,2824,2824,2824,2824,2824,v57-replay-02824,True
2825,157,17,Milo,fiber loft,Milo@fiber loft,2825,2825,2825,2825,2825,2825,v57-replay-02825,True
2826,158,0,Sera,river gate,Sera@river gate,2826,2826,2826,2826,2826,2826,v57-replay-02826,True
2827,158,1,Tovan,west hearth,Tovan@west hearth,2827,2827,2827,2827,2827,2827,v57-replay-02827,True
2828,158,2,Nia,rain court,Nia@rain court,2828,2828,2828,2828,2828,2828,v57-replay-02828,True
2829,158,3,Ari,tool alcove,Ari@tool alcove,2829,2829,2829,2829,2829,2829,v57-replay-02829,True
2830,158,4,Fay,fiber loft,Fay@fiber loft,2830,2830,2830,2830,2830,2830,v57-replay-02830,True
2831,158,5,Milo,glasshouse,Milo@glasshouse,2831,2831,2831,2831,2831,2831,v57-replay-02831,True
2832,158,6,Sera,river gate,Sera@river gate,2832,2832,2832,2832,2832,2832,v57-replay-02832,True
2833,158,7,Tovan,west hearth,Tovan@west hearth,2833,2833,2833,2833,2833,2833,v57-replay-02833,True
2834,158,8,Nia,rain court,Nia@rain court,2834,2834,2834,2834,2834,2834,v57-replay-02834,True
2835,158,9,Ari,tool alcove,Ari@tool alcove,2835,2835,2835,2835,2835,2835,v57-replay-02835,True
2836,158,10,Fay,fiber loft,Fay@fiber loft,2836,2836,2836,2836,2836,2836,v57-replay-02836,True
2837,158,11,Milo,glasshouse,Milo@glasshouse,2837,2837,2837,2837,2837,2837,v57-replay-02837,True
2838,158,12,Sera,river gate,Sera@river gate,2838,2838,2838,2838,2838,2838,v57-replay-02838,True
2839,158,13,Tovan,west hearth,Tovan@west hearth,2839,2839,2839,2839,2839,2839,v57-replay-02839,True
2840,158,14,Nia,rain court,Nia@rain court,2840,2840,2840,2840,2840,2840,v57-replay-02840,True
2841,158,15,Ari,tool alcove,Ari@tool alcove,2841,2841,2841,2841,2841,2841,v57-replay-02841,True
2842,158,16,Fay,fiber loft,Fay@fiber loft,2842,2842,2842,2842,2842,2842,v57-replay-02842,True
2843,158,17,Milo,glasshouse,Milo@glasshouse,2843,2843,2843,2843,2843,2843,v57-replay-02843,True
2844,159,0,Sera,west hearth,Sera@west hearth,2844,2844,2844,2844,2844,2844,v57-replay-02844,True
2845,159,1,Tovan,rain court,Tovan@rain court,2845,2845,2845,2845,2845,2845,v57-replay-02845,True
2846,159,2,Nia,tool alcove,Nia@tool alcove,2846,2846,2846,2846,2846,2846,v57-replay-02846,True
2847,159,3,Ari,fiber loft,Ari@fiber loft,2847,2847,2847,2847,2847,2847,v57-replay-02847,True
2848,159,4,Fay,glasshouse,Fay@glasshouse,2848,2848,2848,2848,2848,2848,v57-replay-02848,True
2849,159,5,Milo,river gate,Milo@river gate,2849,2849,2849,2849,2849,2849,v57-replay-02849,True
2850,159,6,Sera,west hearth,Sera@west hearth,2850,2850,2850,2850,2850,2850,v57-replay-02850,True
2851,159,7,Tovan,rain court,Tovan@rain court,2851,2851,2851,2851,2851,2851,v57-replay-02851,True
2852,159,8,Nia,tool alcove,Nia@tool alcove,2852,2852,2852,2852,2852,2852,v57-replay-02852,True
2853,159,9,Ari,fiber loft,Ari@fiber loft,2853,2853,2853,2853,2853,2853,v57-replay-02853,True
2854,159,10,Fay,glasshouse,Fay@glasshouse,2854,2854,2854,2854,2854,2854,v57-replay-02854,True
2855,159,11,Milo,river gate,Milo@river gate,2855,2855,2855,2855,2855,2855,v57-replay-02855,True
2856,159,12,Sera,west hearth,Sera@west hearth,2856,2856,2856,2856,2856,2856,v57-replay-02856,True
2857,159,13,Tovan,rain court,Tovan@rain court,2857,2857,2857,2857,2857,2857,v57-replay-02857,True
2858,159,14,Nia,tool alcove,Nia@tool alcove,2858,2858,2858,2858,2858,2858,v57-replay-02858,True
2859,159,15,Ari,fiber loft,Ari@fiber loft,2859,2859,2859,2859,2859,2859,v57-replay-02859,True
2860,159,16,Fay,glasshouse,Fay@glasshouse,2860,2860,2860,2860,2860,2860,v57-replay-02860,True
2861,159,17,Milo,river gate,Milo@river gate,2861,2861,2861,2861,2861,2861,v57-replay-02861,True
2862,160,0,Sera,rain court,Sera@rain court,2862,2862,2862,2862,2862,2862,v57-replay-02862,True
2863,160,1,Tovan,tool alcove,Tovan@tool alcove,2863,2863,2863,2863,2863,2863,v57-replay-02863,True
2864,160,2,Nia,fiber loft,Nia@fiber loft,2864,2864,2864,2864,2864,2864,v57-replay-02864,True
2865,160,3,Ari,glasshouse,Ari@glasshouse,2865,2865,2865,2865,2865,2865,v57-replay-02865,True
2866,160,4,Fay,river gate,Fay@river gate,2866,2866,2866,2866,2866,2866,v57-replay-02866,True
2867,160,5,Milo,west hearth,Milo@west hearth,2867,2867,2867,2867,2867,2867,v57-replay-02867,True
2868,160,6,Sera,rain court,Sera@rain court,2868,2868,2868,2868,2868,2868,v57-replay-02868,True
2869,160,7,Tovan,tool alcove,Tovan@tool alcove,2869,2869,2869,2869,2869,2869,v57-replay-02869,True
2870,160,8,Nia,fiber loft,Nia@fiber loft,2870,2870,2870,2870,2870,2870,v57-replay-02870,True
2871,160,9,Ari,glasshouse,Ari@glasshouse,2871,2871,2871,2871,2871,2871,v57-replay-02871,True
2872,160,10,Fay,river gate,Fay@river gate,2872,2872,2872,2872,2872,2872,v57-replay-02872,True
2873,160,11,Milo,west hearth,Milo@west hearth,2873,2873,2873,2873,2873,2873,v57-replay-02873,True
2874,160,12,Sera,rain court,Sera@rain court,2874,2874,2874,2874,2874,2874,v57-replay-02874,True
2875,160,13,Tovan,tool alcove,Tovan@tool alcove,2875,2875,2875,2875,2875,2875,v57-replay-02875,True
2876,160,14,Nia,fiber loft,Nia@fiber loft,2876,2876,2876,2876,2876,2876,v57-replay-02876,True
2877,160,15,Ari,glasshouse,Ari@glasshouse,2877,2877,2877,2877,2877,2877,v57-replay-02877,True
2878,160,16,Fay,river gate,Fay@river gate,2878,2878,2878,2878,2878,2878,v57-replay-02878,True
2879,160,17,Milo,west hearth,Milo@west hearth,2879,2879,2879,2879,2879,2879,v57-replay-02879,True
2880,161,0,Sera,tool alcove,Sera@tool alcove,2880,2880,2880,2880,2880,2880,v57-replay-02880,True
2881,161,1,Tovan,fiber loft,Tovan@fiber loft,2881,2881,2881,2881,2881,2881,v57-replay-02881,True
2882,161,2,Nia,glasshouse,Nia@glasshouse,2882,2882,2882,2882,2882,2882,v57-replay-02882,True
2883,161,3,Ari,river gate,Ari@river gate,2883,2883,2883,2883,2883,2883,v57-replay-02883,True
2884,161,4,Fay,west hearth,Fay@west hearth,2884,2884,2884,2884,2884,2884,v57-replay-02884,True
2885,161,5,Milo,rain court,Milo@rain court,2885,2885,2885,2885,2885,2885,v57-replay-02885,True
2886,161,6,Sera,tool alcove,Sera@tool alcove,2886,2886,2886,2886,2886,2886,v57-replay-02886,True
2887,161,7,Tovan,fiber loft,Tovan@fiber loft,2887,2887,2887,2887,2887,2887,v57-replay-02887,True
2888,161,8,Nia,glasshouse,Nia@glasshouse,2888,2888,2888,2888,2888,2888,v57-replay-02888,True
2889,161,9,Ari,river gate,Ari@river gate,2889,2889,2889,2889,2889,2889,v57-replay-02889,True
2890,161,10,Fay,west hearth,Fay@west hearth,2890,2890,2890,2890,2890,2890,v57-replay-02890,True
2891,161,11,Milo,rain court,Milo@rain court,2891,2891,2891,2891,2891,2891,v57-replay-02891,True
2892,161,12,Sera,tool alcove,Sera@tool alcove,2892,2892,2892,2892,2892,2892,v57-replay-02892,True
2893,161,13,Tovan,fiber loft,Tovan@fiber loft,2893,2893,2893,2893,2893,2893,v57-replay-02893,True
2894,161,14,Nia,glasshouse,Nia@glasshouse,2894,2894,2894,2894,2894,2894,v57-replay-02894,True
2895,161,15,Ari,river gate,Ari@river gate,2895,2895,2895,2895,2895,2895,v57-replay-02895,True
2896,161,16,Fay,west hearth,Fay@west hearth,2896,2896,2896,2896,2896,2896,v57-replay-02896,True
2897,161,17,Milo,rain court,Milo@rain court,2897,2897,2897,2897,2897,2897,v57-replay-02897,True
2898,162,0,Sera,fiber loft,Sera@fiber loft,2898,2898,2898,2898,2898,2898,v57-replay-02898,True
2899,162,1,Tovan,glasshouse,Tovan@glasshouse,2899,2899,2899,2899,2899,2899,v57-replay-02899,True
2900,162,2,Nia,river gate,Nia@river gate,2900,2900,2900,2900,2900,2900,v57-replay-02900,True
2901,162,3,Ari,west hearth,Ari@west hearth,2901,2901,2901,2901,2901,2901,v57-replay-02901,True
2902,162,4,Fay,rain court,Fay@rain court,2902,2902,2902,2902,2902,2902,v57-replay-02902,True
2903,162,5,Milo,tool alcove,Milo@tool alcove,2903,2903,2903,2903,2903,2903,v57-replay-02903,True
2904,162,6,Sera,fiber loft,Sera@fiber loft,2904,2904,2904,2904,2904,2904,v57-replay-02904,True
2905,162,7,Tovan,glasshouse,Tovan@glasshouse,2905,2905,2905,2905,2905,2905,v57-replay-02905,True
2906,162,8,Nia,river gate,Nia@river gate,2906,2906,2906,2906,2906,2906,v57-replay-02906,True
2907,162,9,Ari,west hearth,Ari@west hearth,2907,2907,2907,2907,2907,2907,v57-replay-02907,True
2908,162,10,Fay,rain court,Fay@rain court,2908,2908,2908,2908,2908,2908,v57-replay-02908,True
2909,162,11,Milo,tool alcove,Milo@tool alcove,2909,2909,2909,2909,2909,2909,v57-replay-02909,True
2910,162,12,Sera,fiber loft,Sera@fiber loft,2910,2910,2910,2910,2910,2910,v57-replay-02910,True
2911,162,13,Tovan,glasshouse,Tovan@glasshouse,2911,2911,2911,2911,2911,2911,v57-replay-02911,True
2912,162,14,Nia,river gate,Nia@river gate,2912,2912,2912,2912,2912,2912,v57-replay-02912,True
2913,162,15,Ari,west hearth,Ari@west hearth,2913,2913,2913,2913,2913,2913,v57-replay-02913,True
2914,162,16,Fay,rain court,Fay@rain court,2914,2914,2914,2914,2914,2914,v57-replay-02914,True
2915,162,17,Milo,tool alcove,Milo@tool alcove,2915,2915,2915,2915,2915,2915,v57-replay-02915,True
2916,163,0,Sera,glasshouse,Sera@glasshouse,2916,2916,2916,2916,2916,2916,v57-replay-02916,True
2917,163,1,Tovan,river gate,Tovan@river gate,2917,2917,2917,2917,2917,2917,v57-replay-02917,True
2918,163,2,Nia,west hearth,Nia@west hearth,2918,2918,2918,2918,2918,2918,v57-replay-02918,True
2919,163,3,Ari,rain court,Ari@rain court,2919,2919,2919,2919,2919,2919,v57-replay-02919,True
2920,163,4,Fay,tool alcove,Fay@tool alcove,2920,2920,2920,2920,2920,2920,v57-replay-02920,True
2921,163,5,Milo,fiber loft,Milo@fiber loft,2921,2921,2921,2921,2921,2921,v57-replay-02921,True
2922,163,6,Sera,glasshouse,Sera@glasshouse,2922,2922,2922,2922,2922,2922,v57-replay-02922,True
2923,163,7,Tovan,river gate,Tovan@river gate,2923,2923,2923,2923,2923,2923,v57-replay-02923,True
2924,163,8,Nia,west hearth,Nia@west hearth,2924,2924,2924,2924,2924,2924,v57-replay-02924,True
2925,163,9,Ari,rain court,Ari@rain court,2925,2925,2925,2925,2925,2925,v57-replay-02925,True
2926,163,10,Fay,tool alcove,Fay@tool alcove,2926,2926,2926,2926,2926,2926,v57-replay-02926,True
2927,163,11,Milo,fiber loft,Milo@fiber loft,2927,2927,2927,2927,2927,2927,v57-replay-02927,True
2928,163,12,Sera,glasshouse,Sera@glasshouse,2928,2928,2928,2928,2928,2928,v57-replay-02928,True
2929,163,13,Tovan,river gate,Tovan@river gate,2929,2929,2929,2929,2929,2929,v57-replay-02929,True
2930,163,14,Nia,west hearth,Nia@west hearth,2930,2930,2930,2930,2930,2930,v57-replay-02930,True
2931,163,15,Ari,rain court,Ari@rain court,2931,2931,2931,2931,2931,2931,v57-replay-02931,True
2932,163,16,Fay,tool alcove,Fay@tool alcove,2932,2932,2932,2932,2932,2932,v57-replay-02932,True
2933,163,17,Milo,fiber loft,Milo@fiber loft,2933,2933,2933,2933,2933,2933,v57-replay-02933,True
2934,164,0,Sera,river gate,Sera@river gate,2934,2934,2934,2934,2934,2934,v57-replay-02934,True
2935,164,1,Tovan,west hearth,Tovan@west hearth,2935,2935,2935,2935,2935,2935,v57-replay-02935,True
2936,164,2,Nia,rain court,Nia@rain court,2936,2936,2936,2936,2936,2936,v57-replay-02936,True
2937,164,3,Ari,tool alcove,Ari@tool alcove,2937,2937,2937,2937,2937,2937,v57-replay-02937,True
2938,164,4,Fay,fiber loft,Fay@fiber loft,2938,2938,2938,2938,2938,2938,v57-replay-02938,True
2939,164,5,Milo,glasshouse,Milo@glasshouse,2939,2939,2939,2939,2939,2939,v57-replay-02939,True
2940,164,6,Sera,river gate,Sera@river gate,2940,2940,2940,2940,2940,2940,v57-replay-02940,True
2941,164,7,Tovan,west hearth,Tovan@west hearth,2941,2941,2941,2941,2941,2941,v57-replay-02941,True
2942,164,8,Nia,rain court,Nia@rain court,2942,2942,2942,2942,2942,2942,v57-replay-02942,True
2943,164,9,Ari,tool alcove,Ari@tool alcove,2943,2943,2943,2943,2943,2943,v57-replay-02943,True
2944,164,10,Fay,fiber loft,Fay@fiber loft,2944,2944,2944,2944,2944,2944,v57-replay-02944,True
2945,164,11,Milo,glasshouse,Milo@glasshouse,2945,2945,2945,2945,2945,2945,v57-replay-02945,True
2946,164,12,Sera,river gate,Sera@river gate,2946,2946,2946,2946,2946,2946,v57-replay-02946,True
2947,164,13,Tovan,west hearth,Tovan@west hearth,2947,2947,2947,2947,2947,2947,v57-replay-02947,True
2948,164,14,Nia,rain court,Nia@rain court,2948,2948,2948,2948,2948,2948,v57-replay-02948,True
2949,164,15,Ari,tool alcove,Ari@tool alcove,2949,2949,2949,2949,2949,2949,v57-replay-02949,True
2950,164,16,Fay,fiber loft,Fay@fiber loft,2950,2950,2950,2950,2950,2950,v57-replay-02950,True
2951,164,17,Milo,glasshouse,Milo@glasshouse,2951,2951,2951,2951,2951,2951,v57-replay-02951,True
2952,165,0,Sera,west hearth,Sera@west hearth,2952,2952,2952,2952,2952,2952,v57-replay-02952,True
2953,165,1,Tovan,rain court,Tovan@rain court,2953,2953,2953,2953,2953,2953,v57-replay-02953,True
2954,165,2,Nia,tool alcove,Nia@tool alcove,2954,2954,2954,2954,2954,2954,v57-replay-02954,True
2955,165,3,Ari,fiber loft,Ari@fiber loft,2955,2955,2955,2955,2955,2955,v57-replay-02955,True
2956,165,4,Fay,glasshouse,Fay@glasshouse,2956,2956,2956,2956,2956,2956,v57-replay-02956,True
2957,165,5,Milo,river gate,Milo@river gate,2957,2957,2957,2957,2957,2957,v57-replay-02957,True
2958,165,6,Sera,west hearth,Sera@west hearth,2958,2958,2958,2958,2958,2958,v57-replay-02958,True
2959,165,7,Tovan,rain court,Tovan@rain court,2959,2959,2959,2959,2959,2959,v57-replay-02959,True
2960,165,8,Nia,tool alcove,Nia@tool alcove,2960,2960,2960,2960,2960,2960,v57-replay-02960,True
2961,165,9,Ari,fiber loft,Ari@fiber loft,2961,2961,2961,2961,2961,2961,v57-replay-02961,True
2962,165,10,Fay,glasshouse,Fay@glasshouse,2962,2962,2962,2962,2962,2962,v57-replay-02962,True
2963,165,11,Milo,river gate,Milo@river gate,2963,2963,2963,2963,2963,2963,v57-replay-02963,True
2964,165,12,Sera,west hearth,Sera@west hearth,2964,2964,2964,2964,2964,2964,v57-replay-02964,True
2965,165,13,Tovan,rain court,Tovan@rain court,2965,2965,2965,2965,2965,2965,v57-replay-02965,True
2966,165,14,Nia,tool alcove,Nia@tool alcove,2966,2966,2966,2966,2966,2966,v57-replay-02966,True
2967,165,15,Ari,fiber loft,Ari@fiber loft,2967,2967,2967,2967,2967,2967,v57-replay-02967,True
2968,165,16,Fay,glasshouse,Fay@glasshouse,2968,2968,2968,2968,2968,2968,v57-replay-02968,True
2969,165,17,Milo,river gate,Milo@river gate,2969,2969,2969,2969,2969,2969,v57-replay-02969,True
2970,166,0,Sera,rain court,Sera@rain court,2970,2970,2970,2970,2970,2970,v57-replay-02970,True
2971,166,1,Tovan,tool alcove,Tovan@tool alcove,2971,2971,2971,2971,2971,2971,v57-replay-02971,True
2972,166,2,Nia,fiber loft,Nia@fiber loft,2972,2972,2972,2972,2972,2972,v57-replay-02972,True
2973,166,3,Ari,glasshouse,Ari@glasshouse,2973,2973,2973,2973,2973,2973,v57-replay-02973,True
2974,166,4,Fay,river gate,Fay@river gate,2974,2974,2974,2974,2974,2974,v57-replay-02974,True
2975,166,5,Milo,west hearth,Milo@west hearth,2975,2975,2975,2975,2975,2975,v57-replay-02975,True
2976,166,6,Sera,rain court,Sera@rain court,2976,2976,2976,2976,2976,2976,v57-replay-02976,True
2977,166,7,Tovan,tool alcove,Tovan@tool alcove,2977,2977,2977,2977,2977,2977,v57-replay-02977,True
2978,166,8,Nia,fiber loft,Nia@fiber loft,2978,2978,2978,2978,2978,2978,v57-replay-02978,True
2979,166,9,Ari,glasshouse,Ari@glasshouse,2979,2979,2979,2979,2979,2979,v57-replay-02979,True
2980,166,10,Fay,river gate,Fay@river gate,2980,2980,2980,2980,2980,2980,v57-replay-02980,True
2981,166,11,Milo,west hearth,Milo@west hearth,2981,2981,2981,2981,2981,2981,v57-replay-02981,True
2982,166,12,Sera,rain court,Sera@rain court,2982,2982,2982,2982,2982,2982,v57-replay-02982,True
2983,166,13,Tovan,tool alcove,Tovan@tool alcove,2983,2983,2983,2983,2983,2983,v57-replay-02983,True
2984,166,14,Nia,fiber loft,Nia@fiber loft,2984,2984,2984,2984,2984,2984,v57-replay-02984,True
2985,166,15,Ari,glasshouse,Ari@glasshouse,2985,2985,2985,2985,2985,2985,v57-replay-02985,True
2986,166,16,Fay,river gate,Fay@river gate,2986,2986,2986,2986,2986,2986,v57-replay-02986,True
2987,166,17,Milo,west hearth,Milo@west hearth,2987,2987,2987,2987,2987,2987,v57-replay-02987,True
2988,167,0,Sera,tool alcove,Sera@tool alcove,2988,2988,2988,2988,2988,2988,v57-replay-02988,True
2989,167,1,Tovan,fiber loft,Tovan@fiber loft,2989,2989,2989,2989,2989,2989,v57-replay-02989,True
2990,167,2,Nia,glasshouse,Nia@glasshouse,2990,2990,2990,2990,2990,2990,v57-replay-02990,True
2991,167,3,Ari,river gate,Ari@river gate,2991,2991,2991,2991,2991,2991,v57-replay-02991,True
2992,167,4,Fay,west hearth,Fay@west hearth,2992,2992,2992,2992,2992,2992,v57-replay-02992,True
2993,167,5,Milo,rain court,Milo@rain court,2993,2993,2993,2993,2993,2993,v57-replay-02993,True
2994,167,6,Sera,tool alcove,Sera@tool alcove,2994,2994,2994,2994,2994,2994,v57-replay-02994,True
2995,167,7,Tovan,fiber loft,Tovan@fiber loft,2995,2995,2995,2995,2995,2995,v57-replay-02995,True
2996,167,8,Nia,glasshouse,Nia@glasshouse,2996,2996,2996,2996,2996,2996,v57-replay-02996,True
2997,167,9,Ari,river gate,Ari@river gate,2997,2997,2997,2997,2997,2997,v57-replay-02997,True
2998,167,10,Fay,west hearth,Fay@west hearth,2998,2998,2998,2998,2998,2998,v57-replay-02998,True
2999,167,11,Milo,rain court,Milo@rain court,2999,2999,2999,2999,2999,2999,v57-replay-02999,True
3000,167,12,Sera,tool alcove,Sera@tool alcove,3000,3000,3000,3000,3000,3000,v57-replay-03000,True
3001,167,13,Tovan,fiber loft,Tovan@fiber loft,3001,3001,3001,3001,3001,3001,v57-replay-03001,True
3002,167,14,Nia,glasshouse,Nia@glasshouse,3002,3002,3002,3002,3002,3002,v57-replay-03002,True
3003,167,15,Ari,river gate,Ari@river gate,3003,3003,3003,3003,3003,3003,v57-replay-03003,True
3004,167,16,Fay,west hearth,Fay@west hearth,3004,3004,3004,3004,3004,3004,v57-replay-03004,True
3005,167,17,Milo,rain court,Milo@rain court,3005,3005,3005,3005,3005,3005,v57-replay-03005,True
3006,168,0,Sera,fiber loft,Sera@fiber loft,3006,3006,3006,3006,3006,3006,v57-replay-03006,True
3007,168,1,Tovan,glasshouse,Tovan@glasshouse,3007,3007,3007,3007,3007,3007,v57-replay-03007,True
3008,168,2,Nia,river gate,Nia@river gate,3008,3008,3008,3008,3008,3008,v57-replay-03008,True
