tick_id,day,session_id,settlement_id,resident_id,phrase,prior_memory,visible_consequence,trust_before,trust_after,proximity_before,proximity_after,consequence_saved,reply_bounded_to_phrasebook,no_autonomous_language_claim,no_llm_call
1747,98,canvas-session-017,cinder_garden,Wren,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.788,0.792,True,True,True,True
1748,98,canvas-session-017,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.788,0.792,True,True,True,True
1749,98,canvas-session-017,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-017,keeps valve boundary,0.95,0.95,0.788,0.792,True,True,True,True
1750,98,canvas-session-017,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-017,approaches after help,0.95,0.95,0.844,0.85,True,True,True,True
1751,98,canvas-session-017,glass_harbor,Sera,tea first,prior:tea first:canvas-session-017,lets avatar carry small part,0.95,0.95,0.788,0.792,True,True,True,True
1752,98,canvas-session-017,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-017,remembers cooled path,0.95,0.95,0.788,0.792,True,True,True,True
1753,98,canvas-session-017,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-017,signals from a distance,0.95,0.95,0.792,0.796,True,True,True,True
1754,98,canvas-session-017,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-017,trusts slow repair,0.95,0.95,0.792,0.796,True,True,True,True
1755,98,canvas-session-017,moss_ward,Tala,path dry,prior:path dry:canvas-session-017,shares safer route,0.95,0.95,0.846,0.85,True,True,True,True
1756,98,canvas-session-017,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-017,faces avatar longer,0.95,0.95,0.788,0.792,True,True,True,True
1757,98,canvas-session-017,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-017,accepts slow handoff,0.95,0.95,0.788,0.792,True,True,True,True
1758,98,canvas-session-017,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.788,0.792,True,True,True,True
1759,98,canvas-session-017,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.788,0.792,True,True,True,True
1760,98,canvas-session-017,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-017,keeps respectful distance,0.95,0.95,0.848,0.852,True,True,True,True
1761,98,canvas-session-017,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-017,warns before fog,0.95,0.95,0.788,0.792,True,True,True,True
1762,98,canvas-session-017,cinder_garden,Vale,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.792,0.796,True,True,True,True
1763,98,canvas-session-017,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.792,0.796,True,True,True,True
1764,99,canvas-session-017,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-017,approaches after help,0.95,0.95,0.85,0.856,True,True,True,True
1765,99,canvas-session-017,glass_harbor,Nia,tea first,prior:tea first:canvas-session-017,lets avatar carry small part,0.95,0.95,0.792,0.796,True,True,True,True
1766,99,canvas-session-017,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-017,remembers cooled path,0.95,0.95,0.792,0.796,True,True,True,True
1767,99,canvas-session-017,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-017,signals from a distance,0.95,0.95,0.792,0.796,True,True,True,True
1768,99,canvas-session-017,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-017,trusts slow repair,0.95,0.95,0.792,0.796,True,True,True,True
1769,99,canvas-session-017,moss_ward,Ari,path dry,prior:path dry:canvas-session-017,shares safer route,0.95,0.95,0.852,0.856,True,True,True,True
1770,99,canvas-session-017,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-017,faces avatar longer,0.95,0.95,0.792,0.796,True,True,True,True
1771,99,canvas-session-017,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-017,accepts slow handoff,0.95,0.95,0.796,0.8,True,True,True,True
1772,99,canvas-session-017,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.796,0.8,True,True,True,True
1773,99,canvas-session-017,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.792,0.796,True,True,True,True
1774,99,canvas-session-017,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-017,keeps respectful distance,0.95,0.95,0.852,0.856,True,True,True,True
1775,99,canvas-session-017,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-017,warns before fog,0.95,0.95,0.792,0.796,True,True,True,True
1776,99,canvas-session-017,cinder_garden,Wren,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.792,0.796,True,True,True,True
1777,99,canvas-session-017,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.792,0.796,True,True,True,True
1778,99,canvas-session-017,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-017,keeps valve boundary,0.95,0.95,0.792,0.796,True,True,True,True
1779,99,canvas-session-017,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-017,approaches after help,0.95,0.95,0.85,0.856,True,True,True,True
1780,99,canvas-session-017,glass_harbor,Sera,tea first,prior:tea first:canvas-session-017,lets avatar carry small part,0.95,0.95,0.792,0.796,True,True,True,True
1781,99,canvas-session-017,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-017,remembers cooled path,0.95,0.95,0.792,0.796,True,True,True,True
1782,100,canvas-session-017,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-017,trusts slow repair,0.95,0.95,0.796,0.8,True,True,True,True
1783,100,canvas-session-017,moss_ward,Fay,path dry,prior:path dry:canvas-session-017,shares safer route,0.95,0.95,0.856,0.86,True,True,True,True
1784,100,canvas-session-017,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-017,faces avatar longer,0.95,0.95,0.796,0.8,True,True,True,True
1785,100,canvas-session-017,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-017,accepts slow handoff,0.95,0.95,0.796,0.8,True,True,True,True
1786,100,canvas-session-017,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.796,0.8,True,True,True,True
1787,100,canvas-session-017,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.796,0.8,True,True,True,True
1788,100,canvas-session-017,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-017,keeps respectful distance,0.95,0.95,0.856,0.86,True,True,True,True
1789,100,canvas-session-017,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-017,warns before fog,0.95,0.95,0.796,0.8,True,True,True,True
1790,100,canvas-session-017,cinder_garden,Juno,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.796,0.8,True,True,True,True
1791,100,canvas-session-017,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.796,0.8,True,True,True,True
1792,100,canvas-session-017,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-017,keeps valve boundary,0.95,0.95,0.796,0.8,True,True,True,True
1793,100,canvas-session-017,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-017,approaches after help,0.95,0.95,0.856,0.862,True,True,True,True
1794,100,canvas-session-017,glass_harbor,Nia,tea first,prior:tea first:canvas-session-017,lets avatar carry small part,0.95,0.95,0.796,0.8,True,True,True,True
1795,100,canvas-session-017,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-017,remembers cooled path,0.95,0.95,0.796,0.8,True,True,True,True
1796,100,canvas-session-017,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-017,signals from a distance,0.95,0.95,0.796,0.8,True,True,True,True
1797,100,canvas-session-017,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-017,trusts slow repair,0.95,0.95,0.796,0.8,True,True,True,True
1798,100,canvas-session-017,moss_ward,Ari,path dry,prior:path dry:canvas-session-017,shares safer route,0.95,0.95,0.856,0.86,True,True,True,True
1799,100,canvas-session-017,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-017,faces avatar longer,0.95,0.95,0.796,0.8,True,True,True,True
1800,101,canvas-session-017,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.8,0.804,True,True,True,True
1801,101,canvas-session-017,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.8,0.804,True,True,True,True
1802,101,canvas-session-017,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-017,keeps respectful distance,0.95,0.95,0.862,0.866,True,True,True,True
1803,101,canvas-session-017,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-017,warns before fog,0.95,0.95,0.8,0.804,True,True,True,True
1804,101,canvas-session-017,cinder_garden,Pax,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.8,0.804,True,True,True,True
1805,101,canvas-session-017,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.8,0.804,True,True,True,True
1806,101,canvas-session-017,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-017,keeps valve boundary,0.95,0.95,0.8,0.804,True,True,True,True
1807,101,canvas-session-017,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-017,approaches after help,0.95,0.95,0.86,0.866,True,True,True,True
1808,101,canvas-session-017,glass_harbor,Oren,tea first,prior:tea first:canvas-session-017,lets avatar carry small part,0.95,0.95,0.8,0.804,True,True,True,True
1809,101,canvas-session-017,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-017,remembers cooled path,0.95,0.95,0.8,0.804,True,True,True,True
1810,101,canvas-session-017,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-017,signals from a distance,0.95,0.95,0.8,0.804,True,True,True,True
1811,101,canvas-session-017,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-017,trusts slow repair,0.95,0.95,0.8,0.804,True,True,True,True
1812,101,canvas-session-017,moss_ward,Fay,path dry,prior:path dry:canvas-session-017,shares safer route,0.95,0.95,0.86,0.864,True,True,True,True
1813,101,canvas-session-017,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-017,faces avatar longer,0.95,0.95,0.8,0.804,True,True,True,True
1814,101,canvas-session-017,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-017,accepts slow handoff,0.95,0.95,0.8,0.804,True,True,True,True
1815,101,canvas-session-017,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.8,0.804,True,True,True,True
1816,101,canvas-session-017,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.8,0.804,True,True,True,True
1817,101,canvas-session-017,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-017,keeps respectful distance,0.95,0.95,0.86,0.864,True,True,True,True
1818,102,canvas-session-017,cinder_garden,Vale,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.804,0.808,True,True,True,True
1819,102,canvas-session-017,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.804,0.808,True,True,True,True
1820,102,canvas-session-017,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-017,keeps valve boundary,0.95,0.95,0.804,0.808,True,True,True,True
1821,102,canvas-session-017,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-017,approaches after help,0.95,0.95,0.864,0.87,True,True,True,True
1822,102,canvas-session-017,glass_harbor,Puck,tea first,prior:tea first:canvas-session-017,lets avatar carry small part,0.95,0.95,0.804,0.808,True,True,True,True
1823,102,canvas-session-017,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-017,remembers cooled path,0.95,0.95,0.804,0.808,True,True,True,True
1824,102,canvas-session-017,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-017,signals from a distance,0.95,0.95,0.804,0.808,True,True,True,True
1825,102,canvas-session-017,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-017,trusts slow repair,0.95,0.95,0.804,0.808,True,True,True,True
1826,102,canvas-session-017,moss_ward,Milo,path dry,prior:path dry:canvas-session-017,shares safer route,0.95,0.95,0.864,0.868,True,True,True,True
1827,102,canvas-session-017,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-017,faces avatar longer,0.95,0.95,0.8,0.804,True,True,True,True
1828,102,canvas-session-017,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-017,accepts slow handoff,0.95,0.95,0.8,0.804,True,True,True,True
1829,102,canvas-session-017,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-017,shares a bowl marker,0.95,0.95,0.804,0.808,True,True,True,True
1830,102,canvas-session-017,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-017,waits without flinch,0.95,0.95,0.804,0.808,True,True,True,True
1831,102,canvas-session-017,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-017,keeps respectful distance,0.95,0.95,0.866,0.87,True,True,True,True
1832,102,canvas-session-017,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-017,warns before fog,0.95,0.95,0.804,0.808,True,True,True,True
1833,102,canvas-session-017,cinder_garden,Pax,shade first,prior:shade first:canvas-session-017,moves closer to shade,0.95,0.95,0.804,0.808,True,True,True,True
1834,102,canvas-session-017,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-017,offers spare knot,0.95,0.95,0.804,0.808,True,True,True,True
1835,102,canvas-session-017,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-017,keeps valve boundary,0.95,0.95,0.804,0.808,True,True,True,True
1836,103,canvas-session-018,glass_harbor,Sera,tea first,prior:tea first:canvas-session-018,lets avatar carry small part,0.95,0.95,0.804,0.808,True,True,True,True
1837,103,canvas-session-018,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-018,remembers cooled path,0.95,0.95,0.804,0.808,True,True,True,True
1838,103,canvas-session-018,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-018,signals from a distance,0.95,0.95,0.808,0.812,True,True,True,True
1839,103,canvas-session-018,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-018,trusts slow repair,0.95,0.95,0.808,0.812,True,True,True,True
1840,103,canvas-session-018,moss_ward,Tala,path dry,prior:path dry:canvas-session-018,shares safer route,0.95,0.95,0.87,0.874,True,True,True,True
1841,103,canvas-session-018,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-018,faces avatar longer,0.95,0.95,0.808,0.812,True,True,True,True
1842,103,canvas-session-018,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-018,accepts slow handoff,0.95,0.95,0.808,0.812,True,True,True,True
1843,103,canvas-session-018,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-018,shares a bowl marker,0.95,0.95,0.808,0.812,True,True,True,True
1844,103,canvas-session-018,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-018,waits without flinch,0.95,0.95,0.808,0.812,True,True,True,True
1845,103,canvas-session-018,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-018,keeps respectful distance,0.95,0.95,0.866,0.87,True,True,True,True
1846,103,canvas-session-018,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-018,warns before fog,0.95,0.95,0.804,0.808,True,True,True,True
1847,103,canvas-session-018,cinder_garden,Vale,shade first,prior:shade first:canvas-session-018,moves closer to shade,0.95,0.95,0.808,0.812,True,True,True,True
1848,103,canvas-session-018,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-018,offers spare knot,0.95,0.95,0.808,0.812,True,True,True,True
1849,103,canvas-session-018,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-018,keeps valve boundary,0.95,0.95,0.808,0.812,True,True,True,True
1850,103,canvas-session-018,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-018,approaches after help,0.95,0.95,0.87,0.876,True,True,True,True
1851,103,canvas-session-018,glass_harbor,Puck,tea first,prior:tea first:canvas-session-018,lets avatar carry small part,0.95,0.95,0.808,0.812,True,True,True,True
1852,103,canvas-session-018,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-018,remembers cooled path,0.95,0.95,0.808,0.812,True,True,True,True
1853,103,canvas-session-018,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-018,signals from a distance,0.95,0.95,0.808,0.812,True,True,True,True
1854,104,canvas-session-018,moss_ward,Ari,path dry,prior:path dry:canvas-session-018,shares safer route,0.95,0.95,0.87,0.874,True,True,True,True
1855,104,canvas-session-018,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-018,faces avatar longer,0.95,0.95,0.808,0.812,True,True,True,True
