tick_id,day,settlement_id,resident_id,turn_index,avatar_phrase,resident_phrase,intent,response_key,confidence_before,confidence_after,misunderstanding_risk,bounded_phrasebook,no_llm_call,private_workspace_not_dumped,frequency_hz,flower_phase
1561,87,lichen_bridge,Luma,312,I touch rope post,signal hush first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.4586,0.343352
1562,87,orchid_engine,Dax,311,I ask valve custom,orchid lamp rests,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,36.79248,0.370981
1563,87,moss_ward,Tala,312,I offer trade,blanket path clear,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,32.1526,0.329611
1564,87,glass_harbor,Nia,313,I do not dim lamp,fog catcher closed,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.2996,0.347241
1565,87,cinder_garden,Pax,313,I need translation,repeat without hurry,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,35.8666,0.37287
1566,88,orchid_engine,Bea,312,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,36.8636,0.390333
1567,88,moss_ward,Fay,313,I need translation,speak slower,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.2206,0.348963
1568,88,glass_harbor,Puck,314,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,33.3676,0.366593
1569,88,cinder_garden,Wren,314,I ask seed path,seed rows sleep,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,35.9346,0.392222
1570,88,lichen_bridge,Kio,313,I offer rope help,meal room welcomes,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.6116,0.385852
1571,88,orchid_engine,Cai,313,I do not turn key,cup before engine,respect boundary,step_back,0.86,0.86,0.04,True,True,True,36.9486,0.413481
1572,88,moss_ward,Milo,314,I need translation,speak slower,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,32.3043,0.372111
1573,88,glass_harbor,Sera,315,I wait by lamp,tea before crossing,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.4526,0.389741
1574,88,cinder_garden,Juno,315,I ask seed path,seed rows sleep,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,36.0196,0.41537
1575,88,lichen_bridge,Luma,314,I offer rope help,meal room welcomes,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.6966,0.409
1576,88,orchid_engine,Dax,314,I do not turn key,cup before engine,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,37.0323,0.43663
1577,88,moss_ward,Tala,315,I need translation,speak slower,respect boundary,step_back,0.86,0.86,0.04,True,True,True,32.3906,0.395259
1578,88,glass_harbor,Nia,316,I wait by lamp,tea before crossing,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.5376,0.412889
1579,88,cinder_garden,Pax,316,I ask seed path,seed rows sleep,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,36.1046,0.438519
1580,88,lichen_bridge,Rin,315,I offer rope help,meal room welcomes,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.78082,0.432148
1581,88,orchid_engine,Eli,315,I do not turn key,cup before engine,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,37.1186,0.459778
1582,88,moss_ward,Ari,316,I need translation,speak slower,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,32.4756,0.418407
1583,88,glass_harbor,Oren,317,I wait by lamp,tea before crossing,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.6226,0.436037
1584,89,lichen_bridge,Kio,316,I need translation,gesture again,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.8496,0.4515
1585,89,orchid_engine,Cai,316,I wait outside ring,valve listener first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,37.1866,0.47913
1586,89,moss_ward,Milo,317,I ask rain custom,rain clay is named,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,32.54334,0.437759
1587,89,glass_harbor,Sera,318,I offer salt token,net has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.6906,0.455389
1588,89,cinder_garden,Juno,317,I do not cross rows,ash path open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,36.2576,0.481019
1589,89,lichen_bridge,Luma,317,I need translation,gesture again,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.9346,0.474648
1590,89,orchid_engine,Dax,317,I wait outside ring,valve listener first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,37.2703,0.502278
1591,89,moss_ward,Tala,318,I ask rain custom,rain clay is named,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,32.6286,0.460907
1592,89,glass_harbor,Nia,319,I offer salt token,net has keeper,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.7756,0.478537
1593,89,cinder_garden,Pax,318,I do not cross rows,ash path open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,36.3426,0.504167
1594,89,lichen_bridge,Rin,318,I need translation,gesture again,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.01882,0.497796
1595,89,orchid_engine,Eli,318,I wait outside ring,valve listener first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,37.3566,0.525426
1596,89,moss_ward,Ari,319,I ask rain custom,rain clay is named,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,32.7136,0.484056
1597,89,glass_harbor,Oren,320,I offer salt token,net has keeper,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,33.8606,0.501685
1598,89,cinder_garden,Vale,319,I do not cross rows,ash path open,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,36.42734,0.527315
1599,89,lichen_bridge,Sol,319,I need translation,gesture again,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,35.1046,0.520944
1600,89,orchid_engine,Bea,319,I wait outside ring,valve listener first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,37.4416,0.548574
1601,89,moss_ward,Fay,320,I ask rain custom,rain clay is named,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,32.7986,0.507204
1602,90,cinder_garden,Juno,320,I bow to shade,shade cloth first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,36.4956,0.546667
1603,90,lichen_bridge,Luma,320,I ask bell custom,rope has tension,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,35.1726,0.540296
1604,90,orchid_engine,Dax,320,I offer gear cloth,gear lane open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,37.5096,0.567926
1605,90,moss_ward,Tala,321,I do not touch,trade can wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,32.8666,0.526556
1606,90,glass_harbor,Nia,321,I need translation,repeat with bell,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.0136,0.544185
1607,90,cinder_garden,Pax,321,I bow to shade,shade cloth first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,36.5806,0.569815
1608,90,lichen_bridge,Rin,321,I ask bell custom,rope has tension,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,35.25682,0.563444
1609,90,orchid_engine,Eli,321,I offer gear cloth,gear lane open,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,37.5946,0.591074
1610,90,moss_ward,Ari,322,I do not touch,trade can wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,32.9516,0.549704
1611,90,glass_harbor,Oren,322,I need translation,repeat with bell,respect boundary,step_back,0.86,0.86,0.04,True,True,True,34.0986,0.567333
1612,90,cinder_garden,Vale,322,I bow to shade,shade cloth first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,36.6656,0.592963
1613,90,lichen_bridge,Sol,322,I ask bell custom,rope has tension,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,35.3426,0.586593
1614,90,orchid_engine,Bea,322,I offer gear cloth,gear lane open,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,37.6796,0.614222
1615,90,moss_ward,Fay,323,I do not touch,trade can wait,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.0366,0.572852
1616,90,glass_harbor,Puck,323,I need translation,repeat with bell,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.1836,0.590481
1617,90,cinder_garden,Wren,323,I bow to shade,shade cloth first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,36.7506,0.616111
1618,90,lichen_bridge,Kio,323,I ask bell custom,rope has tension,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,35.4276,0.609741
1619,90,orchid_engine,Cai,323,I offer gear cloth,gear lane open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,37.7646,0.63737
1620,91,glass_harbor,Nia,324,I ask net owner,lamp stays bright,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.2516,0.609833
1621,91,cinder_garden,Pax,324,I offer cool stone,cool hand means wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,36.8186,0.635463
1622,91,lichen_bridge,Rin,324,I do not step on rope,bell has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.4956,0.629093
1623,91,orchid_engine,Eli,324,I need translation,say it with palms,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,37.8326,0.656722
1624,91,moss_ward,Ari,324,I wait,warm cup first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.1896,0.615352
1625,91,glass_harbor,Oren,325,I ask net owner,lamp stays bright,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.3366,0.632981
1626,91,cinder_garden,Vale,325,I offer cool stone,cool hand means wait,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,36.9036,0.658611
1627,91,lichen_bridge,Sol,325,I do not step on rope,bell has keeper,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,35.5806,0.652241
1628,91,orchid_engine,Bea,325,I need translation,say it with palms,respect boundary,step_back,0.86,0.86,0.04,True,True,True,37.9176,0.67987
1629,91,moss_ward,Fay,325,I wait,warm cup first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.2746,0.6385
1630,91,glass_harbor,Puck,326,I ask net owner,lamp stays bright,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.4216,0.65613
1631,91,cinder_garden,Wren,326,I offer cool stone,cool hand means wait,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,36.9886,0.681759
1632,91,lichen_bridge,Kio,326,I do not step on rope,bell has keeper,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,35.6656,0.675389
1633,91,orchid_engine,Cai,326,I need translation,say it with palms,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,38.0026,0.703019
1634,91,moss_ward,Milo,326,I wait,warm cup first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.3596,0.661648
1635,91,glass_harbor,Sera,327,I ask net owner,lamp stays bright,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.5066,0.679278
1636,91,cinder_garden,Juno,327,I offer cool stone,cool hand means wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,37.0736,0.704907
1637,91,lichen_bridge,Luma,327,I do not step on rope,bell has keeper,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,35.7506,0.698537
1638,92,moss_ward,Ari,327,I offer trade,blanket path clear,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.4276,0.681
1639,92,glass_harbor,Oren,328,I do not dim lamp,fog catcher closed,respect boundary,step_back,0.86,0.86,0.04,True,True,True,34.5746,0.69863
1640,92,cinder_garden,Vale,328,I need translation,repeat without hurry,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,37.1416,0.724259
1641,92,lichen_bridge,Sol,328,I touch rope post,signal hush first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,35.8186,0.717889
1642,92,orchid_engine,Bea,327,I ask valve custom,orchid lamp rests,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,38.1556,0.745519
1643,92,moss_ward,Fay,328,I offer trade,blanket path clear,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,33.5126,0.704148
1644,92,glass_harbor,Puck,329,I do not dim lamp,fog catcher closed,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,34.6596,0.721778
1645,92,cinder_garden,Wren,329,I need translation,repeat without hurry,respect boundary,step_back,0.86,0.86,0.04,True,True,True,37.2266,0.747407
1646,92,lichen_bridge,Kio,329,I touch rope post,signal hush first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,35.9036,0.741037
1647,92,orchid_engine,Cai,328,I ask valve custom,orchid lamp rests,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,38.2406,0.768667
1648,92,moss_ward,Milo,329,I offer trade,blanket path clear,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,33.5976,0.727296
1649,92,glass_harbor,Sera,330,I do not dim lamp,fog catcher closed,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.7446,0.744926
1650,92,cinder_garden,Juno,330,I need translation,repeat without hurry,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,37.3116,0.770556
1651,92,lichen_bridge,Luma,330,I touch rope post,signal hush first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.9886,0.764185
1652,92,orchid_engine,Dax,329,I ask valve custom,orchid lamp rests,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,38.3256,0.791815
1653,92,moss_ward,Tala,330,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,33.6826,0.750444
1654,92,glass_harbor,Nia,331,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.8296,0.768074
1655,92,cinder_garden,Pax,331,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,37.3966,0.793704
1656,93,orchid_engine,Bea,330,I do not turn key,cup before engine,respect boundary,step_back,0.86,0.86,0.04,True,True,True,38.3936,0.811167
1657,93,moss_ward,Fay,331,I need translation,speak slower,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,33.7506,0.769796
1658,93,glass_harbor,Puck,332,I wait by lamp,tea before crossing,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.8976,0.787426
1659,93,cinder_garden,Wren,332,I ask seed path,seed rows sleep,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,37.4646,0.813056
1660,93,lichen_bridge,Kio,331,I offer rope help,meal room welcomes,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,36.1416,0.806685
1661,93,orchid_engine,Cai,331,I do not turn key,cup before engine,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,38.4786,0.834315
1662,93,moss_ward,Milo,332,I need translation,speak slower,respect boundary,step_back,0.86,0.86,0.04,True,True,True,33.8356,0.792944
1663,93,glass_harbor,Sera,333,I wait by lamp,tea before crossing,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,34.9826,0.810574
1664,93,cinder_garden,Juno,333,I ask seed path,seed rows sleep,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,37.5496,0.836204
1665,93,lichen_bridge,Luma,332,I offer rope help,meal room welcomes,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,36.2266,0.829833
1666,93,orchid_engine,Dax,332,I do not turn key,cup before engine,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,38.5636,0.857463
1667,93,moss_ward,Tala,333,I need translation,speak slower,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,33.9206,0.816093
1668,93,glass_harbor,Nia,334,I wait by lamp,tea before crossing,respect boundary,step_back,0.86,0.86,0.04,True,True,True,35.0676,0.833722
1669,93,cinder_garden,Pax,334,I ask seed path,seed rows sleep,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,37.6346,0.859352
1670,93,lichen_bridge,Rin,333,I offer rope help,meal room welcomes,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,36.3116,0.852981
1671,93,orchid_engine,Eli,333,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,38.6486,0.880611
1672,93,moss_ward,Ari,334,I need translation,speak slower,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,34.0056,0.839241
1673,93,glass_harbor,Oren,335,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,35.1526,0.85687
1674,94,lichen_bridge,Kio,334,I need translation,gesture again,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,36.3796,0.872333
1675,94,orchid_engine,Cai,334,I wait outside ring,valve listener first,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,38.7166,0.899963
1676,94,moss_ward,Milo,335,I ask rain custom,rain clay is named,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,34.0736,0.858593
1677,94,glass_harbor,Sera,336,I offer salt token,net has keeper,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,35.2206,0.876222
1678,94,cinder_garden,Juno,335,I do not cross rows,ash path open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,37.7876,0.901852
1679,94,lichen_bridge,Luma,335,I need translation,gesture again,respect boundary,step_back,0.86,0.86,0.04,True,True,True,36.4646,0.895481
1680,94,orchid_engine,Dax,335,I wait outside ring,valve listener first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,38.8016,0.923111
1681,94,moss_ward,Tala,336,I ask rain custom,rain clay is named,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,34.1586,0.881741
1682,94,glass_harbor,Nia,337,I offer salt token,net has keeper,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,35.3056,0.89937
1683,94,cinder_garden,Pax,336,I do not cross rows,ash path open,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,37.8726,0.925
1684,94,lichen_bridge,Rin,336,I need translation,gesture again,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,36.5496,0.91863
